Sample	posterior	likelihood	prior	treeLikelihood.sim1_uniform_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
68000	-24781.879990900885	-24267.034107771942	-514.8458831289425	-24267.034107771942	-495.4652754018287	30.58246662986406	0	1	1	0	0	1	2.822452	2.822452	2.822452	0.0	0.122121	0.513726	0.0	0.0	0.081030	3	1.9975641271481433E-4	1.8561512871662502	0.28459814640639713	0.22035395808315628	0.23295521335218053	0.26209268215826603
70000	-24718.085858904426	-24201.214902523407	-516.8709563810179	-24201.214902523407	-500.97034188840587	30.58265326916408	0	1	1	0	1	0	2.176798	2.176798	2.176798	0.0	0.060723	0.795661	0.0	0.057178	0.0	3	2.136836346017515E-4	1.8561512871662502	0.28459814640639713	0.22035395808315628	0.23295521335218053	0.26209268215826603
72000	-24618.748862232933	-24107.811295295505	-510.9375669374292	-24107.811295295505	-493.5357341118189	30.5824507564349	0	1	1	0	1	0	2.794064	2.794064	2.794064	0.0	0.049975	0.575087	0.0	0.076797	0.0	3	1.9682604361832566E-4	1.862747064091586	0.28459814640639713	0.22035395808315628	0.23295521335218053	0.26209268215826603
74000	-24594.12788721359	-24091.798716556666	-502.32917065692595	-24091.798716556666	-485.5053545120176	30.384577822346646	0	1	1	1	1	0	2.529124	2.529124	2.529124	0.0	0.120978	0.514871	0.106571	0.081061	0.0	4	2.0765254494652395E-4	2.1421835299556222	0.28459814640639713	0.22278537955271785	0.23295521335218053	0.25966126068870443
76000	-24527.673917230106	-24023.481849109332	-504.19206812077476	-24023.481849109332	-485.3920551715321	30.384669242461563	0	1	1	0	1	0	2.647475	2.647475	2.647475	0.0	0.136284	0.573793	0.0	0.152041	0.0	3	2.1756139716226929E-4	2.1421835299556222	0.27406873774030716	0.22278537955271785	0.23295521335218053	0.2701906693547944
78000	-24535.02130701093	-24025.924815606933	-509.0964914039992	-24025.924815606933	-489.75241098001055	29.717260679262704	1	1	1	0	1	0	2.420548	2.420548	2.420548	0.078633	0.159662	0.430817	0.0	0.101598	0.0	4	2.1116726807826914E-4	1.8528651523409438	0.27406873774030716	0.22278537955271785	0.23295521335218053	0.2701906693547944
80000	-24524.145728541465	-24020.861446496656	-503.28428204480906	-24020.861446496656	-484.3218162454767	31.441204265183867	0	1	1	0	0	1	2.260325	2.260325	2.260325	0.0	0.103341	0.456581	0.0	0.0	0.052128	3	2.1635289768981664E-4	1.8528651523409438	0.2763994936397868	0.22278537955271785	0.23634935103356094	0.2644657757739344
82000	-24508.995819252246	-24012.951346575657	-496.04447267659015	-24012.951346575657	-480.39846185186525	31.478021189301312	1	1	1	1	1	0	2.311627	2.311627	2.311627	0.019234	0.066697	0.497062	0.060573	0.032804	0.0	5	2.140285052885312E-4	1.8528651523409438	0.2763994936397868	0.22278537955271785	0.23634935103356094	0.2644657757739344
84000	-24517.966616581172	-24020.401489875876	-497.56512670529537	-24020.401489875876	-480.61889474482126	31.58525947458694	1	1	1	1	1	1	2.628785	2.628785	2.628785	0.085745	0.070385	0.910388	0.095599	0.029759	0.028372	6	2.210063025037039E-4	1.8528651523409438	0.29169290767893474	0.21364910152241198	0.23634935103356094	0.2583086397650923
86000	-24520.80259753316	-24026.03300053613	-494.7695969970305	-24026.03300053613	-478.29672817962694	31.582328880561256	0	1	1	0	1	0	2.258526	2.258526	2.258526	0.0	0.107131	0.925989	0.0	0.048039	0.0	3	2.2691505352295335E-4	1.8443809888631315	0.29169290767893474	0.21364910152241198	0.23634935103356094	0.2583086397650923
88000	-24522.8832059507	-24037.685698884598	-485.19750706610296	-24037.685698884598	-468.78234657353863	31.582395390645928	0	1	1	0	1	0	2.355716	2.355716	2.355716	0.0	0.062929	0.676349	0.0	0.075364	0.0	3	2.099334422520382E-4	1.8443809888631315	0.2952119575356467	0.21695259047553944	0.23283030117684897	0.25500515081196484
90000	-24502.25196579092	-24017.697397778906	-484.55456801201433	-24017.697397778906	-469.0737418665865	30.54799229961892	1	1	1	1	1	0	2.185588	2.185588	2.185588	0.131291	0.136449	1.128714	0.023709	0.099569	0.0	5	2.238653370327775E-4	1.8443809888631315	0.2952119575356467	0.21695259047553944	0.23283030117684897	0.25500515081196484
92000	-24484.34454401808	-24000.082093956127	-484.26245006195194	-24000.082093956127	-468.2091154211229	29.494147093626033	0	1	1	1	1	0	2.300535	2.300535	2.300535	0.0	0.016867	0.543110	0.047326	0.018271	0.0	4	2.338489568313093E-4	1.8443809888631315	0.2952119575356467	0.21695259047553944	0.23283030117684897	0.25500515081196484
94000	-24491.93055890441	-24022.990489848846	-468.94006905556324	-24022.990489848846	-454.6062672241464	29.49359482158311	0	1	1	0	1	1	2.103679	2.103679	2.103679	0.0	0.086813	0.693646	0.0	0.024480	0.086463	4	2.3993729717496955E-4	1.8443809888631315	0.2952119575356467	0.21695259047553944	0.22907912319287776	0.2587563287959361
96000	-24470.357482402447	-24002.348193989594	-468.00928841285497	-24002.348193989594	-451.3734418161688	29.492953729759353	1	1	1	1	0	1	1.955555	1.955555	1.955555	0.212371	0.058920	0.441336	0.053520	0.0	0.047125	5	2.481999014440516E-4	1.8443809888631315	0.2952119575356467	0.21713616022453167	0.22889555344388554	0.2587563287959361
98000	-24487.81955290074	-24021.820939851885	-465.9986130488537	-24021.820939851885	-449.0732714016008	29.49294976957781	0	1	1	0	0	1	1.856723	1.856723	1.856723	0.0	0.131168	0.481158	0.0	0.0	0.059701	3	2.3790236670804426E-4	1.8443809888631315	0.2952119575356467	0.21561948992790347	0.22620916364244392	0.26295938889400594
100000	-24486.180775215675	-24009.070967435593	-477.109807780082	-24009.070967435593	-457.37345606994256	29.492802678525177	1	1	1	1	0	1	1.959426	1.959426	1.959426	0.124076	0.105756	0.638900	0.058839	0.0	0.080967	5	2.33047943235478E-4	1.8443809888631315	0.2952119575356467	0.21561948992790347	0.2256013743191171	0.2635671782173328
102000	-24500.409296162907	-24024.66888182113	-475.74041434177667	-24024.66888182113	-460.40362292452585	29.492344146920875	0	1	1	0	0	1	2.100459	2.100459	2.100459	0.0	0.138401	0.339408	0.0	0.0	0.125673	3	2.4118541075900126E-4	1.8443809888631315	0.2952119575356467	0.21561948992790347	0.2256013743191171	0.2635671782173328
104000	-24488.25270432769	-24014.640755078603	-473.6119492490854	-24014.640755078603	-461.473066162438	29.49253443241155	0	1	1	1	0	1	1.926116	1.926116	1.926116	0.0	0.112680	0.320157	0.064218	0.0	0.078321	4	2.3503755036995413E-4	1.8443809888631315	0.2952119575356467	0.21561948992790347	0.2256013743191171	0.2635671782173328
