name	date
Cambodia/0012/2020|EPI_ISL_411902|Cambodia|Sihanoukville|NA|Wuhan|2020-01-27	2020.0710382513662
Jiangsu/JS01/2020|EPI_ISL_411950|China|Jiangsu|NA|NA|2020-01-23	2020.0601092896175
Sweden/01/2020|EPI_ISL_411951|Sweden|NA|NA|Wuhan|2020-02-07	2020.1010928961748
Jiangsu/JS02/2020|EPI_ISL_411952|China|Jiangsu|NA|NA|2020-01-24	2020.0628415300546
Jiangsu/JS03/2020|EPI_ISL_411953|China|Jiangsu|NA|NA|2020-01-24	2020.0628415300546
USA-CA7/2020|EPI_ISL_411954|USA|California|NA|Wuhan|2020-02-06	2020.0983606557377
USA-CA8/2020|EPI_ISL_411955|USA|California|NA|Wuhan|2020-02-10	2020.1092896174864
USA-TX1/2020|EPI_ISL_411956|USA|Texas|NA|Wuhan|2020-02-11	2020.1120218579235
Hefei/2/2020|EPI_ISL_412026|China|Anhui|Hefei|NA|2020-02	2020.0846994535518
Hong_Kong/VM20001061/2020|EPI_ISL_412028|China|Hong_Kong|NA|NA|2020-01-22	2020.0573770491803
Hong_Kong/VM20001988/2020|EPI_ISL_412029|China|Hong_Kong|NA|NA|2020-01-30	2020.0792349726776
Hong_Kong/VB20026565/2020|EPI_ISL_412030|China|Hong_Kong|NA|NA|2020-02-01	2020.0846994535518
England/03/2020|EPI_ISL_412116|UK|England|NA|China|2020-02-09	2020.1065573770493
Jingzhou/HBCDC-HB-01/2020|EPI_ISL_412459|China|Hubei|Jingzhou|NA|2020-01-08	2020.01912568306
USA/CA9/2020|EPI_ISL_412862|USA|California|Solano|NA|2020-02-23	2020.1448087431695
Korea/KCDC05/2020|EPI_ISL_412869|South_Korea|Seoul|NA|NA|2020-01-30	2020.0792349726776
Korea/KCDC06/2020|EPI_ISL_412870|South_Korea|Seoul|NA|NA|2020-01-30	2020.0792349726776
Korea/KCDC07/2020|EPI_ISL_412871|South_Korea|Seoul|NA|NA|2020-01-31	2020.0819672131147
Korea/KCDC12/2020|EPI_ISL_412872|South_Korea|Gyeonggi-do|NA|NA|2020-02-01	2020.0846994535518
Korea/KCDC24/2020|EPI_ISL_412873|South_Korea|Chungcheongnam-do|NA|NA|2020-02-06	2020.0983606557377
Wuhan/HBCDC-HB-02/2019|EPI_ISL_412898|China|Hubei|Wuhan|NA|2019-12-30	2019.9945205479453
Wuhan/HBCDC-HB-03/2019|EPI_ISL_412899|China|Hubei|Wuhan|NA|2019-12-30	2019.9945205479453
Germany/Baden-Wuerttemberg-1/2020|EPI_ISL_412912|Germany|Baden-Wuerttemberg|NA|Italy|2020-02-25	2020.1502732240438
Brazil/SPBR-01/2020|EPI_ISL_412964|Brazil|Sao_Paulo|Sao_Paulo|Italy|2020-02-25	2020.1502732240438
Canada/BC_37_0-2/2020|EPI_ISL_412965|Canada|British_Columbia|NA|Iran|2020-02-16	2020.1256830601094
China/IQTC01/2020|EPI_ISL_412966|China|Guangdong|Guangzhou|NA|2020-02-05	2020.0956284153006
China/IQTC02/2020|EPI_ISL_412967|China|Guangdong|Guangzhou|NA|2020-01-29	2020.0765027322404
Japan/Hu_DP_Kng_19-020/2020|EPI_ISL_412968|Japan|NA|NA|NA|2020-02-10	2020.1092896174864
Japan/Hu_DP_Kng_19-027/2020|EPI_ISL_412969|Japan|NA|NA|NA|2020-02-10	2020.1092896174864
USA/WA2/2020|EPI_ISL_412970|USA|Washington|Snohomish_County|NA|2020-02-24	2020.1475409836066
Finland/FIN-25/2020|EPI_ISL_412971|Finland|Helsinki|NA|Milan|2020-02-25	2020.1502732240438
Mexico/InDRE_01/2020|EPI_ISL_412972|Mexico|Mexico_City|NA|Italy|2020-02-27	2020.155737704918
Italy/CDG1/2020|EPI_ISL_412973|Italy|Lombardy|NA|NA|2020-02-20	2020.136612021858
Italy/SPL1/2020|EPI_ISL_412974|Italy|Rome|NA|NA|2020-01-29	2020.0765027322404
Australia/NSW05/2020|EPI_ISL_412975|Australia|New_South_Wales|Sydney|Iran|2020-02-28	2020.1584699453551
Wuhan/HBCDC-HB-02/2020|EPI_ISL_412978|China|Hubei|Wuhan|NA|2020-01-17	2020.0437158469945
Wuhan/HBCDC-HB-03/2020|EPI_ISL_412979|China|Hubei|Wuhan|NA|2020-01-18	2020.0464480874316
Wuhan/HBCDC-HB-04/2020|EPI_ISL_412980|China|Hubei|Wuhan|NA|2020-01-18	2020.0464480874316
Wuhan/HBCDC-HB-05/2020|EPI_ISL_412981|China|Hubei|Wuhan|NA|2020-01-18	2020.0464480874316
Wuhan/HBCDC-HB-06/2020|EPI_ISL_412982|China|Hubei|Wuhan|NA|2020-02-07	2020.1010928961748
Tianmen/HBCDC-HB-07/2020|EPI_ISL_412983|China|Hubei|Wuhan|NA|2020-02-08	2020.103825136612
Canada/ON-PHL2445/2020|EPI_ISL_413014|Canada|Ontario|NA|Wuhan|2020-01-25	2020.0655737704917
Brazil/SPBR-02/2020|EPI_ISL_413016|Brazil|Sao_Paulo|Sao_Paulo|Italy|2020-02-28	2020.1584699453551
Korea/KUMC02/2020|EPI_ISL_413018|South_Korea|NA|NA|NA|2020-02-06	2020.0983606557377
Switzerland/1000477102/2020|EPI_ISL_413019|Switzerland|Zurich|NA|NA|2020-02-26	2020.1530054644809
Switzerland/1000477377/2020|EPI_ISL_413020|Switzerland|Zurich|NA|NA|2020-02-27	2020.155737704918
Switzerland/1000477757/2020|EPI_ISL_413021|Switzerland|Zurich|NA|NA|2020-02-29	2020.1612021857923
Switzerland/1000477796/2020|EPI_ISL_413022|Switzerland|Zurich|NA|NA|2020-02-29	2020.1612021857923
Switzerland/1000477797/2020|EPI_ISL_413023|Switzerland|Zurich|NA|NA|2020-02-29	2020.1612021857923
Switzerland/1000477806/2020|EPI_ISL_413024|Switzerland|Zurich|NA|NA|2020-02-29	2020.1612021857923
Australia/NSW06/2020|EPI_ISL_413213|Australia|New_South_Wales|Sydney|Iran|2020-02-29	2020.1612021857923
Australia/NSW07/2020|EPI_ISL_413214|Australia|New_South_Wales|Sydney|NA|2020-02-29	2020.1612021857923
Scotland/CVR01/2020|EPI_ISL_413221|UK|Scotland|NA|Italy|2020-03-02	2020.1666666666667
USA/WA4-UW2/2020|EPI_ISL_413455|USA|Washington|NA|NA|2020-02-28	2020.1584699453551
USA/WA-S2/2020|EPI_ISL_413456|USA|Washington|King_County|NA|2020-02-20	2020.136612021858
USA/WA6-UW3/2020|EPI_ISL_413457|USA|Washington|NA|NA|2020-02-29	2020.1612021857923
USA/WA7-UW4/2020|EPI_ISL_413458|USA|Washington|NA|NA|2020-03-01	2020.1639344262296
Anhui/SZ005/2020|EPI_ISL_413485|China|Anhui|Suzhou|NA|2020-01-24	2020.0628415300546
USA/WA8-UW5/2020|EPI_ISL_413486|USA|Washington|NA|NA|2020-03-01	2020.1639344262296
USA/WA9-UW6/2020|EPI_ISL_413487|USA|Washington|NA|NA|2020-03-01	2020.1639344262296
Germany/NRW-01/2020|EPI_ISL_413488|Germany|North_Rhine_Westphalia_Heinsberg_District|NA|NA|2020-02-28	2020.1584699453551
Italy/UniSR1/2020|EPI_ISL_413489|Italy|Lombardy|Milan|NA|2020-03-03	2020.1693989071039
New_Zealand/01/2020|EPI_ISL_413490|New_Zealand|Auckland|NA|Iran|2020-02-27	2020.155737704918
Beijing/231/2020|EPI_ISL_413519|China|Beijing|NA|NA|2020-01-28	2020.0737704918033
Beijing/233/2020|EPI_ISL_413520|China|Beijing|NA|NA|2020-01-28	2020.0737704918033
Beijing/235/2020|EPI_ISL_413521|China|Beijing|NA|NA|2020-01-28	2020.0737704918033
India/1-27/2020|EPI_ISL_413522|India|Kerala|NA|China|2020-01-27	2020.0710382513662
India/1-31/2020|EPI_ISL_413523|India|Kerala|NA|China|2020-01-31	2020.0819672131147
Nigeria/Lagos01/2020|EPI_ISL_413550|Nigeria|Lagos|NA|Italy|2020-02-27	2020.155737704918
Wales/PHW1/2020|EPI_ISL_413555|UK|Wales|NA|NA|2020-02-27	2020.155737704918
Wales/PHW2/2020|EPI_ISL_413556|UK|Wales|NA|NA|2020-03-04	2020.172131147541
USA/CA-CDPH-UC1/2020|EPI_ISL_413557|USA|California|Sonoma_County|NA|2020-02-28	2020.1584699453551
USA/CA-CDPH-UC2/2020|EPI_ISL_413558|USA|California|Solano_County|NA|2020-02-27	2020.155737704918
USA/CA-CDPH-UC3/2020|EPI_ISL_413559|USA|California|Solano_County|NA|2020-02-27	2020.155737704918
USA/WA-S3/2020|EPI_ISL_413560|USA|Washington|NA|NA|2020-02-28	2020.1584699453551
USA/CA-CDPH-UC4/2020|EPI_ISL_413561|USA|California|Solano_County|NA|2020-02-27	2020.155737704918
USA/WA11-UW7/2020|EPI_ISL_413562|USA|Washington|NA|NA|2020-03-02	2020.1666666666667
USA/WA12-UW8/2020|EPI_ISL_413563|USA|Washington|NA|NA|2020-03-03	2020.1693989071039
Netherlands/Andel_1365066/2020|EPI_ISL_413564|Netherlands|Andel|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Berlicum_1363564/2020|EPI_ISL_413565|Netherlands|Berlicum|NA|NA|2020-02-24	2020.1475409836066
Netherlands/Blaricum_1364780/2020|EPI_ISL_413566|Netherlands|Blaricum|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Dalen_1363624/2020|EPI_ISL_413568|Netherlands|Dalen|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Delft_1363424/2020|EPI_ISL_413569|Netherlands|Delft|NA|NA|2020-02-28	2020.1584699453551
Netherlands/Diemen_1363454/2020|EPI_ISL_413570|Netherlands|Diemen|NA|NA|2020-02-28	2020.1584699453551
Netherlands/Eindhoven_1363782/2020|EPI_ISL_413571|Netherlands|Eindhoven|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Haarlem_1363688/2020|EPI_ISL_413572|Netherlands|Haarlem|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Hardinxveld_Giessendam_1364806/2020|EPI_ISL_413573|Netherlands|Hardinxveld|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Helmond_1363548/2020|EPI_ISL_413574|Netherlands|Helmond|NA|NA|2020-02-29	2020.1612021857923
NetherlandsL/Houten_1363498/2020|EPI_ISL_413575|Netherlands|Houten|NA|NA|2020-02-29	2020.1612021857923
Netherlands/Loon_op_zand_1363512/2020|EPI_ISL_413576|Netherlands|Loon|NA|NA|2020-02-29	2020.1612021857923
Netherlands/Naarden_1364774/2020|EPI_ISL_413577|Netherlands|Naarden|NA|NA|2020-03-02	2020.1666666666667
Netherlands/Nieuwendijk_1363582/2020|EPI_ISL_413578|Netherlands|Nieuwendijk|NA|NA|2020-03-01	2020.1639344262296
Netherlands/Nootdorp_1364222/2020|EPI_ISL_413579|Netherlands|Nootdorp|NA|NA|2020-03-03	2020.1693989071039
