mean	std	min	2_5	50	97_5	max	ESS	2_5_hpd	97_5_hpd	parameter	1%	5%	10%	15%	20%	25%	30%	35%	40%	45%	55%	60%	65%	70%	75%	80%	85%	90%	95%	99%	BF	p_value	value	model
-8749.78715267004	31.749976837342146	-8859.683710574303	-8815.513269793288	-8748.974341235464	-8690.552862149902	-8653.387308684234	717.1275680482879	-8811.682314274065	-8687.603224765902	posterior																								mascot
-7743.810040250607	16.00410204686468	-7804.055408778777	-7775.71280331979	-7743.524691861725	-7712.60778542779	-7695.228476937567	1628.5901122186347	-7776.488330911225	-7713.909733765321	likelihood																								mascot
-1005.977112419431	27.628811487427136	-1100.6139511120432	-1061.952588929704	-1005.6597403592898	-953.7673876081969	-908.1850188298076	679.5594552682434	-1060.2868493311444	-952.8276389607194	prior																								mascot
-7743.810040250607	16.00410204686468	-7804.055408778777	-7775.71280331979	-7743.524691861725	-7712.60778542779	-7695.228476937567	1628.5901122186347	-7776.488330911225	-7713.909733765321	treeLikelihood																								mascot
31.605296277544717	5.399712114552577	20.05235704142081	23.259153183156936	30.902518447635003	43.91724517002782	81.19688841271278	1093.1879376874297	22.59764910240486	41.75054453044459	TreeHeight																								mascot
0.3612746508521051	0.04454665078143667	0.2390528622840154	0.284859717709273	0.3582836833768948	0.4596673683393797	0.5236924108563332	2700.0	0.2815466510458244	0.453145830303217	gammaShape																								mascot
11.295481661234483	1.155135696601387	8.146196082406062	9.257784071444563	11.232895589042258	13.688823411210521	16.097450547666305	2700.0	9.100013387280988	13.44122552184209	kappa																								mascot
0.0009095627567834435	9.603373692664421e-05	0.0006574243005339269	0.0007318948621171351	0.0009047702259897144	0.001097196446459905	0.0012767049858467	802.0920784861266	0.0007315403397568831	0.0010965940435213	ucldMean																								mascot
0.393680652391677	0.12165916262230934	0.0008250602743985907	0.12538696506717092	0.3980605114200429	0.6104600386438647	0.7744296999832929	1176.1777283470649	0.1478295431115084	0.6293286358738459	ucldStdev																								mascot
0.0008748349084523668	8.59961581542257e-05	0.0005979121168932064	0.000712888952361679	0.0008712610530345148	0.001050767019124525	0.0011771480350947	674.701647872385	0.0007011564070148382	0.0010313788828641	rate_mean																								mascot
1.634665113488201e-07	1.1796325314941296e-07	3.8341480867772e-13	1.114800416757095e-08	1.375985473404068e-07	4.50765325530332e-07	1.0288361889210604e-06	979.0872177847925	3.8341480867772e-13	3.795385595744889e-07	rate_variance																								mascot
0.4103243013222828	0.1338705661553965	0.0007953226142202918	0.12602349739494995	0.413368518709887	0.6585803879052	0.8352633557454825	1154.5096662379958	0.1406337088529138	0.6711556190064898	rate_coefficientOfVariation																								mascot
-942.6994801516975	24.79202180490853	-1027.943306410294	-991.7065413937347	-942.7970394203219	-894.0317505631534	-853.5002203179165	579.9662115799728	-992.0656168080656	-895.4698915080033	Mascot																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_Catanduanes																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_Cebu																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_Luzon																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_Mindanao																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_NegrosOriental																								mascot
5.145747326666666	0.5828239654014086	3.574947	4.107291600000001	5.10825	6.402178825	7.672721	922.0246478369901	4.031532	6.253317	Ne_OrientalMindoro																								mascot
5.340740740740741	0.5533817749570207	5.0	5.0	5.0	7.0	8.0		5.0	6.0	sumNonZeroRates																								mascot
156.53296296296296	46.52305864471922	64.0	94.47500000000001	150.0	282.5250000000001	651.0		80.0	237.0	nrMigrationEvents																								mascot
0.0824970425531915	0.07826338103335662	0.000716	0.004171625	0.067481	0.31255304999999983	0.365537	58.084495672982726	0.000716	0.21126	bssvs_forwards_Cebu_Catanduanes	0.0018812899999999999	0.006039650000000001	0.008289900000000001	0.01246035	0.017016999999999997	0.02056225	0.0251956	0.0285638	0.0352774	0.04886195	0.08426835	0.0932508	0.09805045	0.10352639999999998	0.11629300000000001	0.13521680000000003	0.15214229999999998	0.1795506	0.2131185	0.35360416999999994	0.18035303146584805			mascot
0.11933276271186442	0.11501061044714736	0.003116	0.0054376	0.070989	0.36757654999999995	0.455482	59.0	0.003116	0.312732	bssvs_forwards_Luzon_Catanduanes	0.0044395599999999995	0.005954900000000001	0.010446000000000002	0.0169651	0.018007600000000002	0.027167000000000004	0.0350416	0.0397543	0.04380180000000001	0.0490075	0.08904	0.1186247999999999	0.14202180000000006	0.18283080000000002	0.20199250000000002	0.22514980000000007	0.2523111	0.2862660000000001	0.3166455999999998	0.41195126000000015	0.11170011359333587			mascot
0.03459023214285714	0.030128895948146203	0.00040399999999999995	0.0019241249999999998	0.028193499999999996	0.120393625	0.154077	56.0	0.00040399999999999995	0.08685	bssvs_forwards_Mindanao_Catanduanes	0.00123285	0.00274325	0.005296	0.00694375	0.011757	0.013731750000000001	0.0175625	0.02065525	0.024242	0.025631250000000005	0.03208225000000001	0.03676	0.03806775	0.0405085	0.04628075	0.048955	0.056207	0.0629725	0.08862824999999999	0.14427325000000005	0.10590015128593042			mascot
