mean	std	min	2_5	50	97_5	max	ESS	2_5_hpd	97_5_hpd	parameter	BF	p_value	value	model
0.37333333333333335	0.4837791209486787	0.0	0.0	0.0	1.0	1.0		0.0	1.0	indicators_NegrosOriental_Luzon				dta
0.4981481481481482	0.5000891883184119	0.0	0.0	0.0	1.0	1.0		0.0	1.0	indicators_OrientalMindoro_Luzon				dta
0.3151851851851852	0.46467564588139315	0.0	0.0	0.0	1.0	1.0		0.0	1.0	indicators_NegrosOriental_Mindanao				dta
0.47185185185185186	0.49929952442872794	0.0	0.0	0.0	1.0	1.0		0.0	1.0	indicators_OrientalMindoro_Mindanao				dta
0.3559259259259259	0.4788816109717059	0.0	0.0	0.0	1.0	1.0		0.0	1.0	indicators_OrientalMindoro_NegrosOriental				dta
10.295555555555556	1.8134717416974098	6.0	7.0	10.0	14.0	21.0		7.0	14.0	traits_nonZeroRates				dta
-7737.552820018676	14.414574385018046	-7785.246786407501	-7766.459534455546	-7737.479221029992	-7709.100977383062	-7692.273756879129	1577.562830997985	-7766.723823783536	-7709.747100189988	treeLikelihood				dta
0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	traits_branchRates				dta
6.148518518518519	0.8957195302496873	5.0	5.0	6.0	8.0	11.0		5.0	8.0	traits_count				dta
6.913422572425005	5.209528289702562	0.8964117281595305	1.9034668809294608	6.0640554586505715	18.072553981092494	110.90148780488336	1856.0498192544126	1.2142109140205777	13.55707585840396	reward_Catanduanes				dta
78.42601723638076	31.608987811843335	31.096045704469148	41.70362309652445	69.74320169155294	167.09369543491283	281.48201282686153	1043.093512023265	36.55519255543324	144.3516824999064	reward_Cebu				dta
547.3838340672822	90.87242584102958	342.5306240224142	404.91734692575733	532.6206773516913	765.5766436730394	1091.059728197001	180.270450999711	392.9780369119461	732.8821086657476	reward_Luzon				dta
134.47049735948593	38.13269500296293	58.24496519409684	83.57325487384864	125.46843117437473	230.7685310564009	371.7602540982191	454.65833784741284	77.1784302745375	215.4108745292235	reward_Mindanao				dta
54.44191898970196	31.601010035182938	12.262739517047525	19.80811553298784	45.02062087976154	140.21641518082836	219.4702492277206	1511.7805965214393	16.42754672143505	123.78602776599192	reward_NegrosOriental				dta
38.10105347903205	34.010984961229305	0.0254180804838115	1.294175332188714	26.35907539648818	123.23093891190436	224.98721014177897	1812.1255049423282	0.0254180804838115	107.627073414	reward_OrientalMindoro				dta
6.157037037037037	0.8936431665038418	5.0	5.0	6.0	8.0	11.0		5.0	8.0	allTransitions				dta
-1293.7947554303953	41.591979145643805	-1458.1154462189202	-1380.124268597759	-1290.0254482031605	-1220.1770724091818	-1159.0467206265753	180.1347218782136	-1374.0756874044478	-1214.6544056423324	coalescent				dta
0.8813625009538563	0.8532534285388449	0.0007137620342817391	0.02345376943589424	0.6145032016755293	3.253836704860807	5.553944192624669	617.0	0.0007137620342817391	2.55617151621808	bssvs_forwards_Catanduanes_Cebu	1.4810369659145466			dta
0.8162930238463676	0.8864014715546493	0.0003312546407530944	0.013368257327560513	0.5179335653384037	2.967495792941482	5.905136116943942	565.0	0.0003312546407530944	2.5054052653022647	bssvs_forwards_Catanduanes_Luzon	1.323185011709602			dta
0.8266261089576151	0.810272453517452	0.0020228836417135	0.0292260885726833	0.5765141460373768	3.0180608302414536	6.0092230376308144	641.0	0.0020228836417135	2.33192097288164	bssvs_forwards_Catanduanes_Mindanao	1.5565808644973287			dta
0.8746385094812578	0.9812641625337227	0.0005127326389116336	0.015719383545950608	0.5862016218139782	3.3285083769726955	7.2552170626968495	630.0	0.0005127326389116336	2.779152640665933	bssvs_forwards_Catanduanes_NegrosOriental	1.521739130434783			dta
0.9011487446046564	0.8889151180514596	0.0004644784662101142	0.01731144176417539	0.6666563503332246	3.2187979877896926	5.786450737403196	637.0	0.0004644784662101142	2.566595865751047	bssvs_forwards_Catanduanes_OrientalMindoro	1.543868153174988			dta
1.0804877640241417	1.012920637538083	0.0080048406176317	0.0399186177651771	0.814535248309399	3.8392637910616574	7.250360924682868	785.5392269791179	0.0080048406176317	2.991744093173822	bssvs_forwards_Cebu_Luzon	2.401315789473684			dta
0.9028039525650503	0.8308985552249395	0.002784769619603	0.030712142401745232	0.6660271938511493	3.200021720633445	5.03945853209617	639.0765354859	0.002784769619603	2.5276714845126813	bssvs_forwards_Cebu_Mindanao	2.0459290187891446			dta
1.198219735010068	0.97533949283843	0.0011805847929083	0.06028934775265747	0.947162192564714	3.7087836586332203	7.660109585863133	1327.0	0.0011805847929083	3.042471158984299	bssvs_forwards_Cebu_NegrosOriental	4.832483612527312			dta
0.9242125542035894	0.8535987738189768	0.0056974388450266	0.03115626001348856	0.6998896416946604	3.1946833560364656	5.539355113263404	603.2297842487852	0.0056974388450266	2.6355330339598493	bssvs_forwards_Cebu_OrientalMindoro	1.9195284469502818			dta
0.9468303613411964	0.7792787734253055	0.0006439148651479148	0.04465999911379066	0.7550504733827461	2.8488083780451348	5.3757787260361605	531.8956811985873	0.0006439148651479148	2.3418878418970985	bssvs_forwards_Luzon_Mindanao	2.0459290187891446			dta
0.8737002682791639	0.7656615701327798	0.0015724531370704	0.04356050848366523	0.6537088609546187	2.756944097957994	5.212507726344934	642.6438857187841	0.0015724531370704	2.330691182900668	bssvs_forwards_Luzon_NegrosOriental	1.656804733727811			dta
0.9054275489941056	0.7437066428230666	0.0012120803574382	0.05863691369520598	0.7318248354724466	2.8153194466071234	4.985912448754249	785.8535855202413	0.0012120803574382	2.3902316905059267	bssvs_forwards_Luzon_OrientalMindoro	2.325013564839935			dta
0.9067802262465386	0.8192115119260868	0.0002915864764245027	0.03511611685277462	0.6935831074517127	3.1149316955095427	5.215662466780924	862.8697866812867	0.0002915864764245027	2.430632595258837	bssvs_forwards_Mindanao_NegrosOriental	2.3529411764705888			dta
1.0133396616957957	0.8885820155903325	0.0010546502828553	0.04259982492938692	0.7832667145400517	3.211055517183331	6.295153285716142	1143.0000000000002	0.0010546502828553	2.730213708309455	bssvs_forwards_Mindanao_OrientalMindoro	3.670520231213873			dta
0.9898388297366316	0.8944044317472151	0.0002816185882136046	0.04392795100837352	0.7490798359988506	3.0950245395411216	7.008491820539485	754.8087628248405	0.0002816185882136046	2.7123064329801587	bssvs_forwards_NegrosOriental_OrientalMindoro	2.417582417582418			dta
0.709979246601073	0.7378981133416875	0.0008997609100517492	0.0142406585065221	0.4780889477111913	2.7376753301450725	5.023054135178585	559.0872600546653	0.0008997609100517492	2.2647717466836697	bssvs_forwards_Cebu_Catanduanes	1.341005166744951			dta
0.9016816181150935	0.7401536351822502	0.0102939579502534	0.0895880712106843	0.7062189859384971	2.9462575785815472	5.323030190337996	2413.2171860255376	0.0102939579502534	2.36361623963624	bssvs_forwards_Luzon_Catanduanes	350.2631578947355			dta
0.7150087586397345	0.7154279087682357	0.00026405171047275865	0.017452512101304888	0.4972074871315988	2.596844546740535	5.752553837693409	638.6994294035514	0.00026405171047275865	2.104953300361403	bssvs_forwards_Mindanao_Catanduanes	1.5533980582524274			dta
0.7972603829284973	0.8207121647537192	0.0012368216316486	0.0176463068045602	0.5368885954466899	3.0150128486792203	5.2474055465304925	320.02075372048597	0.0012368216316486	2.493344577289066	bssvs_forwards_NegrosOriental_Catanduanes	1.6273932253313699			dta
0.7611474853704852	0.7478421887403818	0.0023323409608729	0.025703183936419165	0.5397495927459339	2.8043940283345625	6.1323107843243445	606.108970377107	0.0023323409608729	2.320821388610477	bssvs_forwards_OrientalMindoro_Catanduanes	1.7703109327983952			dta
0.8391516930616782	0.804858723813463	4.159526923437828e-05	0.02019697332277224	0.5997965625691828	3.0282279865960993	5.394094831722721	534.9448168881879	4.159526923437828e-05	2.4441929589232854	bssvs_forwards_Luzon_Cebu	1.5917968750000004			dta
0.9408855828661319	0.8915690080570056	0.0010974949048212	0.02971932339382599	0.6946689062993854	3.3146178517562506	6.227187796811264	825.3244569108541	0.0010974949048212	2.621563228629188	bssvs_forwards_Mindanao_Cebu	2.3091499729290743			dta
1.210487050454347	1.0404901817438514	0.0016113820697402	0.07400128272683204	0.9562166292127736	3.813314136510638	11.089998035412192	1362.087031581872	0.0016113820697402	3.1543646976972712	bssvs_forwards_NegrosOriental_Cebu	6.297071129707115			dta
1.0693903473600765	1.0156788192121924	0.0012706625153016	0.03316188046947938	0.7600251883368307	3.715833771244927	8.842066215502324	945.0	0.0012706625153016	2.988980003029406	bssvs_forwards_OrientalMindoro_Cebu	2.6923076923076925			dta
1.22849277386762	1.0296842488889961	0.0004306041952067697	0.03492740406363552	0.9960960080884129	3.6737407497740184	8.37174443392553	1016.7775600211337	0.0004306041952067697	3.129366451841784	bssvs_forwards_Mindanao_Luzon	3.631713554987213			dta
1.1612365320098386	1.0397843769177424	0.0015609126797089	0.03884271684277784	0.8916395879240172	3.5806172385156105	8.706084977535157	1007.1769896108694	0.0015609126797089	3.1378791056744912	bssvs_forwards_NegrosOriental_Luzon	2.9787234042553195			dta
1.3402155962680828	1.1316446214800764	0.0010831582543112	0.059772676880181966	1.0556603642012348	4.241012343815776	8.06491073272175	1345.0	0.0010831582543112	3.64847713079097	bssvs_forwards_OrientalMindoro_Luzon	4.963099630996312			dta
0.975763505672602	0.9446628065558568	0.0012941944751475	0.0398872630782547	0.7395415272675065	3.579982928628855	8.337460375423992	850.2799316234685	0.0012941944751475	2.768173940242025	bssvs_forwards_NegrosOriental_Mindanao	2.301243915630071			dta
1.153586582523786	0.9080601709446172	0.0038260569062874	0.07617211663163814	0.9458940422098936	3.5611212366636344	5.40806465831745	1072.3357460269835	0.0038260569062874	2.8523695786630925	bssvs_forwards_OrientalMindoro_Mindanao	4.467040673211781			dta
1.0450053398105572	0.9727796032083528	4.612573554167565e-05	0.0316137976613863	0.7682978551039594	3.645594389609652	6.7938130096488205	852.6806358245288	4.612573554167565e-05	2.9157323519953557	bssvs_forwards_OrientalMindoro_NegrosOriental	2.763082231167338			dta
0.08589951377633712	0.3080292556781893	0.0	0.0	0.0	1.0	2.0		0.0	1.0	bssvs_nMigration_Catanduanes_Cebu	1.4810369659145466			dta
0.017699115044247787	0.1674962095980441	0.0	0.0	0.0	0.0	2.0		0.0	0.0	bssvs_nMigration_Catanduanes_Luzon	1.323185011709602			dta
0.08892355694227769	0.2956226407260249	0.0	0.0	0.0	1.0	2.0		0.0	1.0	bssvs_nMigration_Catanduanes_Mindanao	1.5565808644973287			dta
0.0746031746031746	0.2689367003544459	0.0	0.0	0.0	1.0	2.0		0.0	1.0	bssvs_nMigration_Catanduanes_NegrosOriental	1.521739130434783			dta
0.12087912087912088	0.33102734047981275	0.0	0.0	0.0	1.0	2.0		0.0	1.0	bssvs_nMigration_Catanduanes_OrientalMindoro	1.543868153174988			dta
0.014010507880910683	0.11763693727821098	0.0	0.0	0.0	0.0	1.0		0.0	0.0	bssvs_nMigration_Cebu_Catanduanes	1.341005166744951			dta
0.6255707762557078	0.8836206132316367	0.0	0.0	0.0	2.0	3.0		0.0	2.0	bssvs_nMigration_Cebu_Luzon	2.401315789473684			dta
0.39285714285714285	0.5684331268213912	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Cebu_Mindanao	2.0459290187891446			dta
0.746043707611153	0.5014434138903973	0.0	0.0	1.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Cebu_NegrosOriental	4.832483612527312			dta
0.3591455273698264	0.54526382411121	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Cebu_OrientalMindoro	1.9195284469502818			dta
1.06198347107438	0.2606417709412412	0.0	1.0	1.0	2.0	3.0		1.0	2.0	bssvs_nMigration_Luzon_Catanduanes	350.2631578947355			dta
0.7331288343558282	0.5781006258486725	0.0	0.0	1.0	2.0	3.0		0.0	2.0	bssvs_nMigration_Luzon_Cebu	1.5917968750000004			dta
0.8724489795918368	0.5863985127747154	0.0	0.0	1.0	2.0	4.0		0.0	2.0	bssvs_nMigration_Luzon_Mindanao	2.0459290187891446			dta
0.8005952380952381	0.5611354280042324	0.0	0.0	1.0	2.0	3.0		0.0	2.0	bssvs_nMigration_Luzon_NegrosOriental	1.656804733727811			dta
0.8763127187864644	0.5260605089740743	0.0	0.0	1.0	2.0	3.0		0.0	2.0	bssvs_nMigration_Luzon_OrientalMindoro	2.325013564839935			dta
0.0296875	0.16985650530481958	0.0	0.0	0.0	1.0	1.0		0.0	0.0	bssvs_nMigration_Mindanao_Catanduanes	1.5533980582524274			dta
0.4970691676436108	0.5826548766672416	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Mindanao_Cebu	2.3091499729290743			dta
1.0044014084507042	0.9558436055132962	0.0	0.0	1.0	3.0	4.0		0.0	2.0	bssvs_nMigration_Mindanao_Luzon	3.631713554987213			dta
0.49421296296296297	0.5895685175324159	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Mindanao_NegrosOriental	2.3529411764705888			dta
0.6561679790026247	0.5613609430311287	0.0	0.0	1.0	2.0	3.0		0.0	1.0	bssvs_nMigration_Mindanao_OrientalMindoro	3.670520231213873			dta
0.042232277526395176	0.20127049718013162	0.0	0.0	0.0	1.0	1.0		0.0	0.0	bssvs_nMigration_NegrosOriental_Catanduanes	1.6273932253313699			dta
0.7601328903654485	0.5029222935923985	0.0	0.0	1.0	2.0	3.0		0.0	1.0	bssvs_nMigration_NegrosOriental_Cebu	6.297071129707115			dta
0.7063492063492064	0.9073677049659956	0.0	0.0	0.0	2.0	4.0		0.0	2.0	bssvs_nMigration_NegrosOriental_Luzon	2.9787234042553195			dta
0.4594594594594595	0.6186810937045613	0.0	0.0	0.0	2.0	3.0		0.0	2.0	bssvs_nMigration_NegrosOriental_Mindanao	2.301243915630071			dta
0.43977272727272726	0.6078814500178715	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_NegrosOriental_OrientalMindoro	2.417582417582418			dta
0.032577903682719546	0.1854674302438921	0.0	0.0	0.0	1.0	2.0		0.0	0.0	bssvs_nMigration_OrientalMindoro_Catanduanes	1.7703109327983952			dta
0.5132275132275133	0.5859266311056621	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_OrientalMindoro_Cebu	2.6923076923076925			dta
1.0572490706319702	0.9700085225913249	0.0	0.0	1.0	3.0	4.0		0.0	2.0	bssvs_nMigration_OrientalMindoro_Luzon	4.963099630996312			dta
0.6836734693877551	0.5808683318802594	0.0	0.0	1.0	2.0	3.0		0.0	2.0	bssvs_nMigration_OrientalMindoro_Mindanao	4.467040673211781			dta
0.4953173777315297	0.5953193542473232	0.0	0.0	0.0	2.0	3.0		0.0	1.0	bssvs_nMigration_OrientalMindoro_NegrosOriental	2.763082231167338			dta
										root_Catanduanes			0.0022222222222222222	dta
										root_Cebu			0.11703703703703704	dta
										root_Luzon			0.22481481481481483	dta
										root_Mindanao			0.24222222222222223	dta
										root_Negros Oriental			0.16	dta
										root_Oriental Mindoro			0.2537037037037037	dta
										KL			0.20693983896379603	dta
