# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jul 15 19:26:13 CEST 2020 [seed=1594833969425]
# -beagle_gpu -beagle_order 1 -overwrite covid10Mar_282.Ed.xml
state	totalChangeCount	completeHistory_1
0	129.0	{{1,0.11081042292041436,ChinaGuangdong,Japan},{1,0.10730229179211304,ChinaGuangdong,SouthKorea},{1,0.006907161564084547,Iran,Australia},{1,0.017281461530536082,Iran,Australia},{1,0.010626438555417887,Iran,Australia},{1,0.050595594538385615,Iran,Canada},{1,0.021518474015031694,Iran,NewZealand},{1,0.1261648597549583,ChinaHubei,ChinaShandong},{1,0.09499115227491427,Singapore,ChinaHongKong},{1,0.12867748575689184,ChinaHubei,ChinaChongqing},{1,0.01688607574287823,Italy,Brazil},{1,0.07208394602925416,ChinaHubei,UK},{1,0.09989218798354116,ChinaHubei,Sweden},{1,0.0928461087981889,ChinaHubei,ChinaGuangdong},{1,0.08915007215609973,ChinaHubei,SouthKorea},{1,0.10398085654390163,ChinaHubei,ChinaHongKong},{1,0.11950140772192427,ChinaHubei,Taiwan},{1,0.1186036065684126,ChinaHubei,USA},{1,0.14947511538914912,ChinaHubei,ChinaJiangxi},{1,0.014458582424835777,Netherlands,Finland},{1,0.012587201160911934,Netherlands,Portugal},{1,0.028263913760019226,Germany,Switzerland},{1,0.024019304209576,Italy,Nigeria},{1,0.00520019315845708,Italy,UK},{1,0.021409039555117523,Italy,UK},{1,0.02675478184019419,Italy,Mexico},{1,0.013027499905064537,Netherlands,Portugal},{1,0.019561244541259928,Netherlands,UK},{1,0.01781730854648564,Netherlands,Taiwan},{1,0.04333916635394056,Netherlands,Italy},{1,0.022420361898336044,Luxembourg,Finland},{1,0.028046614113482936,Italy,Finland},{1,0.027575844673723402,Italy,Brazil},{1,0.03910542816646866,Netherlands,Germany},{1,0.10021013217768789,ChinaHubei,Finland},{1,0.020576193537346174,Singapore,Australia},{1,0.018960251119814538,Singapore,Australia},{1,0.10782379481443222,ChinaHubei,France},{1,0.08713792715096388,Taiwan,ChinaShandong},{1,0.08889008213647881,Taiwan,ChinaAnhui},{1,0.11802372194604707,ChinaHubei,Australia},{1,0.07490509444007883,Singapore,France},{1,0.14363303091348228,ChinaHubei,Nepal},{1,0.0656342766889765,ChinaHubei,USA},{1,0.11300245909427714,ChinaHubei,Australia},{1,0.07849689787618434,ChinaHubei,USA},{1,0.09410023032474489,Australia,Singapore},{1,0.0964917715723961,ChinaHubei,ChinaGuangdong},{1,0.10259939422094619,SouthKorea,ChinaGuangdong},{1,0.12512600098856605,ChinaHubei,USA},{1,0.08741189650998032,ChinaHubei,Belgium},{1,0.09797354506725715,ChinaGuangdong,Taiwan},{1,0.09394249463869431,ChinaGuangdong,India},{1,0.08418384825772994,ChinaAnhui,SouthKorea},{1,0.13214319951174314,ChinaYunnan,USA},{1,0.1526367214690687,ChinaHubei,ChinaGuangdong},{1,0.13347113976996777,ChinaGuangdong,ChinaShandong},{1,0.12043839610541746,ChinaHubei,ChinaFujian},{1,0.1275420255600773,ChinaHubei,ChinaChongqing},{1,0.11425382868877322,USA,Vietnam},{1,0.10273387222419342,ChinaHubei,ChinaGuangdong},{1,0.12297025317409283,ChinaHubei,ChinaHongKong},{1,0.13929851731903525,ChinaHubei,ChinaSichuan},{1,0.11153887852797423,ChinaHubei,Canada},{1,0.09937664231595936,ChinaHubei,USA},{1,0.11935962604179222,ChinaHubei,ChinaGuangdong},{1,0.13612913284544634,ChinaHubei,ChinaGuangdong},{1,0.14230464372432344,ChinaHubei,Thailand},{1,0.1259510766565822,ChinaHubei,ChinaChongqing},{1,0.12042727335710834,ChinaGuangdong,India},{1,0.10247704749054352,ChinaBeijing,Singapore},{1,0.09793794422430298,ChinaBeijing,USA},{1,0.1388986663617191,ChinaBeijing,ChinaFujian},{1,0.1558201707091035,ChinaHubei,Thailand},{1,0.170451093519376,ChinaHubei,ChinaJiangsu},{1,0.14628268803772151,ChinaHubei,ChinaGuangdong},{1,0.018538060055703756,Iran,Australia},{1,0.02355256615985285,Iran,Australia},{1,0.074043514859114,Singapore,Japan},{1,0.10880312048136122,Singapore,France},{1,0.11567740206982136,ChinaHubei,Singapore},{1,0.048204734179266365,Switzerland,Finland},{1,0.08812953044964342,ChinaHubei,Switzerland},{1,0.1020399513176568,ChinaHubei,Italy},{1,0.11279431634277313,ChinaHubei,Australia},{1,0.12450335104598714,ChinaHubei,France},{1,0.11834203333705465,ChinaHubei,Singapore},{1,0.13685264625737276,ChinaHubei,ChinaGuangdong},{1,0.145269678437525,ChinaHubei,ChinaZhejiang},{1,0.1456403221059754,ChinaHubei,ChinaJiangsu},{1,0.03924554807446449,Netherlands,Switzerland},{1,0.04355880691343332,Italy,Netherlands},{1,0.037430556420723585,Italy,Germany},{1,0.06709489999006615,Italy,Netherlands},{1,0.03317117392931941,Italy,Luxembourg},{1,0.10233687853207961,Germany,Italy},{1,0.11077896478174931,ChinaJiangsu,Germany},{1,0.11785914491784816,ChinaHubei,ChinaJiangsu},{1,0.08401737928619724,ChinaHubei,Netherlands},{1,0.07486252484000111,ChinaHubei,USA},{1,0.10737910802344779,ChinaHubei,USA},{1,0.10521837937599746,Cambodia,Taiwan},{1,0.11438376104534988,ChinaHubei,Cambodia},{1,0.13081705339596414,ChinaHubei,Singapore},{1,0.1263991282199478,ChinaHubei,Japan},{1,0.08862055401593327,ChinaHubei,ChinaShandong},{1,0.10055245651088897,ChinaHubei,ChinaGuangdong},{1,0.1030308305578024,ChinaHubei,Australia},{1,0.10459041003467062,ChinaHubei,SouthKorea},{1,0.1005992027065119,ChinaHubei,ChinaGuangdong},{1,0.12282317062763484,ChinaHubei,UK},{1,0.12871476753208344,ChinaYunnan,ChinaAnhui},{1,0.13720001426608552,ChinaHubei,ChinaYunnan},{1,0.1349028945485265,ChinaHubei,USA},{1,0.11829118691258125,ChinaBeijing,SouthKorea},{1,0.1277027583864184,ChinaHubei,ChinaBeijing},{1,0.10694419774184111,ChinaGuangdong,Japan},{1,0.16942128476733975,ChinaHubei,ChinaGuangdong},{1,0.12448993147589943,ChinaHubei,USA},{1,0.12120297698089944,ChinaHubei,USA},{1,0.1566502207347603,ChinaBeijing,ChinaGuangdong},{1,0.1620803402219461,ChinaHubei,ChinaBeijing},{1,0.1923889096306766,ChinaHubei,ChinaShandong},{1,0.09330255928393999,ChinaGuangdong,ChinaHubei},{1,0.08240934148184675,Australia,ChinaHubei},{1,0.07748358052755502,ChinaHubei,ChinaSichuan},{1,0.07715966742716918,ChinaSichuan,Iran},{1,0.0195814324435464,Switzerland,Italy},{1,0.062163921040772306,USA,Singapore}} 129
100000	130.0	{{1,0.11317256672216015,ChinaGuangdong,Japan},{1,0.09600301701948734,ChinaGuangdong,Australia},{1,0.09560822672589933,Australia,SouthKorea},{1,0.01490490808703332,Iran,Australia},{1,0.050525674351425506,Iran,Canada},{1,0.021303363918304084,Iran,NewZealand},{1,0.13136619049511875,ChinaHubei,ChinaShandong},{1,0.09048544725793313,ChinaHubei,France},{1,0.09025897971484703,France,Singapore},{1,0.1359015962806592,ChinaHubei,ChinaChongqing},{1,0.01701558610046914,Italy,Brazil},{1,0.07300593371936116,ChinaHubei,UK},{1,0.08989999891135292,ChinaHubei,Sweden},{1,0.09171606938037388,ChinaHubei,ChinaGuangdong},{1,0.09625981766292753,ChinaHubei,SouthKorea},{1,0.09600407790517637,ChinaHubei,ChinaHongKong},{1,0.12453391742051678,ChinaHubei,Australia},{1,0.11290692831961621,ChinaHubei,Australia},{1,0.13674886456444538,ChinaHubei,Taiwan},{1,0.11837026973915646,ChinaHubei,USA},{1,0.19699575788638268,ChinaHubei,ChinaJiangxi},{1,0.01630061983266652,Netherlands,Finland},{1,0.013901280431213048,Netherlands,Portugal},{1,0.02608961873518576,Switzerland,Germany},{1,0.021790053194458467,Italy,Nigeria},{1,0.03925140655892312,Italy,UK},{1,0.018476016216454918,Italy,UK},{1,0.029120752039621608,Italy,Mexico},{1,0.021117444745079716,Italy,Portugal},{1,0.06504983041273159,Netherlands,ChinaYunnan},{1,0.02421167963098704,ChinaYunnan,Taiwan},{1,0.028386490514156607,Italy,Netherlands},{1,0.021579600064739954,UK,Luxembourg},{1,0.012102942629481597,Italy,Finland},{1,0.02990237534015863,Italy,Finland},{1,0.03168074109812638,Italy,Brazil},{1,0.1431201643803851,ChinaHubei,ChinaJiangsu},{1,0.06677238426181696,ChinaHubei,Germany},{1,0.10576446573890531,ChinaHubei,Finland},{1,0.06788593110526643,ChinaHubei,USA},{1,0.10571268782409547,ChinaHubei,France},{1,0.07695166713917186,ChinaHubei,ChinaShandong},{1,0.10293962063791193,ChinaHubei,Taiwan},{1,0.11200330931529186,ChinaHubei,Cambodia},{1,0.11989440747940973,ChinaHubei,Australia},{1,0.10313109339182135,Singapore,France},{1,0.14370341179668097,ChinaHubei,Nepal},{1,0.06528800827415095,ChinaHubei,USA},{1,0.11991489420099218,ChinaHubei,Australia},{1,0.09173927171258454,ChinaGuangdong,Australia},{1,0.07663058987957737,ChinaHubei,USA},{1,0.09485417236123656,Australia,Singapore},{1,0.10306689373938198,ChinaGuangdong,SouthKorea},{1,0.12062093612969682,ChinaHubei,USA},{1,0.08744002391608392,ChinaHubei,Belgium},{1,0.09388773174326578,ChinaGuangdong,Taiwan},{1,0.10116025036452926,ChinaGuangdong,India},{1,0.1258133311063354,ChinaHubei,ChinaAnhui},{1,0.11642998241579347,ChinaHubei,SouthKorea},{1,0.13919496207616536,ChinaHubei,ChinaYunnan},{1,0.12588048079664782,ChinaHubei,USA},{1,0.029159558204930956,USA,Brazil},{1,0.012358587086362512,Brazil,USA},{1,0.12315041499089366,ChinaHubei,ChinaFujian},{1,0.1379305208968479,ChinaHubei,ChinaChongqing},{1,0.11832553684460889,USA,Vietnam},{1,0.08049220586269279,ChinaHubei,ChinaGuangdong},{1,0.11949836357897538,ChinaHubei,ChinaHongKong},{1,0.14350006193050732,ChinaHubei,ChinaSichuan},{1,0.10062103397131401,ChinaHubei,USA},{1,0.12189528852533058,ChinaHubei,ChinaGuangdong},{1,0.1349090723969408,ChinaHubei,ChinaGuangdong},{1,0.14458979158841131,ChinaHubei,Thailand},{1,0.12041797865512036,ChinaHubei,ChinaChongqing},{1,0.10836376893171684,ChinaHubei,India},{1,0.10397948590644895,USA,Singapore},{1,0.13211251802172172,ChinaHubei,ChinaFujian},{1,0.15621251288721,ChinaHubei,Thailand},{1,0.14000367085811283,ChinaHubei,Switzerland},{1,0.1373386596111241,Switzerland,ChinaJiangsu},{1,0.010323996873939995,Iran,Australia},{1,0.030099428531767287,Iran,Australia},{1,0.11816680561478118,ChinaHubei,Iran},{1,0.08747806839567544,ChinaHongKong,Japan},{1,0.09911240900454206,ChinaHubei,ChinaFujian},{1,0.09803204697215337,ChinaFujian,ChinaHongKong},{1,0.11337758620840527,ChinaHubei,France},{1,0.14420882466070117,ChinaHubei,ChinaGuangdong},{1,0.07828622416285094,ChinaHubei,Switzerland},{1,0.06772404270082967,ChinaHubei,ChinaSichuan},{1,0.06574345618552832,ChinaSichuan,Finland},{1,0.10642685988494653,ChinaHubei,Italy},{1,0.12316902205819373,ChinaHubei,France},{1,0.11055651665445956,ChinaHubei,Singapore},{1,0.1415694508287013,ChinaHubei,ChinaZhejiang},{1,0.13309175558073427,ChinaHubei,ChinaJiangsu},{1,0.046354700933575466,Italy,Switzerland},{1,0.05564212416759254,Italy,Netherlands},{1,0.03358340255914147,Netherlands,UK},{1,0.07081831441072647,Italy,Netherlands},{1,0.08839490404451275,Germany,Italy},{1,0.12508775593871244,ChinaHubei,Germany},{1,0.1357234626918985,ChinaHubei,ChinaShandong},{1,0.06813811522920318,ChinaHubei,Netherlands},{1,0.06597188502934588,ChinaAnhui,ChinaBeijing},{1,0.05849201167428797,ChinaBeijing,USA},{1,0.01815575620900563,Singapore,Australia},{1,0.08028082276804052,ChinaHubei,ChinaAnhui},{1,0.11303045013798553,ChinaHubei,USA},{1,0.12646827964608143,ChinaHubei,Singapore},{1,0.1239230535134096,ChinaHubei,Japan},{1,0.11710988630643455,ChinaHubei,ChinaShandong},{1,0.09721552772766999,ChinaHubei,ChinaGuangdong},{1,0.09974949233073441,ChinaHubei,ChinaGuangdong},{1,0.10221053482045182,ChinaHubei,Australia},{1,0.12125543602577785,ChinaHubei,ChinaGuangdong},{1,0.1153189596781182,ChinaHubei,UK},{1,0.12981776064831976,ChinaHubei,USA},{1,0.16123799109982567,ChinaHubei,ChinaBeijing},{1,0.12168536179945559,ChinaBeijing,SouthKorea},{1,0.13145805229918564,ChinaGuangdong,Japan},{1,0.17786869552127077,ChinaHubei,ChinaGuangdong},{1,0.1286192359955916,ChinaHubei,USA},{1,0.1057970509210506,Canada,USA},{1,0.11530747513584315,ChinaHubei,Canada},{1,0.12310665730270773,ChinaHubei,ChinaGuangdong},{1,0.10529061936371426,ChinaBeijing,USA},{1,0.1279324605532487,ChinaHubei,ChinaBeijing},{1,0.028409206456628356,Switzerland,Italy},{1,0.07248821469615678,ChinaHubei,Singapore}} 130
200000	129.0	{{1,0.11648767551664413,ChinaGuangdong,Cambodia},{1,0.1132668548339134,Cambodia,Japan},{1,0.0036698270198824677,Iran,Germany},{1,0.0031295298223122017,Germany,Australia},{1,0.06395789379388328,Iran,ChinaHenan},{1,0.05646428624019505,ChinaHenan,Canada},{1,0.02027403536117852,Iran,NewZealand},{1,0.1301092077664481,ChinaHubei,ChinaShandong},{1,0.09678681010465975,ChinaHongKong,Singapore},{1,0.13103566771259648,ChinaHubei,ChinaChongqing},{1,0.03285035048289665,Italy,Switzerland},{1,0.0167879050967192,Italy,Brazil},{1,0.07163402515147851,ChinaHubei,UK},{1,0.077978347286188,ChinaHubei,Sweden},{1,0.10602458220249097,ChinaHubei,ChinaGuangdong},{1,0.08884951894257798,ChinaHubei,SouthKorea},{1,0.10264288320040613,ChinaHubei,ChinaHongKong},{1,0.12498590762447141,ChinaHubei,Australia},{1,0.11042258666947154,ChinaHubei,Australia},{1,0.13097231123966077,ChinaHubei,Taiwan},{1,0.12265203427958118,ChinaHubei,USA},{1,0.17068227608749917,ChinaHubei,ChinaSichuan},{1,0.15166958854351492,ChinaSichuan,ChinaJiangxi},{1,0.011733875660261545,Finland,Portugal},{1,0.03909742913402188,Germany,Switzerland},{1,0.022619210995292988,Italy,Nigeria},{1,0.011030733647640428,Italy,UK},{1,0.03400466774415016,Italy,Spain},{1,0.016052301477829305,Spain,UK},{1,0.023199592260639765,Italy,Mexico},{1,0.02308627531788373,Netherlands,Portugal},{1,0.019874723498401574,Italy,UK},{1,0.01434477260440689,Netherlands,Taiwan},{1,0.020305403796651633,Italy,Netherlands},{1,0.027965834791808867,Italy,Luxembourg},{1,0.03676318990413229,Italy,Finland},{1,0.02760939801031886,Italy,Finland},{1,0.027354949063416907,Italy,Brazil},{1,0.10454504088529057,Netherlands,Germany},{1,0.02896527033432752,ChinaHubei,Germany},{1,0.10044064219246368,ChinaHubei,Finland},{1,0.11018283617908381,SouthKorea,Nigeria},{1,0.10968990175863085,Nigeria,Spain},{1,0.10130076857478455,Spain,France},{1,0.0718750126396525,ChinaHubei,ChinaShandong},{1,0.012466015417214059,Netherlands,ChinaAnhui},{1,0.08841435900935035,ChinaHubei,Taiwan},{1,0.10636733898887316,ChinaHubei,Cambodia},{1,0.12114423795873748,ChinaHubei,Australia},{1,0.1114885225658489,Singapore,France},{1,0.14306995308813886,ChinaHubei,Nepal},{1,0.06890144215526231,ChinaHubei,USA},{1,0.07921855969392581,ChinaHubei,USA},{1,0.08487992600510305,Australia,Singapore},{1,0.10211887956700703,ChinaHubei,ChinaGuangdong},{1,0.10348890566631301,ChinaGuangdong,SouthKorea},{1,0.0887810432955403,ChinaHubei,Belgium},{1,0.0962411267344921,ChinaHubei,Taiwan},{1,0.09500659196130525,ChinaGuangdong,India},{1,0.07730846654521104,ChinaAnhui,SouthKorea},{1,0.13578649839864929,ChinaHubei,ChinaYunnan},{1,0.1249161285673149,ChinaHubei,USA},{1,0.13168141182881996,ChinaHubei,ChinaFujian},{1,0.13486771315505225,ChinaHubei,ChinaChongqing},{1,0.11282429184254654,USA,Vietnam},{1,0.019956351816617215,USA,ChinaGuangdong},{1,0.11859215833736649,ChinaHubei,ChinaHongKong},{1,0.1399087845253272,ChinaHubei,ChinaSichuan},{1,0.11686654481658273,ChinaHubei,Canada},{1,0.09869381719574333,ChinaHubei,USA},{1,0.12509278283216338,ChinaHubei,ChinaGuangdong},{1,0.15091987209991292,ChinaHubei,ChinaZhejiang},{1,0.13886693115031734,ChinaZhejiang,ChinaGuangdong},{1,0.14341627794573206,ChinaHubei,Thailand},{1,0.13569463146235627,ChinaZhejiang,ChinaChongqing},{1,0.11344867137380393,ChinaHubei,India},{1,0.09628321181604516,Singapore,USA},{1,0.12491221835192239,ChinaHubei,ChinaFujian},{1,0.15830482671924592,ChinaHubei,Thailand},{1,0.16300311833288866,ChinaHubei,ChinaJiangsu},{1,0.015954713919028526,Iran,Australia},{1,0.032138447500701266,Iran,Australia},{1,0.1309200872918069,ChinaHubei,Iran},{1,0.11573921978569877,ChinaHubei,ChinaShandong},{1,0.1045089646878078,ChinaShandong,Japan},{1,0.10261633861505218,Japan,ChinaHongKong},{1,0.1080316214361835,ChinaHubei,France},{1,0.1422887380579271,ChinaHubei,ChinaGuangdong},{1,0.05458138800224814,Italy,Finland},{1,0.07605756583512778,ChinaHubei,Thailand},{1,0.06460125159975408,Thailand,Italy},{1,0.10595151113821738,ChinaHubei,Italy},{1,0.11947189746456059,ChinaHubei,France},{1,0.1197508852598692,ChinaHubei,Singapore},{1,0.1474593666007736,ChinaHubei,ChinaZhejiang},{1,0.13602492163917848,ChinaHubei,ChinaJiangsu},{1,0.02274199082114172,Netherlands,Finland},{1,0.06712503276213815,Netherlands,Italy},{1,0.027773787580013497,Italy,Switzerland},{1,0.03009872948056454,Italy,Netherlands},{1,0.0436203554098645,Italy,Germany},{1,0.05723312527479284,Netherlands,Italy},{1,0.11583959303578205,ChinaHubei,Netherlands},{1,0.12991575395144164,ChinaHubei,ChinaShandong},{1,0.017428630828296182,Singapore,Australia},{1,0.07890636660758861,ChinaHubei,USA},{1,0.10716015537887492,ChinaHubei,USA},{1,0.05756092709158453,ChinaHubei,Netherlands},{1,0.12972837535134146,ChinaHubei,Singapore},{1,0.1239727730257229,ChinaJiangsu,SouthKorea},{1,0.12532618575542478,ChinaHubei,Japan},{1,0.11923094972936618,ChinaHubei,ChinaShandong},{1,0.11653390574939537,ChinaHubei,ChinaGuangdong},{1,0.10215167770233866,ChinaHubei,Australia},{1,0.11038548436885622,Australia,UK},{1,0.11896011223764863,ChinaHubei,Australia},{1,0.13084284540906824,ChinaHubei,ChinaAnhui},{1,0.13625455076790854,ChinaHubei,USA},{1,0.13785436682368155,ChinaHubei,SouthKorea},{1,0.11531280847489907,SouthKorea,ChinaBeijing},{1,0.1105114678017532,ChinaGuangdong,Japan},{1,0.16698198447069573,ChinaHubei,ChinaGuangdong},{1,0.1261795356059149,ChinaHubei,USA},{1,0.11921193841426561,ChinaHubei,ChinaShandong},{1,0.10713615041765623,ChinaShandong,USA},{1,0.12386042567109293,ChinaHubei,ChinaGuangdong},{1,0.10115398777619963,ChinaBeijing,Singapore},{1,0.12545633005756135,ChinaHubei,ChinaBeijing},{1,0.046108538857611764,Netherlands,Singapore}} 129
300000	122.0	{{1,0.11666425912978753,ChinaGuangdong,Japan},{1,0.09421574394470825,ChinaJiangsu,SouthKorea},{1,0.007409261464203136,Iran,Australia},{1,0.0588373417137912,Iran,Canada},{1,0.021093072486293406,Iran,NewZealand},{1,0.1329446508328687,ChinaHubei,ChinaShandong},{1,0.09525984192711529,ChinaHongKong,Singapore},{1,0.039883518775040164,Italy,Switzerland},{1,0.018586958177236955,Italy,Brazil},{1,0.0719819172763151,ChinaHubei,UK},{1,0.09876166626076777,ChinaHubei,Italy},{1,0.11131075569673861,ChinaHubei,Italy},{1,0.09705658859677989,ChinaHubei,Sweden},{1,0.10279523385724193,ChinaHubei,ChinaGuangdong},{1,0.08157679302651928,ChinaHubei,SouthKorea},{1,0.11357080307904457,ChinaHubei,ChinaHongKong},{1,0.12454254772300469,ChinaHubei,Australia},{1,0.1109422086572159,ChinaHubei,Australia},{1,0.13160154907674423,ChinaHubei,Taiwan},{1,0.14208539982594992,ChinaHubei,Germany},{1,0.12811858257692915,Germany,USA},{1,0.1585073302911311,ChinaHubei,ChinaJiangxi},{1,0.007438686867593178,Netherlands,Finland},{1,0.0154219449454372,Netherlands,Portugal},{1,0.02024860014870574,Italy,Switzerland},{1,0.02523517205007439,Italy,Germany},{1,0.024518647474245415,Italy,Nigeria},{1,0.015688461951878153,Italy,UK},{1,0.03391280217813594,Italy,UK},{1,0.02890868246468207,Italy,Mexico},{1,0.05157973893197274,Italy,Portugal},{1,0.03228008054152089,Netherlands,UK},{1,0.020046727358113615,Netherlands,Taiwan},{1,0.021470367837852267,Netherlands,Italy},{1,0.05540522331760303,Italy,Luxembourg},{1,0.03558014518318707,Italy,Finland},{1,0.029346638107775852,Italy,Finland},{1,0.03080150024489262,Italy,Brazil},{1,0.03776829444346308,Netherlands,Germany},{1,0.10186519706629281,ChinaHubei,Finland},{1,0.10630745196994089,ChinaJiangsu,France},{1,0.07471241775622944,ChinaHubei,ChinaShandong},{1,0.0924446255989281,ChinaHubei,Taiwan},{1,0.10418879572555274,ChinaHubei,Cambodia},{1,0.11814487627757551,ChinaHubei,Australia},{1,0.10121525455394151,Singapore,France},{1,0.1432409359558428,ChinaHubei,Nepal},{1,0.0782080291350101,ChinaHubei,USA},{1,0.11782674982590932,ChinaHubei,Australia},{1,0.07842836405886618,ChinaHubei,USA},{1,0.09853734933172885,ChinaHubei,Australia},{1,0.09075019910439813,Australia,Singapore},{1,0.0959442254312583,ChinaHubei,ChinaGuangdong},{1,0.09642597218900863,ChinaHubei,SouthKorea},{1,0.09866541449168563,ChinaHubei,ChinaGuangdong},{1,0.08612058344213047,ChinaHubei,Belgium},{1,0.09347829000236312,ChinaHubei,Taiwan},{1,0.10046649985081882,ChinaGuangdong,India},{1,0.09242527309262585,ChinaAnhui,SouthKorea},{1,0.13174463323944227,ChinaHubei,ChinaYunnan},{1,0.11993325052341873,ChinaHubei,USA},{1,0.12559341043020916,ChinaHubei,ChinaFujian},{1,0.12207219700216225,ChinaHubei,ChinaChongqing},{1,0.11658226569841687,ChinaHubei,Vietnam},{1,0.0771529734195601,USA,ChinaGuangdong},{1,0.1352049437678122,ChinaHubei,ChinaYunnan},{1,0.13408649635446748,ChinaYunnan,ChinaHongKong},{1,0.13962955902742175,ChinaHubei,ChinaSichuan},{1,0.11307663484130012,ChinaHubei,Canada},{1,0.09921734557091949,ChinaHubei,USA},{1,0.1294917292231638,ChinaHubei,ChinaGuangdong},{1,0.13723724425923456,ChinaHubei,ChinaGuangdong},{1,0.14390697305522507,ChinaHubei,Thailand},{1,0.11946457602882408,ChinaGuangdong,ChinaChongqing},{1,0.11831360416340776,ChinaHubei,India},{1,0.10881194325619395,ChinaBeijing,Singapore},{1,0.11551279602704435,ChinaBeijing,USA},{1,0.12394419304070488,ChinaHubei,ChinaFujian},{1,0.15845083933510262,ChinaHubei,Thailand},{1,0.14276017851775494,ChinaHubei,ChinaGuangdong},{1,0.015793862362236264,Iran,Australia},{1,0.03020813932461983,Iran,Australia},{1,0.032220281961334404,Iran,Australia},{1,0.08288770920203482,ChinaHongKong,Japan},{1,0.12723114030191834,ChinaChongqing,ChinaHongKong},{1,0.13869096184077312,ChinaHubei,France},{1,0.16385323448278044,ChinaHubei,ChinaChongqing},{1,0.06008558851106547,ChinaHubei,Italy},{1,0.0447371411149101,ChinaHubei,Finland},{1,0.12317505343888997,ChinaHubei,France},{1,0.11808960882662277,ChinaHubei,Singapore},{1,0.14297750370767046,ChinaHubei,ChinaZhejiang},{1,0.15289421145399085,ChinaHubei,ChinaShandong},{1,0.03782880459448734,Netherlands,Switzerland},{1,0.0517639888955329,Italy,Netherlands},{1,0.06918385914498723,Italy,Netherlands},{1,0.10360824615487382,Germany,Italy},{1,0.12792985466560894,ChinaHubei,Germany},{1,0.109702469463813,ChinaHubei,USA},{1,0.018014859949679343,Singapore,Australia},{1,0.07397444085202139,ChinaHubei,USA},{1,0.06972695029265824,ChinaAnhui,Netherlands},{1,0.0921260151344018,ChinaHubei,ChinaAnhui},{1,0.12557736128053695,ChinaShandong,Japan},{1,0.14005607706474413,ChinaHubei,ChinaShandong},{1,0.10158612346742747,ChinaHubei,Australia},{1,0.1307887741363637,ChinaHubei,UK},{1,0.12348534808704072,ChinaHubei,ChinaAnhui},{1,0.1363225301369409,ChinaHubei,USA},{1,0.12417928549861935,ChinaHubei,SouthKorea},{1,0.10898292111159481,SouthKorea,ChinaBeijing},{1,0.11632154031816126,ChinaGuangdong,Japan},{1,0.1592511085376082,ChinaHubei,ChinaGuangdong},{1,0.1306866964497856,ChinaHubei,ChinaGuangdong},{1,0.14087694700313835,ChinaHubei,USA},{1,0.11426704692676923,ChinaHubei,USA},{1,0.12593337213810102,ChinaHubei,Singapore},{1,0.1231033571720132,ChinaHubei,ChinaGuangdong},{1,0.12526709567706168,ChinaHubei,ChinaBeijing},{1,0.13943098486207353,ChinaHubei,ChinaJiangsu},{1,0.12418021640381932,ChinaHubei,Iran},{1,0.055082555188418585,ChinaHubei,Singapore}} 122
