model	coef	intercept	slope	nSim	protocol	nSeq	matrix
dta	0.9900511423131078	-0.4594391401646014	1.0541466674621542	47	biased_10	150	3demes
mascot	0.9964689923651543	-0.5270199037988945	1.0142641381179107	47	biased_10	150	3demes
basta	0.994555181492368	-0.38901790064990394	0.9977921145516103	47	biased_10	150	3demes
glm	0.9911994088111219	-0.09292220352294223	0.9412964397898952	47	biased_10	150	3demes
dta	0.9919531078833435	0.22686432328337958	0.9962978104390005	47	maxPerRegionYear_20	500	3demes
mascot	0.9918005835704486	0.24518401462481876	0.9948187980856026	47	maxPerRegionYear_20	500	3demes
dta	0.9564484663621855	0.03292649674822101	0.9693642575679832	47	maxPerRegion_20	150	3demes
mascot	0.9815081653231785	-0.020666322587135966	0.9849326033213189	47	maxPerRegion_20	150	3demes
basta	0.9947244230728575	-0.6781243619385826	1.0084229344943145	47	maxPerRegion_20	150	3demes
dta	0.9905378578727184	0.019590750587884287	0.9974960873770355	47	maxPerRegionYear_10	150	3demes
mascot	0.9953118256020828	0.09271871282424726	1.0003555984959296	47	maxPerRegionYear_10	150	3demes
basta	0.9798777344733637	0.5286641637553409	0.9780179530673802	47	maxPerRegionYear_10	150	3demes
dta	0.9827221543150911	0.6102364517975012	1.0326112558990994	25	biased_10	150	3demes
mascot	0.9824069866223213	0.40924276534612325	1.0309011681429883	25	biased_10	150	3demes
basta	0.9848969130758791	0.3112827396624205	1.0374278057007926	25	biased_10	150	3demes
glm	0.9938008683349181	0.09781810611437969	1.0100657735325937	25	biased_10	150	3demes
dta	0.9857577575466885	0.4292337067539229	1.0206305918234833	25	uniformS_10	150	3demes
mascot	0.9799214895975419	0.30973907606170314	1.0333743422382555	25	uniformS_10	150	3demes
basta	0.9871361363829094	0.28123346366960256	1.0002112161614594	25	uniformS_10	150	3demes
glm	0.9909264541110299	0.26946311362514486	1.0208159077961347	25	uniformS_10	150	3demes
dta	0.9864232618510795	0.7431058028230417	1.032151730230415	25	uniformS_10	500	3demes
mascot	0.9714923509125576	0.6090498622243423	1.015610279876872	25	uniformS_10	500	3demes
glm	0.9946802105082654	0.24361110306402622	1.001822562766885	25	uniformS_10	500	3demes
dta	0.9791806768933962	0.7599494058680101	1.0526731571451526	25	maxPerRegion_20	500	3demes
mascot	0.9726572392889679	0.7037706065416494	1.0310705050103017	25	maxPerRegion_20	500	3demes
dta	0.9720677838949862	0.320466753139085	1.0240614227155804	25	uniformS_20	150	3demes
mascot	0.963715849803416	0.43154075712658546	1.0364807601596158	25	uniformS_20	150	3demes
basta	0.9726930619628646	0.04571105485480764	1.0121736275715385	25	uniformS_20	150	3demes
glm	0.9903235594602604	0.05924620874965214	0.9986728818713356	25	uniformS_20	150	3demes
dta	0.9897803659713478	0.20922467310396797	1.0087737211389975	25	uniformS_20	500	3demes
mascot	0.9857454396568036	0.3806367566180011	1.0073810470508162	25	uniformS_20	500	3demes
glm	0.9902441061225755	0.23008011369689108	1.0057452951511412	25	uniformS_20	500	3demes
dta	0.9912575765083077	0.3617469420378967	1.0078327984954212	25	maxPerRegion_10	150	3demes
mascot	0.946528263717413	0.9281998051302445	1.024647288033034	25	maxPerRegion_10	150	3demes
basta	0.9662882521181725	0.16292368487388842	1.0158110174859125	25	maxPerRegion_10	150	3demes
dta	0.989325430464808	0.30785212656813243	1.03919703842267	25	biased_2.5	150	3demes
mascot	0.992556053967059	0.1993869507449233	1.017145077282153	25	biased_2.5	150	3demes
basta	0.9908414244629276	0.1734360147876295	1.0036765580152938	25	biased_2.5	150	3demes
glm	0.9857159981092778	0.17897182099018494	0.990961764172371	25	biased_2.5	150	3demes
dta	0.9878580280195776	0.6009667014479589	1.030972926994428	25	biased_2.5	500	3demes
mascot	0.9807433250555702	0.27607902500611736	1.0115982127019065	25	biased_2.5	500	3demes
glm	0.9932818352913985	0.20544525197684926	1.0081193737879137	25	biased_2.5	500	3demes
dta	0.9641009807194737	0.2530559908257324	1.0061431796955873	25	uniform	150	3demes
mascot	0.9803083691081396	-0.20316004992645986	0.985751166681491	25	uniform	150	3demes
basta	0.9915509381791003	-0.3381961121609969	0.9966019445114971	25	uniform	150	3demes
glm	0.9878307501555386	0.2593892691935906	1.0230666133417545	25	uniform	150	3demes
dta	0.9864110609913921	0.2036808474412659	0.9825966612758666	25	biased_5	500	3demes
mascot	0.9822301612183544	0.5441622554511731	1.0246160868848213	25	biased_5	500	3demes
glm	0.9930666548078316	0.2622733342575163	1.0011555566628731	25	biased_5	500	3demes
dta	0.9780150922375371	0.92697153414354	1.0239081551724087	25	biased_5	150	3demes
mascot	0.9875954028038924	0.2949383961995231	1.0220408344126493	25	biased_5	150	3demes
basta	0.9842834257360776	0.08702830958151431	1.0133547279561905	25	biased_5	150	3demes
glm	0.988998957449085	0.5696448759660413	1.0246522018130972	25	biased_5	150	3demes
dta	0.9686217325140524	0.6811737454694669	1.0052329471129944	25	biased_10	500	3demes
mascot	0.9862843382483625	0.2682956969100747	1.0025759597117132	25	biased_10	500	3demes
glm	0.990359234912131	0.23264810938632685	0.9938574480208073	25	biased_10	500	3demes
dta	0.9938356124863863	0.2319612012740322	0.9990503700882923	25	biased_20	500	3demes
mascot	0.9758639088644347	0.4127142348448576	1.0232158902427941	25	biased_20	500	3demes
glm	0.9948874458751558	0.19996683358782974	0.9948837083149992	25	biased_20	500	3demes
dta	0.9853525808392325	0.6174935087038698	1.0184925125222337	25	biased_20	150	3demes
mascot	0.986682463089507	0.27744786963997115	1.0303834763518114	25	biased_20	150	3demes
basta	0.9925493745847608	0.16977040858376746	1.01058792293545	25	biased_20	150	3demes
glm	0.992907654423017	0.09845227827295489	0.9944138433152873	25	biased_20	150	3demes
dta	0.9852764273636324	0.4907141164912492	1.0173734359517776	25	biased_50	500	3demes
mascot	0.9620735471350116	0.39036948275663974	1.0377102973224777	25	biased_50	500	3demes
glm	0.9912242081046196	0.3286438553909843	1.002048552743224	25	biased_50	500	3demes
dta	0.9842260218302183	0.19416166999888418	1.032788513956707	25	maxPerRegionYear_20	150	3demes
mascot	0.9826637905482197	0.2115433604101078	1.0324010892466433	25	maxPerRegionYear_20	150	3demes
basta	0.9882945995009965	0.26455651361299104	1.02164338940831	25	maxPerRegionYear_20	150	3demes
dta	0.9935355757995928	0.4426704221781428	1.0016516535053113	25	maxPerRegionYear_10	500	3demes
mascot	0.986415347977459	0.23103629791484082	1.029450441468026	25	maxPerRegionYear_10	500	3demes
dta	0.9747830689393615	0.9404489767676019	1.0260485519088922	25	biased_50	150	3demes
mascot	0.9703307186240608	0.47306841748675055	1.0053102902422897	25	biased_50	150	3demes
basta	0.9565798650948842	1.0309773193956886	1.037929348341503	25	biased_50	150	3demes
glm	0.9817354852743796	0.39966257247329295	0.987717137747237	25	biased_50	150	3demes
dta	0.9910177717782847	0.28700302777748377	1.0254767936553169	25	maxPerRegionYear_20	500	3demes
mascot	0.9820104164537571	0.19220026814651092	1.04694036899401	25	maxPerRegionYear_20	500	3demes
dta	0.9878029828043712	0.42197540875422845	1.0158601792414355	25	maxPerRegionYear_10	150	3demes
mascot	0.9845860295416989	0.36987424214237663	1.0188349633461662	25	maxPerRegionYear_10	150	3demes
basta	0.9875427879934213	0.1618375990778702	1.0064631440443688	25	maxPerRegionYear_10	150	3demes
dta	0.9868809948325483	0.5642909257633946	1.027134732246016	25	maxPerRegion_20	150	3demes
mascot	0.9836749215291605	0.7203348381811061	1.039594157375757	25	maxPerRegion_20	150	3demes
basta	0.9853917352404261	0.6949109310339701	1.0191060552258222	25	maxPerRegion_20	150	3demes
dta	0.9754183127896805	0.4974729394631563	1.0456860948979967	25	uniform	500	3demes
mascot	0.9714452139832066	0.46210006168442064	1.0401696216260747	25	uniform	500	3demes
glm	0.9960338586812996	0.15228791925954432	1.0024782428774455	25	uniform	500	3demes
dta	0.9880333822144052	0.3722805923899557	1.0307353832533206	25	maxPerRegion_10	500	3demes
mascot	0.9864366747054754	0.3870419945869301	1.0367689542680572	25	maxPerRegion_10	500	3demes
dta	0.9928536055263144	-0.5054180407118487	1.0136079448183435	29	biased_10	150	3demes
mascot	0.9864547941868328	-0.004290673124835109	0.9813426161232803	29	biased_10	150	3demes
basta	0.9939347266256953	0.1936510312270805	1.0060257198167206	29	biased_10	150	3demes
glm	0.9898272576727858	0.092416370783031	1.0087100217325495	29	biased_10	150	3demes
dta	0.9897694460997578	0.4452076874881641	1.0542603534922919	29	maxPerRegion_10	150	3demes
mascot	0.9723257711888073	0.6974516137904097	1.060229052132116	29	maxPerRegion_10	150	3demes
basta	0.9874286925928432	0.46854345577424894	1.0251907571765504	29	maxPerRegion_10	150	3demes
dta	0.9826509230133096	0.9365123136235525	1.0409220755238942	29	maxPerRegionYear_10	150	3demes
mascot	0.9953797781543227	0.43267294661547595	1.001406966561413	29	maxPerRegionYear_10	150	3demes
basta	0.9943387388338267	0.24023971473516426	1.0255649778496296	29	maxPerRegionYear_10	150	3demes
dta	0.9938387303514403	-0.350313559682931	1.0298804777485497	29	biased_20	150	3demes
mascot	0.991573693530032	-0.3335596550514417	1.059929022278973	29	biased_20	150	3demes
basta	0.9883352510501391	-0.33231067451349716	1.081154141940555	29	biased_20	150	3demes
glm	0.9865373687776916	0.35530536797026	0.9947305199387846	29	biased_20	150	3demes
dta	0.9923867704556508	-0.35404422370742594	1.0399363510248938	29	biased_50	500	3demes
mascot	0.9953215793883974	-0.18509597598479388	1.011798048919085	29	biased_50	500	3demes
glm	0.9829479797000505	-0.005764381495055204	0.9923647322983341	29	biased_50	500	3demes
dta	0.994267235330224	0.1560364579510285	1.027017635656664	29	maxPerRegionYear_20	500	3demes
mascot	0.9952683021113959	0.15984062636254848	1.0363924040595254	29	maxPerRegionYear_20	500	3demes
dta	0.9860222043153967	0.10837815110699012	1.0938735936481347	29	biased_50	150	3demes
mascot	0.9851390541595849	-0.2501601724060336	1.092543459718297	29	biased_50	150	3demes
basta	0.986165405606021	-0.07831142621757436	1.1042047899847565	29	biased_50	150	3demes
glm	0.9872356684157828	0.18249835791685953	1.036113963544066	29	biased_50	150	3demes
dta	0.9899455748296149	-0.6344113720079214	1.0813040806570955	29	uniformS_20	500	3demes
mascot	0.9953625135990792	-0.05535176180867296	1.004802800605918	29	uniformS_20	500	3demes
glm	0.9956450852254668	-0.11866949183971798	1.0150196377172576	29	uniformS_20	500	3demes
dta	0.9967738247697321	0.3355015297424515	1.0088640523328885	29	maxPerRegion_20	500	3demes
mascot	0.9971355896721268	-0.06367938306554066	1.031877459030434	29	maxPerRegion_20	500	3demes
dta	0.9921042089333474	0.006305668132991826	1.0319676193683613	29	biased_5	150	3demes
mascot	0.9924667777453553	-0.03891159138782285	1.021347604682586	29	biased_5	150	3demes
basta	0.9961924655825334	0.11092111030374596	1.0120821895488512	29	biased_5	150	3demes
glm	0.9968064578573099	-0.059459559426358055	1.0110413754333978	29	biased_5	150	3demes
dta	0.9910354792527777	0.23310699941474056	1.0197325197463172	29	maxPerRegionYear_10	500	3demes
mascot	0.991925627716998	0.2906289252661338	1.0178375364102905	29	maxPerRegionYear_10	500	3demes
dta	0.9918372229713457	0.13124966664447513	1.038856724574009	29	uniform	150	3demes
mascot	0.99679397656438	-0.23020136090520893	0.994088336843647	29	uniform	150	3demes
basta	0.9870222360545345	0.11565446492219777	1.0006136861907406	29	uniform	150	3demes
glm	0.9951825001806641	0.13034181391720168	0.9958603773525837	29	uniform	150	3demes
dta	0.9959277898818927	-0.09004464600876716	1.0185614876414961	29	biased_2.5	150	3demes
mascot	0.9865589963442563	-0.3399432219709233	1.0554668899257527	29	biased_2.5	150	3demes
basta	0.9938803869346458	0.143333311284227	1.0271572281909305	29	biased_2.5	150	3demes
glm	0.994748755612364	-0.13044748935260841	1.0310755843267672	29	biased_2.5	150	3demes
dta	0.9953529545401194	-0.03450252623701644	1.027992306839803	29	biased_10	500	3demes
mascot	0.9939012615873747	0.3149609315790407	0.9928838740218685	29	biased_10	500	3demes
glm	0.9965594614188916	0.04029250467780088	0.9866485784559925	29	biased_10	500	3demes
dta	0.988505388913283	-0.06574996180940218	1.014644564007397	29	maxPerRegionYear_20	150	3demes
mascot	0.9806105026526792	-0.011204832651731778	1.0277165855580657	29	maxPerRegionYear_20	150	3demes
basta	0.9920297234234511	0.2255299722160693	0.9945380637268827	29	maxPerRegionYear_20	150	3demes
dta	0.9937572471524736	-0.04491978371063965	1.0206627561273327	29	uniform	500	3demes
mascot	0.9907582137305457	0.16593948624393207	1.0042421814595095	29	uniform	500	3demes
glm	0.9968855286739682	-0.11457374338181125	0.9971601353648079	29	uniform	500	3demes
dta	0.9971685929358842	0.23186898749471396	0.9949518015839556	29	maxPerRegion_10	500	3demes
mascot	0.9885016443802848	0.45856830090400535	0.9994569975186107	29	maxPerRegion_10	500	3demes
dta	0.9964042757919116	-0.017887704450217257	1.0229237179875008	29	biased_5	500	3demes
mascot	0.9939448491138222	0.015708897161534452	1.0476948680504827	29	biased_5	500	3demes
glm	0.9959347459017522	0.04164886404808499	0.9983385692049495	29	biased_5	500	3demes
dta	0.9629719353513583	-0.8315601522450073	1.1114577581498764	29	uniformS_20	150	3demes
mascot	0.9636946639065744	-0.5999677706513644	1.133696613914501	29	uniformS_20	150	3demes
basta	0.9795822535425442	-0.37349076038963247	1.0832654143588192	29	uniformS_20	150	3demes
glm	0.9952928701326338	0.014851334598819932	1.019558640504718	29	uniformS_20	150	3demes
dta	0.9912256870069373	0.3327244545855059	0.9849843880920464	29	biased_20	500	3demes
mascot	0.9933452645415194	0.2517858439703353	0.9734156939487949	29	biased_20	500	3demes
glm	0.9958067535349048	0.1317637073303004	0.9877605584701306	29	biased_20	500	3demes
dta	0.9904926829882935	0.24409960067832515	1.0187445205228316	29	biased_2.5	500	3demes
mascot	0.9952671717960326	-0.07833392440934972	1.0140885613350505	29	biased_2.5	500	3demes
glm	0.9981361543284123	-0.2674734951801305	1.0040485274291635	29	biased_2.5	500	3demes
dta	0.981287965945246	0.24614970894203836	1.0015670910978114	29	maxPerRegion_20	150	3demes
mascot	0.9865210899337471	0.16926024175936405	1.0320794130162918	29	maxPerRegion_20	150	3demes
basta	0.979808618096496	-0.010730580369266107	1.039052607972819	29	maxPerRegion_20	150	3demes
dta	0.9921937484497291	-0.0683542028519355	1.0189429693852041	29	uniformS_10	150	3demes
mascot	0.9927166603304198	0.05271148286001903	1.0543905910974976	29	uniformS_10	150	3demes
basta	0.9923549845553032	-0.08228889956539831	1.024436187134655	29	uniformS_10	150	3demes
glm	0.9967678894395033	0.009366809347135074	1.0066632131910906	29	uniformS_10	150	3demes
dta	0.9961029914549828	0.16215703317745067	1.0143897915216695	29	uniformS_10	500	3demes
mascot	0.9886921370463724	0.6629950558372784	1.0230011177425746	29	uniformS_10	500	3demes
glm	0.9975277385166168	0.11142811735561864	1.0056882278703043	29	uniformS_10	500	3demes
dta	0.9976980463063441	0.20371202132682598	1.005458339316156	41	biased_10	500	3demes
mascot	0.9947295329577129	0.0008771713351940491	1.0453305835781554	41	biased_10	500	3demes
glm	0.9961552676085034	-0.17993625433814486	1.0011789178360853	41	biased_10	500	3demes
dta	0.9930510084491659	0.14094170784437665	0.9743138861384377	41	uniformS_10	150	3demes
mascot	0.9932495280052204	0.37423331345377164	0.9785423063526982	41	uniformS_10	150	3demes
basta	0.9952435821387321	-0.23306266314040158	0.9828594419031192	41	uniformS_10	150	3demes
glm	0.9934927184988461	0.07999005970025053	0.9812608802044229	41	uniformS_10	150	3demes
dta	0.9942365306950883	0.33873574527509476	1.0223660287900334	41	biased_2.5	500	3demes
mascot	0.9972899844479235	0.1376261420056153	1.004363728115737	41	biased_2.5	500	3demes
glm	0.9968732905663812	-0.1724424805937801	1.0245600073101009	41	biased_2.5	500	3demes
dta	0.9917832495428516	-0.047047475431693186	1.0231205396179475	41	maxPerRegion_10	150	3demes
mascot	0.9925108137009618	0.1287045455877731	0.9718452901038799	41	maxPerRegion_10	150	3demes
basta	0.9914408276927431	0.07786701479811597	0.9857609181305723	41	maxPerRegion_10	150	3demes
dta	0.9952819757458513	0.15559994168267366	1.0261055665266017	41	uniformS_20	500	3demes
mascot	0.9971170367342483	0.16190183778757472	0.9937085217127375	41	uniformS_20	500	3demes
glm	0.9966528347606298	0.13002926520699987	1.000873098958888	41	uniformS_20	500	3demes
dta	0.9960509013371495	0.4229270174833353	1.0126233076107258	41	biased_20	500	3demes
mascot	0.9971892889176162	0.3371503176549844	1.002966749099265	41	biased_20	500	3demes
glm	0.9971821317112454	0.11814300474743078	0.9898777161620185	41	biased_20	500	3demes
dta	0.9981016565840591	0.24889009224335013	1.002232286455593	41	maxPerRegion_10	500	3demes
mascot	0.9933751561231801	0.42601687178444436	0.9848152061730064	41	maxPerRegion_10	500	3demes
dta	0.9942036425013938	0.5778149926089959	1.0110980789360784	41	maxPerRegionYear_10	150	3demes
mascot	0.998106646436803	0.0761719648628727	1.0099358721934835	41	maxPerRegionYear_10	150	3demes
basta	0.9940088726799088	0.00808724722971732	1.0402535898909586	41	maxPerRegionYear_10	150	3demes
dta	0.9924651915440802	0.17505232149130734	0.9562619856757951	41	biased_20	150	3demes
mascot	0.993369151177389	-0.12235050003462433	0.971309675831715	41	biased_20	150	3demes
basta	0.9915956541586566	-0.05236740696004105	0.9470971531946517	41	biased_20	150	3demes
glm	0.9952804070531246	0.03400951492979232	1.0115245998500302	41	biased_20	150	3demes
dta	0.9974295388877917	0.276100554553949	1.0032583461494318	41	uniformS_10	500	3demes
mascot	0.9950268487727707	0.2256181956137695	1.03117415403813	41	uniformS_10	500	3demes
glm	0.9978867340767151	0.11660839998129546	1.017240108570124	41	uniformS_10	500	3demes
dta	0.9895951051957342	0.19353969496867407	0.9446398577235143	41	uniformS_20	150	3demes
mascot	0.9848245964731651	-0.2176094799395223	0.9624799419606708	41	uniformS_20	150	3demes
basta	0.9934889151944014	0.029190175647116234	0.965718067881482	41	uniformS_20	150	3demes
glm	0.9929052660094789	0.27379391275965403	1.0497742088228332	41	uniformS_20	150	3demes
dta	0.9900470219635122	0.5121805798223242	0.9579626320037015	41	biased_5	150	3demes
mascot	0.9941422067647256	0.2049380870456936	0.9806880250814285	41	biased_5	150	3demes
basta	0.992729859215547	0.33782014581186814	0.9655460727496702	41	biased_5	150	3demes
glm	0.9904478437068188	0.34937870819126005	0.9591609312930571	41	biased_5	150	3demes
dta	0.9971200801705696	0.2404052919108146	1.0256209489535428	41	maxPerRegion_20	500	3demes
mascot	0.9965664920209538	0.2481365221154448	0.9904972387200616	41	maxPerRegion_20	500	3demes
dta	0.9926849271278047	0.39186441592582355	1.0247078214013914	41	biased_5	500	3demes
mascot	0.9925630206495513	0.2416449278543844	1.008189077881697	41	biased_5	500	3demes
glm	0.9959213274586222	0.1266439705325908	0.9896608105311361	41	biased_5	500	3demes
dta	0.99651304332175	0.3777483571025009	1.0303758400091505	41	maxPerRegionYear_10	500	3demes
mascot	0.9938631670161964	0.3430805384540676	1.0413672588413332	41	maxPerRegionYear_10	500	3demes
dta	0.9957162645641625	0.26982413617651346	1.027031563816944	41	biased_50	500	3demes
mascot	0.9962147554659213	0.06917983726134835	1.0502950428687272	41	biased_50	500	3demes
glm	0.9925389058337802	0.13336488247668754	1.074200249585484	41	biased_50	500	3demes
dta	0.9972375489810882	0.29658770864550377	0.992841231043457	41	uniform	150	3demes
mascot	0.9941097063178937	0.21330056868277936	0.9927700424564792	41	uniform	150	3demes
basta	0.997010970403438	0.002120785787401047	0.9941146903850859	41	uniform	150	3demes
glm	0.9959057647263451	0.16315630570256445	1.0270997313217949	41	uniform	150	3demes
dta	0.9972535248894948	0.2326568095303223	1.0269380543905093	41	maxPerRegionYear_20	500	3demes
mascot	0.9965044516100098	0.3049387407896731	1.0080365126694995	41	maxPerRegionYear_20	500	3demes
dta	0.9909431664581252	0.6622344396557729	1.037152433528169	41	maxPerRegionYear_20	150	3demes
mascot	0.9962254346113025	0.33621085368968195	1.0173050854101464	41	maxPerRegionYear_20	150	3demes
basta	0.9966685071193895	0.2439675144167417	1.0164680794891952	41	maxPerRegionYear_20	150	3demes
dta	0.9945005001829685	0.43615690395350626	1.0168927755086763	41	maxPerRegion_20	150	3demes
mascot	0.9976540899452709	0.15626061617834353	1.0014636621976318	41	maxPerRegion_20	150	3demes
basta	0.9934264925957889	0.4213268091793516	1.0456481697073967	41	maxPerRegion_20	150	3demes
dta	0.9944992086232529	0.21422419377471158	1.028160480881952	41	biased_2.5	150	3demes
mascot	0.9959356843027434	0.14616164204891646	1.035473395113023	41	biased_2.5	150	3demes
basta	0.9955941277878948	-0.03820290149828054	1.0283034814598955	41	biased_2.5	150	3demes
glm	0.9979532460925534	0.03375917111652882	1.0047774913366363	41	biased_2.5	150	3demes
dta	0.99255270705279	0.32148832630181445	1.036006743583321	41	uniform	500	3demes
mascot	0.9956868536556914	0.2393029505491775	1.0144713689901714	41	uniform	500	3demes
glm	0.9953915493333705	0.08903803349665296	1.0323308605072845	41	uniform	500	3demes
dta	0.9952325346161485	0.349688159806135	0.9836106009138199	41	biased_10	150	3demes
mascot	0.9966166442955434	-0.03315208536714209	1.0087429969336053	41	biased_10	150	3demes
basta	0.9965777611676906	-0.1707206685732423	0.9972658389093713	41	biased_10	150	3demes
glm	0.994378319161768	-0.0851043589614946	0.9777264239696455	41	biased_10	150	3demes
dta	0.9731769429017991	-0.0818436640607274	1.1033630775571264	41	biased_50	150	3demes
mascot	0.9930368572246319	0.41172274378424945	1.0471607118652089	41	biased_50	150	3demes
basta	0.9970941084225324	0.30080521549257	0.9860208402466731	41	biased_50	150	3demes
glm	0.9966523701322832	0.1165031611489944	1.012733470197386	41	biased_50	150	3demes
dta	0.9852898419304772	0.0201006220592852	1.0363916567206846	38	maxPerRegionYear_20	150	3demes
mascot	0.9949030461459119	-0.04079851030236625	1.0182133614913362	38	maxPerRegionYear_20	150	3demes
basta	0.9942469014007963	-0.11604175428574948	1.0209841701649842	38	maxPerRegionYear_20	150	3demes
dta	0.9833448539790535	-0.3130928985117478	1.1031873642206096	38	uniformS_20	500	3demes
mascot	0.9628015278267752	-0.29451521972882944	1.175441319365024	38	uniformS_20	500	3demes
glm	0.9590675771703812	-0.4655906044957341	1.1588076735577124	38	uniformS_20	500	3demes
dta	0.9600957035135357	0.12528511658015162	1.1321643444075384	38	maxPerRegion_20	500	3demes
mascot	0.9901380147596425	-0.09190607833875575	1.0536173308868755	38	maxPerRegion_20	500	3demes
dta	0.9905814854473994	-0.23953938397540853	1.034686679671951	38	uniform	500	3demes
mascot	0.9944424476858051	-0.055024701354920325	1.008799941790638	38	uniform	500	3demes
glm	0.9839561604963993	-0.28124297431648415	1.0594206121973593	38	uniform	500	3demes
dta	0.9802812979740466	-0.02307757910542918	1.0750409128996588	38	biased_50	150	3demes
mascot	0.9958397609441461	0.003592872609829101	0.9934919710638107	38	biased_50	150	3demes
basta	0.9873290355593791	-0.2221392625494829	1.0966892758382851	38	biased_50	150	3demes
glm	0.9926992499280123	-0.009942046809715777	1.0539422269621384	38	biased_50	150	3demes
dta	0.9835194845940508	-0.7499901705310137	1.1153804860781198	38	biased_10	150	3demes
mascot	0.9739861124731647	-0.8060591032284208	1.1332069730554142	38	biased_10	150	3demes
basta	0.9796211087029191	-0.634273708618398	1.0690478514233885	38	biased_10	150	3demes
glm	0.9963413725423751	0.037903788901591184	0.9644597471108269	38	biased_10	150	3demes
dta	0.9870249499810032	-0.034300693505525004	1.0685027848844595	38	biased_5	150	3demes
mascot	0.9735516760931293	-0.3643834424170258	1.1206898389229352	38	biased_5	150	3demes
basta	0.9708292055487909	-0.2531071969276617	1.0493435666816024	38	biased_5	150	3demes
glm	0.9961880258014137	-0.3315681915015176	0.9779150224559112	38	biased_5	150	3demes
dta	0.9940994049793378	0.05925650607851196	1.0453295703788528	38	biased_50	500	3demes
mascot	0.9984710231927209	-0.1945722060962929	0.9899450551098862	38	biased_50	500	3demes
glm	0.9949033519140399	-0.19286344470447148	1.0500269337562638	38	biased_50	500	3demes
dta	0.9955589299366345	0.20541383814915193	1.0187506227129657	38	maxPerRegionYear_10	500	3demes
mascot	0.9837807630568973	0.2854789981779682	1.0624248643868124	38	maxPerRegionYear_10	500	3demes
dta	0.9936351039031903	0.14608869408202807	1.02852727859489	38	maxPerRegionYear_20	500	3demes
mascot	0.9863163709782049	0.32195509094286123	1.0714043634318535	38	maxPerRegionYear_20	500	3demes
dta	0.9815326431495568	-0.16584142348905218	1.065256141694199	38	maxPerRegion_20	150	3demes
mascot	0.9664685498010388	0.09883758185904412	1.1159479512066057	38	maxPerRegion_20	150	3demes
basta	0.9684908349885649	-0.10731628914479785	1.1316577791245945	38	maxPerRegion_20	150	3demes
dta	0.9909777405762045	0.15851167890733464	1.0457753805138295	38	biased_10	500	3demes
mascot	0.9858924573286838	0.09788987930883053	1.067630076992258	38	biased_10	500	3demes
glm	0.9919257899153707	-0.04068911112239704	0.9978759504683219	38	biased_10	500	3demes
dta	0.9854577491954175	-0.5770521185327873	1.016333805110816	38	uniformS_10	150	3demes
mascot	0.9596640434220555	-0.7099370506227309	1.1271116342469794	38	uniformS_10	150	3demes
basta	0.9841519193267408	-0.3639456188716146	1.107545586403547	38	uniformS_10	150	3demes
glm	0.9929377118877019	-0.1410112688255829	1.0656296791182749	38	uniformS_10	150	3demes
dta	0.9944828607226894	-0.03300255176398892	1.022992934744955	38	biased_20	500	3demes
mascot	0.9743997385423431	0.1151282026853444	1.1562147476495679	38	biased_20	500	3demes
glm	0.9832055171261187	-0.347471949914695	1.0441870647694904	38	biased_20	500	3demes
dta	0.989367172668918	-0.13618555747300576	1.0458686454555386	38	uniform	150	3demes
mascot	0.995101899209776	-0.015065818807851628	1.0320943124009423	38	uniform	150	3demes
basta	0.9894339629084701	0.08280765913821142	1.0442544303823427	38	uniform	150	3demes
glm	0.9953489055980623	-0.03761256457739037	1.0220319610453477	38	uniform	150	3demes
dta	0.98971863967589	-0.12513810601512176	1.0728972135911885	38	maxPerRegion_10	500	3demes
mascot	0.9938510981359905	-0.10253665321137362	1.0442298803488803	38	maxPerRegion_10	500	3demes
dta	0.9576827832486344	-0.30524388061557417	1.0454600435016326	38	biased_20	150	3demes
mascot	0.9904755990797233	-0.48238144339060796	1.0663977577806527	38	biased_20	150	3demes
basta	0.9792335537255243	-0.4472069796819227	1.1038718759669817	38	biased_20	150	3demes
glm	0.9842352725875211	-0.6755213037413554	1.0898442086582103	38	biased_20	150	3demes
dta	0.9899161677559718	-0.02652423817779237	1.0401297974620443	38	uniformS_10	500	3demes
mascot	0.9713812563795035	-0.1898782149112499	1.0878441073741525	38	uniformS_10	500	3demes
glm	0.9846524228783201	0.11328652828025199	1.028998978073122	38	uniformS_10	500	3demes
dta	0.9690430106581661	0.216740419865463	1.1394123757818353	38	uniformS_20	150	3demes
mascot	0.9871468219520474	-0.23100418839554848	1.0750150401784444	38	uniformS_20	150	3demes
basta	0.9877750140110108	-0.2542709167170223	1.0701880511836046	38	uniformS_20	150	3demes
glm	0.9891148551476914	0.10076630093067251	1.077478316210752	38	uniformS_20	150	3demes
dta	0.953886995910046	-0.14849189979515032	1.159762897988778	38	biased_5	500	3demes
mascot	0.9928864922796985	0.15846354387523576	1.0544238533355772	38	biased_5	500	3demes
glm	0.9950192762737927	-0.1755939794239474	1.0328243600538396	38	biased_5	500	3demes
dta	0.9924674287987768	-0.2002293335958143	1.013733426054085	38	maxPerRegion_10	150	3demes
mascot	0.9894207722939525	0.03470037449887542	1.0616569453267144	38	maxPerRegion_10	150	3demes
basta	0.9936964426385043	-0.2983608082306439	1.0432588330253754	38	maxPerRegion_10	150	3demes
dta	0.9923439044722752	0.32693718589271015	1.025562766540583	38	maxPerRegionYear_10	150	3demes
