source	destination	value	model	nSim	nSeq	protocol
Region1	Region2	33.0	simulation	30	150	uniformS_50
Region2	Region2	209.0	simulation	30	150	uniformS_50
Region3	Region2	6.0	simulation	30	150	uniformS_50
Region1	Region3	0.0	simulation	30	150	uniformS_50
Region2	Region3	2.0	simulation	30	150	uniformS_50
Region3	Region3	6.0	simulation	30	150	uniformS_50
Region1	Region1	101.0	simulation	30	150	maxPerRegion_2.5
Region2	Region1	8.0	simulation	30	150	maxPerRegion_2.5
Region3	Region1	0.0	simulation	30	150	maxPerRegion_2.5
Region1	Region2	17.0	simulation	30	150	maxPerRegion_2.5
Region2	Region2	70.0	simulation	30	150	maxPerRegion_2.5
Region3	Region2	3.0	simulation	30	150	maxPerRegion_2.5
Region1	Region3	4.0	simulation	30	150	maxPerRegion_2.5
Region2	Region3	3.0	simulation	30	150	maxPerRegion_2.5
Region3	Region3	88.0	simulation	30	150	maxPerRegion_2.5
Region1	Region1	35.0	simulation	28	150	biased_20
Region2	Region1	2.0	simulation	28	150	biased_20
Region3	Region1	0.0	simulation	28	150	biased_20
Region1	Region2	27.0	simulation	28	150	biased_20
Region2	Region2	223.0	simulation	28	150	biased_20
Region3	Region2	2.0	simulation	28	150	biased_20
Region1	Region3	0.0	simulation	28	150	biased_20
Region2	Region3	3.0	simulation	28	150	biased_20
Region3	Region3	0.0	simulation	28	150	biased_20
Region1	Region1	47.0	simulation	28	150	biased_10
Region2	Region1	1.0	simulation	28	150	biased_10
Region3	Region1	0.0	simulation	28	150	biased_10
Region1	Region2	20.0	simulation	28	150	biased_10
Region2	Region2	212.0	simulation	28	150	biased_10
Region3	Region2	2.0	simulation	28	150	biased_10
Region1	Region3	1.0	simulation	28	150	biased_10
Region2	Region3	1.0	simulation	28	150	biased_10
Region3	Region3	4.0	simulation	28	150	biased_10
Region1	Region1	29.0	simulation	28	150	biased_50
Region2	Region1	1.0	simulation	28	150	biased_50
Region3	Region1	0.0	simulation	28	150	biased_50
Region1	Region2	26.0	simulation	28	150	biased_50
Region2	Region2	231.0	simulation	28	150	biased_50
Region3	Region2	4.0	simulation	28	150	biased_50
Region1	Region3	1.0	simulation	28	150	biased_50
Region2	Region3	1.0	simulation	28	150	biased_50
Region3	Region3	0.0	simulation	28	150	biased_50
Region1	Region1	87.0	simulation	28	150	biased_2.5
Region2	Region1	8.0	simulation	28	150	biased_2.5
Region3	Region1	0.0	simulation	28	150	biased_2.5
Region1	Region2	21.0	simulation	28	150	biased_2.5
Region2	Region2	147.0	simulation	28	150	biased_2.5
Region3	Region2	3.0	simulation	28	150	biased_2.5
Region1	Region3	2.0	simulation	28	150	biased_2.5
Region2	Region3	2.0	simulation	28	150	biased_2.5
Region3	Region3	19.0	simulation	28	150	biased_2.5
Region1	Region1	51.0	simulation	28	150	biased_5
Region2	Region1	4.0	simulation	28	150	biased_5
Region3	Region1	0.0	simulation	28	150	biased_5
Region1	Region2	24.0	simulation	28	150	biased_5
Region2	Region2	206.0	simulation	28	150	biased_5
Region3	Region2	1.0	simulation	28	150	biased_5
Region1	Region3	1.0	simulation	28	150	biased_5
Region2	Region3	2.0	simulation	28	150	biased_5
Region3	Region3	5.0	simulation	28	150	biased_5
Region1	Region1	121.0	simulation	28	150	maxPerRegionYear_20
Region2	Region1	5.0	simulation	28	150	maxPerRegionYear_20
Region3	Region1	0.0	simulation	28	150	maxPerRegionYear_20
Region1	Region2	22.0	simulation	28	150	maxPerRegionYear_20
Region2	Region2	93.0	simulation	28	150	maxPerRegionYear_20
Region3	Region2	0.0	simulation	28	150	maxPerRegionYear_20
Region1	Region3	5.0	simulation	28	150	maxPerRegionYear_20
Region2	Region3	7.0	simulation	28	150	maxPerRegionYear_20
Region3	Region3	42.0	simulation	28	150	maxPerRegionYear_20
Region1	Region1	62.0	simulation	28	150	uniformS_5
Region2	Region1	3.0	simulation	28	150	uniformS_5
Region3	Region1	0.0	simulation	28	150	uniformS_5
Region1	Region2	24.0	simulation	28	150	uniformS_5
Region2	Region2	175.0	simulation	28	150	uniformS_5
Region3	Region2	2.0	simulation	28	150	uniformS_5
Region1	Region3	2.0	simulation	28	150	uniformS_5
Region2	Region3	1.0	simulation	28	150	uniformS_5
Region3	Region3	24.0	simulation	28	150	uniformS_5
Region1	Region1	105.0	simulation	28	150	maxPerRegion_2.5
Region2	Region1	6.0	simulation	28	150	maxPerRegion_2.5
Region3	Region1	0.0	simulation	28	150	maxPerRegion_2.5
Region1	Region2	14.0	simulation	28	150	maxPerRegion_2.5
Region2	Region2	82.0	simulation	28	150	maxPerRegion_2.5
Region3	Region2	1.0	simulation	28	150	maxPerRegion_2.5
Region1	Region3	7.0	simulation	28	150	maxPerRegion_2.5
Region2	Region3	7.0	simulation	28	150	maxPerRegion_2.5
Region3	Region3	73.0	simulation	28	150	maxPerRegion_2.5
Region1	Region1	110.0	simulation	28	150	maxPerRegionYear_10
Region2	Region1	7.0	simulation	28	150	maxPerRegionYear_10
Region3	Region1	1.0	simulation	28	150	maxPerRegionYear_10
Region1	Region2	18.0	simulation	28	150	maxPerRegionYear_10
Region2	Region2	93.0	simulation	28	150	maxPerRegionYear_10
Region3	Region2	1.0	simulation	28	150	maxPerRegionYear_10
Region1	Region3	10.0	simulation	28	150	maxPerRegionYear_10
Region2	Region3	8.0	simulation	28	150	maxPerRegionYear_10
Region3	Region3	48.0	simulation	28	150	maxPerRegionYear_10
Region1	Region1	132.0	simulation	28	150	uniform
Region2	Region1	9.0	simulation	28	150	uniform
Region3	Region1	0.0	simulation	28	150	uniform
Region1	Region2	21.0	simulation	28	150	uniform
Region2	Region2	117.0	simulation	28	150	uniform
Region3	Region2	1.0	simulation	28	150	uniform
Region1	Region3	2.0	simulation	28	150	uniform
Region2	Region3	2.0	simulation	28	150	uniform
Region3	Region3	11.0	simulation	28	150	uniform
Region1	Region1	107.0	simulation	28	150	uniformS_2.5
Region2	Region1	6.0	simulation	28	150	uniformS_2.5
Region3	Region1	1.0	simulation	28	150	uniformS_2.5
Region1	Region2	25.0	simulation	28	150	uniformS_2.5
Region2	Region2	142.0	simulation	28	150	uniformS_2.5
Region3	Region2	1.0	simulation	28	150	uniformS_2.5
Region1	Region3	2.0	simulation	28	150	uniformS_2.5
Region2	Region3	2.0	simulation	28	150	uniformS_2.5
Region3	Region3	10.0	simulation	28	150	uniformS_2.5
Region1	Region1	25.0	simulation	28	150	uniformS_50
Region2	Region1	2.0	simulation	28	150	uniformS_50
Region3	Region1	0.0	simulation	28	150	uniformS_50
Region1	Region2	24.0	simulation	28	150	uniformS_50
Region2	Region2	237.0	simulation	28	150	uniformS_50
Region3	Region2	2.0	simulation	28	150	uniformS_50
Region1	Region3	1.0	simulation	28	150	uniformS_50
Region2	Region3	1.0	simulation	28	150	uniformS_50
Region3	Region3	2.0	simulation	28	150	uniformS_50
Region1	Region1	115.0	simulation	28	150	maxPerRegionYear_5
Region2	Region1	6.0	simulation	28	150	maxPerRegionYear_5
Region3	Region1	1.0	simulation	28	150	maxPerRegionYear_5
Region1	Region2	16.0	simulation	28	150	maxPerRegionYear_5
Region2	Region2	90.0	simulation	28	150	maxPerRegionYear_5
Region3	Region2	1.0	simulation	28	150	maxPerRegionYear_5
Region1	Region3	6.0	simulation	28	150	maxPerRegionYear_5
Region2	Region3	4.0	simulation	28	150	maxPerRegionYear_5
Region3	Region3	52.0	simulation	28	150	maxPerRegionYear_5
Region1	Region1	50.0	simulation	28	150	uniformS_10
Region2	Region1	3.0	simulation	28	150	uniformS_10
Region3	Region1	1.0	simulation	28	150	uniformS_10
Region1	Region2	26.0	simulation	28	150	uniformS_10
Region2	Region2	207.0	simulation	28	150	uniformS_10
Region3	Region2	1.0	simulation	28	150	uniformS_10
Region1	Region3	0.0	simulation	28	150	uniformS_10
Region2	Region3	1.0	simulation	28	150	uniformS_10
Region3	Region3	4.0	simulation	28	150	uniformS_10
Region1	Region1	104.0	simulation	28	150	maxPerRegion_5
Region2	Region1	8.0	simulation	28	150	maxPerRegion_5
Region3	Region1	1.0	simulation	28	150	maxPerRegion_5
Region1	Region2	19.0	simulation	28	150	maxPerRegion_5
Region2	Region2	75.0	simulation	28	150	maxPerRegion_5
Region3	Region2	0.0	simulation	28	150	maxPerRegion_5
Region1	Region3	6.0	simulation	28	150	maxPerRegion_5
Region2	Region3	5.0	simulation	28	150	maxPerRegion_5
Region3	Region3	79.0	simulation	28	150	maxPerRegion_5
Region1	Region1	34.0	simulation	28	150	uniformS_20
Region2	Region1	1.0	simulation	28	150	uniformS_20
Region3	Region1	0.0	simulation	28	150	uniformS_20
Region1	Region2	27.0	simulation	28	150	uniformS_20
Region2	Region2	227.0	simulation	28	150	uniformS_20
Region3	Region2	0.0	simulation	28	150	uniformS_20
Region1	Region3	1.0	simulation	28	150	uniformS_20
Region2	Region3	0.0	simulation	28	150	uniformS_20
Region3	Region3	0.0	simulation	28	150	uniformS_20
Region1	Region1	117.0	simulation	28	150	maxPerRegionYear_2.5
Region2	Region1	7.0	simulation	28	150	maxPerRegionYear_2.5
Region3	Region1	0.0	simulation	28	150	maxPerRegionYear_2.5
Region1	Region2	25.0	simulation	28	150	maxPerRegionYear_2.5
Region2	Region2	74.0	simulation	28	150	maxPerRegionYear_2.5
Region3	Region2	1.0	simulation	28	150	maxPerRegionYear_2.5
Region1	Region3	9.0	simulation	28	150	maxPerRegionYear_2.5
Region2	Region3	9.0	simulation	28	150	maxPerRegionYear_2.5
Region3	Region3	52.0	simulation	28	150	maxPerRegionYear_2.5
Region1	Region1	115.0	simulation	28	150	maxPerRegion_10
Region2	Region1	4.0	simulation	28	150	maxPerRegion_10
Region3	Region1	1.0	simulation	28	150	maxPerRegion_10
Region1	Region2	21.0	simulation	28	150	maxPerRegion_10
Region2	Region2	67.0	simulation	28	150	maxPerRegion_10
Region3	Region2	0.0	simulation	28	150	maxPerRegion_10
Region1	Region3	8.0	simulation	28	150	maxPerRegion_10
Region2	Region3	5.0	simulation	28	150	maxPerRegion_10
Region3	Region3	72.0	simulation	28	150	maxPerRegion_10
Region1	Region1	105.0	simulation	28	150	maxPerRegion_20
Region2	Region1	5.0	simulation	28	150	maxPerRegion_20
Region3	Region1	1.0	simulation	28	150	maxPerRegion_20
Region1	Region2	19.0	simulation	28	150	maxPerRegion_20
Region2	Region2	75.0	simulation	28	150	maxPerRegion_20
Region3	Region2	1.0	simulation	28	150	maxPerRegion_20
Region1	Region3	4.0	simulation	28	150	maxPerRegion_20
Region2	Region3	10.0	simulation	28	150	maxPerRegion_20
Region3	Region3	71.0	simulation	28	150	maxPerRegion_20
Region1	Region1	110.0	simulation	28	150	maxPerRegionYear_50
Region2	Region1	5.0	simulation	28	150	maxPerRegionYear_50
Region3	Region1	1.0	simulation	28	150	maxPerRegionYear_50
Region1	Region2	21.0	simulation	28	150	maxPerRegionYear_50
Region2	Region2	117.0	simulation	28	150	maxPerRegionYear_50
Region3	Region2	1.0	simulation	28	150	maxPerRegionYear_50
Region1	Region3	5.0	simulation	28	150	maxPerRegionYear_50
Region2	Region3	6.0	simulation	28	150	maxPerRegionYear_50
Region3	Region3	26.0	simulation	28	150	maxPerRegionYear_50
Region1	Region1	118.0	simulation	28	150	maxPerRegion_50
Region2	Region1	6.0	simulation	28	150	maxPerRegion_50
Region3	Region1	0.0	simulation	28	150	maxPerRegion_50
Region1	Region2	15.0	simulation	28	150	maxPerRegion_50
Region2	Region2	102.0	simulation	28	150	maxPerRegion_50
Region3	Region2	0.0	simulation	28	150	maxPerRegion_50
Region1	Region3	7.0	simulation	28	150	maxPerRegion_50
Region2	Region3	5.0	simulation	28	150	maxPerRegion_50
Region3	Region3	40.0	simulation	28	150	maxPerRegion_50
Region1	Region1	15.0	simulation	47	150	uniformS_10
Region2	Region1	3.0	simulation	47	150	uniformS_10
Region3	Region1	0.0	simulation	47	150	uniformS_10
Region1	Region2	16.0	simulation	47	150	uniformS_10
Region2	Region2	260.0	simulation	47	150	uniformS_10
Region3	Region2	0.0	simulation	47	150	uniformS_10
Region1	Region3	1.0	simulation	47	150	uniformS_10
Region2	Region3	0.0	simulation	47	150	uniformS_10
Region3	Region3	0.0	simulation	47	150	uniformS_10
Region1	Region1	42.0	simulation	47	150	biased_2.5
Region2	Region1	7.0	simulation	47	150	biased_2.5
Region3	Region1	0.0	simulation	47	150	biased_2.5
Region1	Region2	18.0	simulation	47	150	biased_2.5
Region2	Region2	217.0	simulation	47	150	biased_2.5
Region3	Region2	0.0	simulation	47	150	biased_2.5
Region1	Region3	4.0	simulation	47	150	biased_2.5
Region2	Region3	3.0	simulation	47	150	biased_2.5
Region3	Region3	2.0	simulation	47	150	biased_2.5
Region1	Region1	90.0	simulation	47	150	maxPerRegion_2.5
Region2	Region1	11.0	simulation	47	150	maxPerRegion_2.5
Region3	Region1	0.0	simulation	47	150	maxPerRegion_2.5
Region1	Region2	11.0	simulation	47	150	maxPerRegion_2.5
Region2	Region2	97.0	simulation	47	150	maxPerRegion_2.5
Region3	Region2	0.0	simulation	47	150	maxPerRegion_2.5
Region1	Region3	4.0	simulation	47	150	maxPerRegion_2.5
Region2	Region3	9.0	simulation	47	150	maxPerRegion_2.5
Region3	Region3	70.0	simulation	47	150	maxPerRegion_2.5
Region1	Region1	40.0	simulation	47	150	uniformS_5
Region2	Region1	8.0	simulation	47	150	uniformS_5
Region3	Region1	0.0	simulation	47	150	uniformS_5
Region1	Region2	24.0	simulation	47	150	uniformS_5
Region2	Region2	217.0	simulation	47	150	uniformS_5
Region3	Region2	1.0	simulation	47	150	uniformS_5
Region1	Region3	1.0	simulation	47	150	uniformS_5
Region2	Region3	1.0	simulation	47	150	uniformS_5
Region3	Region3	3.0	simulation	47	150	uniformS_5
Region1	Region1	22.0	simulation	47	150	uniformS_50
Region2	Region1	2.0	simulation	47	150	uniformS_50
Region3	Region1	0.0	simulation	47	150	uniformS_50
Region1	Region2	23.0	simulation	47	150	uniformS_50
Region2	Region2	245.0	simulation	47	150	uniformS_50
Region3	Region2	1.0	simulation	47	150	uniformS_50
Region1	Region3	1.0	simulation	47	150	uniformS_50
Region2	Region3	0.0	simulation	47	150	uniformS_50
Region3	Region3	1.0	simulation	47	150	uniformS_50
Region1	Region1	43.0	simulation	47	150	biased_5
Region2	Region1	4.0	simulation	47	150	biased_5
Region3	Region1	0.0	simulation	47	150	biased_5
Region1	Region2	24.0	simulation	47	150	biased_5
Region2	Region2	223.0	simulation	47	150	biased_5
Region3	Region2	0.0	simulation	47	150	biased_5
Region1	Region3	0.0	simulation	47	150	biased_5
Region2	Region3	1.0	simulation	47	150	biased_5
Region3	Region3	0.0	simulation	47	150	biased_5
Region1	Region1	24.0	simulation	47	150	uniformS_20
Region2	Region1	3.0	simulation	47	150	uniformS_20
Region3	Region1	0.0	simulation	47	150	uniformS_20
Region1	Region2	17.0	simulation	47	150	uniformS_20
Region2	Region2	245.0	simulation	47	150	uniformS_20
Region3	Region2	1.0	simulation	47	150	uniformS_20
Region1	Region3	1.0	simulation	47	150	uniformS_20
Region2	Region3	2.0	simulation	47	150	uniformS_20
Region3	Region3	1.0	simulation	47	150	uniformS_20
Region1	Region1	25.0	simulation	47	150	biased_50
Region2	Region1	3.0	simulation	47	150	biased_50
Region3	Region1	0.0	simulation	47	150	biased_50
Region1	Region2	23.0	simulation	47	150	biased_50
Region2	Region2	241.0	simulation	47	150	biased_50
Region3	Region2	0.0	simulation	47	150	biased_50
Region1	Region3	0.0	simulation	47	150	biased_50
Region2	Region3	0.0	simulation	47	150	biased_50
Region3	Region3	0.0	simulation	47	150	biased_50
Region1	Region1	129.0	simulation	47	150	maxPerRegionYear_10
Region2	Region1	13.0	simulation	47	150	maxPerRegionYear_10
Region3	Region1	0.0	simulation	47	150	maxPerRegionYear_10
Region1	Region2	17.0	simulation	47	150	maxPerRegionYear_10
Region2	Region2	92.0	simulation	47	150	maxPerRegionYear_10
Region3	Region2	0.0	simulation	47	150	maxPerRegionYear_10
Region1	Region3	7.0	simulation	47	150	maxPerRegionYear_10
Region2	Region3	9.0	simulation	47	150	maxPerRegionYear_10
Region3	Region3	27.0	simulation	47	150	maxPerRegionYear_10
Region1	Region1	86.0	simulation	47	150	maxPerRegionYear_50
Region2	Region1	17.0	simulation	47	150	maxPerRegionYear_50
Region3	Region1	0.0	simulation	47	150	maxPerRegionYear_50
Region1	Region2	19.0	simulation	47	150	maxPerRegionYear_50
Region2	Region2	161.0	simulation	47	150	maxPerRegionYear_50
Region3	Region2	0.0	simulation	47	150	maxPerRegionYear_50
Region1	Region3	3.0	simulation	47	150	maxPerRegionYear_50
Region2	Region3	3.0	simulation	47	150	maxPerRegionYear_50
Region3	Region3	6.0	simulation	47	150	maxPerRegionYear_50
Region1	Region1	113.0	simulation	47	150	maxPerRegion_20
Region2	Region1	12.0	simulation	47	150	maxPerRegion_20
Region3	Region1	0.0	simulation	47	150	maxPerRegion_20
Region1	Region2	14.0	simulation	47	150	maxPerRegion_20
Region2	Region2	116.0	simulation	47	150	maxPerRegion_20
Region3	Region2	0.0	simulation	47	150	maxPerRegion_20
Region1	Region3	5.0	simulation	47	150	maxPerRegion_20
Region2	Region3	6.0	simulation	47	150	maxPerRegion_20
Region3	Region3	28.0	simulation	47	150	maxPerRegion_20
Region1	Region1	62.0	simulation	47	150	uniformS_2.5
Region2	Region1	7.0	simulation	47	150	uniformS_2.5
Region3	Region1	0.0	simulation	47	150	uniformS_2.5
Region1	Region2	18.0	simulation	47	150	uniformS_2.5
Region2	Region2	197.0	simulation	47	150	uniformS_2.5
Region3	Region2	0.0	simulation	47	150	uniformS_2.5
Region1	Region3	2.0	simulation	47	150	uniformS_2.5
Region2	Region3	3.0	simulation	47	150	uniformS_2.5
Region3	Region3	6.0	simulation	47	150	uniformS_2.5
Region1	Region1	109.0	simulation	47	150	maxPerRegionYear_20
Region2	Region1	14.0	simulation	47	150	maxPerRegionYear_20
Region3	Region1	0.0	simulation	47	150	maxPerRegionYear_20
Region1	Region2	19.0	simulation	47	150	maxPerRegionYear_20
Region2	Region2	122.0	simulation	47	150	maxPerRegionYear_20
Region3	Region2	1.0	simulation	47	150	maxPerRegionYear_20
Region1	Region3	6.0	simulation	47	150	maxPerRegionYear_20
Region2	Region3	4.0	simulation	47	150	maxPerRegionYear_20
Region3	Region3	19.0	simulation	47	150	maxPerRegionYear_20
Region1	Region1	113.0	simulation	47	150	maxPerRegion_50
Region2	Region1	18.0	simulation	47	150	maxPerRegion_50
Region3	Region1	0.0	simulation	47	150	maxPerRegion_50
Region1	Region2	15.0	simulation	47	150	maxPerRegion_50
Region2	Region2	133.0	simulation	47	150	maxPerRegion_50
Region3	Region2	1.0	simulation	47	150	maxPerRegion_50
Region1	Region3	3.0	simulation	47	150	maxPerRegion_50
Region2	Region3	4.0	simulation	47	150	maxPerRegion_50
Region3	Region3	7.0	simulation	47	150	maxPerRegion_50
Region1	Region1	107.0	simulation	47	150	uniform
Region2	Region1	7.0	simulation	47	150	uniform
Region3	Region1	0.0	simulation	47	150	uniform
Region1	Region2	12.0	simulation	47	150	uniform
Region2	Region2	153.0	simulation	47	150	uniform
Region3	Region2	0.0	simulation	47	150	uniform
Region1	Region3	4.0	simulation	47	150	uniform
Region2	Region3	0.0	simulation	47	150	uniform
Region3	Region3	14.0	simulation	47	150	uniform
Region1	Region1	21.0	simulation	47	150	biased_20
Region2	Region1	3.0	simulation	47	150	biased_20
Region3	Region1	0.0	simulation	47	150	biased_20
Region1	Region2	20.0	simulation	47	150	biased_20
Region2	Region2	249.0	simulation	47	150	biased_20
Region3	Region2	0.0	simulation	47	150	biased_20
Region1	Region3	1.0	simulation	47	150	biased_20
Region2	Region3	0.0	simulation	47	150	biased_20
Region3	Region3	0.0	simulation	47	150	biased_20
Region1	Region1	114.0	simulation	47	150	maxPerRegionYear_5
Region2	Region1	13.0	simulation	47	150	maxPerRegionYear_5
Region3	Region1	0.0	simulation	47	150	maxPerRegionYear_5
Region1	Region2	17.0	simulation	47	150	maxPerRegionYear_5
Region2	Region2	104.0	simulation	47	150	maxPerRegionYear_5
Region3	Region2	0.0	simulation	47	150	maxPerRegionYear_5
Region1	Region3	8.0	simulation	47	150	maxPerRegionYear_5
Region2	Region3	9.0	simulation	47	150	maxPerRegionYear_5
Region3	Region3	27.0	simulation	47	150	maxPerRegionYear_5
Region1	Region1	88.0	simulation	47	150	maxPerRegion_5
Region2	Region1	12.0	simulation	47	150	maxPerRegion_5
Region3	Region1	0.0	simulation	47	150	maxPerRegion_5
Region1	Region2	9.0	simulation	47	150	maxPerRegion_5
Region2	Region2	103.0	simulation	47	150	maxPerRegion_5
Region3	Region2	1.0	simulation	47	150	maxPerRegion_5
Region1	Region3	7.0	simulation	47	150	maxPerRegion_5
Region2	Region3	11.0	simulation	47	150	maxPerRegion_5
Region3	Region3	64.0	simulation	47	150	maxPerRegion_5
Region1	Region1	91.0	simulation	47	150	maxPerRegionYear_2.5
Region2	Region1	12.0	simulation	47	150	maxPerRegionYear_2.5
Region3	Region1	0.0	simulation	47	150	maxPerRegionYear_2.5
Region1	Region2	14.0	simulation	47	150	maxPerRegionYear_2.5
Region2	Region2	123.0	simulation	47	150	maxPerRegionYear_2.5
Region3	Region2	1.0	simulation	47	150	maxPerRegionYear_2.5
Region1	Region3	7.0	simulation	47	150	maxPerRegionYear_2.5
Region2	Region3	11.0	simulation	47	150	maxPerRegionYear_2.5
Region3	Region3	35.0	simulation	47	150	maxPerRegionYear_2.5
Region1	Region1	95.0	simulation	47	150	maxPerRegion_10
Region2	Region1	12.0	simulation	47	150	maxPerRegion_10
Region3	Region1	0.0	simulation	47	150	maxPerRegion_10
Region1	Region2	12.0	simulation	47	150	maxPerRegion_10
Region2	Region2	95.0	simulation	47	150	maxPerRegion_10
Region3	Region2	0.0	simulation	47	150	maxPerRegion_10
Region1	Region3	10.0	simulation	47	150	maxPerRegion_10
Region2	Region3	9.0	simulation	47	150	maxPerRegion_10
Region3	Region3	60.0	simulation	47	150	maxPerRegion_10
Region1	Region1	23.0	simulation	47	150	biased_10
Region2	Region1	3.0	simulation	47	150	biased_10
Region3	Region1	0.0	simulation	47	150	biased_10
Region1	Region2	20.0	simulation	47	150	biased_10
Region2	Region2	246.0	simulation	47	150	biased_10
Region3	Region2	0.0	simulation	47	150	biased_10
Region1	Region3	1.0	simulation	47	150	biased_10
Region2	Region3	1.0	simulation	47	150	biased_10
Region3	Region3	0.0	simulation	47	150	biased_10
Region1	Region1	89.0	simulation	25	150	maxPerRegion_20
Region2	Region1	15.0	simulation	25	150	maxPerRegion_20
Region3	Region1	0.0	simulation	25	150	maxPerRegion_20
Region1	Region2	12.0	simulation	25	150	maxPerRegion_20
Region2	Region2	94.0	simulation	25	150	maxPerRegion_20
Region3	Region2	0.0	simulation	25	150	maxPerRegion_20
Region1	Region3	6.0	simulation	25	150	maxPerRegion_20
Region2	Region3	7.0	simulation	25	150	maxPerRegion_20
Region3	Region3	72.0	simulation	25	150	maxPerRegion_20
Region1	Region1	109.0	simulation	25	150	maxPerRegion_50
Region2	Region1	17.0	simulation	25	150	maxPerRegion_50
Region3	Region1	0.0	simulation	25	150	maxPerRegion_50
Region1	Region2	14.0	simulation	25	150	maxPerRegion_50
Region2	Region2	118.0	simulation	25	150	maxPerRegion_50
Region3	Region2	0.0	simulation	25	150	maxPerRegion_50
Region1	Region3	5.0	simulation	25	150	maxPerRegion_50
Region2	Region3	5.0	simulation	25	150	maxPerRegion_50
Region3	Region3	26.0	simulation	25	150	maxPerRegion_50
Region1	Region1	87.0	simulation	25	150	maxPerRegionYear_50
Region2	Region1	14.0	simulation	25	150	maxPerRegionYear_50
Region3	Region1	0.0	simulation	25	150	maxPerRegionYear_50
Region1	Region2	21.0	simulation	25	150	maxPerRegionYear_50
Region2	Region2	140.0	simulation	25	150	maxPerRegionYear_50
Region3	Region2	1.0	simulation	25	150	maxPerRegionYear_50
Region1	Region3	4.0	simulation	25	150	maxPerRegionYear_50
Region2	Region3	5.0	simulation	25	150	maxPerRegionYear_50
Region3	Region3	25.0	simulation	25	150	maxPerRegionYear_50
Region1	Region1	67.0	simulation	25	150	uniformS_2.5
Region2	Region1	9.0	simulation	25	150	uniformS_2.5
Region3	Region1	0.0	simulation	25	150	uniformS_2.5
Region1	Region2	21.0	simulation	25	150	uniformS_2.5
Region2	Region2	183.0	simulation	25	150	uniformS_2.5
Region3	Region2	0.0	simulation	25	150	uniformS_2.5
Region1	Region3	2.0	simulation	25	150	uniformS_2.5
Region2	Region3	3.0	simulation	25	150	uniformS_2.5
Region3	Region3	8.0	simulation	25	150	uniformS_2.5
Region1	Region1	97.0	simulation	25	150	maxPerRegion_10
Region2	Region1	14.0	simulation	25	150	maxPerRegion_10
Region3	Region1	0.0	simulation	25	150	maxPerRegion_10
Region1	Region2	17.0	simulation	25	150	maxPerRegion_10
Region2	Region2	89.0	simulation	25	150	maxPerRegion_10
Region3	Region2	0.0	simulation	25	150	maxPerRegion_10
Region1	Region3	11.0	simulation	25	150	maxPerRegion_10
Region2	Region3	11.0	simulation	25	150	maxPerRegion_10
Region3	Region3	56.0	simulation	25	150	maxPerRegion_10
Region1	Region1	17.0	simulation	25	150	uniformS_50
Region2	Region1	6.0	simulation	25	150	uniformS_50
Region3	Region1	0.0	simulation	25	150	uniformS_50
Region1	Region2	23.0	simulation	25	150	uniformS_50
Region2	Region2	242.0	simulation	25	150	uniformS_50
Region3	Region2	0.0	simulation	25	150	uniformS_50
Region1	Region3	2.0	simulation	25	150	uniformS_50
Region2	Region3	0.0	simulation	25	150	uniformS_50
Region3	Region3	0.0	simulation	25	150	uniformS_50
Region1	Region1	17.0	simulation	25	150	biased_50
Region2	Region1	7.0	simulation	25	150	biased_50
Region3	Region1	0.0	simulation	25	150	biased_50
Region1	Region2	23.0	simulation	25	150	biased_50
Region2	Region2	240.0	simulation	25	150	biased_50
Region3	Region2	0.0	simulation	25	150	biased_50
Region1	Region3	0.0	simulation	25	150	biased_50
Region2	Region3	1.0	simulation	25	150	biased_50
Region3	Region3	0.0	simulation	25	150	biased_50
Region1	Region1	33.0	simulation	25	150	biased_10
Region2	Region1	6.0	simulation	25	150	biased_10
Region3	Region1	0.0	simulation	25	150	biased_10
Region1	Region2	19.0	simulation	25	150	biased_10
Region2	Region2	221.0	simulation	25	150	biased_10
Region3	Region2	2.0	simulation	25	150	biased_10
Region1	Region3	3.0	simulation	25	150	biased_10
Region2	Region3	1.0	simulation	25	150	biased_10
Region3	Region3	5.0	simulation	25	150	biased_10
Region1	Region1	29.0	simulation	25	150	uniformS_10
Region2	Region1	8.0	simulation	25	150	uniformS_10
Region3	Region1	0.0	simulation	25	150	uniformS_10
Region1	Region2	27.0	simulation	25	150	uniformS_10
Region2	Region2	224.0	simulation	25	150	uniformS_10
Region3	Region2	0.0	simulation	25	150	uniformS_10
Region1	Region3	2.0	simulation	25	150	uniformS_10
Region2	Region3	1.0	simulation	25	150	uniformS_10
Region3	Region3	0.0	simulation	25	150	uniformS_10
Region1	Region1	85.0	simulation	25	150	maxPerRegionYear_2.5
Region2	Region1	13.0	simulation	25	150	maxPerRegionYear_2.5
Region3	Region1	1.0	simulation	25	150	maxPerRegionYear_2.5
Region1	Region2	21.0	simulation	25	150	maxPerRegionYear_2.5
Region2	Region2	115.0	simulation	25	150	maxPerRegionYear_2.5
Region3	Region2	0.0	simulation	25	150	maxPerRegionYear_2.5
Region1	Region3	6.0	simulation	25	150	maxPerRegionYear_2.5
Region2	Region3	10.0	simulation	25	150	maxPerRegionYear_2.5
Region3	Region3	38.0	simulation	25	150	maxPerRegionYear_2.5
Region1	Region1	36.0	simulation	25	150	uniformS_20
Region2	Region1	8.0	simulation	25	150	uniformS_20
Region3	Region1	0.0	simulation	25	150	uniformS_20
