source	destination	value	model	nSim	nSeq	protocol
Region2	Region3	8.0	simulation	35	500	maxPerRegion_5
Region3	Region3	297.0	simulation	35	500	maxPerRegion_5
Region1	Region1	291.0	simulation	35	500	maxPerRegion_50
Region2	Region1	18.0	simulation	35	500	maxPerRegion_50
Region3	Region1	0.0	simulation	35	500	maxPerRegion_50
Region1	Region2	52.0	simulation	35	500	maxPerRegion_50
Region2	Region2	518.0	simulation	35	500	maxPerRegion_50
Region3	Region2	4.0	simulation	35	500	maxPerRegion_50
Region1	Region3	6.0	simulation	35	500	maxPerRegion_50
Region2	Region3	3.0	simulation	35	500	maxPerRegion_50
Region3	Region3	79.0	simulation	35	500	maxPerRegion_50
Region1	Region1	144.0	simulation	35	500	uniformS_10
Region2	Region1	17.0	simulation	35	500	uniformS_10
Region3	Region1	0.0	simulation	35	500	uniformS_10
Region1	Region2	68.0	simulation	35	500	uniformS_10
Region2	Region2	701.0	simulation	35	500	uniformS_10
Region3	Region2	8.0	simulation	35	500	uniformS_10
Region1	Region3	5.0	simulation	35	500	uniformS_10
Region2	Region3	3.0	simulation	35	500	uniformS_10
Region3	Region3	16.0	simulation	35	500	uniformS_10
Region1	Region1	393.0	simulation	35	500	maxPerRegionYear_10
Region2	Region1	23.0	simulation	35	500	maxPerRegionYear_10
Region3	Region1	0.0	simulation	35	500	maxPerRegionYear_10
Region1	Region2	58.0	simulation	35	500	maxPerRegionYear_10
Region2	Region2	311.0	simulation	35	500	maxPerRegionYear_10
Region3	Region2	4.0	simulation	35	500	maxPerRegionYear_10
Region1	Region3	13.0	simulation	35	500	maxPerRegionYear_10
Region2	Region3	6.0	simulation	35	500	maxPerRegionYear_10
Region3	Region3	170.0	simulation	35	500	maxPerRegionYear_10
Region1	Region1	210.0	simulation	35	500	uniformS_5
Region2	Region1	25.0	simulation	35	500	uniformS_5
Region3	Region1	0.0	simulation	35	500	uniformS_5
Region1	Region2	65.0	simulation	35	500	uniformS_5
Region2	Region2	626.0	simulation	35	500	uniformS_5
Region3	Region2	5.0	simulation	35	500	uniformS_5
Region1	Region3	3.0	simulation	35	500	uniformS_5
Region2	Region3	3.0	simulation	35	500	uniformS_5
Region3	Region3	35.0	simulation	35	500	uniformS_5
Region1	Region1	427.0	simulation	35	500	uniform
Region2	Region1	26.0	simulation	35	500	uniform
Region3	Region1	2.0	simulation	35	500	uniform
Region1	Region2	41.0	simulation	35	500	uniform
Region2	Region2	340.0	simulation	35	500	uniform
Region3	Region2	3.0	simulation	35	500	uniform
Region1	Region3	10.0	simulation	35	500	uniform
Region2	Region3	6.0	simulation	35	500	uniform
Region3	Region3	118.0	simulation	35	500	uniform
Region1	Region1	88.0	simulation	35	500	uniformS_20
Region2	Region1	12.0	simulation	35	500	uniformS_20
Region3	Region1	0.0	simulation	35	500	uniformS_20
Region1	Region2	78.0	simulation	35	500	uniformS_20
Region2	Region2	748.0	simulation	35	500	uniformS_20
Region3	Region2	8.0	simulation	35	500	uniformS_20
Region1	Region3	4.0	simulation	35	500	uniformS_20
Region2	Region3	3.0	simulation	35	500	uniformS_20
Region3	Region3	28.0	simulation	35	500	uniformS_20
Region1	Region1	338.0	simulation	35	500	maxPerRegion_10
Region2	Region1	21.0	simulation	35	500	maxPerRegion_10
Region3	Region1	1.0	simulation	35	500	maxPerRegion_10
Region1	Region2	33.0	simulation	35	500	maxPerRegion_10
Region2	Region2	283.0	simulation	35	500	maxPerRegion_10
Region3	Region2	3.0	simulation	35	500	maxPerRegion_10
Region1	Region3	14.0	simulation	35	500	maxPerRegion_10
Region2	Region3	5.0	simulation	35	500	maxPerRegion_10
Region3	Region3	278.0	simulation	35	500	maxPerRegion_10
Region1	Region1	169.0	simulation	31	500	biased_2.5
Region2	Region1	18.0	simulation	31	500	biased_2.5
Region3	Region1	0.0	simulation	31	500	biased_2.5
Region1	Region2	32.0	simulation	31	500	biased_2.5
Region2	Region2	684.0	simulation	31	500	biased_2.5
Region3	Region2	3.0	simulation	31	500	biased_2.5
Region1	Region3	2.0	simulation	31	500	biased_2.5
Region2	Region3	7.0	simulation	31	500	biased_2.5
Region3	Region3	52.0	simulation	31	500	biased_2.5
Region1	Region1	126.0	simulation	31	500	uniformS_5
Region2	Region1	13.0	simulation	31	500	uniformS_5
Region3	Region1	0.0	simulation	31	500	uniformS_5
Region1	Region2	40.0	simulation	31	500	uniformS_5
Region2	Region2	762.0	simulation	31	500	uniformS_5
Region3	Region2	1.0	simulation	31	500	uniformS_5
Region1	Region3	0.0	simulation	31	500	uniformS_5
Region2	Region3	6.0	simulation	31	500	uniformS_5
Region3	Region3	16.0	simulation	31	500	uniformS_5
Region1	Region1	342.0	simulation	31	500	maxPerRegionYear_2.5
Region2	Region1	29.0	simulation	31	500	maxPerRegionYear_2.5
Region3	Region1	1.0	simulation	31	500	maxPerRegionYear_2.5
Region1	Region2	36.0	simulation	31	500	maxPerRegionYear_2.5
Region2	Region2	343.0	simulation	31	500	maxPerRegionYear_2.5
Region3	Region2	4.0	simulation	31	500	maxPerRegionYear_2.5
Region1	Region3	9.0	simulation	31	500	maxPerRegionYear_2.5
Region2	Region3	21.0	simulation	31	500	maxPerRegionYear_2.5
Region3	Region3	183.0	simulation	31	500	maxPerRegionYear_2.5
Region1	Region1	139.0	simulation	31	500	biased_5
Region2	Region1	15.0	simulation	31	500	biased_5
Region3	Region1	0.0	simulation	31	500	biased_5
Region1	Region2	38.0	simulation	31	500	biased_5
Region2	Region2	746.0	simulation	31	500	biased_5
Region3	Region2	1.0	simulation	31	500	biased_5
Region1	Region3	1.0	simulation	31	500	biased_5
Region2	Region3	7.0	simulation	31	500	biased_5
Region3	Region3	24.0	simulation	31	500	biased_5
Region1	Region1	72.0	simulation	31	500	biased_10
Region2	Region1	10.0	simulation	31	500	biased_10
Region3	Region1	0.0	simulation	31	500	biased_10
Region1	Region2	37.0	simulation	31	500	biased_10
Region2	Region2	823.0	simulation	31	500	biased_10
Region3	Region2	3.0	simulation	31	500	biased_10
Region1	Region3	0.0	simulation	31	500	biased_10
Region2	Region3	6.0	simulation	31	500	biased_10
Region3	Region3	19.0	simulation	31	500	biased_10
Region1	Region1	340.0	simulation	31	500	maxPerRegion_10
Region2	Region1	25.0	simulation	31	500	maxPerRegion_10
Region3	Region1	1.0	simulation	31	500	maxPerRegion_10
Region1	Region2	30.0	simulation	31	500	maxPerRegion_10
Region2	Region2	374.0	simulation	31	500	maxPerRegion_10
Region3	Region2	1.0	simulation	31	500	maxPerRegion_10
Region1	Region3	2.0	simulation	31	500	maxPerRegion_10
Region2	Region3	12.0	simulation	31	500	maxPerRegion_10
Region3	Region3	177.0	simulation	31	500	maxPerRegion_10
Region1	Region1	313.0	simulation	31	500	maxPerRegionYear_20
Region2	Region1	16.0	simulation	31	500	maxPerRegionYear_20
Region3	Region1	1.0	simulation	31	500	maxPerRegionYear_20
Region1	Region2	42.0	simulation	31	500	maxPerRegionYear_20
Region2	Region2	512.0	simulation	31	500	maxPerRegionYear_20
Region3	Region2	3.0	simulation	31	500	maxPerRegionYear_20
Region1	Region3	1.0	simulation	31	500	maxPerRegionYear_20
Region2	Region3	10.0	simulation	31	500	maxPerRegionYear_20
Region3	Region3	75.0	simulation	31	500	maxPerRegionYear_20
Region1	Region1	297.0	simulation	31	500	maxPerRegion_2.5
Region2	Region1	26.0	simulation	31	500	maxPerRegion_2.5
Region3	Region1	0.0	simulation	31	500	maxPerRegion_2.5
Region1	Region2	21.0	simulation	31	500	maxPerRegion_2.5
Region2	Region2	315.0	simulation	31	500	maxPerRegion_2.5
Region3	Region2	2.0	simulation	31	500	maxPerRegion_2.5
Region1	Region3	5.0	simulation	31	500	maxPerRegion_2.5
Region2	Region3	17.0	simulation	31	500	maxPerRegion_2.5
Region3	Region3	285.0	simulation	31	500	maxPerRegion_2.5
Region1	Region1	34.0	simulation	31	500	biased_50
Region2	Region1	7.0	simulation	31	500	biased_50
Region3	Region1	0.0	simulation	31	500	biased_50
Region1	Region2	40.0	simulation	31	500	biased_50
Region2	Region2	876.0	simulation	31	500	biased_50
Region3	Region2	2.0	simulation	31	500	biased_50
Region1	Region3	0.0	simulation	31	500	biased_50
Region2	Region3	2.0	simulation	31	500	biased_50
Region3	Region3	2.0	simulation	31	500	biased_50
Region1	Region1	147.0	simulation	31	500	maxPerRegionYear_50
Region2	Region1	13.0	simulation	31	500	maxPerRegionYear_50
Region3	Region1	1.0	simulation	31	500	maxPerRegionYear_50
Region1	Region2	48.0	simulation	31	500	maxPerRegionYear_50
Region2	Region2	697.0	simulation	31	500	maxPerRegionYear_50
Region3	Region2	8.0	simulation	31	500	maxPerRegionYear_50
Region1	Region3	2.0	simulation	31	500	maxPerRegionYear_50
Region2	Region3	6.0	simulation	31	500	maxPerRegionYear_50
Region3	Region3	30.0	simulation	31	500	maxPerRegionYear_50
Region1	Region1	54.0	simulation	31	500	biased_20
Region2	Region1	3.0	simulation	31	500	biased_20
Region3	Region1	0.0	simulation	31	500	biased_20
Region1	Region2	42.0	simulation	31	500	biased_20
Region2	Region2	860.0	simulation	31	500	biased_20
Region3	Region2	3.0	simulation	31	500	biased_20
Region1	Region3	0.0	simulation	31	500	biased_20
Region2	Region3	2.0	simulation	31	500	biased_20
Region3	Region3	1.0	simulation	31	500	biased_20
Region1	Region1	362.0	simulation	31	500	maxPerRegionYear_5
Region2	Region1	27.0	simulation	31	500	maxPerRegionYear_5
Region3	Region1	0.0	simulation	31	500	maxPerRegionYear_5
Region1	Region2	36.0	simulation	31	500	maxPerRegionYear_5
Region2	Region2	333.0	simulation	31	500	maxPerRegionYear_5
Region3	Region2	4.0	simulation	31	500	maxPerRegionYear_5
Region1	Region3	5.0	simulation	31	500	maxPerRegionYear_5
Region2	Region3	14.0	simulation	31	500	maxPerRegionYear_5
Region3	Region3	186.0	simulation	31	500	maxPerRegionYear_5
Region1	Region1	345.0	simulation	31	500	maxPerRegionYear_10
Region2	Region1	28.0	simulation	31	500	maxPerRegionYear_10
Region3	Region1	1.0	simulation	31	500	maxPerRegionYear_10
Region1	Region2	39.0	simulation	31	500	maxPerRegionYear_10
Region2	Region2	373.0	simulation	31	500	maxPerRegionYear_10
Region3	Region2	5.0	simulation	31	500	maxPerRegionYear_10
Region1	Region3	2.0	simulation	31	500	maxPerRegionYear_10
Region2	Region3	12.0	simulation	31	500	maxPerRegionYear_10
Region3	Region3	164.0	simulation	31	500	maxPerRegionYear_10
Region1	Region1	308.0	simulation	31	500	maxPerRegion_5
Region2	Region1	29.0	simulation	31	500	maxPerRegion_5
Region3	Region1	0.0	simulation	31	500	maxPerRegion_5
Region1	Region2	31.0	simulation	31	500	maxPerRegion_5
Region2	Region2	314.0	simulation	31	500	maxPerRegion_5
Region3	Region2	0.0	simulation	31	500	maxPerRegion_5
Region1	Region3	5.0	simulation	31	500	maxPerRegion_5
Region2	Region3	17.0	simulation	31	500	maxPerRegion_5
Region3	Region3	271.0	simulation	31	500	maxPerRegion_5
Region1	Region1	338.0	simulation	31	500	uniform
Region2	Region1	21.0	simulation	31	500	uniform
Region3	Region1	0.0	simulation	31	500	uniform
Region1	Region2	30.0	simulation	31	500	uniform
Region2	Region2	479.0	simulation	31	500	uniform
Region3	Region2	2.0	simulation	31	500	uniform
Region1	Region3	2.0	simulation	31	500	uniform
Region2	Region3	14.0	simulation	31	500	uniform
Region3	Region3	78.0	simulation	31	500	uniform
Region1	Region1	201.0	simulation	31	500	uniformS_2.5
Region2	Region1	16.0	simulation	31	500	uniformS_2.5
Region3	Region1	0.0	simulation	31	500	uniformS_2.5
Region1	Region2	39.0	simulation	31	500	uniformS_2.5
Region2	Region2	641.0	simulation	31	500	uniformS_2.5
Region3	Region2	2.0	simulation	31	500	uniformS_2.5
Region1	Region3	2.0	simulation	31	500	uniformS_2.5
Region2	Region3	8.0	simulation	31	500	uniformS_2.5
Region3	Region3	65.0	simulation	31	500	uniformS_2.5
Region1	Region1	316.0	simulation	31	500	maxPerRegion_20
Region2	Region1	16.0	simulation	31	500	maxPerRegion_20
Region3	Region1	1.0	simulation	31	500	maxPerRegion_20
Region1	Region2	33.0	simulation	31	500	maxPerRegion_20
Region2	Region2	509.0	simulation	31	500	maxPerRegion_20
Region3	Region2	1.0	simulation	31	500	maxPerRegion_20
Region1	Region3	1.0	simulation	31	500	maxPerRegion_20
Region2	Region3	10.0	simulation	31	500	maxPerRegion_20
Region3	Region3	74.0	simulation	31	500	maxPerRegion_20
Region1	Region1	63.0	simulation	31	500	uniformS_20
Region2	Region1	9.0	simulation	31	500	uniformS_20
Region3	Region1	0.0	simulation	31	500	uniformS_20
Region1	Region2	39.0	simulation	31	500	uniformS_20
Region2	Region2	831.0	simulation	31	500	uniformS_20
Region3	Region2	1.0	simulation	31	500	uniformS_20
Region1	Region3	1.0	simulation	31	500	uniformS_20
Region2	Region3	3.0	simulation	31	500	uniformS_20
Region3	Region3	15.0	simulation	31	500	uniformS_20
Region1	Region1	39.0	simulation	31	500	uniformS_50
Region2	Region1	4.0	simulation	31	500	uniformS_50
Region3	Region1	0.0	simulation	31	500	uniformS_50
Region1	Region2	41.0	simulation	31	500	uniformS_50
Region2	Region2	867.0	simulation	31	500	uniformS_50
Region3	Region2	2.0	simulation	31	500	uniformS_50
Region1	Region3	0.0	simulation	31	500	uniformS_50
Region2	Region3	2.0	simulation	31	500	uniformS_50
Region3	Region3	2.0	simulation	31	500	uniformS_50
Region1	Region1	134.0	simulation	31	500	maxPerRegion_50
Region2	Region1	14.0	simulation	31	500	maxPerRegion_50
Region3	Region1	1.0	simulation	31	500	maxPerRegion_50
Region1	Region2	34.0	simulation	31	500	maxPerRegion_50
Region2	Region2	754.0	simulation	31	500	maxPerRegion_50
Region3	Region2	2.0	simulation	31	500	maxPerRegion_50
Region1	Region3	2.0	simulation	31	500	maxPerRegion_50
Region2	Region3	6.0	simulation	31	500	maxPerRegion_50
Region3	Region3	27.0	simulation	31	500	maxPerRegion_50
Region1	Region1	90.0	simulation	31	500	uniformS_10
Region2	Region1	14.0	simulation	31	500	uniformS_10
Region3	Region1	1.0	simulation	31	500	uniformS_10
Region1	Region2	38.0	simulation	31	500	uniformS_10
Region2	Region2	802.0	simulation	31	500	uniformS_10
Region3	Region2	2.0	simulation	31	500	uniformS_10
Region1	Region3	0.0	simulation	31	500	uniformS_10
Region2	Region3	4.0	simulation	31	500	uniformS_10
Region3	Region3	14.0	simulation	31	500	uniformS_10
Region1	Region1	375.0	simulation	13	500	maxPerRegionYear_2.5
Region2	Region1	32.0	simulation	13	500	maxPerRegionYear_2.5
Region3	Region1	0.0	simulation	13	500	maxPerRegionYear_2.5
Region1	Region2	34.0	simulation	13	500	maxPerRegionYear_2.5
Region2	Region2	365.0	simulation	13	500	maxPerRegionYear_2.5
Region3	Region2	4.0	simulation	13	500	maxPerRegionYear_2.5
Region1	Region3	9.0	simulation	13	500	maxPerRegionYear_2.5
Region2	Region3	20.0	simulation	13	500	maxPerRegionYear_2.5
Region3	Region3	133.0	simulation	13	500	maxPerRegionYear_2.5
Region1	Region1	84.0	simulation	13	500	biased_10
Region2	Region1	14.0	simulation	13	500	biased_10
Region3	Region1	0.0	simulation	13	500	biased_10
Region1	Region2	42.0	simulation	13	500	biased_10
Region2	Region2	813.0	simulation	13	500	biased_10
Region3	Region2	3.0	simulation	13	500	biased_10
Region1	Region3	1.0	simulation	13	500	biased_10
Region2	Region3	2.0	simulation	13	500	biased_10
Region3	Region3	7.0	simulation	13	500	biased_10
Region1	Region1	62.0	simulation	13	500	uniformS_20
Region2	Region1	13.0	simulation	13	500	uniformS_20
Region3	Region1	0.0	simulation	13	500	uniformS_20
Region1	Region2	55.0	simulation	13	500	uniformS_20
Region2	Region2	834.0	simulation	13	500	uniformS_20
Region3	Region2	3.0	simulation	13	500	uniformS_20
Region1	Region3	0.0	simulation	13	500	uniformS_20
Region2	Region3	3.0	simulation	13	500	uniformS_20
Region3	Region3	1.0	simulation	13	500	uniformS_20
Region1	Region1	213.0	simulation	13	500	uniformS_2.5
Region2	Region1	19.0	simulation	13	500	uniformS_2.5
Region3	Region1	1.0	simulation	13	500	uniformS_2.5
Region1	Region2	40.0	simulation	13	500	uniformS_2.5
Region2	Region2	668.0	simulation	13	500	uniformS_2.5
Region3	Region2	3.0	simulation	13	500	uniformS_2.5
Region1	Region3	3.0	simulation	13	500	uniformS_2.5
Region2	Region3	8.0	simulation	13	500	uniformS_2.5
Region3	Region3	20.0	simulation	13	500	uniformS_2.5
Region1	Region1	217.0	simulation	13	500	biased_2.5
Region2	Region1	21.0	simulation	13	500	biased_2.5
Region3	Region1	0.0	simulation	13	500	biased_2.5
Region1	Region2	40.0	simulation	13	500	biased_2.5
Region2	Region2	660.0	simulation	13	500	biased_2.5
Region3	Region2	4.0	simulation	13	500	biased_2.5
Region1	Region3	2.0	simulation	13	500	biased_2.5
Region2	Region3	6.0	simulation	13	500	biased_2.5
Region3	Region3	24.0	simulation	13	500	biased_2.5
Region1	Region1	392.0	simulation	13	500	maxPerRegion_10
Region2	Region1	35.0	simulation	13	500	maxPerRegion_10
Region3	Region1	0.0	simulation	13	500	maxPerRegion_10
Region1	Region2	28.0	simulation	13	500	maxPerRegion_10
Region2	Region2	398.0	simulation	13	500	maxPerRegion_10
Region3	Region2	3.0	simulation	13	500	maxPerRegion_10
Region1	Region3	6.0	simulation	13	500	maxPerRegion_10
Region2	Region3	10.0	simulation	13	500	maxPerRegion_10
Region3	Region3	100.0	simulation	13	500	maxPerRegion_10
Region1	Region1	38.0	simulation	13	500	biased_50
Region2	Region1	10.0	simulation	13	500	biased_50
Region3	Region1	0.0	simulation	13	500	biased_50
Region1	Region2	49.0	simulation	13	500	biased_50
Region2	Region2	857.0	simulation	13	500	biased_50
Region3	Region2	3.0	simulation	13	500	biased_50
Region1	Region3	0.0	simulation	13	500	biased_50
Region2	Region3	1.0	simulation	13	500	biased_50
Region3	Region3	3.0	simulation	13	500	biased_50
Region1	Region1	71.0	simulation	13	500	biased_20
Region2	Region1	10.0	simulation	13	500	biased_20
Region3	Region1	0.0	simulation	13	500	biased_20
Region1	Region2	48.0	simulation	13	500	biased_20
Region2	Region2	827.0	simulation	13	500	biased_20
Region3	Region2	4.0	simulation	13	500	biased_20
Region1	Region3	1.0	simulation	13	500	biased_20
Region2	Region3	1.0	simulation	13	500	biased_20
Region3	Region3	4.0	simulation	13	500	biased_20
Region1	Region1	92.0	simulation	13	500	uniformS_10
Region2	Region1	12.0	simulation	13	500	uniformS_10
Region3	Region1	0.0	simulation	13	500	uniformS_10
Region1	Region2	45.0	simulation	13	500	uniformS_10
Region2	Region2	797.0	simulation	13	500	uniformS_10
Region3	Region2	4.0	simulation	13	500	uniformS_10
Region1	Region3	1.0	simulation	13	500	uniformS_10
Region2	Region3	4.0	simulation	13	500	uniformS_10
Region3	Region3	10.0	simulation	13	500	uniformS_10
Region1	Region1	37.0	simulation	13	500	uniformS_50
Region2	Region1	9.0	simulation	13	500	uniformS_50
Region3	Region1	0.0	simulation	13	500	uniformS_50
Region1	Region2	48.0	simulation	13	500	uniformS_50
Region2	Region2	863.0	simulation	13	500	uniformS_50
Region3	Region2	3.0	simulation	13	500	uniformS_50
Region1	Region3	0.0	simulation	13	500	uniformS_50
Region2	Region3	2.0	simulation	13	500	uniformS_50
Region3	Region3	1.0	simulation	13	500	uniformS_50
Region1	Region1	137.0	simulation	13	500	uniformS_5
Region2	Region1	13.0	simulation	13	500	uniformS_5
Region3	Region1	0.0	simulation	13	500	uniformS_5
Region1	Region2	45.0	simulation	13	500	uniformS_5
Region2	Region2	759.0	simulation	13	500	uniformS_5
Region3	Region2	5.0	simulation	13	500	uniformS_5
Region1	Region3	2.0	simulation	13	500	uniformS_5
Region2	Region3	6.0	simulation	13	500	uniformS_5
Region3	Region3	13.0	simulation	13	500	uniformS_5
Region1	Region1	312.0	simulation	13	500	maxPerRegion_2.5
Region2	Region1	24.0	simulation	13	500	maxPerRegion_2.5
Region3	Region1	0.0	simulation	13	500	maxPerRegion_2.5
Region1	Region2	31.0	simulation	13	500	maxPerRegion_2.5
Region2	Region2	300.0	simulation	13	500	maxPerRegion_2.5
Region3	Region2	4.0	simulation	13	500	maxPerRegion_2.5
Region1	Region3	9.0	simulation	13	500	maxPerRegion_2.5
Region2	Region3	22.0	simulation	13	500	maxPerRegion_2.5
Region3	Region3	265.0	simulation	13	500	maxPerRegion_2.5
Region1	Region1	356.0	simulation	13	500	maxPerRegion_20
Region2	Region1	30.0	simulation	13	500	maxPerRegion_20
Region3	Region1	0.0	simulation	13	500	maxPerRegion_20
Region1	Region2	37.0	simulation	13	500	maxPerRegion_20
Region2	Region2	480.0	simulation	13	500	maxPerRegion_20
Region3	Region2	4.0	simulation	13	500	maxPerRegion_20
Region1	Region3	1.0	simulation	13	500	maxPerRegion_20
Region2	Region3	9.0	simulation	13	500	maxPerRegion_20
Region3	Region3	54.0	simulation	13	500	maxPerRegion_20
Region1	Region1	168.0	simulation	13	500	maxPerRegion_50
Region2	Region1	20.0	simulation	13	500	maxPerRegion_50
Region3	Region1	0.0	simulation	13	500	maxPerRegion_50
Region1	Region2	45.0	simulation	13	500	maxPerRegion_50
Region2	Region2	707.0	simulation	13	500	maxPerRegion_50
Region3	Region2	2.0	simulation	13	500	maxPerRegion_50
Region1	Region3	2.0	simulation	13	500	maxPerRegion_50
Region2	Region3	6.0	simulation	13	500	maxPerRegion_50
Region3	Region3	18.0	simulation	13	500	maxPerRegion_50
Region1	Region1	168.0	simulation	13	500	maxPerRegionYear_50
Region2	Region1	19.0	simulation	13	500	maxPerRegionYear_50
Region3	Region1	0.0	simulation	13	500	maxPerRegionYear_50
Region1	Region2	41.0	simulation	13	500	maxPerRegionYear_50
Region2	Region2	705.0	simulation	13	500	maxPerRegionYear_50
Region3	Region2	3.0	simulation	13	500	maxPerRegionYear_50
Region1	Region3	2.0	simulation	13	500	maxPerRegionYear_50
Region2	Region3	6.0	simulation	13	500	maxPerRegionYear_50
Region3	Region3	19.0	simulation	13	500	maxPerRegionYear_50
Region1	Region1	350.0	simulation	13	500	maxPerRegionYear_5
Region2	Region1	32.0	simulation	13	500	maxPerRegionYear_5
Region3	Region1	0.0	simulation	13	500	maxPerRegionYear_5
Region1	Region2	23.0	simulation	13	500	maxPerRegionYear_5
Region2	Region2	407.0	simulation	13	500	maxPerRegionYear_5
Region3	Region2	4.0	simulation	13	500	maxPerRegionYear_5
Region1	Region3	5.0	simulation	13	500	maxPerRegionYear_5
Region2	Region3	21.0	simulation	13	500	maxPerRegionYear_5
Region3	Region3	133.0	simulation	13	500	maxPerRegionYear_5
Region1	Region1	350.0	simulation	13	500	uniform
Region2	Region1	35.0	simulation	13	500	uniform
Region3	Region1	0.0	simulation	13	500	uniform
Region1	Region2	36.0	simulation	13	500	uniform
Region2	Region2	494.0	simulation	13	500	uniform
Region3	Region2	3.0	simulation	13	500	uniform
Region1	Region3	4.0	simulation	13	500	uniform
Region2	Region3	10.0	simulation	13	500	uniform
Region3	Region3	51.0	simulation	13	500	uniform
Region1	Region1	364.0	simulation	13	500	maxPerRegionYear_10
Region2	Region1	34.0	simulation	13	500	maxPerRegionYear_10
Region3	Region1	0.0	simulation	13	500	maxPerRegionYear_10
Region1	Region2	36.0	simulation	13	500	maxPerRegionYear_10
Region2	Region2	426.0	simulation	13	500	maxPerRegionYear_10
Region3	Region2	2.0	simulation	13	500	maxPerRegionYear_10
Region1	Region3	5.0	simulation	13	500	maxPerRegionYear_10
Region2	Region3	11.0	simulation	13	500	maxPerRegionYear_10
Region3	Region3	97.0	simulation	13	500	maxPerRegionYear_10
Region1	Region1	113.0	simulation	13	500	biased_5
Region2	Region1	17.0	simulation	13	500	biased_5
Region3	Region1	0.0	simulation	13	500	biased_5
Region1	Region2	42.0	simulation	13	500	biased_5
Region2	Region2	775.0	simulation	13	500	biased_5
Region3	Region2	6.0	simulation	13	500	biased_5
Region1	Region3	1.0	simulation	13	500	biased_5
Region2	Region3	4.0	simulation	13	500	biased_5
Region3	Region3	12.0	simulation	13	500	biased_5
Region1	Region1	351.0	simulation	13	500	maxPerRegion_5
Region2	Region1	27.0	simulation	13	500	maxPerRegion_5
Region3	Region1	0.0	simulation	13	500	maxPerRegion_5
Region1	Region2	31.0	simulation	13	500	maxPerRegion_5
Region2	Region2	353.0	simulation	13	500	maxPerRegion_5
Region3	Region2	1.0	simulation	13	500	maxPerRegion_5
Region1	Region3	6.0	simulation	13	500	maxPerRegion_5
Region2	Region3	20.0	simulation	13	500	maxPerRegion_5
Region3	Region3	188.0	simulation	13	500	maxPerRegion_5
Region1	Region1	301.0	simulation	13	500	maxPerRegionYear_20
Region2	Region1	28.0	simulation	13	500	maxPerRegionYear_20
Region3	Region1	0.0	simulation	13	500	maxPerRegionYear_20
Region1	Region2	38.0	simulation	13	500	maxPerRegionYear_20
Region2	Region2	536.0	simulation	13	500	maxPerRegionYear_20
Region3	Region2	2.0	simulation	13	500	maxPerRegionYear_20
Region1	Region3	1.0	simulation	13	500	maxPerRegionYear_20
Region2	Region3	9.0	simulation	13	500	maxPerRegionYear_20
Region3	Region3	52.0	simulation	13	500	maxPerRegionYear_20
Region1	Region1	39.0	simulation	36	500	biased_50
Region2	Region1	3.0	simulation	36	500	biased_50
Region3	Region1	1.0	simulation	36	500	biased_50
Region1	Region2	34.0	simulation	36	500	biased_50
Region2	Region2	865.0	simulation	36	500	biased_50
Region3	Region2	9.0	simulation	36	500	biased_50
Region1	Region3	0.0	simulation	36	500	biased_50
Region2	Region3	1.0	simulation	36	500	biased_50
Region3	Region3	10.0	simulation	36	500	biased_50
Region1	Region1	153.0	simulation	36	500	uniformS_2.5
Region2	Region1	12.0	simulation	36	500	uniformS_2.5
Region3	Region1	2.0	simulation	36	500	uniformS_2.5
Region1	Region2	29.0	simulation	36	500	uniformS_2.5
Region2	Region2	648.0	simulation	36	500	uniformS_2.5
Region3	Region2	4.0	simulation	36	500	uniformS_2.5
Region1	Region3	3.0	simulation	36	500	uniformS_2.5
Region2	Region3	6.0	simulation	36	500	uniformS_2.5
Region3	Region3	111.0	simulation	36	500	uniformS_2.5
Region1	Region1	285.0	simulation	36	500	maxPerRegionYear_10
Region2	Region1	19.0	simulation	36	500	maxPerRegionYear_10
Region3	Region1	4.0	simulation	36	500	maxPerRegionYear_10
Region1	Region2	26.0	simulation	36	500	maxPerRegionYear_10
Region2	Region2	367.0	simulation	36	500	maxPerRegionYear_10
Region3	Region2	10.0	simulation	36	500	maxPerRegionYear_10
Region1	Region3	0.0	simulation	36	500	maxPerRegionYear_10
Region2	Region3	11.0	simulation	36	500	maxPerRegionYear_10
Region3	Region3	241.0	simulation	36	500	maxPerRegionYear_10
Region1	Region1	64.0	simulation	36	500	biased_20
Region2	Region1	4.0	simulation	36	500	biased_20
Region3	Region1	1.0	simulation	36	500	biased_20
Region1	Region2	34.0	simulation	36	500	biased_20
Region2	Region2	833.0	simulation	36	500	biased_20
Region3	Region2	6.0	simulation	36	500	biased_20
Region1	Region3	1.0	simulation	36	500	biased_20
Region2	Region3	1.0	simulation	36	500	biased_20
Region3	Region3	25.0	simulation	36	500	biased_20
Region1	Region1	131.0	simulation	36	500	maxPerRegionYear_50
Region2	Region1	9.0	simulation	36	500	maxPerRegionYear_50
Region3	Region1	1.0	simulation	36	500	maxPerRegionYear_50
Region1	Region2	27.0	simulation	36	500	maxPerRegionYear_50
Region2	Region2	690.0	simulation	36	500	maxPerRegionYear_50
Region3	Region2	10.0	simulation	36	500	maxPerRegionYear_50
Region1	Region3	1.0	simulation	36	500	maxPerRegionYear_50
Region2	Region3	3.0	simulation	36	500	maxPerRegionYear_50
Region3	Region3	87.0	simulation	36	500	maxPerRegionYear_50
