regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	2002.669788260224	1987.7468609516861	2018.735873038908	1986.807559909515	1987.3871722753006	1987.822369540886	1988.299325807068	1988.611562625999	1988.8232924548809	1989.0028321356228	1989.1181930952473	1989.2836655934484	1989.4952882496302	1989.7417408469782	1996.5577727992277	2014.58783266593	2016.4076206858283	2016.9993245952703	2017.398495848001	2017.6308404485656	2017.8676904138108	2018.033377861939	2018.2463020284715	2018.4611752678431	2018.584183382115	2018.7528687365048	mascot	1	500	biased_5
Region2	2004.7223538196286	1987.8023511187039	2018.8048306145633	1986.8079821808872	1987.2117157535076	1987.847200837033	1988.3241742101552	1988.5829404288647	1988.80443437237	1989.0171898834553	1989.1682023579249	1989.3988414257897	1992.3947712572046	2007.2403182170433	2015.3490751834947	2016.0805250595479	2016.4627814765192	2016.8993609954061	2017.257814011413	2017.5466271459318	2017.7722451940251	2018.0064222629708	2018.1727504215353	2018.4057360269544	2018.5776989290136	2018.7690361003533	mascot	1	500	biased_5
Region3	2008.9065089645435	1987.7645430472603	2014.1732919056478	1986.8976592808015	1987.4587311847743	1987.9896780570837	1988.6017029442403	1989.2536577425062	2011.1718842219711	2011.6732961744806	2011.9185685529362	2012.1432489319784	2012.311466424678	2012.4555616349678	2012.5866912032725	2012.6787463116225	2012.7840999113282	2012.8635116970015	2012.928347161846	2013.0237244617836	2013.1085682939513	2013.223706532624	2013.4096618311798	2013.6650098897956	2013.913937261375	2014.5158126271774	mascot	1	500	biased_5
Region1	1994.164417383213	1988.5194464603928	2018.7675408284288	1988.0557263151281	1988.324207047245	1988.5537078543978	1988.7510082313818	1988.9199358436501	1989.0351430846163	1989.1226972092463	1989.2059684771086	1989.2617392081893	1989.333390638269	1989.401187506537	1989.4561470810786	1989.5163818260353	1989.561101974805	1989.6298251256364	1989.6989467643266	1989.7802180058343	1989.9025943771971	2016.4144753076762	2018.0075272643887	2018.4484034489055	2018.6156919365403	2018.7476087823666	mascot	1	500	uniform
Region2	2004.3930712529948	1988.9150441459033	2018.4242605346058	1988.2886134643134	1988.7207631727301	1989.0797356385553	1989.4053886151717	1998.2066423743331	1999.1323823870882	1999.4927084693813	1999.7533332030355	2000.1410502109866	2000.8763869543952	2001.1389484128797	2001.3552791786433	2001.5585272762316	2001.7493359830248	2002.0560587763348	2016.0870668207563	2016.7859384313213	2017.23742292374	2017.4812503194867	2017.7702290203742	2018.0464919351941	2018.3112009322463	2018.471407324421	mascot	1	500	uniform
Region3	2012.838894305363	2011.9325329625528	2017.4908533760834	1988.1777072470204	1988.8921193962149	2012.0903594425695	2012.751165627169	2012.9898695024385	2013.1514769598925	2013.2815121044478	2013.3775003048772	2013.4714916074613	2013.526891214398	2013.6050880007604	2013.6723317567457	2013.7300587215984	2013.800929947021	2013.8936390206807	2014.0068760669192	2014.120978741119	2014.265744695983	2014.5851378371176	2016.2215328594648	2016.7186574077018	2017.0467564516402	2017.2787774524281	mascot	1	500	uniform
Region1	2009.3218272417782	1988.2741380386442	2018.4354879137595	1987.782170591804	1988.174543591625	1988.518915599006	1988.9385050724256	1989.25880665891	1989.513595920386	1998.7817639416373	2001.8218025571884	2016.1803707570605	2016.6460596505817	2016.8057254399555	2016.959276881878	2017.1131307403548	2017.2525961384954	2017.3909323418704	2017.5259943679193	2017.628116585849	2017.742151711426	2017.9030259823844	2018.0361625832675	2018.279426280774	2018.4163083623303	2018.6061751408324	mascot	1	500	biased_2.5
Region2	2001.317695484218	1988.073358451873	2018.662881983367	1987.588153070025	1987.8075378687365	1988.12687161809	1988.4564009858698	1988.649526828107	1988.8128943064548	1988.965935771108	1989.0972926080585	1989.2644768677687	1989.4340856811193	1989.6640733774523	2009.9766852192315	2010.6396441033417	2011.0980102218932	2011.485877241413	2011.7331427320942	2012.0402151830635	2012.4129177489187	2013.3394020763283	2016.4019790440204	2018.0850103336086	2018.4757891446225	2018.6752081870918	mascot	1	500	biased_2.5
Region3	2007.4311503962583	1987.8875063605446	2016.6388105886426	1987.552114021939	1987.9201229376572	1988.288786957652	1988.6254347765957	1988.941074276484	1989.2415122457462	1989.6154878026396	2011.984215291508	2012.8266428271857	2013.2806349562031	2013.5726205155752	2013.7434104493927	2013.9164558450148	2014.099377124545	2014.2739985462508	2014.5269986506316	2014.757649043457	2015.1181174422338	2015.5522738181503	2015.9899960840917	2016.401503509202	2016.730607202734	2018.0303018225952	mascot	1	500	biased_2.5
Region1	2011.9708530435432	1988.912898769367	2018.4129904005854	1988.555685169692	1988.9150760610798	1989.2698481769528	1990.0880417662638	1999.065604227657	2005.444376923672	2014.763223380653	2015.9830953797518	2016.2926178809262	2016.4184842235366	2016.5441634607807	2016.6605393600726	2016.8127003917425	2016.9177275129798	2017.001395747635	2017.09931967225	2017.2092896835438	2017.319798556304	2017.4473830780628	2017.6764054154303	2018.0962202599674	2018.4179136253647	2018.7272090413328	mascot	1	500	biased_10
Region2	2003.3343776478562	1988.15987582902	2017.8627433813053	1988.0070416460953	1988.3830919505795	1988.665440674854	1988.8798315676074	1989.1049149447447	1989.2928651254206	1989.404440121678	1989.5485975893637	1989.7115273406973	1989.8932320252754	1990.365560914447	2010.8858817646337	2011.6477101645135	2015.0815837340147	2015.9104266821018	2016.163541043557	2016.386104972015	2016.6161825446045	2016.8361553884492	2017.0699316805758	2017.6220777610663	2018.2208675247616	2018.5834647443653	mascot	1	500	biased_10
Region3	2004.571315918592	1988.2317567086059	2017.0843088236509	1988.0008563782856	1988.2381950078359	1988.438120024759	1988.732563810751	1988.9001595088273	1989.0789587147544	1989.3061107124875	1989.4763648458404	1989.6956373518883	1989.9533660649176	2014.8311900465858	2015.323464848294	2015.5459243443286	2015.7331144195691	2015.874576484002	2015.9737503260208	2016.114746758135	2016.2724093337295	2016.4315951146214	2016.6145954246076	2016.8541799345087	2017.1831827041092	2018.402951719668	mascot	1	500	biased_10
Region1	2014.5460422309898	1989.447947870561	2018.9601681073334	1988.5086250253084	1989.1325496172988	1989.4444839484654	2001.6846736270813	2015.2147133924545	2015.7475701548365	2016.0347105294504	2016.1779167770715	2016.32953289698	2016.4662114558187	2016.653222831364	2017.0965605457336	2017.5333746641559	2017.7166714821929	2017.8726622438724	2018.0324413465755	2018.1891866895337	2018.3336674126217	2018.4504684149279	2018.531147576882	2018.669174710999	2018.762885873275	2018.8472272995948	mascot	1	500	biased_20
Region2	1994.2785936010512	1987.8916330984418	2018.2579680747328	1987.485519458983	1987.8929303941584	1988.1882952399612	1988.5260900767591	1988.7160293770464	1988.8344939603967	1988.926403351475	1989.0261885788152	1989.1338172624735	1989.2208946978667	1989.300849220351	1989.3787171516415	1989.4564542001633	1989.5138179377307	1989.5881962443557	1989.6481616779085	1989.7468227387824	1989.8881602006527	2013.6443059885673	2016.9897889523618	2018.019502871211	2018.2774551887203	2018.6470236685414	mascot	1	500	biased_20
Region3	2009.200227301169	1988.2806758978468	2014.5686836089565	1987.6102100560115	1988.219804998274	1988.5731540089573	1989.3004957288	2010.4272377278312	2010.7442336724857	2010.9647425770431	2011.1379848225458	2011.2815792749511	2011.4037133392546	2011.5092121558641	2011.5845914441766	2011.6919505122862	2011.7754364093896	2011.8945911270653	2012.0208654894482	2012.2270001690833	2012.5603596048684	2012.954585737984	2013.5179728466449	2014.1241660681399	2014.5234012880753	2014.9598285988698	mascot	1	500	biased_20
Region1	2001.067930216219	1992.1827968486184	2016.6870816611881	1991.2247889819762	1992.23105733882	1992.854395829456	1993.516583121791	1994.0126084707747	1994.5908745325585	1995.467816628134	1996.4808295528298	1997.0708192435784	1997.6064657610746	1998.3517299817793	1998.9177666316482	1999.2196179677585	1999.7802123300926	2000.5069215113276	2001.5620714226413	2007.2024603776508	2008.2354771065795	2011.2854477153699	2013.892138687251	2016.0084355351423	2016.8566042969378	2017.1488233897392	mascot	1	500	biased_50
Region2	2013.0261021450865	1988.5394328294378	2018.0700403255803	1987.408148767823	1987.9911315798386	1988.5506744016861	2007.8072332316262	2010.6646829330653	2014.2130998619725	2014.8137785975784	2015.156584491527	2015.369319320912	2015.5729719089954	2015.7326036802597	2015.901420128886	2016.0760411176389	2016.2100244615901	2016.3129689944742	2016.4869520523812	2016.6035769937237	2016.772337391691	2016.964811893919	2017.2322765843505	2017.4929377987173	2017.6333515109582	2017.9494203700522	mascot	1	500	biased_50
Region3	1990.2679915900621	1985.565410996942	2011.8439765037158	1985.5780985278654	1986.011320715478	1986.4026695164966	1986.7732267210818	1987.0803052004514	1987.2358513797897	1987.4227587633143	1987.588468897504	1987.7436919377387	1987.8648537345707	1988.018479169567	1988.1568142691945	1988.2795768453589	1988.4106076425253	1988.5777919930802	1988.7274775945743	1988.9175205488975	1989.1222018693131	1989.470221669346	1995.4830764718415	2011.6578653536114	2012.5836917370361	2013.4985600134662	mascot	1	500	biased_50
Region1	1995.7764949128514	1987.6068014086673	2018.5523522052545	1987.1760961176	1987.4752536613425	1987.8255977122042	1988.161249332242	1988.390327075288	1988.6023713782135	1988.7422071802764	1988.9060054374377	1989.0317678994288	1989.1266263106463	1989.2695688743165	1989.3856275455241	1989.5095156745463	1989.6051575254307	1989.7432747466066	1989.8379230029575	1990.0218945768625	2016.8708087606233	2017.3952678489616	2017.8077654259894	2018.2253819013715	2018.4656737996181	2018.6896705609458	mascot	1	500	maxPerRegion_20
