value	parameterChar	parameter	nSeq	protocol	matrix	nSim
797.0	Region1_Region1	migrationCount	150	uniformS_2.5	3demes	1
12.0	Region1_Region2	migrationCount	150	uniformS_2.5	3demes	1
2.0	Region1_Region3	migrationCount	150	uniformS_2.5	3demes	1
9.0	Region2_Region1	migrationCount	150	uniformS_2.5	3demes	1
1882.0	Region2_Region2	migrationCount	150	uniformS_2.5	3demes	1
2.0	Region3_Region1	migrationCount	150	uniformS_2.5	3demes	1
7.0	Region3_Region2	migrationCount	150	uniformS_2.5	3demes	1
1252.0	Region3_Region3	migrationCount	150	uniformS_2.5	3demes	1
NA	Region2_Region3	migrationCount	150	uniformS_2.5	3demes	1
0.09348973607038123	Region1_Region1	migrationRate	150	uniformS_2.5	3demes	1
0.001407624633431085	Region1_Region2	migrationRate	150	uniformS_2.5	3demes	1
0.0002346041055718475	Region1_Region3	migrationRate	150	uniformS_2.5	3demes	1
0.0010557184750733138	Region2_Region1	migrationRate	150	uniformS_2.5	3demes	1
0.2207624633431085	Region2_Region2	migrationRate	150	uniformS_2.5	3demes	1
0.0002346041055718475	Region3_Region1	migrationRate	150	uniformS_2.5	3demes	1
0.0008211143695014663	Region3_Region2	migrationRate	150	uniformS_2.5	3demes	1
0.14686217008797653	Region3_Region3	migrationRate	150	uniformS_2.5	3demes	1
NA	Region2_Region3	migrationRate	150	uniformS_2.5	3demes	1
0.2038859449911683	Region1	locationFrequency	150	uniformS_2.5	3demes	1
0.47968710572798384	Region2	locationFrequency	150	uniformS_2.5	3demes	1
0.31642694928084786	Region3	locationFrequency	150	uniformS_2.5	3demes	1
1995.668493	NA	mrcaDate	150	uniformS_2.5	3demes	1
Region3	NA	mrcaLocation	150	uniformS_2.5	3demes	1
23.334247000000005	NA	treeHeight	150	uniformS_2.5	3demes	1
1070.0	Region1_Region1	migrationCount	150	maxPerRegion_2.5	3demes	1
13.0	Region1_Region2	migrationCount	150	maxPerRegion_2.5	3demes	1
3.0	Region1_Region3	migrationCount	150	maxPerRegion_2.5	3demes	1
11.0	Region2_Region1	migrationCount	150	maxPerRegion_2.5	3demes	1
1538.0	Region2_Region2	migrationCount	150	maxPerRegion_2.5	3demes	1
1.0	Region2_Region3	migrationCount	150	maxPerRegion_2.5	3demes	1
4.0	Region3_Region1	migrationCount	150	maxPerRegion_2.5	3demes	1
4.0	Region3_Region2	migrationCount	150	maxPerRegion_2.5	3demes	1
1515.0	Region3_Region3	migrationCount	150	maxPerRegion_2.5	3demes	1
0.10030936533233337	Region1_Region1	migrationRate	150	maxPerRegion_2.5	3demes	1
0.0012187119152526483	Region1_Region2	migrationRate	150	maxPerRegion_2.5	3demes	1
0.0002812412112121496	Region1_Region3	migrationRate	150	maxPerRegion_2.5	3demes	1
0.0010312177744445487	Region2_Region1	migrationRate	150	maxPerRegion_2.5	3demes	1
0.1441829942814287	Region2_Region2	migrationRate	150	maxPerRegion_2.5	3demes	1
9.374707040404987e-05	Region2_Region3	migrationRate	150	maxPerRegion_2.5	3demes	1
0.00037498828161619947	Region3_Region1	migrationRate	150	maxPerRegion_2.5	3demes	1
0.00037498828161619947	Region3_Region2	migrationRate	150	maxPerRegion_2.5	3demes	1
0.14202681166213557	Region3_Region3	migrationRate	150	maxPerRegion_2.5	3demes	1
0.2608800192353931	Region1	locationFrequency	150	maxPerRegion_2.5	3demes	1
0.3738879538350565	Region2	locationFrequency	150	maxPerRegion_2.5	3demes	1
0.36523202692955037	Region3	locationFrequency	150	maxPerRegion_2.5	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegion_2.5	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegion_2.5	3demes	1
29.197261000000026	NA	treeHeight	150	maxPerRegion_2.5	3demes	1
1004.0	Region1_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	1
10.0	Region1_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	1
2.0	Region1_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	1
20.0	Region2_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	1
1422.0	Region2_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	1
1.0	Region2_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegionYear_2.5	3demes	1
6.0	Region3_Region2	migrationCount	150	maxPerRegionYear_2.5	3demes	1
1436.0	Region3_Region3	migrationCount	150	maxPerRegionYear_2.5	3demes	1
0.09368293365680694	Region1_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.0009330969487729775	Region1_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.0001866193897545955	Region1_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.001866193897545955	Region2_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.1326863861155174	Region2_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	1
9.330969487729775e-05	Region2_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.00027992908463189323	Region3_Region1	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.0005598581692637865	Region3_Region2	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.13399272184379957	Region3_Region3	migrationRate	150	maxPerRegionYear_2.5	3demes	1
0.2630635245901639	Region1	locationFrequency	150	maxPerRegionYear_2.5	3demes	1
0.36834016393442626	Region2	locationFrequency	150	maxPerRegionYear_2.5	3demes	1
0.36859631147540983	Region3	locationFrequency	150	maxPerRegionYear_2.5	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegionYear_2.5	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegionYear_2.5	3demes	1
29.334247000000005	NA	treeHeight	150	maxPerRegionYear_2.5	3demes	1
890.0	Region1_Region1	migrationCount	150	uniformS_5	3demes	1
14.0	Region1_Region2	migrationCount	150	uniformS_5	3demes	1
3.0	Region1_Region3	migrationCount	150	uniformS_5	3demes	1
7.0	Region2_Region1	migrationCount	150	uniformS_5	3demes	1
2013.0	Region2_Region2	migrationCount	150	uniformS_5	3demes	1
1.0	Region2_Region3	migrationCount	150	uniformS_5	3demes	1
2.0	Region3_Region1	migrationCount	150	uniformS_5	3demes	1
9.0	Region3_Region2	migrationCount	150	uniformS_5	3demes	1
1298.0	Region3_Region3	migrationCount	150	uniformS_5	3demes	1
0.08327095808383234	Region1_Region1	migrationRate	150	uniformS_5	3demes	1
0.001309880239520958	Region1_Region2	migrationRate	150	uniformS_5	3demes	1
0.000280688622754491	Region1_Region3	migrationRate	150	uniformS_5	3demes	1
0.000654940119760479	Region2_Region1	migrationRate	150	uniformS_5	3demes	1
0.18834206586826346	Region2_Region2	migrationRate	150	uniformS_5	3demes	1
9.356287425149701e-05	Region2_Region3	migrationRate	150	uniformS_5	3demes	1
0.00018712574850299402	Region3_Region1	migrationRate	150	uniformS_5	3demes	1
0.0008420658682634731	Region3_Region2	migrationRate	150	uniformS_5	3demes	1
0.12144461077844311	Region3_Region3	migrationRate	150	uniformS_5	3demes	1
0.21217842813311305	Region1	locationFrequency	150	uniformS_5	3demes	1
0.4805286759499646	Region2	locationFrequency	150	uniformS_5	3demes	1
0.3072928959169223	Region3	locationFrequency	150	uniformS_5	3demes	1
1989.715068	NA	mrcaDate	150	uniformS_5	3demes	1
Region1	NA	mrcaLocation	150	uniformS_5	3demes	1
29.25479500000006	NA	treeHeight	150	uniformS_5	3demes	1
1112.0	Region1_Region1	migrationCount	150	maxPerRegion_5	3demes	1
9.0	Region1_Region2	migrationCount	150	maxPerRegion_5	3demes	1
1.0	Region1_Region3	migrationCount	150	maxPerRegion_5	3demes	1
15.0	Region2_Region1	migrationCount	150	maxPerRegion_5	3demes	1
1644.0	Region2_Region2	migrationCount	150	maxPerRegion_5	3demes	1
2.0	Region2_Region3	migrationCount	150	maxPerRegion_5	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegion_5	3demes	1
7.0	Region3_Region2	migrationCount	150	maxPerRegion_5	3demes	1
1536.0	Region3_Region3	migrationCount	150	maxPerRegion_5	3demes	1
0.10424674228930346	Region1_Region1	migrationRate	150	maxPerRegion_5	3demes	1
0.0008437236336364489	Region1_Region2	migrationRate	150	maxPerRegion_5	3demes	1
9.374707040404987e-05	Region1_Region3	migrationRate	150	maxPerRegion_5	3demes	1
0.0014062060560607482	Region2_Region1	migrationRate	150	maxPerRegion_5	3demes	1
0.15412018374425798	Region2_Region2	migrationRate	150	maxPerRegion_5	3demes	1
0.00018749414080809974	Region2_Region3	migrationRate	150	maxPerRegion_5	3demes	1
0.0002812412112121496	Region3_Region1	migrationRate	150	maxPerRegion_5	3demes	1
0.0006562294928283491	Region3_Region2	migrationRate	150	maxPerRegion_5	3demes	1
0.1439955001406206	Region3_Region3	migrationRate	150	maxPerRegion_5	3demes	1
0.26103026103026106	Region1	locationFrequency	150	maxPerRegion_5	3demes	1
0.38346038346038347	Region2	locationFrequency	150	maxPerRegion_5	3demes	1
0.35550935550935553	Region3	locationFrequency	150	maxPerRegion_5	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegion_5	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegion_5	3demes	1
29.197261000000026	NA	treeHeight	150	maxPerRegion_5	3demes	1
1046.0	Region1_Region1	migrationCount	150	maxPerRegionYear_5	3demes	1
12.0	Region1_Region2	migrationCount	150	maxPerRegionYear_5	3demes	1
3.0	Region1_Region3	migrationCount	150	maxPerRegionYear_5	3demes	1
16.0	Region2_Region1	migrationCount	150	maxPerRegionYear_5	3demes	1
1350.0	Region2_Region2	migrationCount	150	maxPerRegionYear_5	3demes	1
3.0	Region2_Region3	migrationCount	150	maxPerRegionYear_5	3demes	1
2.0	Region3_Region1	migrationCount	150	maxPerRegionYear_5	3demes	1
6.0	Region3_Region2	migrationCount	150	maxPerRegionYear_5	3demes	1
1488.0	Region3_Region3	migrationCount	150	maxPerRegionYear_5	3demes	1
0.09760194084165345	Region1_Region1	migrationRate	150	maxPerRegionYear_5	3demes	1
0.001119716338527573	Region1_Region2	migrationRate	150	maxPerRegionYear_5	3demes	1
0.00027992908463189323	Region1_Region3	migrationRate	150	maxPerRegionYear_5	3demes	1
0.001492955118036764	Region2_Region1	migrationRate	150	maxPerRegionYear_5	3demes	1
0.12596808808435198	Region2_Region2	migrationRate	150	maxPerRegionYear_5	3demes	1
0.00027992908463189323	Region2_Region3	migrationRate	150	maxPerRegionYear_5	3demes	1
0.0001866193897545955	Region3_Region1	migrationRate	150	maxPerRegionYear_5	3demes	1
0.0005598581692637865	Region3_Region2	migrationRate	150	maxPerRegionYear_5	3demes	1
0.13884482597741907	Region3_Region3	migrationRate	150	maxPerRegionYear_5	3demes	1
0.27101375445746306	Region1	locationFrequency	150	maxPerRegionYear_5	3demes	1
0.34844625573102395	Region2	locationFrequency	150	maxPerRegionYear_5	3demes	1
0.380539989811513	Region3	locationFrequency	150	maxPerRegionYear_5	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegionYear_5	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegionYear_5	3demes	1
29.334247000000005	NA	treeHeight	150	maxPerRegionYear_5	3demes	1
466.0	Region1_Region1	migrationCount	150	uniformS_10	3demes	1
12.0	Region1_Region2	migrationCount	150	uniformS_10	3demes	1
7.0	Region2_Region1	migrationCount	150	uniformS_10	3demes	1
2355.0	Region2_Region2	migrationCount	150	uniformS_10	3demes	1
3.0	Region3_Region1	migrationCount	150	uniformS_10	3demes	1
15.0	Region3_Region2	migrationCount	150	uniformS_10	3demes	1
1079.0	Region3_Region3	migrationCount	150	uniformS_10	3demes	1
NA	Region1_Region3	migrationCount	150	uniformS_10	3demes	1
NA	Region2_Region3	migrationCount	150	uniformS_10	3demes	1
0.0511076990568107	Region1_Region1	migrationRate	150	uniformS_10	3demes	1
0.0013160780872998464	Region1_Region2	migrationRate	150	uniformS_10	3demes	1
0.0007677122175915771	Region2_Region1	migrationRate	150	uniformS_10	3demes	1
0.25828032463259487	Region2_Region2	migrationRate	150	uniformS_10	3demes	1
0.0003290195218249616	Region3_Region1	migrationRate	150	uniformS_10	3demes	1
0.001645097609124808	Region3_Region2	migrationRate	150	uniformS_10	3demes	1
0.11833735468304453	Region3_Region3	migrationRate	150	uniformS_10	3demes	1
NA	Region1_Region3	migrationRate	150	uniformS_10	3demes	1
NA	Region2_Region3	migrationRate	150	uniformS_10	3demes	1
0.12090424180848362	Region1	locationFrequency	150	uniformS_10	3demes	1
0.6050292100584201	Region2	locationFrequency	150	uniformS_10	3demes	1
0.2740665481330963	Region3	locationFrequency	150	uniformS_10	3demes	1
1993.887671	NA	mrcaDate	150	uniformS_10	3demes	1
Region3	NA	mrcaLocation	150	uniformS_10	3demes	1
24.956165000000055	NA	treeHeight	150	uniformS_10	3demes	1
1046.0	Region1_Region1	migrationCount	150	maxPerRegion_10	3demes	1
8.0	Region1_Region2	migrationCount	150	maxPerRegion_10	3demes	1
1.0	Region1_Region3	migrationCount	150	maxPerRegion_10	3demes	1
14.0	Region2_Region1	migrationCount	150	maxPerRegion_10	3demes	1
1571.0	Region2_Region2	migrationCount	150	maxPerRegion_10	3demes	1
3.0	Region2_Region3	migrationCount	150	maxPerRegion_10	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegion_10	3demes	1
7.0	Region3_Region2	migrationCount	150	maxPerRegion_10	3demes	1
1508.0	Region3_Region3	migrationCount	150	maxPerRegion_10	3demes	1
0.0981698732989207	Region1_Region1	migrationRate	150	maxPerRegion_10	3demes	1
0.0007508212106992023	Region1_Region2	migrationRate	150	maxPerRegion_10	3demes	1
9.385265133740028e-05	Region1_Region3	migrationRate	150	maxPerRegion_10	3demes	1
0.001313937118723604	Region2_Region1	migrationRate	150	maxPerRegion_10	3demes	1
0.14744251525105584	Region2_Region2	migrationRate	150	maxPerRegion_10	3demes	1
0.0002815579540122008	Region2_Region3	migrationRate	150	maxPerRegion_10	3demes	1
0.0002815579540122008	Region3_Region1	migrationRate	150	maxPerRegion_10	3demes	1
0.000656968559361802	Region3_Region2	migrationRate	150	maxPerRegion_10	3demes	1
0.14152979821679962	Region3_Region3	migrationRate	150	maxPerRegion_10	3demes	1
0.2554674357125691	Region1	locationFrequency	150	maxPerRegion_10	3demes	1
0.3811583753905311	Region2	locationFrequency	150	maxPerRegion_10	3demes	1
0.36337418889689976	Region3	locationFrequency	150	maxPerRegion_10	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegion_10	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegion_10	3demes	1
29.164383999999927	NA	treeHeight	150	maxPerRegion_10	3demes	1
1182.0	Region1_Region1	migrationCount	150	maxPerRegionYear_10	3demes	1
15.0	Region1_Region2	migrationCount	150	maxPerRegionYear_10	3demes	1
2.0	Region1_Region3	migrationCount	150	maxPerRegionYear_10	3demes	1
16.0	Region2_Region1	migrationCount	150	maxPerRegionYear_10	3demes	1
1515.0	Region2_Region2	migrationCount	150	maxPerRegionYear_10	3demes	1
1.0	Region2_Region3	migrationCount	150	maxPerRegionYear_10	3demes	1
2.0	Region3_Region1	migrationCount	150	maxPerRegionYear_10	3demes	1
7.0	Region3_Region2	migrationCount	150	maxPerRegionYear_10	3demes	1
1371.0	Region3_Region3	migrationCount	150	maxPerRegionYear_10	3demes	1
0.11017897091722595	Region1_Region1	migrationRate	150	maxPerRegionYear_10	3demes	1
0.0013982102908277406	Region1_Region2	migrationRate	150	maxPerRegionYear_10	3demes	1
0.00018642803877703205	Region1_Region3	migrationRate	150	maxPerRegionYear_10	3demes	1
0.0014914243102162564	Region2_Region1	migrationRate	150	maxPerRegionYear_10	3demes	1
0.14121923937360178	Region2_Region2	migrationRate	150	maxPerRegionYear_10	3demes	1
9.321401938851603e-05	Region2_Region3	migrationRate	150	maxPerRegionYear_10	3demes	1
0.00018642803877703205	Region3_Region1	migrationRate	150	maxPerRegionYear_10	3demes	1
0.0006524981357196123	Region3_Region2	migrationRate	150	maxPerRegionYear_10	3demes	1
0.12779642058165547	Region3_Region3	migrationRate	150	maxPerRegionYear_10	3demes	1
0.2918997810751642	Region1	locationFrequency	150	maxPerRegionYear_10	3demes	1
0.3738749695937728	Region2	locationFrequency	150	maxPerRegionYear_10	3demes	1
0.334225249331063	Region3	locationFrequency	150	maxPerRegionYear_10	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegionYear_10	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegionYear_10	3demes	1
29.364383999999973	NA	treeHeight	150	maxPerRegionYear_10	3demes	1
560.0	Region1_Region1	migrationCount	150	uniformS_20	3demes	1
13.0	Region1_Region2	migrationCount	150	uniformS_20	3demes	1
2.0	Region1_Region3	migrationCount	150	uniformS_20	3demes	1
6.0	Region2_Region1	migrationCount	150	uniformS_20	3demes	1
2446.0	Region2_Region2	migrationCount	150	uniformS_20	3demes	1
2.0	Region3_Region1	migrationCount	150	uniformS_20	3demes	1
13.0	Region3_Region2	migrationCount	150	uniformS_20	3demes	1
998.0	Region3_Region3	migrationCount	150	uniformS_20	3demes	1
NA	Region2_Region3	migrationCount	150	uniformS_20	3demes	1
0.0522095841879545	Region1_Region1	migrationRate	150	uniformS_20	3demes	1
0.0012120082043632296	Region1_Region2	migrationRate	150	uniformS_20	3demes	1
0.00018646280067126608	Region1_Region3	migrationRate	150	uniformS_20	3demes	1
0.0005593884020137983	Region2_Region1	migrationRate	150	uniformS_20	3demes	1
0.2280440052209584	Region2_Region2	migrationRate	150	uniformS_20	3demes	1
0.00018646280067126608	Region3_Region1	migrationRate	150	uniformS_20	3demes	1
0.0012120082043632296	Region3_Region2	migrationRate	150	uniformS_20	3demes	1
0.09304493753496178	Region3_Region3	migrationRate	150	uniformS_20	3demes	1
NA	Region2_Region3	migrationRate	150	uniformS_20	3demes	1
0.1405940594059406	Region1	locationFrequency	150	uniformS_20	3demes	1
0.6118811881188119	Region2	locationFrequency	150	uniformS_20	3demes	1
0.24752475247524752	Region3	locationFrequency	150	uniformS_20	3demes	1
1989.715068	NA	mrcaDate	150	uniformS_20	3demes	1
Region1	NA	mrcaLocation	150	uniformS_20	3demes	1
29.35890500000005	NA	treeHeight	150	uniformS_20	3demes	1
1184.0	Region1_Region1	migrationCount	150	maxPerRegion_20	3demes	1
7.0	Region1_Region2	migrationCount	150	maxPerRegion_20	3demes	1
4.0	Region1_Region3	migrationCount	150	maxPerRegion_20	3demes	1
13.0	Region2_Region1	migrationCount	150	maxPerRegion_20	3demes	1
1582.0	Region2_Region2	migrationCount	150	maxPerRegion_20	3demes	1
3.0	Region2_Region3	migrationCount	150	maxPerRegion_20	3demes	1
2.0	Region3_Region1	migrationCount	150	maxPerRegion_20	3demes	1
6.0	Region3_Region2	migrationCount	150	maxPerRegion_20	3demes	1
1577.0	Region3_Region3	migrationCount	150	maxPerRegion_20	3demes	1
0.11113196921344096	Region1_Region1	migrationRate	150	maxPerRegion_20	3demes	1
0.000657030223390276	Region1_Region2	migrationRate	150	maxPerRegion_20	3demes	1
0.00037544584193730055	Region1_Region3	migrationRate	150	maxPerRegion_20	3demes	1
0.0012201989862962268	Region2_Region1	migrationRate	150	maxPerRegion_20	3demes	1
0.14848883048620237	Region2_Region2	migrationRate	150	maxPerRegion_20	3demes	1
0.0002815843814529754	Region2_Region3	migrationRate	150	maxPerRegion_20	3demes	1
0.00018772292096865028	Region3_Region1	migrationRate	150	maxPerRegion_20	3demes	1
0.0005631687629059508	Region3_Region2	migrationRate	150	maxPerRegion_20	3demes	1
0.14801952318378073	Region3_Region3	migrationRate	150	maxPerRegion_20	3demes	1
0.27386934673366836	Region1	locationFrequency	150	maxPerRegion_20	3demes	1
0.36432160804020103	Region2	locationFrequency	150	maxPerRegion_20	3demes	1
0.36180904522613067	Region3	locationFrequency	150	maxPerRegion_20	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegion_20	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegion_20	3demes	1
29.161644000000024	NA	treeHeight	150	maxPerRegion_20	3demes	1
850.0	Region1_Region1	migrationCount	150	maxPerRegionYear_20	3demes	1
16.0	Region1_Region2	migrationCount	150	maxPerRegionYear_20	3demes	1
2.0	Region1_Region3	migrationCount	150	maxPerRegionYear_20	3demes	1
11.0	Region2_Region1	migrationCount	150	maxPerRegionYear_20	3demes	1
1518.0	Region2_Region2	migrationCount	150	maxPerRegionYear_20	3demes	1
1.0	Region2_Region3	migrationCount	150	maxPerRegionYear_20	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegionYear_20	3demes	1
11.0	Region3_Region2	migrationCount	150	maxPerRegionYear_20	3demes	1
1483.0	Region3_Region3	migrationCount	150	maxPerRegionYear_20	3demes	1
0.07933544894530521	Region1_Region1	migrationRate	150	maxPerRegionYear_20	3demes	1
0.0014933731566175099	Region1_Region2	migrationRate	150	maxPerRegionYear_20	3demes	1
0.00018667164457718873	Region1_Region3	migrationRate	150	maxPerRegionYear_20	3demes	1
0.001026694045174538	Region2_Region1	migrationRate	150	maxPerRegionYear_20	3demes	1
0.14168377823408623	Region2_Region2	migrationRate	150	maxPerRegionYear_20	3demes	1
9.333582228859437e-05	Region2_Region3	migrationRate	150	maxPerRegionYear_20	3demes	1
0.0002800074668657831	Region3_Region1	migrationRate	150	maxPerRegionYear_20	3demes	1
0.001026694045174538	Region3_Region2	migrationRate	150	maxPerRegionYear_20	3demes	1
0.13841702445398543	Region3_Region3	migrationRate	150	maxPerRegionYear_20	3demes	1
0.22182284980744543	Region1	locationFrequency	150	maxPerRegionYear_20	3demes	1
0.39666238767650835	Region2	locationFrequency	150	maxPerRegionYear_20	3demes	1
0.3815147625160462	Region3	locationFrequency	150	maxPerRegionYear_20	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegionYear_20	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegionYear_20	3demes	1
29.32602799999995	NA	treeHeight	150	maxPerRegionYear_20	3demes	1
357.0	Region1_Region1	migrationCount	150	uniformS_50	3demes	1
12.0	Region1_Region2	migrationCount	150	uniformS_50	3demes	1
3.0	Region2_Region1	migrationCount	150	uniformS_50	3demes	1
2472.0	Region2_Region2	migrationCount	150	uniformS_50	3demes	1
1.0	Region3_Region1	migrationCount	150	uniformS_50	3demes	1
9.0	Region3_Region2	migrationCount	150	uniformS_50	3demes	1
665.0	Region3_Region3	migrationCount	150	uniformS_50	3demes	1
NA	Region1_Region3	migrationCount	150	uniformS_50	3demes	1
NA	Region2_Region3	migrationCount	150	uniformS_50	3demes	1
0.041862101313320826	Region1_Region1	migrationRate	150	uniformS_50	3demes	1
0.0014071294559099437	Region1_Region2	migrationRate	150	uniformS_50	3demes	1
0.00035178236397748593	Region2_Region1	migrationRate	150	uniformS_50	3demes	1
0.2898686679174484	Region2_Region2	migrationRate	150	uniformS_50	3demes	1
0.00011726078799249531	Region3_Region1	migrationRate	150	uniformS_50	3demes	1
0.0010553470919324578	Region3_Region2	migrationRate	150	uniformS_50	3demes	1
0.07797842401500939	Region3_Region3	migrationRate	150	uniformS_50	3demes	1
NA	Region1_Region3	migrationRate	150	uniformS_50	3demes	1
NA	Region2_Region3	migrationRate	150	uniformS_50	3demes	1
0.10258596192100028	Region1	locationFrequency	150	uniformS_50	3demes	1
0.7084398976982097	Region2	locationFrequency	150	uniformS_50	3demes	1
0.18897414038079	Region3	locationFrequency	150	uniformS_50	3demes	1
1995.682192	NA	mrcaDate	150	uniformS_50	3demes	1
Region3	NA	mrcaLocation	150	uniformS_50	3demes	1
23.34246600000006	NA	treeHeight	150	uniformS_50	3demes	1
1010.0	Region1_Region1	migrationCount	150	maxPerRegion_50	3demes	1
9.0	Region1_Region2	migrationCount	150	maxPerRegion_50	3demes	1
3.0	Region1_Region3	migrationCount	150	maxPerRegion_50	3demes	1
8.0	Region2_Region1	migrationCount	150	maxPerRegion_50	3demes	1
1406.0	Region2_Region2	migrationCount	150	maxPerRegion_50	3demes	1
3.0	Region2_Region3	migrationCount	150	maxPerRegion_50	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegion_50	3demes	1
8.0	Region3_Region2	migrationCount	150	maxPerRegion_50	3demes	1
1774.0	Region3_Region3	migrationCount	150	maxPerRegion_50	3demes	1
0.09433962264150944	Region1_Region1	migrationRate	150	maxPerRegion_50	3demes	1
0.0008406501027461236	Region1_Region2	migrationRate	150	maxPerRegion_50	3demes	1
0.00028021670091537453	Region1_Region3	migrationRate	150	maxPerRegion_50	3demes	1
0.0007472445357743321	Region2_Region1	migrationRate	150	maxPerRegion_50	3demes	1
0.13132822716233888	Region2_Region2	migrationRate	150	maxPerRegion_50	3demes	1
0.00028021670091537453	Region2_Region3	migrationRate	150	maxPerRegion_50	3demes	1
0.00028021670091537453	Region3_Region1	migrationRate	150	maxPerRegion_50	3demes	1
0.0007472445357743321	Region3_Region2	migrationRate	150	maxPerRegion_50	3demes	1
0.16570147580795816	Region3_Region3	migrationRate	150	maxPerRegion_50	3demes	1
0.24171401515151514	Region1	locationFrequency	150	maxPerRegion_50	3demes	1
0.3368844696969697	Region2	locationFrequency	150	maxPerRegion_50	3demes	1
0.42140151515151514	Region3	locationFrequency	150	maxPerRegion_50	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegion_50	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegion_50	3demes	1
29.304110000000037	NA	treeHeight	150	maxPerRegion_50	3demes	1
1018.0	Region1_Region1	migrationCount	150	maxPerRegionYear_50	3demes	1
17.0	Region1_Region2	migrationCount	150	maxPerRegionYear_50	3demes	1
3.0	Region1_Region3	migrationCount	150	maxPerRegionYear_50	3demes	1
8.0	Region2_Region1	migrationCount	150	maxPerRegionYear_50	3demes	1
1666.0	Region2_Region2	migrationCount	150	maxPerRegionYear_50	3demes	1
3.0	Region2_Region3	migrationCount	150	maxPerRegionYear_50	3demes	1
3.0	Region3_Region1	migrationCount	150	maxPerRegionYear_50	3demes	1
9.0	Region3_Region2	migrationCount	150	maxPerRegionYear_50	3demes	1
1542.0	Region3_Region3	migrationCount	150	maxPerRegionYear_50	3demes	1
0.09491841491841492	Region1_Region1	migrationRate	150	maxPerRegionYear_50	3demes	1
0.001585081585081585	Region1_Region2	migrationRate	150	maxPerRegionYear_50	3demes	1
0.0002797202797202797	Region1_Region3	migrationRate	150	maxPerRegionYear_50	3demes	1
0.0007459207459207459	Region2_Region1	migrationRate	150	maxPerRegionYear_50	3demes	1
0.15533799533799533	Region2_Region2	migrationRate	150	maxPerRegionYear_50	3demes	1
0.0002797202797202797	Region2_Region3	migrationRate	150	maxPerRegionYear_50	3demes	1
0.0002797202797202797	Region3_Region1	migrationRate	150	maxPerRegionYear_50	3demes	1
0.0008391608391608392	Region3_Region2	migrationRate	150	maxPerRegionYear_50	3demes	1
0.1437762237762238	Region3_Region3	migrationRate	150	maxPerRegionYear_50	3demes	1
0.2410400562192551	Region1	locationFrequency	150	maxPerRegionYear_50	3demes	1
0.39634574841883347	Region2	locationFrequency	150	maxPerRegionYear_50	3demes	1
0.3626141953619115	Region3	locationFrequency	150	maxPerRegionYear_50	3demes	1
1989.715068	NA	mrcaDate	150	maxPerRegionYear_50	3demes	1
Region1	NA	mrcaLocation	150	maxPerRegionYear_50	3demes	1
29.35616499999992	NA	treeHeight	150	maxPerRegionYear_50	3demes	1
1506.0	Region1_Region1	migrationCount	500	uniformS_2.5	3demes	1
21.0	Region1_Region2	migrationCount	500	uniformS_2.5	3demes	1
3.0	Region1_Region3	migrationCount	500	uniformS_2.5	3demes	1
14.0	Region2_Region1	migrationCount	500	uniformS_2.5	3demes	1
3724.0	Region2_Region2	migrationCount	500	uniformS_2.5	3demes	1
3.0	Region2_Region3	migrationCount	500	uniformS_2.5	3demes	1
