value	parameterChar	parameter	nSeq	protocol	matrix	nSim
16.0	Region2_Region3	migrationCount	500	maxPerRegionYear_10	3demes	14
2.0	Region3_Region1	migrationCount	500	maxPerRegionYear_10	3demes	14
2.0	Region3_Region2	migrationCount	500	maxPerRegionYear_10	3demes	14
670.0	Region3_Region3	migrationCount	500	maxPerRegionYear_10	3demes	14
0.23707748799548065	Region1_Region1	migrationRate	500	maxPerRegionYear_10	3demes	14
0.004519348460596931	Region1_Region2	migrationRate	500	maxPerRegionYear_10	3demes	14
0.00028245927878730817	Region1_Region3	migrationRate	500	maxPerRegionYear_10	3demes	14
0.003012898973731287	Region2_Region1	migrationRate	500	maxPerRegionYear_10	3demes	14
0.35561623199322095	Region2_Region2	migrationRate	500	maxPerRegionYear_10	3demes	14
0.0015064494868656435	Region2_Region3	migrationRate	500	maxPerRegionYear_10	3demes	14
0.00018830618585820544	Region3_Region1	migrationRate	500	maxPerRegionYear_10	3demes	14
0.00018830618585820544	Region3_Region2	migrationRate	500	maxPerRegionYear_10	3demes	14
0.06308257226249882	Region3_Region3	migrationRate	500	maxPerRegionYear_10	3demes	14
0.36106395019807586	Region1	locationFrequency	500	maxPerRegionYear_10	3demes	14
0.5414544425580079	Region2	locationFrequency	500	maxPerRegionYear_10	3demes	14
0.09748160724391625	Region3	locationFrequency	500	maxPerRegionYear_10	3demes	14
1989.969863	NA	mrcaDate	500	maxPerRegionYear_10	3demes	14
Region1	NA	mrcaLocation	500	maxPerRegionYear_10	3demes	14
29.071232999999893	NA	treeHeight	500	maxPerRegionYear_10	3demes	14
1152.0	Region1_Region1	migrationCount	500	uniformS_20	3demes	14
46.0	Region1_Region2	migrationCount	500	uniformS_20	3demes	14
2.0	Region1_Region3	migrationCount	500	uniformS_20	3demes	14
14.0	Region2_Region1	migrationCount	500	uniformS_20	3demes	14
5406.0	Region2_Region2	migrationCount	500	uniformS_20	3demes	14
6.0	Region2_Region3	migrationCount	500	uniformS_20	3demes	14
1.0	Region3_Region1	migrationCount	500	uniformS_20	3demes	14
4.0	Region3_Region2	migrationCount	500	uniformS_20	3demes	14
118.0	Region3_Region3	migrationCount	500	uniformS_20	3demes	14
0.10933940774487472	Region1_Region1	migrationRate	500	uniformS_20	3demes	14
0.0043659832953682615	Region1_Region2	migrationRate	500	uniformS_20	3demes	14
0.00018982536066818528	Region1_Region3	migrationRate	500	uniformS_20	3demes	14
0.0013287775246772968	Region2_Region1	migrationRate	500	uniformS_20	3demes	14
0.5130979498861048	Region2_Region2	migrationRate	500	uniformS_20	3demes	14
0.0005694760820045558	Region2_Region3	migrationRate	500	uniformS_20	3demes	14
9.491268033409264e-05	Region3_Region1	migrationRate	500	uniformS_20	3demes	14
0.00037965072133637056	Region3_Region2	migrationRate	500	uniformS_20	3demes	14
0.011199696279422931	Region3_Region3	migrationRate	500	uniformS_20	3demes	14
0.17291450585271892	Region1	locationFrequency	500	uniformS_20	3demes	14
0.8084160616387613	Region2	locationFrequency	500	uniformS_20	3demes	14
0.01866943250851978	Region3	locationFrequency	500	uniformS_20	3demes	14
1989.969863	NA	mrcaDate	500	uniformS_20	3demes	14
Region1	NA	mrcaLocation	500	uniformS_20	3demes	14
28.838355999999976	NA	treeHeight	500	uniformS_20	3demes	14
2157.0	Region1_Region1	migrationCount	500	maxPerRegion_20	3demes	14
39.0	Region1_Region2	migrationCount	500	maxPerRegion_20	3demes	14
3.0	Region1_Region3	migrationCount	500	maxPerRegion_20	3demes	14
33.0	Region2_Region1	migrationCount	500	maxPerRegion_20	3demes	14
4543.0	Region2_Region2	migrationCount	500	maxPerRegion_20	3demes	14
12.0	Region2_Region3	migrationCount	500	maxPerRegion_20	3demes	14
1.0	Region3_Region1	migrationCount	500	maxPerRegion_20	3demes	14
3.0	Region3_Region2	migrationCount	500	maxPerRegion_20	3demes	14
653.0	Region3_Region3	migrationCount	500	maxPerRegion_20	3demes	14
0.2034329906630199	Region1_Region1	migrationRate	500	maxPerRegion_20	3demes	14
0.0036782042818070356	Region1_Region2	migrationRate	500	maxPerRegion_20	3demes	14
0.00028293879090823354	Region1_Region3	migrationRate	500	maxPerRegion_20	3demes	14
0.003112326699990569	Region2_Region1	migrationRate	500	maxPerRegion_20	3demes	14
0.42846364236536827	Region2_Region2	migrationRate	500	maxPerRegion_20	3demes	14
0.0011317551636329342	Region2_Region3	migrationRate	500	maxPerRegion_20	3demes	14
9.431293030274451e-05	Region3_Region1	migrationRate	500	maxPerRegion_20	3demes	14
0.00028293879090823354	Region3_Region2	migrationRate	500	maxPerRegion_20	3demes	14
0.06158634348769216	Region3_Region3	migrationRate	500	maxPerRegion_20	3demes	14
0.29433100483610963	Region1	locationFrequency	500	maxPerRegion_20	3demes	14
0.6159322944653413	Region2	locationFrequency	500	maxPerRegion_20	3demes	14
0.08973670069854917	Region3	locationFrequency	500	maxPerRegion_20	3demes	14
1989.969863	NA	mrcaDate	500	maxPerRegion_20	3demes	14
Region1	NA	mrcaLocation	500	maxPerRegion_20	3demes	14
29.021917999999914	NA	treeHeight	500	maxPerRegion_20	3demes	14
2222.0	Region1_Region1	migrationCount	500	maxPerRegionYear_20	3demes	14
50.0	Region1_Region2	migrationCount	500	maxPerRegionYear_20	3demes	14
3.0	Region1_Region3	migrationCount	500	maxPerRegionYear_20	3demes	14
33.0	Region2_Region1	migrationCount	500	maxPerRegionYear_20	3demes	14
4093.0	Region2_Region2	migrationCount	500	maxPerRegionYear_20	3demes	14
12.0	Region2_Region3	migrationCount	500	maxPerRegionYear_20	3demes	14
1.0	Region3_Region1	migrationCount	500	maxPerRegionYear_20	3demes	14
3.0	Region3_Region2	migrationCount	500	maxPerRegionYear_20	3demes	14
653.0	Region3_Region3	migrationCount	500	maxPerRegionYear_20	3demes	14
0.20944481100952023	Region1_Region1	migrationRate	500	maxPerRegionYear_20	3demes	14
0.004712979545668771	Region1_Region2	migrationRate	500	maxPerRegionYear_20	3demes	14
0.0002827787727401263	Region1_Region3	migrationRate	500	maxPerRegionYear_20	3demes	14
0.003110566500141389	Region2_Region1	migrationRate	500	maxPerRegionYear_20	3demes	14
0.38580450560844565	Region2_Region2	migrationRate	500	maxPerRegionYear_20	3demes	14
0.0011311150909605052	Region2_Region3	migrationRate	500	maxPerRegionYear_20	3demes	14
9.425959091337543e-05	Region3_Region1	migrationRate	500	maxPerRegionYear_20	3demes	14
0.0002827787727401263	Region3_Region2	migrationRate	500	maxPerRegionYear_20	3demes	14
0.061551512866434156	Region3_Region3	migrationRate	500	maxPerRegionYear_20	3demes	14
0.3190947666195191	Region1	locationFrequency	500	maxPerRegionYear_20	3demes	14
0.5864214992927864	Region2	locationFrequency	500	maxPerRegionYear_20	3demes	14
0.09448373408769449	Region3	locationFrequency	500	maxPerRegionYear_20	3demes	14
1989.969863	NA	mrcaDate	500	maxPerRegionYear_20	3demes	14
Region1	NA	mrcaLocation	500	maxPerRegionYear_20	3demes	14
29.03835600000002	NA	treeHeight	500	maxPerRegionYear_20	3demes	14
1056.0	Region1_Region1	migrationCount	500	uniformS_50	3demes	14
41.0	Region1_Region2	migrationCount	500	uniformS_50	3demes	14
1.0	Region1_Region3	migrationCount	500	uniformS_50	3demes	14
10.0	Region2_Region1	migrationCount	500	uniformS_50	3demes	14
5273.0	Region2_Region2	migrationCount	500	uniformS_50	3demes	14
5.0	Region2_Region3	migrationCount	500	uniformS_50	3demes	14
1.0	Region3_Region1	migrationCount	500	uniformS_50	3demes	14
3.0	Region3_Region2	migrationCount	500	uniformS_50	3demes	14
169.0	Region3_Region3	migrationCount	500	uniformS_50	3demes	14
0.10024681982153029	Region1_Region1	migrationRate	500	uniformS_50	3demes	14
0.003892158724131384	Region1_Region2	migrationRate	500	uniformS_50	3demes	14
9.493070058857034e-05	Region1_Region3	migrationRate	500	uniformS_50	3demes	14
0.0009493070058857034	Region2_Region1	migrationRate	500	uniformS_50	3demes	14
0.5005695842035314	Region2_Region2	migrationRate	500	uniformS_50	3demes	14
0.0004746535029428517	Region2_Region3	migrationRate	500	uniformS_50	3demes	14
9.493070058857034e-05	Region3_Region1	migrationRate	500	uniformS_50	3demes	14
0.000284792101765711	Region3_Region2	migrationRate	500	uniformS_50	3demes	14
0.016043288399468388	Region3_Region3	migrationRate	500	uniformS_50	3demes	14
0.16267723738374754	Region1	locationFrequency	500	uniformS_50	3demes	14
0.8106418661381308	Region2	locationFrequency	500	uniformS_50	3demes	14
0.026680896478121666	Region3	locationFrequency	500	uniformS_50	3demes	14
1989.969863	NA	mrcaDate	500	uniformS_50	3demes	14
Region1	NA	mrcaLocation	500	uniformS_50	3demes	14
28.832877000000053	NA	treeHeight	500	uniformS_50	3demes	14
1529.0	Region1_Region1	migrationCount	500	maxPerRegion_50	3demes	14
42.0	Region1_Region2	migrationCount	500	maxPerRegion_50	3demes	14
1.0	Region1_Region3	migrationCount	500	maxPerRegion_50	3demes	14
17.0	Region2_Region1	migrationCount	500	maxPerRegion_50	3demes	14
4891.0	Region2_Region2	migrationCount	500	maxPerRegion_50	3demes	14
7.0	Region2_Region3	migrationCount	500	maxPerRegion_50	3demes	14
1.0	Region3_Region1	migrationCount	500	maxPerRegion_50	3demes	14
3.0	Region3_Region2	migrationCount	500	maxPerRegion_50	3demes	14
381.0	Region3_Region3	migrationCount	500	maxPerRegion_50	3demes	14
0.14420447043289636	Region1_Region1	migrationRate	500	maxPerRegion_50	3demes	14
0.003961143072715269	Region1_Region2	migrationRate	500	maxPerRegion_50	3demes	14
9.431293030274451e-05	Region1_Region3	migrationRate	500	maxPerRegion_50	3demes	14
0.0016033198151466565	Region2_Region1	migrationRate	500	maxPerRegion_50	3demes	14
0.4612845421107234	Region2_Region2	migrationRate	500	maxPerRegion_50	3demes	14
0.0006601905121192116	Region2_Region3	migrationRate	500	maxPerRegion_50	3demes	14
9.431293030274451e-05	Region3_Region1	migrationRate	500	maxPerRegion_50	3demes	14
0.00028293879090823354	Region3_Region2	migrationRate	500	maxPerRegion_50	3demes	14
0.035933226445345655	Region3_Region3	migrationRate	500	maxPerRegion_50	3demes	14
0.22511641443539	Region1	locationFrequency	500	maxPerRegion_50	3demes	14
0.7182770663562281	Region2	locationFrequency	500	maxPerRegion_50	3demes	14
0.05660651920838184	Region3	locationFrequency	500	maxPerRegion_50	3demes	14
1989.969863	NA	mrcaDate	500	maxPerRegion_50	3demes	14
Region1	NA	mrcaLocation	500	maxPerRegion_50	3demes	14
29.021917999999914	NA	treeHeight	500	maxPerRegion_50	3demes	14
1656.0	Region1_Region1	migrationCount	500	maxPerRegionYear_50	3demes	14
57.0	Region1_Region2	migrationCount	500	maxPerRegionYear_50	3demes	14
1.0	Region1_Region3	migrationCount	500	maxPerRegionYear_50	3demes	14
15.0	Region2_Region1	migrationCount	500	maxPerRegionYear_50	3demes	14
4549.0	Region2_Region2	migrationCount	500	maxPerRegionYear_50	3demes	14
7.0	Region2_Region3	migrationCount	500	maxPerRegionYear_50	3demes	14
1.0	Region3_Region1	migrationCount	500	maxPerRegionYear_50	3demes	14
3.0	Region3_Region2	migrationCount	500	maxPerRegionYear_50	3demes	14
371.0	Region3_Region3	migrationCount	500	maxPerRegionYear_50	3demes	14
0.1559175218905941	Region1_Region1	migrationRate	500	maxPerRegionYear_50	3demes	14
0.005366726296958855	Region1_Region2	migrationRate	500	maxPerRegionYear_50	3demes	14
9.415309292910272e-05	Region1_Region3	migrationRate	500	maxPerRegionYear_50	3demes	14
0.0014122963939365409	Region2_Region1	migrationRate	500	maxPerRegionYear_50	3demes	14
0.4283024197344883	Region2_Region2	migrationRate	500	maxPerRegionYear_50	3demes	14
0.000659071650503719	Region2_Region3	migrationRate	500	maxPerRegionYear_50	3demes	14
9.415309292910272e-05	Region3_Region1	migrationRate	500	maxPerRegionYear_50	3demes	14
0.00028245927878730817	Region3_Region2	migrationRate	500	maxPerRegionYear_50	3demes	14
0.03493079747669711	Region3_Region3	migrationRate	500	maxPerRegionYear_50	3demes	14
0.2510510510510511	Region1	locationFrequency	500	maxPerRegionYear_50	3demes	14
0.692042042042042	Region2	locationFrequency	500	maxPerRegionYear_50	3demes	14
0.056906906906906904	Region3	locationFrequency	500	maxPerRegionYear_50	3demes	14
1989.969863	NA	mrcaDate	500	maxPerRegionYear_50	3demes	14
Region1	NA	mrcaLocation	500	maxPerRegionYear_50	3demes	14
29.071232999999893	NA	treeHeight	500	maxPerRegionYear_50	3demes	14
1334.0	Region1_Region1	migrationCount	150	uniform	3demes	14
26.0	Region1_Region2	migrationCount	150	uniform	3demes	14
2.0	Region1_Region3	migrationCount	150	uniform	3demes	14
19.0	Region2_Region1	migrationCount	150	uniform	3demes	14
2299.0	Region2_Region2	migrationCount	150	uniform	3demes	14
7.0	Region2_Region3	migrationCount	150	uniform	3demes	14
1.0	Region3_Region1	migrationCount	150	uniform	3demes	14
2.0	Region3_Region2	migrationCount	150	uniform	3demes	14
295.0	Region3_Region3	migrationCount	150	uniform	3demes	14
0.12549388523047977	Region1_Region1	migrationRate	150	uniform	3demes	14
0.0024459078080903106	Region1_Region2	migrationRate	150	uniform	3demes	14
0.00018814675446848542	Region1_Region3	migrationRate	150	uniform	3demes	14
0.0017873941674506114	Region2_Region1	migrationRate	150	uniform	3demes	14
0.216274694261524	Region2_Region2	migrationRate	150	uniform	3demes	14
0.000658513640639699	Region2_Region3	migrationRate	150	uniform	3demes	14
9.407337723424271e-05	Region3_Region1	migrationRate	150	uniform	3demes	14
0.00018814675446848542	Region3_Region2	migrationRate	150	uniform	3demes	14
0.027751646284101598	Region3_Region3	migrationRate	150	uniform	3demes	14
0.3397741530740276	Region1	locationFrequency	150	uniform	3demes	14
0.5839397741530741	Region2	locationFrequency	150	uniform	3demes	14
0.07628607277289837	Region3	locationFrequency	150	uniform	3demes	14
1989.969863	NA	mrcaDate	150	uniform	3demes	14
Region1	NA	mrcaLocation	150	uniform	3demes	14
29.095890000000054	NA	treeHeight	150	uniform	3demes	14
2352.0	Region1_Region1	migrationCount	500	uniform	3demes	14
46.0	Region1_Region2	migrationCount	500	uniform	3demes	14
3.0	Region1_Region3	migrationCount	500	uniform	3demes	14
29.0	Region2_Region1	migrationCount	500	uniform	3demes	14
4397.0	Region2_Region2	migrationCount	500	uniform	3demes	14
9.0	Region2_Region3	migrationCount	500	uniform	3demes	14
1.0	Region3_Region1	migrationCount	500	uniform	3demes	14
3.0	Region3_Region2	migrationCount	500	uniform	3demes	14
543.0	Region3_Region3	migrationCount	500	uniform	3demes	14
0.22140638237785937	Region1_Region1	migrationRate	500	uniform	3demes	14
0.004330226866233644	Region1_Region2	migrationRate	500	uniform	3demes	14
0.0002824060999717594	Region1_Region3	migrationRate	500	uniform	3demes	14
0.002729925633060341	Region2_Region1	migrationRate	500	uniform	3demes	14
0.413913207191942	Region2_Region2	migrationRate	500	uniform	3demes	14
0.0008472182999152782	Region2_Region3	migrationRate	500	uniform	3demes	14
9.413536665725314e-05	Region3_Region1	migrationRate	500	uniform	3demes	14
0.0002824060999717594	Region3_Region2	migrationRate	500	uniform	3demes	14
0.05111550409488845	Region3_Region3	migrationRate	500	uniform	3demes	14
0.3226330759853718	Region1	locationFrequency	500	uniform	3demes	14
0.6021942299878098	Region2	locationFrequency	500	uniform	3demes	14
0.07517269402681837	Region3	locationFrequency	500	uniform	3demes	14
1989.969863	NA	mrcaDate	500	uniform	3demes	14
Region1	NA	mrcaLocation	500	uniform	3demes	14
29.076712000000043	NA	treeHeight	500	uniform	3demes	14
1146.0	Region1_Region1	migrationCount	150	biased_2.5	3demes	14
26.0	Region1_Region2	migrationCount	150	biased_2.5	3demes	14
1.0	Region1_Region3	migrationCount	150	biased_2.5	3demes	14
14.0	Region2_Region1	migrationCount	150	biased_2.5	3demes	14
2688.0	Region2_Region2	migrationCount	150	biased_2.5	3demes	14
7.0	Region2_Region3	migrationCount	150	biased_2.5	3demes	14
1.0	Region3_Region1	migrationCount	150	biased_2.5	3demes	14
1.0	Region3_Region2	migrationCount	150	biased_2.5	3demes	14
169.0	Region3_Region3	migrationCount	150	biased_2.5	3demes	14
0.10896643529523628	Region1_Region1	migrationRate	150	biased_2.5	3demes	14
0.002472187886279357	Region1_Region2	migrationRate	150	biased_2.5	3demes	14
9.508414947228297e-05	Region1_Region3	migrationRate	150	biased_2.5	3demes	14
0.0013311780926119616	Region2_Region1	migrationRate	150	biased_2.5	3demes	14
0.2555861937814966	Region2_Region2	migrationRate	150	biased_2.5	3demes	14
0.0006655890463059808	Region2_Region3	migrationRate	150	biased_2.5	3demes	14
9.508414947228297e-05	Region3_Region1	migrationRate	150	biased_2.5	3demes	14
9.508414947228297e-05	Region3_Region2	migrationRate	150	biased_2.5	3demes	14
0.016069221260815822	Region3_Region3	migrationRate	150	biased_2.5	3demes	14
0.28645447816432273	Region1	locationFrequency	150	biased_2.5	3demes	14
0.6698741672834937	Region2	locationFrequency	150	biased_2.5	3demes	14
0.043671354552183565	Region3	locationFrequency	150	biased_2.5	3demes	14
1990.156164	NA	mrcaDate	150	biased_2.5	3demes	14
Region1	NA	mrcaLocation	150	biased_2.5	3demes	14
28.786301999999978	NA	treeHeight	150	biased_2.5	3demes	14
1813.0	Region1_Region1	migrationCount	500	biased_2.5	3demes	14
45.0	Region1_Region2	migrationCount	500	biased_2.5	3demes	14
2.0	Region1_Region3	migrationCount	500	biased_2.5	3demes	14
24.0	Region2_Region1	migrationCount	500	biased_2.5	3demes	14
4771.0	Region2_Region2	migrationCount	500	biased_2.5	3demes	14
6.0	Region2_Region3	migrationCount	500	biased_2.5	3demes	14
1.0	Region3_Region1	migrationCount	500	biased_2.5	3demes	14
2.0	Region3_Region2	migrationCount	500	biased_2.5	3demes	14
433.0	Region3_Region3	migrationCount	500	biased_2.5	3demes	14
0.1703147017379051	Region1_Region1	migrationRate	500	biased_2.5	3demes	14
0.004227336777829967	Region1_Region2	migrationRate	500	biased_2.5	3demes	14
0.00018788163457022076	Region1_Region3	migrationRate	500	biased_2.5	3demes	14
0.002254579614842649	Region2_Region1	migrationRate	500	biased_2.5	3demes	14
0.44819163926726163	Region2_Region2	migrationRate	500	biased_2.5	3demes	14
0.0005636449037106623	Region2_Region3	migrationRate	500	biased_2.5	3demes	14
9.394081728511038e-05	Region3_Region1	migrationRate	500	biased_2.5	3demes	14
0.00018788163457022076	Region3_Region2	migrationRate	500	biased_2.5	3demes	14
0.0406763738844528	Region3_Region3	migrationRate	500	biased_2.5	3demes	14
0.2589826687332676	Region1	locationFrequency	500	biased_2.5	3demes	14
0.6788783993236579	Region2	locationFrequency	500	biased_2.5	3demes	14
0.06213893194307454	Region3	locationFrequency	500	biased_2.5	3demes	14
1989.89863	NA	mrcaDate	500	biased_2.5	3demes	14
Region1	NA	mrcaLocation	500	biased_2.5	3demes	14
29.13698599999998	NA	treeHeight	500	biased_2.5	3demes	14
1017.0	Region1_Region1	migrationCount	150	biased_5	3demes	14
30.0	Region1_Region2	migrationCount	150	biased_5	3demes	14
1.0	Region1_Region3	migrationCount	150	biased_5	3demes	14
12.0	Region2_Region1	migrationCount	150	biased_5	3demes	14
2738.0	Region2_Region2	migrationCount	150	biased_5	3demes	14
3.0	Region2_Region3	migrationCount	150	biased_5	3demes	14
1.0	Region3_Region1	migrationCount	150	biased_5	3demes	14
1.0	Region3_Region2	migrationCount	150	biased_5	3demes	14
50.0	Region3_Region3	migrationCount	150	biased_5	3demes	14
0.09588007919298576	Region1_Region1	migrationRate	150	biased_5	3demes	14
0.0028283209201470727	Region1_Region2	migrationRate	150	biased_5	3demes	14
9.427736400490242e-05	Region1_Region3	migrationRate	150	biased_5	3demes	14
0.001131328368058829	Region2_Region1	migrationRate	150	biased_5	3demes	14
0.2581314226454228	Region2_Region2	migrationRate	150	biased_5	3demes	14
0.0002828320920147073	Region2_Region3	migrationRate	150	biased_5	3demes	14
9.427736400490242e-05	Region3_Region1	migrationRate	150	biased_5	3demes	14
9.427736400490242e-05	Region3_Region2	migrationRate	150	biased_5	3demes	14
0.004713868200245121	Region3_Region3	migrationRate	150	biased_5	3demes	14
0.26732416298987804	Region1	locationFrequency	150	biased_5	3demes	14
0.7186607838048275	Region2	locationFrequency	150	biased_5	3demes	14
0.014015053205294576	Region3	locationFrequency	150	biased_5	3demes	14
1989.969863	NA	mrcaDate	150	biased_5	3demes	14
Region1	NA	mrcaLocation	150	biased_5	3demes	14
29.03287699999987	NA	treeHeight	150	biased_5	3demes	14
1497.0	Region1_Region1	migrationCount	500	biased_5	3demes	14
43.0	Region1_Region2	migrationCount	500	biased_5	3demes	14
1.0	Region1_Region3	migrationCount	500	biased_5	3demes	14
16.0	Region2_Region1	migrationCount	500	biased_5	3demes	14
5147.0	Region2_Region2	migrationCount	500	biased_5	3demes	14
5.0	Region2_Region3	migrationCount	500	biased_5	3demes	14
1.0	Region3_Region1	migrationCount	500	biased_5	3demes	14
3.0	Region3_Region2	migrationCount	500	biased_5	3demes	14
264.0	Region3_Region3	migrationCount	500	biased_5	3demes	14
0.14101356443104748	Region1_Region1	migrationRate	500	biased_5	3demes	14
0.004050489826676714	Region1_Region2	migrationRate	500	biased_5	3demes	14
9.419743782969103e-05	Region1_Region3	migrationRate	500	biased_5	3demes	14
0.0015071590052750565	Region2_Region1	migrationRate	500	biased_5	3demes	14
0.48483421250941977	Region2_Region2	migrationRate	500	biased_5	3demes	14
0.00047098718914845517	Region2_Region3	migrationRate	500	biased_5	3demes	14
9.419743782969103e-05	Region3_Region1	migrationRate	500	biased_5	3demes	14
0.0002825923134890731	Region3_Region2	migrationRate	500	biased_5	3demes	14
0.024868123587038434	Region3_Region3	migrationRate	500	biased_5	3demes	14
0.21699871004729826	Region1	locationFrequency	500	biased_5	3demes	14
0.7443027089006736	Region2	locationFrequency	500	biased_5	3demes	14
0.03869858105202809	Region3	locationFrequency	500	biased_5	3demes	14
1989.969863	NA	mrcaDate	500	biased_5	3demes	14
Region1	NA	mrcaLocation	500	biased_5	3demes	14
29.057534000000032	NA	treeHeight	500	biased_5	3demes	14
975.0	Region1_Region1	migrationCount	150	biased_10	3demes	14
28.0	Region1_Region2	migrationCount	150	biased_10	3demes	14
1.0	Region1_Region3	migrationCount	150	biased_10	3demes	14
12.0	Region2_Region1	migrationCount	150	biased_10	3demes	14
2897.0	Region2_Region2	migrationCount	150	biased_10	3demes	14
4.0	Region2_Region3	migrationCount	150	biased_10	3demes	14
1.0	Region3_Region1	migrationCount	150	biased_10	3demes	14
2.0	Region3_Region2	migrationCount	150	biased_10	3demes	14
67.0	Region3_Region3	migrationCount	150	biased_10	3demes	14
0.09353415195702226	Region1_Region1	migrationRate	150	biased_10	3demes	14
0.002686108979278588	Region1_Region2	migrationRate	150	biased_10	3demes	14
9.593246354566385e-05	Region1_Region3	migrationRate	150	biased_10	3demes	14
0.0011511895625479663	Region2_Region1	migrationRate	150	biased_10	3demes	14
0.2779163468917882	Region2_Region2	migrationRate	150	biased_10	3demes	14
0.0003837298541826554	Region2_Region3	migrationRate	150	biased_10	3demes	14
9.593246354566385e-05	Region3_Region1	migrationRate	150	biased_10	3demes	14
0.0001918649270913277	Region3_Region2	migrationRate	150	biased_10	3demes	14
0.006427475057559478	Region3_Region3	migrationRate	150	biased_10	3demes	14
0.24780536744419362	Region1	locationFrequency	150	biased_10	3demes	14
0.7341359418108854	Region2	locationFrequency	150	biased_10	3demes	14
0.01805869074492099	Region3	locationFrequency	150	biased_10	3demes	14
1990.156164	NA	mrcaDate	150	biased_10	3demes	14
Region1	NA	mrcaLocation	150	biased_10	3demes	14
28.53150699999992	NA	treeHeight	150	biased_10	3demes	14
1297.0	Region1_Region1	migrationCount	500	biased_10	3demes	14
41.0	Region1_Region2	migrationCount	500	biased_10	3demes	14
3.0	Region1_Region3	migrationCount	500	biased_10	3demes	14
12.0	Region2_Region1	migrationCount	500	biased_10	3demes	14
5267.0	Region2_Region2	migrationCount	500	biased_10	3demes	14
6.0	Region2_Region3	migrationCount	500	biased_10	3demes	14
1.0	Region3_Region1	migrationCount	500	biased_10	3demes	14
4.0	Region3_Region2	migrationCount	500	biased_10	3demes	14
196.0	Region3_Region3	migrationCount	500	biased_10	3demes	14
0.12264775413711584	Region1_Region1	migrationRate	500	biased_10	3demes	14
0.0038770685579196215	Region1_Region2	migrationRate	500	biased_10	3demes	14
0.00028368794326241134	Region1_Region3	migrationRate	500	biased_10	3demes	14
0.0011347517730496454	Region2_Region1	migrationRate	500	biased_10	3demes	14
0.4980614657210402	Region2_Region2	migrationRate	500	biased_10	3demes	14
0.0005673758865248227	Region2_Region3	migrationRate	500	biased_10	3demes	14
9.456264775413712e-05	Region3_Region1	migrationRate	500	biased_10	3demes	14
0.0003782505910165485	Region3_Region2	migrationRate	500	biased_10	3demes	14
0.018534278959810874	Region3_Region3	migrationRate	500	biased_10	3demes	14
0.19188516185733118	Region1	locationFrequency	500	biased_10	3demes	14
0.7780870074703383	Region2	locationFrequency	500	biased_10	3demes	14
0.030027830672330454	Region3	locationFrequency	500	biased_10	3demes	14
1989.969863	NA	mrcaDate	500	biased_10	3demes	14
Region1	NA	mrcaLocation	500	biased_10	3demes	14
28.945204999999987	NA	treeHeight	500	biased_10	3demes	14
819.0	Region1_Region1	migrationCount	150	biased_20	3demes	14
30.0	Region1_Region2	migrationCount	150	biased_20	3demes	14
1.0	Region1_Region3	migrationCount	150	biased_20	3demes	14
9.0	Region2_Region1	migrationCount	150	biased_20	3demes	14
2885.0	Region2_Region2	migrationCount	150	biased_20	3demes	14
3.0	Region2_Region3	migrationCount	150	biased_20	3demes	14
1.0	Region3_Region1	migrationCount	150	biased_20	3demes	14
2.0	Region3_Region2	migrationCount	150	biased_20	3demes	14
74.0	Region3_Region3	migrationCount	150	biased_20	3demes	14
0.07875	Region1_Region1	migrationRate	150	biased_20	3demes	14
0.0028846153846153848	Region1_Region2	migrationRate	150	biased_20	3demes	14
9.615384615384615e-05	Region1_Region3	migrationRate	150	biased_20	3demes	14
0.0008653846153846154	Region2_Region1	migrationRate	150	biased_20	3demes	14
0.27740384615384617	Region2_Region2	migrationRate	150	biased_20	3demes	14
0.0002884615384615385	Region2_Region3	migrationRate	150	biased_20	3demes	14
9.615384615384615e-05	Region3_Region1	migrationRate	150	biased_20	3demes	14
0.0001923076923076923	Region3_Region2	migrationRate	150	biased_20	3demes	14
0.007115384615384615	Region3_Region3	migrationRate	150	biased_20	3demes	14
0.21678870292887029	Region1	locationFrequency	150	biased_20	3demes	14
0.7628138075313807	Region2	locationFrequency	150	biased_20	3demes	14
0.020397489539748955	Region3	locationFrequency	150	biased_20	3demes	14
1990.156164	NA	mrcaDate	150	biased_20	3demes	14
Region1	NA	mrcaLocation	150	biased_20	3demes	14
28.46575400000006	NA	treeHeight	150	biased_20	3demes	14
1273.0	Region1_Region1	migrationCount	500	biased_20	3demes	14
52.0	Region1_Region2	migrationCount	500	biased_20	3demes	14
1.0	Region1_Region3	migrationCount	500	biased_20	3demes	14
16.0	Region2_Region1	migrationCount	500	biased_20	3demes	14
5254.0	Region2_Region2	migrationCount	500	biased_20	3demes	14
3.0	Region2_Region3	migrationCount	500	biased_20	3demes	14
1.0	Region3_Region1	migrationCount	500	biased_20	3demes	14
2.0	Region3_Region2	migrationCount	500	biased_20	3demes	14
111.0	Region3_Region3	migrationCount	500	biased_20	3demes	14
0.12049219119734975	Region1_Region1	migrationRate	500	biased_20	3demes	14
0.0049219119734973974	Region1_Region2	migrationRate	500	biased_20	3demes	14
9.46521533364884e-05	Region1_Region3	migrationRate	500	biased_20	3demes	14
0.0015144344533838145	Region2_Region1	migrationRate	500	biased_20	3demes	14
0.49730241362991007	Region2_Region2	migrationRate	500	biased_20	3demes	14
0.00028395646000946523	Region2_Region3	migrationRate	500	biased_20	3demes	14
