regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	1999.9900646091005	1993.2707817673383	2005.1852880124436	1992.953219361395	1993.2781046257476	1993.4941640509155	1993.86200874458	1994.1663038814663	1994.5108710217905	1994.8131347770902	1995.1173874128347	1995.7180728936823	2001.3878681693868	2002.0130167524542	2002.278687414513	2002.4898424390447	2002.681880607729	2002.9245663892932	2003.218695473805	2003.6166058880544	2004.142377688036	2004.4020875270392	2004.683964146826	2004.9807919478333	2005.202778341285	2005.4281302848915	dta	1	150	uniformS_10
Region2	2013.9909477408858	2012.7082962846591	2015.1976477823737	2012.2605574621168	2012.608149872399	2012.7794611776667	2013.067372928197	2013.3159978426322	2013.44465033934	2013.5764448099228	2013.6942788723793	2013.8171782863844	2013.8910822680268	2013.9759551056177	2014.0414374009288	2014.1174050453367	2014.1902407313216	2014.2723003940932	2014.3597723848168	2014.4485725495288	2014.5458511798574	2014.6590322198572	2014.812500921462	2014.9975870055723	2015.1514919825106	2015.3408349424699	dta	1	150	uniformS_10
Region3	1993.3265614331865	1992.1796022669434	1994.4048289394054	1991.652567399355	1992.0199588212058	1992.242861202262	1992.5086681889095	1992.7111081822964	1992.8329144015038	1992.9770011652984	1993.0561965621896	1993.1621574344822	1993.2233592009457	1993.3001613383633	1993.384454975162	1993.4599733796874	1993.527460586213	1993.5957730452117	1993.676864540287	1993.7513698196842	1993.8630258409262	1993.975889292198	1994.0928584234516	1994.2274105112185	1994.3273411850766	1994.3659190112842	dta	1	150	uniformS_10
Region1	2006.8184122742605	1988.330800945591	2018.7104383483725	1987.7703134700328	1988.1168319340293	1988.4253732775937	1988.7415380882999	1988.9563006200592	1989.1637466026805	1989.4180636588162	1996.383702886776	1997.7287204740257	1999.4363307419085	2014.4000358125486	2017.245797245569	2017.482797320092	2017.748015267704	2017.8851304223135	2018.0282795579867	2018.1457751241333	2018.2305176796133	2018.3277210692752	2018.4205166171291	2018.5439441088201	2018.6605497602861	2018.7108426357877	dta	1	150	maxPerRegionYear_20
Region2	1998.836165897643	1988.1194208802965	2018.8004903321673	1987.716527918743	1987.978801512546	1988.2040116713922	1988.4275863386574	1988.5418371410176	1988.6612212113878	1988.7850936662903	1988.859047201843	1988.9439779446243	1989.0236416151208	1989.0918636509998	1989.1724328342148	1989.2510646622352	1989.3806504491445	1989.6915325804848	2016.7453729444367	2017.6309583417374	2018.0170370844944	2018.202676545987	2018.4103870301112	2018.5690084101182	2018.7333707461264	2018.8722563072486	dta	1	150	maxPerRegionYear_20
Region3	2011.8744007705584	1988.1713334044885	2015.239290329869	1987.5563679559218	1987.9866627265824	1988.4692522040461	2012.9240847439137	2013.298135174082	2013.5329471266973	2013.6498018196721	2013.7546375824663	2013.8893029114558	2013.953398717697	2014.023645769504	2014.0844776603694	2014.1465497304066	2014.2217215081662	2014.2911322874077	2014.365765265913	2014.43905333876	2014.5363676357688	2014.6516309975677	2014.7564756761974	2014.972361521012	2015.1923973377163	2015.4936787958482	dta	1	150	maxPerRegionYear_20
Region1	2011.0630375109401	1988.6563704712523	2018.527477250677	1987.9987511594584	1988.4090806258062	1988.8380815799478	1989.3408833945996	1989.8061325852143	1990.361522062465	2015.7526707985226	2016.377966728999	2016.628329970214	2016.789230413945	2016.9360656828849	2017.0682304347092	2017.2224767522973	2017.3559190367216	2017.4779431701065	2017.5808295711638	2017.69757595096	2017.7945754932412	2017.9143168403498	2018.0626763812652	2018.2746686448702	2018.416494126007	2018.5277487339727	dta	1	150	uniform
Region2	2003.6429989990495	1995.340131632834	2010.557281426567	1993.8096617371602	1995.0588711253113	1995.650762070037	1996.32691580249	1996.865517895441	1997.542232484868	1998.2633871752919	1999.0257280243668	1999.6882626789336	2000.2904963299147	2000.9711479366308	2001.8586916310685	2008.1421159263555	2008.5391937473394	2008.8505366556135	2009.0872562862319	2009.2605989907347	2009.4715019763898	2009.6761602346348	2009.9085450780135	2010.1493272968603	2010.4102862746688	2010.7490154991083	dta	1	150	uniform
Region3	1994.7948766655022	1987.3812425966928	2015.7269223389221	1986.8018487656573	1987.3640961062324	1987.7435794263813	1988.1149332361222	1988.3592685441165	1988.5342858585045	1988.6892541035636	1988.8333622384268	1988.956270311381	1989.0614826266237	1989.1692269652679	1989.2979463118809	1989.4187721110745	1989.5039235468253	1989.5958990102108	1989.7796268018176	1990.1174834884864	2013.946122917816	2014.6114969746247	2015.1090821928874	2015.4992023897157	2015.7180036182162	2015.9979116570933	dta	1	150	uniform
Region1	1994.281847675516	1992.0038847864503	1996.3450897676676	1991.3365415636097	1992.0225731246614	1992.4396154613628	1992.7744548280173	1993.1261964885098	1993.3259639218493	1993.560750640271	1993.7424429662544	1993.923624406408	1994.061640843402	1994.2073101402518	1994.3224689559206	1994.4772070064935	1994.6124159642427	1994.7374391112899	1994.8611988159455	1995.0379846229005	1995.2285909434634	1995.4586232819152	1995.6802700828207	1996.0860954918278	1996.3861689754735	1996.809139238135	dta	1	150	biased_10
