regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	2002.7337905874822	1996.453834242132	2014.120155694728	1996.3578594991263	1996.572164866365	1996.8140765133355	1997.1666019565198	1997.3596396745916	1997.506291761073	1997.6506200245956	1997.798112666462	1997.9156670503978	1998.0152782379544	1998.1556033606307	1998.3606611436248	1998.596027938877	2002.754039358064	2003.4524679195881	2004.0334205248273	2011.7161861469485	2012.3978695145104	2012.7580438238733	2013.2781639309874	2013.8809177770497	2014.3893417025083	2014.625179575298	mascot	1	150	uniformS_10
Region2	2013.3162750474353	2005.4306332274855	2015.523318999099	2004.2297136460725	2004.7197991319501	2005.5144318196544	2012.5435267007313	2012.9786870968915	2013.2050516976253	2013.332713365178	2013.4894320236942	2013.6126467629797	2013.7027199445813	2013.8029120147612	2013.8921277369227	2013.9941645707452	2014.0886115130727	2014.1498127610519	2014.2309953252031	2014.320788636558	2014.4090409758537	2014.5167762060714	2014.607533580297	2014.857778912186	2014.9953450099003	2015.1785795375504	mascot	1	150	uniformS_10
Region3	1993.3142873112017	1992.1697731008535	1994.3539757965489	1991.7679487973846	1992.0270814332468	1992.237096010406	1992.4862004390268	1992.6662578029825	1992.8042874328273	1992.9094090137983	1993.035733215902	1993.1062196555254	1993.1959354080072	1993.2573995030327	1993.3533393184216	1993.4275921855399	1993.495034186808	1993.5581698075016	1993.6189246630595	1993.690261128025	1993.7830832634327	1993.9102474501476	1994.0175997829556	1994.1666605719647	1994.2765482918608	1994.3845470800695	mascot	1	150	uniformS_10
Region1	2003.3550259561327	1988.2796109415315	2018.8091612901046	1987.781621634359	1988.0912821665966	1988.3303173092959	1988.6409946031968	1988.8390101796435	1988.9948148609772	1989.1091145388384	1989.2544550961265	1989.4596334566857	1998.2876736357935	2000.052416919489	2002.593512539927	2007.2892420234164	2008.4185883304062	2017.1938719638122	2017.6831091486615	2017.8948608043427	2018.04544228838	2018.1801112647963	2018.3336903391591	2018.5209268757178	2018.6740932653781	2018.7986469595132	mascot	1	150	maxPerRegionYear_20
Region2	2008.205084818837	1988.4514431073453	2018.857167812264	1987.9752007648412	1988.1958889235555	1988.4878261003132	1988.7623933364112	1988.95626868963	1989.0631106480687	1989.246528995471	1989.4439239032379	2010.3747843793124	2016.2686248047528	2017.0965357102398	2017.5294220219935	2017.7340257430712	2017.8973183227552	2018.0062615876886	2018.121482742317	2018.2321491148434	2018.3311059380703	2018.450139301832	2018.5566548934212	2018.710853435551	2018.7865998346817	2018.8545549326632	mascot	1	150	maxPerRegionYear_20
Region3	2006.6598846846293	1987.1505647821011	2015.283094355677	1987.1606168661312	1987.61492971867	1987.878942498297	1988.2117897810324	1988.508400917155	1988.704369834916	1988.9439786094024	2012.385338572182	2013.4266738321944	2013.690308893289	2013.814814311448	2013.9269638916876	2014.0254936077633	2014.1245122271687	2014.2191262330198	2014.3068761827956	2014.4267681212852	2014.506996211659	2014.6325423171113	2014.8449530541416	2015.1758706660135	2017.6287551908385	2018.4224784004966	mascot	1	150	maxPerRegionYear_20
Region1	2016.5038711451007	2010.3969490038642	2018.935464494306	1989.6169356460325	2008.5006419188467	2010.3931422781666	2015.9675842328593	2016.3265286403632	2016.5443529461738	2016.727137394221	2016.8369176137317	2016.9555038457618	2017.075448910827	2017.1808545448498	2017.2775281507536	2017.3854073719187	2017.4423318841132	2017.5414810907955	2017.6454669910695	2017.751306468937	2017.8529180060234	2017.9562061122467	2018.1523250803405	2018.389218084873	2018.5346587248316	2018.6999186484188	mascot	1	150	uniform
Region2	2006.9649002757262	2003.9809191672396	2010.0947262774225	2003.3746975780084	2004.1002513355709	2004.4117103353562	2004.878845904271	2005.1204729838246	2005.3061128645918	2005.5394123205365	2005.800024027003	2006.001719445451	2006.276214393468	2006.5155758294325	2006.9012000176433	2007.2436842056811	2007.6401490971489	2007.9199025158057	2008.1231523510767	2008.2979653830607	2008.526299157432	2008.8308572761612	2009.1378194824347	2009.600261046115	2010.243985160709	2011.001688755204	mascot	1	150	uniform
Region3	1989.2955058629884	1987.249632517625	1990.3798689085863	1986.9095366549031	1987.2509863992511	1987.620683077643	1987.932224958354	1988.1290500284542	1988.2544719887894	1988.4338926540065	1988.5739444330284	1988.6828963366934	1988.7639968802446	1988.8585078993506	1988.9668523872338	1989.063477766005	1989.1364160711084	1989.243006025163	1989.337920406573	1989.441906510391	1989.537130128192	1989.735300155842	1989.897259722639	1990.2250936846478	1990.388897255344	2014.1109050698174	mascot	1	150	uniform
Region1	1996.519465844329	1987.7151366809608	2009.930741967578	1987.918203541828	1988.9297587331016	1990.3685586511142	1991.8487512005195	1992.4148489024908	1992.75469109979	1993.0156168877838	1993.2531713353	1993.4855744066128	1993.6759564340598	1993.8996669577741	1994.1827563318604	1994.4640552069934	1994.819932674527	1995.5274047062542	1996.6512425357205	1999.0915393491916	2000.4286983781255	2002.836742871599	2007.5303890303092	2009.5636577435741	2011.673020727399	2013.1617318210567	mascot	1	150	biased_10
Region2	2008.7691820414568	1987.9231599719465	2016.9550329147576	1986.756241911804	1987.3589204067987	1988.0719861642126	1988.5890229238066	1989.2170222513425	1989.770853093033	2012.522095912514	2013.3951563685796	2013.8277923592416	2014.0441090329268	2014.2865162449507	2014.4971027400625	2014.6851954413894	2014.9185539107518	2015.065049171377	2015.2291545387232	2015.3971254480393	2015.5756453665872	2015.785777812121	2016.030656778716	2016.3684019079121	2016.550238776487	2016.8724027927144	mascot	1	150	biased_10
Region3	1994.9236119420248	1986.6674700551403	2014.2293655270742	1985.9674513467178	1986.4943162760223	1986.8551779043978	1987.3273036295202	1987.6175212462133	1987.8551551285245	1988.0738316696184	1988.299020719353	1988.5139108113028	1988.6722758986052	1988.8543167183257	1989.017869489915	1989.2306378820188	1989.4768558240394	1989.7469149171034	1990.1776375244312	2009.5377889769313	2011.3335100835125	2012.2392341754035	2012.9625590260457	2013.6044373338707	2014.1103480215786	2014.6383306313887	mascot	1	150	biased_10
Region1	1995.9335412855671	1987.5949080211944	2018.4155820256565	1986.9035456868442	1987.2467105558117	1987.6856440524298	1988.1159520834083	1988.3467719036908	1988.5254432187294	1988.6847948880331	1988.840706826773	1988.9883729395847	1989.1077570852694	1989.2340992851373	1989.3716546046842	1989.499617686035	1989.6687606931457	1989.8506865801724	1990.1449422847759	2008.4636408903652	2014.5496159787585	2016.513121323805	2017.1892673726607	2017.8473671744948	2018.1505777897391	2018.4158025740116	mascot	1	150	maxPerRegion_20
Region2	2007.3440254391887	2004.7413586120347	2017.8852347012867	1988.2566288394428	1989.3371895331022	2004.9759937164656	2006.0484226267597	2006.435815518554	2006.6816045668681	2006.8493797648102	2007.006563381622	2007.1623942846902	2007.2897522990695	2007.415159224172	2007.5490994737156	2007.6859585497905	2007.803660461246	2007.9639554602672	2008.1053708000843	2008.3042109960938	2008.5535438597558	2008.8378472259742	2009.4104918311473	2015.1106803935668	2017.2793774158324	2017.7063312298253	mascot	1	150	maxPerRegion_20
Region3	2008.3119804035348	1987.689483707991	2015.440676149509	1987.2633947757106	1987.7082728000971	1988.1404483370345	1988.7777462574581	1989.114850064346	1989.9383758610927	2012.1622380864933	2012.748523679498	2013.0485369343503	2013.2715061358128	2013.4505629700159	2013.6167981331587	2013.7531503804053	2013.939702877018	2014.0734589739018	2014.2341370971526	2014.3381745569577	2014.4634814615038	2014.6155093337145	2014.8437118268432	2015.109822509237	2015.4813889418658	2016.9591469211293	mascot	1	150	maxPerRegion_20
Region1	2002.015118542141	1993.2883264550758	2014.914467223064	1993.3128352419026	1993.816216034698	1994.2318644543411	1994.740461981128	1995.276634183885	1999.1366554726217	1999.6856774623047	2000.036988844737	2000.2020131837003	2000.3899353991726	2000.5563442205746	2000.703512617467	2000.8922416104256	2001.100490394395	2001.2599423336408	2001.4701263017223	2001.9271654981849	2004.621744612176	2011.2526032510266	2013.2352726956567	2014.3967500836748	2016.307228933724	2017.3479408200415	mascot	1	150	biased_50
Region2	2014.366296423334	1994.5585074544335	2018.0000021850094	1993.8671289425254	1994.359804474122	1994.8764542175345	2007.318521111245	2014.746253638557	2015.5024401597939	2015.8215939774539	2016.0233900520466	2016.2065589140782	2016.355318539693	2016.4521867468388	2016.5398367857156	2016.6335555335327	2016.736320884665	2016.8472949870625	2016.9439194652061	2017.0743172351615	2017.1719766005456	2017.3344195742816	2017.49441156103	2017.717482626787	2017.9423575704886	2018.2384022383828	mascot	1	150	biased_50
Region3	1998.6755277071084	1992.216696353668	2015.8607951645329	1992.6482523768007	1993.144898749117	1993.4579162315872	1993.8493536606943	1994.080572462457	1994.2338853483316	1994.3779232944514	1994.5101493468514	1994.6489217017952	1994.7770361957325	1994.9123773541337	1995.0897708159646	1995.2301688323291	1995.3693411695913	1995.534459925158	1995.817813738731	2004.1174573996345	2005.4950788216127	2006.1793508803653	2012.6647813741506	2015.7927601527304	2017.0727134357983	2017.412097347939	mascot	1	150	biased_50
Region1	2004.7031066230725	1986.858883270642	2018.6352543512517	1986.0394645456104	1986.5061096267186	1987.0508867668823	1987.6339767486622	1988.0427120874954	1988.310881384934	1988.6966946629755	1989.1451891375355	1992.637355143001	1997.6950875468926	2002.9512287967852	2014.952935086613	2015.825182595581	2016.2256939798456	2016.4846580523838	2016.7278769974976	2016.946244510724	2017.2019338595758	2017.4570499244237	2017.8048486722432	2018.2472559897535	2018.4738849772125	2018.6611359183853	mascot	1	150	uniformS_20
Region2	2002.9904147432828	1986.4036174183602	2016.5238945506837	1986.2405799769156	1986.5492811320005	1987.0321501755534	1987.547348953754	1987.9319911810612	1988.3937393164504	1989.1987841820069	2001.7564011555032	2002.5549196363945	2003.1573489192667	2003.7061208211408	2004.4984897612335	2007.6097878397695	2008.4691835100475	2009.181165911964	2010.4715476084943	2011.3736831507724	2012.02400473038	2012.6695687171136	2013.2589643943388	2015.9862723001336	2017.0329857614759	2017.7956553886168	mascot	1	150	uniformS_20
Region3	2001.0939649492284	1985.7669769054462	2013.82596820848	1985.7858033435336	1986.2640900927654	1986.688840077194	1987.1422223542058	1987.4957987743273	1987.8860907465773	1988.1840165740991	1988.5732559101616	1989.0317194327545	2004.0014444841022	2005.6935831709645	2006.4711113688154	2007.1722640395876	2007.7684761713435	2008.5413956287869	2009.4221746463045	2010.1224453277023	2010.8300610112121	2011.8521845623209	2012.617634031326	2013.4558066464076	2016.4489595931527	2017.299036586758	mascot	1	150	uniformS_20
Region1	2014.4418640115646	1989.2485266665658	2018.8158611250076	1988.5261585734056	1988.907592288957	1989.322405145206	1993.9047214995373	2016.3862449656492	2017.031892605597	2017.2341103474137	2017.3745338775288	2017.5048857410272	2017.5931154213097	2017.6974809178487	2017.7582624470624	2017.8270350264268	2017.8986257278877	2017.9681416389142	2018.0387996456793	2018.1144478017104	2018.1842497504715	2018.287016033603	2018.4140404551813	2018.56866449485	2018.6945630803802	2018.8045025994497	mascot	1	150	maxPerRegionYear_10
Region2	1994.5004769362947	1988.4265546584102	2018.8125775270182	1987.9596789093382	1988.250523651706	1988.4769808210415	1988.7135026380981	1988.8341605999722	1988.9183600137524	1989.0068047640502	1989.0789196300443	1989.152814422169	1989.2266583232874	1989.288664121911	1989.3410842941807	1989.419153864286	1989.489428028109	1989.561913761898	1989.650025678883	1989.7779059476977	1997.7874426709577	2017.535263624904	2018.0415387660782	2018.497319720797	2018.6753829044521	2018.8113151611565	mascot	1	150	maxPerRegionYear_10
Region3	2012.5046926373436	1988.3145944066998	2016.963258751261	1988.09331303236	1988.3466398017308	1988.6374564770026	1989.226618053216	2014.9140143758382	2015.3014076384643	2015.4464672530887	2015.5448010034368	2015.6580963156703	2015.7486171926246	2015.843283341247	2015.9217748928795	2016.0035577226422	2016.0800932504862	2016.1530925119068	2016.2134277246112	2016.2674335579964	2016.3644292387166	2016.4654970167082	2016.584766475702	2016.8180409761383	2017.0517554353419	2018.2329516120508	mascot	1	150	maxPerRegionYear_10
Region1	2002.4348236437913	1988.7757409531384	2018.634451747705	1988.4585453372638	1988.6915572760888	1988.8881269768788	1989.1425645942356	1989.301036792397	1989.4176704245715	1989.5370143132327	1989.6476713701743	1989.7506703837348	1989.8559463527674	1989.9411434109181	1990.067136844535	1999.9685391512521	2017.2398639453943	2017.5738093276243	2017.7792658307105	2017.9447261422906	2018.1141206330917	2018.2363790251875	2018.3709873675307	2018.5223888006956	2018.609548393386	2018.7185588587931	mascot	1	150	maxPerRegion_10
Region2	1998.3889509751398	1988.3002146223944	2017.5705615350598	1988.312472450895	1988.488368397307	1988.7967308549044	1989.1124913310514	1989.31181404648	1989.5019213194264	1989.746807327814	1994.5042009582198	1995.6936623182844	1996.5849298228604	1997.3420521725873	1997.8449358569187	1998.6261504547222	1999.1720750320785	1999.528410919494	1999.813430084696	2000.1771397682853	2000.615627056027	2008.5052086257156	2015.6096594209394	2017.4146922756768	2018.1663160301218	2018.4434331426883	mascot	1	150	maxPerRegion_10
Region3	2010.8631967175118	1988.4975689551818	2016.9849212133836	1988.196872299121	1988.5422662148887	1988.7348546511994	1989.1042989291805	1989.4713897934237	2014.41294386321	2015.2426219537758	2015.4629751947452	2015.625244152255	2015.7602704837664	2015.8479736784648	2015.9313469585154	2016.0150772290672	2016.0801524869942	2016.1925391272775	2016.2739385179236	2016.3465810689277	2016.43340227625	2016.5389754063365	2016.6588909079119	2016.844186829246	2017.0521371371271	2017.2555815394828	mascot	1	150	maxPerRegion_10
Region1	2001.3138174446615	1987.2426249637956	2018.193416078563	1986.4750907559066	1986.8363332664755	1987.3047588061277	1987.8073729778723	1988.1094079616012	1988.4132746911002	1988.605640372592	1988.7952970047477	1988.9947032729297	1989.2099539330552	1989.390505610582	1989.6702166181622	2014.100031487862	2015.6057722850276	2016.1154992746735	2016.3957416279386	2016.6948863235903	2016.9624260128694	2017.1986862997187	2017.509663141611	2017.8165878640611	2017.9931119413113	2018.1838806879064	mascot	1	150	biased_20
Region2	2004.6608465884904	1987.193555991661	2013.4905416410318	1986.501024691787	1987.122536382165	1987.5861868795716	1988.1306197229194	1988.5764032573536	1989.0954051365775	2001.4243993998216	2007.5170050272889	2008.104494062722	2008.437862741743	2008.7532868149976	2009.020793556929	2009.264078151131	2009.4976207619582	2009.7409947554856	2010.050409816413	2010.8737970073994	2011.6639620095734	2012.1520637480398	2012.5474581118765	2013.12225297493	2013.4386266747977	2013.8953589938694	mascot	1	150	biased_20
Region3	2000.4102388735528	1986.9910902271924	2013.189839830437	1986.3046191266997	1986.9636226112368	1987.5755879506112	1988.1934670534931	1988.7828246692097	1989.4524781580278	1995.5061042056525	1996.625591192506	1997.4409044023291	1998.216842236708	1998.7945063276552	1999.3650413022785	2000.2848051766807	2002.0982625414633	2004.7231044065163	2006.2676861007274	2008.1901195844837	2009.6224751388052	2010.8384494745205	2011.9255380559298	2012.794936587243	2013.1869855288414	2013.9189014583237	mascot	1	150	biased_20
Region1	2008.6923884593725	1988.913813167654	2017.8323471489	1988.3942732106134	1988.714780403715	1989.0069220678934	1989.3341335042915	1989.6118734728004	1989.8731491106118	1990.1630328851995	2014.5268836527384	2015.2442746079346	2015.5654559011575	2015.7635200314228	2015.9708455831023	2016.1331056530082	2016.2981500846379	2016.4407327048154	2016.6004950583435	2016.7801975056907	2016.9493219755097	2017.1204451029457	2017.2879636245277	2017.5219614508992	2017.7404143648128	2017.8831232710252	mascot	1	150	biased_2.5
Region2	1998.5742111574007	1988.0863002810079	2017.0331651003546	1987.8967502723215	1988.161539968087	1988.4746817203825	1988.805074241997	1989.0502074986732	1989.304191927374	1989.4643392538185	1989.6467381199845	1989.8506952856587	1990.1254723917384	1991.4590125640523	1992.1238880713177	1992.7278537660145	2005.1540441662573	2007.3555105613486	2007.9380678804846	2008.6446199326006	2010.3017626107496	2011.3080734517448	2013.2736205149215	2016.6541696776758	2017.188218747319	2017.5423103875141	mascot	1	150	biased_2.5
