regions	value	model	nSim	nSeq	protocol
Region1	1990.764384	simulation	30	500	uniformS_50
Region2	2014.391782	simulation	30	500	uniformS_50
Region3	2006.986302	simulation	30	500	uniformS_50
Region1	1990.435616	simulation	30	500	uniformS_10
Region2	2015.454794	simulation	30	500	uniformS_10
Region3	2003.797259	simulation	30	500	uniformS_10
Region1	1989.89589	simulation	30	500	maxPerRegion_50
Region2	2014.408218	simulation	30	500	maxPerRegion_50
Region3	2000.1726019999999	simulation	30	500	maxPerRegion_50
Region1	1990.435616	simulation	30	500	uniformS_5
Region2	2011.246575	simulation	30	500	uniformS_5
Region3	1995.052054	simulation	30	500	uniformS_5
Region1	1990.169863	simulation	30	500	maxPerRegionYear_20
Region2	2015.120548	simulation	30	500	maxPerRegionYear_20
Region3	2000.958904	simulation	30	500	maxPerRegionYear_20
Region1	1990.435616	simulation	30	500	biased_2.5
Region2	2006.3317920000002	simulation	30	500	biased_2.5
Region3	2001.503922	simulation	30	500	biased_2.5
Region1	1990.435616	simulation	30	500	maxPerRegion_10
Region2	2016.41685	simulation	30	500	maxPerRegion_10
Region3	2004.910001	simulation	30	500	maxPerRegion_10
Region1	1990.764384	simulation	30	500	biased_10
Region2	2013.6712340000001	simulation	30	500	biased_10
Region3	2000.158905	simulation	30	500	biased_10
Region1	1990.435616	simulation	30	500	uniformS_20
Region2	2013.013698	simulation	30	500	uniformS_20
Region3	2000.756164	simulation	30	500	uniformS_20
Region1	1990.435616	simulation	30	500	maxPerRegion_5
Region2	2013.118362	simulation	30	500	maxPerRegion_5
Region3	1997.249868	simulation	30	500	maxPerRegion_5
Region1	1990.435616	simulation	30	500	uniformS_2.5
Region2	2016.6027390000002	simulation	30	500	uniformS_2.5
Region3	1997.5452050000001	simulation	30	500	uniformS_2.5
Region1	1989.89589	simulation	30	500	maxPerRegionYear_50
Region2	2015.330308	simulation	30	500	maxPerRegionYear_50
Region3	2000.6535959999999	simulation	30	500	maxPerRegionYear_50
Region1	1990.435616	simulation	30	500	biased_50
Region2	2015.900493	simulation	30	500	biased_50
Region3	2001.075836	simulation	30	500	biased_50
Region1	1989.942466	simulation	30	500	maxPerRegion_2.5
Region2	2015.9561640000002	simulation	30	500	maxPerRegion_2.5
Region3	2004.4767120000001	simulation	30	500	maxPerRegion_2.5
Region1	1990.435616	simulation	30	500	maxPerRegionYear_10
Region2	2016.654794	simulation	30	500	maxPerRegionYear_10
Region3	2005.147945	simulation	30	500	maxPerRegionYear_10
Region1	1990.169863	simulation	30	500	maxPerRegion_20
Region2	2014.1780820000001	simulation	30	500	maxPerRegion_20
Region3	2000.958904	simulation	30	500	maxPerRegion_20
Region1	1990.435616	simulation	30	500	maxPerRegionYear_5
Region2	2016.6602730000002	simulation	30	500	maxPerRegionYear_5
Region3	1997.6794510000002	simulation	30	500	maxPerRegionYear_5
Region1	1989.942466	simulation	30	500	maxPerRegionYear_2.5
Region2	2016.454794	simulation	30	500	maxPerRegionYear_2.5
Region3	2015.337315	simulation	30	500	maxPerRegionYear_2.5
Region1	1990.435616	simulation	30	500	biased_5
Region2	2014.99178	simulation	30	500	biased_5
Region3	1996.046575	simulation	30	500	biased_5
Region1	1990.109589	simulation	28	500	maxPerRegion_10
Region2	2015.835617	simulation	28	500	maxPerRegion_10
Region3	1995.367123	simulation	28	500	maxPerRegion_10
Region1	1989.287671	simulation	28	500	uniformS_2.5
Region2	2018.208219	simulation	28	500	uniformS_2.5
Region3	1989.536986	simulation	28	500	uniformS_2.5
Region1	1989.287671	simulation	28	500	maxPerRegionYear_20
Region2	2018.1726040000003	simulation	28	500	maxPerRegionYear_20
Region3	1997.375342	simulation	28	500	maxPerRegionYear_20
Region1	1990.153425	simulation	28	500	uniform
Region2	2016.0876719999999	simulation	28	500	uniform
Region3	2009.1836150000001	simulation	28	500	uniform
Region1	1990.526027	simulation	28	500	biased_2.5
Region2	2016.3698630000001	simulation	28	500	biased_2.5
Region3	2003.3726030000003	simulation	28	500	biased_2.5
Region1	1989.287671	simulation	28	500	uniformS_50
Region2	2017.945206	simulation	28	500	uniformS_50
Region3	1992.465753	simulation	28	500	uniformS_50
Region1	1989.287671	simulation	28	500	biased_50
Region2	2017.378082	simulation	28	500	biased_50
Region3	2011.084931	simulation	28	500	biased_50
Region1	1989.287671	simulation	28	500	maxPerRegionYear_10
Region2	2018.1506860000002	simulation	28	500	maxPerRegionYear_10
Region3	1994.734246	simulation	28	500	maxPerRegionYear_10
Region1	1990.660274	simulation	28	500	maxPerRegion_2.5
Region2	2016.495891	simulation	28	500	maxPerRegion_2.5
Region3	2009.070058	simulation	28	500	maxPerRegion_2.5
Region1	1989.287671	simulation	28	500	maxPerRegionYear_5
Region2	2014.731506	simulation	28	500	maxPerRegionYear_5
Region3	2008.3260790000002	simulation	28	500	maxPerRegionYear_5
Region1	1989.287671	simulation	28	500	uniformS_5
Region2	2015.158904	simulation	28	500	uniformS_5
Region3	1989.435616	simulation	28	500	uniformS_5
Region1	1990.660274	simulation	28	500	uniformS_10
Region2	2016.284932	simulation	28	500	uniformS_10
Region3	2016.68705	simulation	28	500	uniformS_10
Region1	1989.287671	simulation	28	500	maxPerRegion_50
Region2	2018.172603	simulation	28	500	maxPerRegion_50
Region3	2007.981608	simulation	28	500	maxPerRegion_50
Region1	1989.287671	simulation	28	500	biased_5
Region2	2017.547945	simulation	28	500	biased_5
Region3	1992.0089230000003	simulation	28	500	biased_5
Region1	1990.956164	simulation	28	500	uniformS_20
Region2	2015.904109	simulation	28	500	uniformS_20
Region3	2003.249314	simulation	28	500	uniformS_20
Region1	1990.956164	simulation	28	500	biased_20
Region2	2016.460273	simulation	28	500	biased_20
Region3	2003.4054789999998	simulation	28	500	biased_20
Region1	1990.956164	simulation	28	500	biased_10
Region2	2016.09041	simulation	28	500	biased_10
Region3	2009.322337	simulation	28	500	biased_10
Region1	1989.287671	simulation	28	500	maxPerRegionYear_2.5
Region2	2018.2657540000002	simulation	28	500	maxPerRegionYear_2.5
Region3	2008.159652	simulation	28	500	maxPerRegionYear_2.5
Region1	1990.526027	simulation	28	500	maxPerRegion_5
Region2	2016.3698630000001	simulation	28	500	maxPerRegion_5
Region3	2009.4082720000004	simulation	28	500	maxPerRegion_5
Region1	1990.526027	simulation	28	500	maxPerRegion_20
Region2	2015.5890410000002	simulation	28	500	maxPerRegion_20
Region3	1998.539725	simulation	28	500	maxPerRegion_20
Region1	1989.287671	simulation	28	500	maxPerRegionYear_50
Region2	2017.09041	simulation	28	500	maxPerRegionYear_50
Region3	2008.137772	simulation	28	500	maxPerRegionYear_50
Region1	1989.230137	simulation	47	500	uniformS_2.5
Region2	2017.635616	simulation	47	500	uniformS_2.5
Region3	2000.591781	simulation	47	500	uniformS_2.5
Region1	1989.0	simulation	47	500	maxPerRegionYear_5
Region2	2018.380822	simulation	47	500	maxPerRegionYear_5
Region3	2010.0027400000001	simulation	47	500	maxPerRegionYear_5
Region1	1989.230137	simulation	47	500	uniformS_10
Region2	2016.5506850000002	simulation	47	500	uniformS_10
Region3	1999.8493150000002	simulation	47	500	uniformS_10
Region1	1989.230137	simulation	47	500	biased_50
Region2	2017.520548	simulation	47	500	biased_50
Region3	2000.150685	simulation	47	500	biased_50
Region1	1989.230137	simulation	47	500	uniformS_50
Region2	2017.547945	simulation	47	500	uniformS_50
Region3	1997.2219180000002	simulation	47	500	uniformS_50
Region1	1989.0	simulation	47	500	maxPerRegionYear_2.5
Region2	2017.6438360000002	simulation	47	500	maxPerRegionYear_2.5
Region3	2010.641096	simulation	47	500	maxPerRegionYear_2.5
Region1	1989.0	simulation	47	500	maxPerRegion_20
Region2	2017.408219	simulation	47	500	maxPerRegion_20
Region3	1998.8437979999999	simulation	47	500	maxPerRegion_20
Region1	1989.0	simulation	47	500	uniformS_20
Region2	2018.2	simulation	47	500	uniformS_20
Region3	1995.368635	simulation	47	500	uniformS_20
Region1	1989.230137	simulation	47	500	biased_20
Region2	2016.8328769999998	simulation	47	500	biased_20
Region3	2000.2191779999998	simulation	47	500	biased_20
Region1	1989.0	simulation	47	500	maxPerRegionYear_10
Region2	2017.7452059999998	simulation	47	500	maxPerRegionYear_10
Region3	2000.40274	simulation	47	500	maxPerRegionYear_10
Region1	1989.0	simulation	47	500	uniformS_5
Region2	2017.49863	simulation	47	500	uniformS_5
Region3	2009.824658	simulation	47	500	uniformS_5
Region1	1989.0	simulation	47	500	maxPerRegionYear_50
Region2	2018.739726	simulation	47	500	maxPerRegionYear_50
Region3	1999.5358709999998	simulation	47	500	maxPerRegionYear_50
Region1	1989.230137	simulation	47	500	biased_10
Region2	2017.6301369999999	simulation	47	500	biased_10
Region3	2000.50685	simulation	47	500	biased_10
Region1	1989.230137	simulation	47	500	biased_2.5
Region2	2011.9897	simulation	47	500	biased_2.5
Region3	2000.326027	simulation	47	500	biased_2.5
Region1	1989.230137	simulation	47	500	maxPerRegion_50
Region2	2017.1260269999998	simulation	47	500	maxPerRegion_50
Region3	1999.6728569999998	simulation	47	500	maxPerRegion_50
Region1	1989.230137	simulation	47	500	maxPerRegion_10
Region2	2012.0225770000002	simulation	47	500	maxPerRegion_10
Region3	2000.6054800000002	simulation	47	500	maxPerRegion_10
Region1	1989.0	simulation	47	500	biased_5
Region2	2017.832877	simulation	47	500	biased_5
Region3	1998.939629	simulation	47	500	biased_5
Region1	1989.230137	simulation	47	500	maxPerRegion_2.5
Region2	2012.0170970000001	simulation	47	500	maxPerRegion_2.5
Region3	2010.79726	simulation	47	500	maxPerRegion_2.5
Region1	1989.230137	simulation	47	500	maxPerRegion_5
Region2	2011.8339480000002	simulation	47	500	maxPerRegion_5
Region3	2010.1260280000001	simulation	47	500	maxPerRegion_5
Region1	1989.0	simulation	47	500	uniform
Region2	2017.7068490000001	simulation	47	500	uniform
Region3	1999.873972	simulation	47	500	uniform
Region1	1989.0	simulation	47	500	maxPerRegionYear_20
Region2	2018.334247	simulation	47	500	maxPerRegionYear_20
Region3	1999.461899	simulation	47	500	maxPerRegionYear_20
Region1	1989.391781	simulation	25	500	maxPerRegionYear_2.5
Region2	2016.0684939999999	simulation	25	500	maxPerRegionYear_2.5
Region3	2016.213699	simulation	25	500	maxPerRegionYear_2.5
Region1	2005.9999990000001	simulation	25	500	uniformS_5
Region2	1991.567123	simulation	25	500	uniformS_5
Region3	2005.183561	simulation	25	500	uniformS_5
Region1	1990.367123	simulation	25	500	uniform
Region2	2015.6648410000003	simulation	25	500	uniform
Region3	2015.527853	simulation	25	500	uniform
Region1	2005.347833	simulation	25	500	maxPerRegion_50
Region2	1992.040984	simulation	25	500	maxPerRegion_50
Region3	2010.440984	simulation	25	500	maxPerRegion_50
Region1	2013.1041099999998	simulation	25	500	maxPerRegionYear_20
Region2	1990.849315	simulation	25	500	maxPerRegionYear_20
Region3	2007.703564	simulation	25	500	maxPerRegionYear_20
Region1	1989.391781	simulation	25	500	biased_5
Region2	2015.8931510000002	simulation	25	500	biased_5
Region3	2007.9479450000001	simulation	25	500	biased_5
Region1	1990.646575	simulation	25	500	maxPerRegion_2.5
Region2	2016.923287	simulation	25	500	maxPerRegion_2.5
Region3	2008.3342460000001	simulation	25	500	maxPerRegion_2.5
Region1	2005.526028	simulation	25	500	uniformS_50
Region2	1991.841096	simulation	25	500	uniformS_50
Region3	2001.646576	simulation	25	500	uniformS_50
Region1	2005.09315	simulation	25	500	maxPerRegion_20
Region2	1990.849315	simulation	25	500	maxPerRegion_20
Region3	2007.204933	simulation	25	500	maxPerRegion_20
Region1	1990.736986	simulation	25	500	biased_20
Region2	2016.27565	simulation	25	500	biased_20
Region3	2007.930443	simulation	25	500	biased_20
Region1	1989.391781	simulation	25	500	maxPerRegion_10
Region2	2015.487672	simulation	25	500	maxPerRegion_10
Region3	2015.380822	simulation	25	500	maxPerRegion_10
Region1	2005.235617	simulation	25	500	biased_10
Region2	1990.978082	simulation	25	500	biased_10
Region3	2009.293151	simulation	25	500	biased_10
Region1	1990.367123	simulation	25	500	maxPerRegion_5
Region2	2016.772602	simulation	25	500	maxPerRegion_5
Region3	2012.013698	simulation	25	500	maxPerRegion_5
Region1	1990.367123	simulation	25	500	biased_50
Region2	2016.8657529999998	simulation	25	500	biased_50
Region3	1999.8849309999998	simulation	25	500	biased_50
Region1	2004.5099109999999	simulation	25	500	uniformS_20
Region2	1990.978082	simulation	25	500	uniformS_20
Region3	1998.991744	simulation	25	500	uniformS_20
Region1	1989.391781	simulation	25	500	uniformS_2.5
Region2	2014.526139	simulation	25	500	uniformS_2.5
Region3	2015.734246	simulation	25	500	uniformS_2.5
Region1	1989.391781	simulation	25	500	maxPerRegionYear_5
Region2	2016.0767130000002	simulation	25	500	maxPerRegionYear_5
Region3	2011.186301	simulation	25	500	maxPerRegionYear_5
Region1	1989.391781	simulation	25	500	maxPerRegionYear_10
Region2	2015.994521	simulation	25	500	maxPerRegionYear_10
Region3	2015.758904	simulation	25	500	maxPerRegionYear_10
Region1	1989.391781	simulation	25	500	uniformS_10
Region2	2015.884931	simulation	25	500	uniformS_10
Region3	2002.704446	simulation	25	500	uniformS_10
Region1	1990.367123	simulation	25	500	biased_2.5
Region2	2015.328767	simulation	25	500	biased_2.5
Region3	2002.104663	simulation	25	500	biased_2.5
Region1	2004.471233	simulation	25	500	maxPerRegionYear_50
Region2	1990.849315	simulation	25	500	maxPerRegionYear_50
Region3	2009.564384	simulation	25	500	maxPerRegionYear_50
Region1	1989.131507	simulation	29	500	maxPerRegionYear_5
Region2	2017.975343	simulation	29	500	maxPerRegionYear_5
Region3	2016.6493150000001	simulation	29	500	maxPerRegionYear_5
Region1	1989.131507	simulation	29	500	maxPerRegion_5
Region2	2016.994521	simulation	29	500	maxPerRegion_5
Region3	2016.2	simulation	29	500	maxPerRegion_5
Region1	1989.131507	simulation	29	500	uniformS_10
Region2	2017.224658	simulation	29	500	uniformS_10
Region3	2013.690411	simulation	29	500	uniformS_10
Region1	1989.131507	simulation	29	500	biased_5
Region2	2017.780822	simulation	29	500	biased_5
Region3	2016.021918	simulation	29	500	biased_5
Region1	1989.131507	simulation	29	500	biased_20
Region2	2017.5753419999999	simulation	29	500	biased_20
Region3	2016.676712	simulation	29	500	biased_20
Region1	1989.131507	simulation	29	500	uniformS_2.5
Region2	2018.095891	simulation	29	500	uniformS_2.5
Region3	2015.308504	simulation	29	500	uniformS_2.5
Region1	1989.131507	simulation	29	500	uniformS_50
Region2	2016.709589	simulation	29	500	uniformS_50
Region3	1996.323288	simulation	29	500	uniformS_50
Region1	1989.131507	simulation	29	500	maxPerRegion_10
Region2	2017.49315	simulation	29	500	maxPerRegion_10
Region3	2017.161644	simulation	29	500	maxPerRegion_10
Region1	1989.131507	simulation	29	500	maxPerRegion_2.5
Region2	2015.405495	simulation	29	500	maxPerRegion_2.5
Region3	2016.6849320000001	simulation	29	500	maxPerRegion_2.5
Region1	1989.131507	simulation	29	500	uniformS_5
Region2	2017.569864	simulation	29	500	uniformS_5
Region3	2014.8562470000002	simulation	29	500	uniformS_5
Region1	1989.131507	simulation	29	500	maxPerRegionYear_50
Region2	2018.312329	simulation	29	500	maxPerRegionYear_50
Region3	2016.7205480000002	simulation	29	500	maxPerRegionYear_50
Region1	1989.131507	simulation	29	500	biased_50
Region2	2018.353425	simulation	29	500	biased_50
Region3	2015.6398080000001	simulation	29	500	biased_50
Region1	1989.131507	simulation	29	500	uniformS_20
Region2	2017.3342460000001	simulation	29	500	uniformS_20
Region3	2015.523287	simulation	29	500	uniformS_20
Region1	1989.131507	simulation	29	500	maxPerRegion_50
Region2	2017.7506850000002	simulation	29	500	maxPerRegion_50
Region3	2016.3150690000002	simulation	29	500	maxPerRegion_50
Region1	1989.131507	simulation	29	500	maxPerRegionYear_10
Region2	2017.9753420000002	simulation	29	500	maxPerRegionYear_10
Region3	2017.2219180000002	simulation	29	500	maxPerRegionYear_10
Region1	1989.131507	simulation	29	500	biased_2.5
Region2	2017.819179	simulation	29	500	biased_2.5
Region3	2016.2273980000002	simulation	29	500	biased_2.5
Region1	1989.131507	simulation	29	500	maxPerRegion_20
Region2	2016.873973	simulation	29	500	maxPerRegion_20
Region3	2016.131507	simulation	29	500	maxPerRegion_20
Region1	1989.131507	simulation	29	500	uniform
Region2	2017.268494	simulation	29	500	uniform
Region3	2016.879453	simulation	29	500	uniform
Region1	1989.131507	simulation	29	500	maxPerRegionYear_20
Region2	2018.19452	simulation	29	500	maxPerRegionYear_20
Region3	2016.758904	simulation	29	500	maxPerRegionYear_20
Region1	1989.131507	simulation	29	500	maxPerRegionYear_2.5
Region2	2018.1753429999999	simulation	29	500	maxPerRegionYear_2.5
Region3	2017.265754	simulation	29	500	maxPerRegionYear_2.5
Region1	1989.131507	simulation	29	500	biased_10
Region2	2017.936987	simulation	29	500	biased_10
Region3	2015.969863	simulation	29	500	biased_10
Region1	1989.358904	simulation	41	500	maxPerRegion_20
Region2	2016.742466	simulation	41	500	maxPerRegion_20
Region3	2011.0246579999998	simulation	41	500	maxPerRegion_20
Region1	1989.358904	simulation	41	500	maxPerRegion_5
Region2	2016.934247	simulation	41	500	maxPerRegion_5
Region3	2009.942466	simulation	41	500	maxPerRegion_5
Region1	1989.358904	simulation	41	500	uniform
Region2	2016.972603	simulation	41	500	uniform
Region3	2009.920548	simulation	41	500	uniform
Region1	1989.358904	simulation	41	500	maxPerRegion_10
Region2	2015.950685	simulation	41	500	maxPerRegion_10
Region3	2009.257534	simulation	41	500	maxPerRegion_10
Region1	1989.358904	simulation	41	500	biased_10
Region2	2017.087671	simulation	41	500	biased_10
Region3	2010.0356160000001	simulation	41	500	biased_10
Region1	1989.358904	simulation	41	500	maxPerRegionYear_50
Region2	2017.569863	simulation	41	500	maxPerRegionYear_50
Region3	2009.9698629999998	simulation	41	500	maxPerRegionYear_50
Region1	1990.208219	simulation	41	500	uniformS_5
Region2	2017.945205	simulation	41	500	uniformS_5
Region3	2010.89315	simulation	41	500	uniformS_5
Region1	1989.358904	simulation	41	500	maxPerRegionYear_5
Region2	2017.424658	simulation	41	500	maxPerRegionYear_5
Region3	2010.068493	simulation	41	500	maxPerRegionYear_5
Region1	1990.523288	simulation	41	500	biased_50
Region2	2018.2383570000002	simulation	41	500	biased_50
Region3	2003.000001	simulation	41	500	biased_50
Region1	1989.358904	simulation	41	500	maxPerRegion_2.5
Region2	2017.1315069999998	simulation	41	500	maxPerRegion_2.5
Region3	2010.079452	simulation	41	500	maxPerRegion_2.5
Region1	1990.854795	simulation	41	500	maxPerRegion_50
Region2	2018.158905	simulation	41	500	maxPerRegion_50
Region3	2011.2602749999999	simulation	41	500	maxPerRegion_50
Region1	1989.358904	simulation	41	500	maxPerRegionYear_20
Region2	2017.9013690000002	simulation	41	500	maxPerRegionYear_20
Region3	2011.487364	simulation	41	500	maxPerRegionYear_20
Region1	1989.358904	simulation	41	500	uniformS_2.5
Region2	2016.808219	simulation	41	500	uniformS_2.5
Region3	2009.550685	simulation	41	500	uniformS_2.5
Region1	1989.358904	simulation	41	500	uniformS_10
Region2	2017.153425	simulation	41	500	uniformS_10
Region3	2007.861756	simulation	41	500	uniformS_10
Region1	1989.358904	simulation	41	500	uniformS_50
Region2	2017.063013	simulation	41	500	uniformS_50
Region3	2009.860274	simulation	41	500	uniformS_50
Region1	1989.358904	simulation	41	500	uniformS_20
Region2	2016.643836	simulation	41	500	uniformS_20
Region3	2009.7452059999998	simulation	41	500	uniformS_20
Region1	1989.358904	simulation	41	500	biased_20
Region2	2017.0136989999999	simulation	41	500	biased_20
Region3	2003.0630139999998	simulation	41	500	biased_20
Region1	1989.358904	simulation	41	500	biased_2.5
Region2	2016.9589039999998	simulation	41	500	biased_2.5
Region3	2009.7013699999998	simulation	41	500	biased_2.5
Region1	1989.358904	simulation	41	500	biased_5
Region2	2017.10411	simulation	41	500	biased_5
Region3	2010.112329	simulation	41	500	biased_5
Region1	1989.358904	simulation	41	500	maxPerRegionYear_10
Region2	2017.175342	simulation	41	500	maxPerRegionYear_10
Region3	2010.1232870000001	simulation	41	500	maxPerRegionYear_10
Region1	1989.358904	simulation	41	500	maxPerRegionYear_2.5
Region2	2017.1315069999998	simulation	41	500	maxPerRegionYear_2.5
Region3	2011.5584179999998	simulation	41	500	maxPerRegionYear_2.5
Region1	1989.347945	simulation	38	500	uniformS_50
Region2	2010.8904109999999	simulation	38	500	uniformS_50
Region3	2010.90411	simulation	38	500	uniformS_50
Region1	1989.0	simulation	38	500	maxPerRegionYear_10
Region2	2011.8774460000002	simulation	38	500	maxPerRegionYear_10
Region3	2006.613698	simulation	38	500	maxPerRegionYear_10
Region1	1989.347945	simulation	38	500	maxPerRegionYear_2.5
Region2	2013.736987	simulation	38	500	maxPerRegionYear_2.5
Region3	2009.082192	simulation	38	500	maxPerRegionYear_2.5
Region1	1989.347945	simulation	38	500	maxPerRegion_20
Region2	2009.0219180000001	simulation	38	500	maxPerRegion_20
Region3	2005.082191	simulation	38	500	maxPerRegion_20
Region1	1989.347945	simulation	38	500	uniformS_10
Region2	2009.8356159999998	simulation	38	500	uniformS_10
Region3	2004.561644	simulation	38	500	uniformS_10
Region1	1989.347945	simulation	38	500	maxPerRegion_50
Region2	2011.3495699999999	simulation	38	500	maxPerRegion_50
Region3	2006.00548	simulation	38	500	maxPerRegion_50
Region1	1989.347945	simulation	38	500	biased_10
Region2	2009.69589	simulation	38	500	biased_10
Region3	2004.616438	simulation	38	500	biased_10
Region1	1989.347945	simulation	38	500	maxPerRegionYear_20
Region2	2013.230137	simulation	38	500	maxPerRegionYear_20
Region3	2006.115068	simulation	38	500	maxPerRegionYear_20
Region1	1989.347945	simulation	38	500	maxPerRegion_10
Region2	2008.712329	simulation	38	500	maxPerRegion_10
Region3	2006.547945	simulation	38	500	maxPerRegion_10
Region1	1989.347945	simulation	38	500	uniformS_5
Region2	2011.620555	simulation	38	500	uniformS_5
Region3	2009.6821909999999	simulation	38	500	uniformS_5
Region1	1989.347945	simulation	38	500	maxPerRegion_5
Region2	2011.855527	simulation	38	500	maxPerRegion_5
Region3	2005.950684	simulation	38	500	maxPerRegion_5
Region1	1989.347945	simulation	38	500	biased_2.5
Region2	2010.202739	simulation	38	500	biased_2.5
Region3	2005.761643	simulation	38	500	biased_2.5
Region1	1989.347945	simulation	38	500	biased_20
Region2	2011.031514	simulation	38	500	biased_20
Region3	2003.742465	simulation	38	500	biased_20
Region1	1989.347945	simulation	38	500	uniformS_2.5
Region2	2009.063013	simulation	38	500	uniformS_2.5
Region3	2005.416438	simulation	38	500	uniformS_2.5
Region1	1989.347945	simulation	38	500	uniformS_20
Region2	2009.819178	simulation	38	500	uniformS_20
Region3	1995.506849	simulation	38	500	uniformS_20
Region1	1989.347945	simulation	38	500	maxPerRegion_2.5
Region2	2010.716161	simulation	38	500	maxPerRegion_2.5
Region3	2007.7945200000001	simulation	38	500	maxPerRegion_2.5
Region1	1989.347945	simulation	38	500	maxPerRegionYear_5
Region2	2011.9568980000001	simulation	38	500	maxPerRegionYear_5
Region3	2006.052054	simulation	38	500	maxPerRegionYear_5
Region1	1989.347945	simulation	38	500	uniform
Region2	2009.728767	simulation	38	500	uniform
Region3	2008.000052	simulation	38	500	uniform
Region1	1989.347945	simulation	38	500	biased_50
Region2	2011.91935	simulation	38	500	biased_50
Region3	NA	simulation	38	500	biased_50
Region1	1989.347945	simulation	38	500	maxPerRegionYear_50
Region2	2010.2328770000001	simulation	38	500	maxPerRegionYear_50
Region3	2006.528767	simulation	38	500	maxPerRegionYear_50
Region1	1989.347945	simulation	38	500	biased_5
Region2	2009.975342	simulation	38	500	biased_5
Region3	2004.668493	simulation	38	500	biased_5
Region1	2013.490412	simulation	23	500	biased_20
Region2	1990.413699	simulation	23	500	biased_20
Region3	2000.845431	simulation	23	500	biased_20
Region1	1989.515068	simulation	23	500	maxPerRegion_20
Region2	2017.323287	simulation	23	500	maxPerRegion_20
Region3	2014.879452	simulation	23	500	maxPerRegion_20
Region1	1989.515068	simulation	23	500	maxPerRegion_50
Region2	2018.4246569999998	simulation	23	500	maxPerRegion_50
Region3	2001.19726	simulation	23	500	maxPerRegion_50
Region1	1989.515068	simulation	23	500	uniform
Region2	2018.191781	simulation	23	500	uniform
Region3	2009.6000000000001	simulation	23	500	uniform
Region1	1989.515068	simulation	23	500	biased_2.5
Region2	2017.326027	simulation	23	500	biased_2.5
Region3	2000.991781	simulation	23	500	biased_2.5
Region1	1989.515068	simulation	23	500	biased_5
Region2	2018.323287	simulation	23	500	biased_5
Region3	2007.3068500000002	simulation	23	500	biased_5
Region1	2017.402739	simulation	23	500	maxPerRegionYear_10
Region2	1990.10137	simulation	23	500	maxPerRegionYear_10
Region3	2015.39452	simulation	23	500	maxPerRegionYear_10
Region1	2013.372603	simulation	23	500	uniformS_10
Region2	1990.287671	simulation	23	500	uniformS_10
Region3	2004.0821919999998	simulation	23	500	uniformS_10
Region1	1989.515068	simulation	23	500	biased_50
Region2	2018.2767119999999	simulation	23	500	biased_50
Region3	2000.550722	simulation	23	500	biased_50
Region1	2018.5068489999999	simulation	23	500	maxPerRegion_10
Region2	1991.221918	simulation	23	500	maxPerRegion_10
Region3	2016.378082	simulation	23	500	maxPerRegion_10
Region1	1989.515068	simulation	23	500	maxPerRegion_5
Region2	2015.7256009999999	simulation	23	500	maxPerRegion_5
Region3	2014.638356	simulation	23	500	maxPerRegion_5
Region1	1989.515068	simulation	23	500	uniformS_5
Region2	2017.484932	simulation	23	500	uniformS_5
Region3	2006.715068	simulation	23	500	uniformS_5
Region1	1989.515068	simulation	23	500	uniformS_50
Region2	2017.5753419999999	simulation	23	500	uniformS_50
Region3	2000.0207719999999	simulation	23	500	uniformS_50
Region1	1989.515068	simulation	23	500	maxPerRegionYear_5
Region2	2018.6986310000002	simulation	23	500	maxPerRegionYear_5
Region3	2013.375342	simulation	23	500	maxPerRegionYear_5
Region1	1989.515068	simulation	23	500	maxPerRegion_2.5
Region2	2017.369862	simulation	23	500	maxPerRegion_2.5
Region3	2009.758903	simulation	23	500	maxPerRegion_2.5
Region1	1989.515068	simulation	23	500	maxPerRegionYear_50
Region2	2018.5315070000001	simulation	23	500	maxPerRegionYear_50
Region3	2001.282191	simulation	23	500	maxPerRegionYear_50
Region1	1989.720548	simulation	23	500	biased_10
Region2	2018.493151	simulation	23	500	biased_10
Region3	2002.008219	simulation	23	500	biased_10
Region1	2013.520548	simulation	23	500	uniformS_20
Region2	1990.287671	simulation	23	500	uniformS_20
Region3	2002.10137	simulation	23	500	uniformS_20
Region1	1989.515068	simulation	23	500	maxPerRegionYear_20
Region2	2018.5369859999998	simulation	23	500	maxPerRegionYear_20
Region3	2014.972603	simulation	23	500	maxPerRegionYear_20
Region1	2016.347945	simulation	23	500	uniformS_2.5
Region2	1991.221918	simulation	23	500	uniformS_2.5
Region3	2011.479452	simulation	23	500	uniformS_2.5
Region1	1989.515068	simulation	23	500	maxPerRegionYear_2.5
Region2	2018.528767	simulation	23	500	maxPerRegionYear_2.5
Region3	2016.901369	simulation	23	500	maxPerRegionYear_2.5
Region1	1989.493151	simulation	42	500	uniformS_5
Region2	2017.4356169999999	simulation	42	500	uniformS_5
Region3	2006.901034	simulation	42	500	uniformS_5
Region1	1989.493151	simulation	42	500	uniformS_10
Region2	2017.4493149999998	simulation	42	500	uniformS_10
Region3	2011.0025529999998	simulation	42	500	uniformS_10
Region1	1989.493151	simulation	42	500	uniformS_2.5
Region2	2017.50137	simulation	42	500	uniformS_2.5
Region3	2011.8219179999999	simulation	42	500	uniformS_2.5
Region1	1989.493151	simulation	42	500	maxPerRegionYear_5
Region2	2017.816439	simulation	42	500	maxPerRegionYear_5
Region3	2012.112329	simulation	42	500	maxPerRegionYear_5
Region1	1989.493151	simulation	42	500	biased_10
Region2	2017.5424659999999	simulation	42	500	biased_10
