regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	1998.8490320361113	1997.0097808030775	2004.4049122295066	1996.7909310379955	1997.048278417381	1997.435830821677	1997.6140904449037	1997.7197628438548	1997.8341562076914	1997.9708288510715	1998.0713653353632	1998.1474206490482	1998.2129425329829	1998.267177942032	1998.3239141025615	1998.422409751164	1998.4949391215457	1998.5479946522112	1998.5965553929186	1998.6341166211914	1998.6910188008196	1998.7462926301434	1998.8605741589965	2004.066154437262	2004.5954658731632	2006.927733206834	glm	1	150	uniformS_10
Region2	2014.1756263172354	2013.0728879727903	2015.0428673811437	2012.1208954906083	2012.7365883101509	2013.1829714854728	2013.5612163721235	2013.7193116212416	2013.8238008803853	2013.9187898456382	2014.01360494232	2014.1147312175742	2014.1939946419673	2014.2633561806042	2014.3207640313994	2014.3690537818468	2014.4279620508084	2014.492990680102	2014.5575853542123	2014.615055975631	2014.65287360548	2014.720272352126	2014.77405707081	2014.8506854034047	2014.9257093803817	2015.0432581722616	glm	1	150	uniformS_10
Region3	1993.8893268869142	1993.0368186537228	1994.4780565551923	1992.5757425765532	1992.7366947123353	1993.052268821677	1993.215037137073	1993.3204421219448	1993.3976438782918	1993.4978527948247	1993.6247478565347	1993.6968457019846	1993.7706892067245	1993.8327271772457	1993.880150900773	1993.9298965409018	1993.9983401890327	1994.0943671213904	1994.1496611722234	1994.1945123190185	1994.2301128485717	1994.267311972917	1994.3206756233978	1994.386094105939	1994.441398211191	1994.462983468884	glm	1	150	uniformS_10
Region1	1989.794350210154	1988.4470477043283	1990.969511138621	1987.8200092089257	1988.168485178106	1988.4709681315005	1988.779897778074	1989.007842005071	1989.1874616491525	1989.3302138436893	1989.4472041844099	1989.591041134064	1989.678598831721	1989.7863539926254	1989.8613240796467	1989.9697388091483	1990.0648852051602	1990.1802386136783	1990.281334696162	1990.4010022026696	1990.4814013550165	1990.5947683768122	1990.6641761484923	1990.784822642765	1990.845809134458	1990.9321617094945	glm	1	150	uniform
Region2	2010.1827304378648	2008.561097594241	2011.3281129327208	2008.0680905035524	2008.5292266240124	2008.7757158299198	2009.143142781529	2009.3735548876627	2009.5282252869026	2009.7049904984322	2009.8326271300582	2009.9298656922351	2010.066320518737	2010.1505875662708	2010.264923221332	2010.3586524433804	2010.4941068177152	2010.572333682672	2010.6792435781715	2010.7554066117127	2010.8649060160776	2010.9682177205468	2011.0958213843069	2011.2478790255116	2011.3279254888637	2011.7725249979712	glm	1	150	uniform
Region3	2015.2139033481787	2013.8255494850428	2016.3562983836896	2013.336802966288	2013.6989710623418	2013.8985244285736	2014.1804599164088	2014.4644384665096	2014.6527496989097	2014.7893919129021	2014.890068244003	2015.012275055168	2015.1281053990037	2015.2086258445345	2015.297823765241	2015.3885307950834	2015.4795168396504	2015.5688368846772	2015.671537368052	2015.76929886833	2015.866306162049	2015.9583318794614	2016.0424749198287	2016.1441585787945	2016.252262432976	2016.3665515119017	glm	1	150	uniform
Region1	1989.3251946462449	1987.3073308369464	1991.1137342261793	1986.6969783565503	1987.1714771833044	1987.4408005657333	1987.7898043912262	1988.0967876172585	1988.3452951979941	1988.572900122812	1988.7172694418507	1988.8534577163935	1989.0103658576134	1989.1165373540173	1989.2610543034073	1989.4000839451674	1989.5231398610238	1989.6449608342068	1989.795684252829	1989.9600141347241	1990.1679769827952	1990.382898163913	1990.5841457147108	1990.8326380394046	1991.0115833604898	1996.1294201102353	glm	1	150	biased_10
Region2	2015.3180902403346	2013.7145848369464	2017.5348188896855	1991.5922133661925	2013.246522683877	2013.7359367313616	2014.1156525566528	2014.4357240794295	2014.6919187554868	2014.9295173797173	2015.086755530611	2015.228109738084	2015.3809276310355	2015.5076513281767	2015.6258779798109	2015.785835618485	2015.9099813905002	2016.021900753722	2016.1687523404319	2016.3321458840603	2016.5282479991079	2016.7442276934758	2016.9220645924465	2017.1828755925662	2017.3492147396935	2017.4595025745014	glm	1	150	biased_10
Region3	2013.209267729896	2011.27921874462	2014.9319531370206	2010.573790657013	2011.2602541389706	2011.5037840298437	2011.9582921874157	2012.1973778779482	2012.3780674608115	2012.5501512076642	2012.7049672105936	2012.8436167219675	2012.9901952647106	2013.1371540158527	2013.2541718470065	2013.4046395426906	2013.5336878150504	2013.6420557940485	2013.7828389034307	2013.9195578564936	2014.0310517251519	2014.2112538660574	2014.4529675416302	2014.7511955874	2014.916414800431	2015.1623525757655	glm	1	150	biased_10
Region1	2002.1469018366165	1999.2356938387225	2006.623029857539	1999.506012314595	2000.0206379635117	2000.2412273971559	2000.4270468989844	2000.4846441485927	2000.6273279228903	2000.746518189802	2000.8606062002084	2000.9391949559965	2001.0498520539563	2001.1592149109265	2001.2058250515045	2001.2654777396172	2001.3714353034466	2001.530867961427	2001.7494185654577	2002.203538197342	2004.265230395956	2004.8640671770972	2005.5667654307424	2006.4563696012756	2008.7045920444277	2011.534186394101	glm	1	150	biased_50
Region2	2016.1260554874032	2008.337994090268	2018.3814616438412	2007.399754900616	2007.7708248227152	2008.4215791290242	2013.547521891497	2015.4397906984452	2016.2463373579199	2016.4677882162428	2016.590360489368	2016.6653164178485	2016.7288269263695	2016.8016863259893	2016.8802104604993	2016.97288316619	2017.071992769117	2017.1471293595112	2017.23528337893	2017.3283457941839	2017.412421851948	2017.4781003320015	2017.6185592887102	2017.8507314337708	2018.0821182351806	2018.3008787651033	glm	1	150	biased_50
