regions	value	model	nSim	nSeq	protocol
Region2	2015.302911	simulation	30	150	maxPerRegionYear_50
Region3	2000.023459	simulation	30	150	maxPerRegionYear_50
Region1	1990.435616	simulation	30	150	maxPerRegionYear_5
Region2	2016.6602730000002	simulation	30	150	maxPerRegionYear_5
Region3	2008.58904	simulation	30	150	maxPerRegionYear_5
Region1	1990.435616	simulation	30	150	maxPerRegionYear_20
Region2	2015.638357	simulation	30	150	maxPerRegionYear_20
Region3	2001.427397	simulation	30	150	maxPerRegionYear_20
Region1	1992.830601	simulation	30	150	biased_10
Region2	2012.7073129999999	simulation	30	150	biased_10
Region3	2007.5812859999999	simulation	30	150	biased_10
Region1	1992.830601	simulation	30	150	biased_50
Region2	2011.2947679999997	simulation	30	150	biased_50
Region3	1998.6947679999998	simulation	30	150	biased_50
Region1	1992.830601	simulation	30	150	uniformS_5
Region2	2015.1125599999998	simulation	30	150	uniformS_5
Region3	2003.345437	simulation	30	150	uniformS_5
Region1	1990.435616	simulation	30	150	maxPerRegion_10
Region2	2012.48175	simulation	30	150	maxPerRegion_10
Region3	2001.588599	simulation	30	150	maxPerRegion_10
Region1	1990.435616	simulation	30	150	maxPerRegion_20
Region2	2011.372603	simulation	30	150	maxPerRegion_20
Region3	2000.887671	simulation	30	150	maxPerRegion_20
Region1	1991.846575	simulation	30	150	biased_20
Region2	2014.914702	simulation	30	150	biased_20
Region3	2008.789041	simulation	30	150	biased_20
Region1	1989.89589	simulation	30	150	maxPerRegion_50
Region2	2013.0109590000002	simulation	30	150	maxPerRegion_50
Region3	1998.5506850000002	simulation	30	150	maxPerRegion_50
Region1	1990.764384	simulation	30	150	biased_2.5
Region2	2015.1143200000001	simulation	30	150	biased_2.5
Region3	1996.601992	simulation	30	150	biased_2.5
Region1	1990.435616	simulation	30	150	maxPerRegionYear_10
Region2	2016.654794	simulation	30	150	maxPerRegionYear_10
Region3	2002.515068	simulation	30	150	maxPerRegionYear_10
Region1	1990.764384	simulation	30	150	maxPerRegion_5
Region2	2013.5990810000003	simulation	30	150	maxPerRegion_5
Region3	2004.4182580000002	simulation	30	150	maxPerRegion_5
Region1	1992.830601	simulation	30	150	uniformS_20
Region2	2011.9867659999998	simulation	30	150	uniformS_20
Region3	2001.0936149999998	simulation	30	150	uniformS_20
Region1	1991.068493	simulation	30	150	biased_5
Region2	2012.9244330000001	simulation	30	150	biased_5
Region3	2003.478329	simulation	30	150	biased_5
Region1	1990.435616	simulation	30	150	uniformS_10
Region2	2015.646133	simulation	30	150	uniformS_10
Region3	2003.892708	simulation	30	150	uniformS_10
Region1	1991.068493	simulation	30	150	uniform
Region2	2014.442698	simulation	30	150	uniform
Region3	2004.478315	simulation	30	150	uniform
Region1	1992.830601	simulation	30	150	uniformS_50
Region2	2012.627863	simulation	30	150	uniformS_50
Region3	2004.589505	simulation	30	150	uniformS_50
Region1	1990.764384	simulation	30	150	maxPerRegion_2.5
Region2	2010.9808000000003	simulation	30	150	maxPerRegion_2.5
Region3	2008.367124	simulation	30	150	maxPerRegion_2.5
Region1	1990.956164	simulation	28	150	biased_20
Region2	2015.808219	simulation	28	150	biased_20
Region3	1992.375343	simulation	28	150	biased_20
Region1	1990.660274	simulation	28	150	biased_10
Region2	2016.389042	simulation	28	150	biased_10
Region3	2000.935886	simulation	28	150	biased_10
Region1	1989.287671	simulation	28	150	biased_50
Region2	2017.731507	simulation	28	150	biased_50
Region3	1998.227397	simulation	28	150	biased_50
Region1	1990.660274	simulation	28	150	biased_2.5
Region2	2015.9808220000002	simulation	28	150	biased_2.5
Region3	2004.10137	simulation	28	150	biased_2.5
Region1	1989.287671	simulation	28	150	biased_5
Region2	2016.8438350000001	simulation	28	150	biased_5
Region3	1997.567123	simulation	28	150	biased_5
Region1	1989.287671	simulation	28	150	maxPerRegionYear_20
Region2	2017.4712330000002	simulation	28	150	maxPerRegionYear_20
Region3	1992.0745940000002	simulation	28	150	maxPerRegionYear_20
Region1	1989.287671	simulation	28	150	uniformS_5
Region2	2017.1945200000002	simulation	28	150	uniformS_5
Region3	2000.5397260000002	simulation	28	150	uniformS_5
Region1	1990.479452	simulation	28	150	maxPerRegion_2.5
Region2	2017.2034130000002	simulation	28	150	maxPerRegion_2.5
Region3	2009.3372940000002	simulation	28	150	maxPerRegion_2.5
Region1	1989.287671	simulation	28	150	maxPerRegionYear_10
Region2	2018.0602740000002	simulation	28	150	maxPerRegionYear_10
Region3	1994.7561640000001	simulation	28	150	maxPerRegionYear_10
Region1	1990.693151	simulation	28	150	uniform
Region2	2016.692756	simulation	28	150	uniform
Region3	2008.7774539999998	simulation	28	150	uniform
Region1	1990.660274	simulation	28	150	uniformS_2.5
Region2	2016.646524	simulation	28	150	uniformS_2.5
Region3	2002.687671	simulation	28	150	uniformS_2.5
Region1	1990.956164	simulation	28	150	uniformS_50
Region2	2016.7095889999998	simulation	28	150	uniformS_50
Region3	2012.465753	simulation	28	150	uniformS_50
Region1	1989.287671	simulation	28	150	maxPerRegionYear_5
Region2	2018.1479450000002	simulation	28	150	maxPerRegionYear_5
Region3	1989.613698	simulation	28	150	maxPerRegionYear_5
Region1	1989.287671	simulation	28	150	uniformS_10
Region2	2018.0904110000001	simulation	28	150	uniformS_10
Region3	2011.410622	simulation	28	150	uniformS_10
Region1	1990.526027	simulation	28	150	maxPerRegion_5
Region2	2016.361644	simulation	28	150	maxPerRegion_5
Region3	1990.6684930000001	simulation	28	150	maxPerRegion_5
Region1	1990.660274	simulation	28	150	uniformS_20
Region2	2016.4821920000002	simulation	28	150	uniformS_20
Region3	2001.2558950000002	simulation	28	150	uniformS_20
Region1	1989.287671	simulation	28	150	maxPerRegionYear_2.5
Region2	2017.5452070000001	simulation	28	150	maxPerRegionYear_2.5
Region3	1989.660274	simulation	28	150	maxPerRegionYear_2.5
Region1	1990.660274	simulation	28	150	maxPerRegion_10
Region2	2016.342466	simulation	28	150	maxPerRegion_10
Region3	2016.714447	simulation	28	150	maxPerRegion_10
Region1	1990.660274	simulation	28	150	maxPerRegion_20
Region2	2016.2493160000001	simulation	28	150	maxPerRegion_20
Region3	1998.4	simulation	28	150	maxPerRegion_20
Region1	1989.287671	simulation	28	150	maxPerRegionYear_50
Region2	2016.978082	simulation	28	150	maxPerRegionYear_50
Region3	2007.7822740000001	simulation	28	150	maxPerRegionYear_50
Region1	1990.479452	simulation	28	150	maxPerRegion_50
Region2	2016.238357	simulation	28	150	maxPerRegion_50
Region3	2016.019178	simulation	28	150	maxPerRegion_50
Region1	1989.230137	simulation	47	150	uniformS_10
Region2	2016.6109589999999	simulation	47	150	uniformS_10
Region3	2000.561644	simulation	47	150	uniformS_10
Region1	1989.230137	simulation	47	150	biased_2.5
Region2	2010.1095890000001	simulation	47	150	biased_2.5
Region3	2003.526028	simulation	47	150	biased_2.5
Region1	1989.230137	simulation	47	150	maxPerRegion_2.5
Region2	2017.953424	simulation	47	150	maxPerRegion_2.5
Region3	2010.79726	simulation	47	150	maxPerRegion_2.5
Region1	1989.0	simulation	47	150	uniformS_5
Region2	2017.693151	simulation	47	150	uniformS_5
Region3	1999.854794	simulation	47	150	uniformS_5
Region1	1989.230137	simulation	47	150	uniformS_50
Region2	2016.939726	simulation	47	150	uniformS_50
Region3	2006.328768	simulation	47	150	uniformS_50
Region1	1989.230137	simulation	47	150	biased_5
Region2	2013.057535	simulation	47	150	biased_5
Region3	1998.8727	simulation	47	150	biased_5
Region1	1989.230137	simulation	47	150	uniformS_20
Region2	2016.808219	simulation	47	150	uniformS_20
Region3	1999.105734	simulation	47	150	uniformS_20
Region1	1989.230137	simulation	47	150	biased_50
Region2	2011.8191790000003	simulation	47	150	biased_50
Region3	NA	simulation	47	150	biased_50
Region1	1989.230137	simulation	47	150	maxPerRegionYear_10
Region2	2017.939726	simulation	47	150	maxPerRegionYear_10
Region3	2000.5863020000002	simulation	47	150	maxPerRegionYear_10
Region1	1989.0	simulation	47	150	maxPerRegionYear_50
Region2	2018.619178	simulation	47	150	maxPerRegionYear_50
Region3	1999.1424279999999	simulation	47	150	maxPerRegionYear_50
Region1	1989.230137	simulation	47	150	maxPerRegion_20
Region2	2012.055071	simulation	47	150	maxPerRegion_20
Region3	1999.169825	simulation	47	150	maxPerRegion_20
Region1	1989.230137	simulation	47	150	uniformS_2.5
Region2	2017.2438359999999	simulation	47	150	uniformS_2.5
Region3	2003.672498	simulation	47	150	uniformS_2.5
Region1	1989.0	simulation	47	150	maxPerRegionYear_20
Region2	2018.021918	simulation	47	150	maxPerRegionYear_20
Region3	1999.068456	simulation	47	150	maxPerRegionYear_20
Region1	1989.230137	simulation	47	150	maxPerRegion_50
Region2	2011.265574	simulation	47	150	maxPerRegion_50
Region3	1999.213661	simulation	47	150	maxPerRegion_50
Region1	1989.230137	simulation	47	150	uniform
Region2	2014.860274	simulation	47	150	uniform
Region3	2000.427398	simulation	47	150	uniform
Region1	1989.230137	simulation	47	150	biased_20
Region2	2016.745205	simulation	47	150	biased_20
Region3	2004.205479	simulation	47	150	biased_20
Region1	1989.230137	simulation	47	150	maxPerRegionYear_5
Region2	2012.008878	simulation	47	150	maxPerRegionYear_5
Region3	2010.150685	simulation	47	150	maxPerRegionYear_5
Region1	1989.230137	simulation	47	150	maxPerRegion_5
Region2	2011.1559849999999	simulation	47	150	maxPerRegion_5
Region3	2009.991781	simulation	47	150	maxPerRegion_5
Region1	1989.0	simulation	47	150	maxPerRegionYear_2.5
Region2	2017.5698630000002	simulation	47	150	maxPerRegionYear_2.5
Region3	2010.567123	simulation	47	150	maxPerRegionYear_2.5
Region1	1989.230137	simulation	47	150	maxPerRegion_10
Region2	2017.547945	simulation	47	150	maxPerRegion_10
Region3	2003.8417560000003	simulation	47	150	maxPerRegion_10
Region1	1989.230137	simulation	47	150	biased_10
Region2	2017.09589	simulation	47	150	biased_10
Region3	1995.176517	simulation	47	150	biased_10
Region1	2006.66996	simulation	25	150	maxPerRegion_20
Region2	1995.528767	simulation	25	150	maxPerRegion_20
Region3	2010.404933	simulation	25	150	maxPerRegion_20
Region1	2005.536874	simulation	25	150	maxPerRegion_50
Region2	1992.040984	simulation	25	150	maxPerRegion_50
Region3	2010.303998	simulation	25	150	maxPerRegion_50
Region1	2006.167123	simulation	25	150	maxPerRegionYear_50
Region2	1991.260274	simulation	25	150	maxPerRegionYear_50
Region3	2009.8493150000002	simulation	25	150	maxPerRegionYear_50
Region1	1990.528767	simulation	25	150	uniformS_2.5
Region2	2015.4604610000001	simulation	25	150	uniformS_2.5
Region3	2007.868568	simulation	25	150	uniformS_2.5
Region1	1990.367123	simulation	25	150	maxPerRegion_10
Region2	2014.638356	simulation	25	150	maxPerRegion_10
Region3	2010.033348	simulation	25	150	maxPerRegion_10
Region1	2007.325076	simulation	25	150	uniformS_50
Region2	1990.978082	simulation	25	150	uniformS_50
Region3	1998.7864510000002	simulation	25	150	uniformS_50
Region1	2007.3374500000002	simulation	25	150	biased_50
Region2	1991.506849	simulation	25	150	biased_50
Region3	1993.9157570000002	simulation	25	150	biased_50
Region1	2008.352459	simulation	25	150	biased_10
Region2	1992.040984	simulation	25	150	biased_10
Region3	2005.789176	simulation	25	150	biased_10
Region1	2006.2920499999998	simulation	25	150	uniformS_10
Region2	1990.942466	simulation	25	150	uniformS_10
Region3	2003.5780819999998	simulation	25	150	uniformS_10
Region1	1989.391781	simulation	25	150	maxPerRegionYear_2.5
Region2	2015.3479460000003	simulation	25	150	maxPerRegionYear_2.5
Region3	2015.909589	simulation	25	150	maxPerRegionYear_2.5
Region1	2007.0508419999999	simulation	25	150	uniformS_20
Region2	1992.040984	simulation	25	150	uniformS_20
Region3	1993.002628	simulation	25	150	uniformS_20
Region1	1989.391781	simulation	25	150	uniform
Region2	2014.345333	simulation	25	150	uniform
Region3	2006.75344	simulation	25	150	uniform
Region1	1990.367123	simulation	25	150	maxPerRegion_2.5
Region2	2013.386301	simulation	25	150	maxPerRegion_2.5
Region3	2004.599999	simulation	25	150	maxPerRegion_2.5
Region1	2005.568762	simulation	25	150	uniformS_5
Region2	1990.978082	simulation	25	150	uniformS_5
Region3	1999.8246570000001	simulation	25	150	uniformS_5
Region1	1990.367123	simulation	25	150	biased_5
Region2	2015.685043	simulation	25	150	biased_5
Region3	2002.057534	simulation	25	150	biased_5
Region1	2013.400127	simulation	25	150	biased_2.5
Region2	1990.978082	simulation	25	150	biased_2.5
Region3	2011.879721	simulation	25	150	biased_2.5
Region1	1989.391781	simulation	25	150	maxPerRegionYear_5
Region2	2015.9287680000002	simulation	25	150	maxPerRegionYear_5
Region3	2011.038356	simulation	25	150	maxPerRegionYear_5
Region1	1990.068493	simulation	25	150	maxPerRegionYear_10
Region2	2016.2547949999998	simulation	25	150	maxPerRegionYear_10
Region3	2016.147945	simulation	25	150	maxPerRegionYear_10
Region1	2006.08931	simulation	25	150	maxPerRegion_5
Region2	1990.920548	simulation	25	150	maxPerRegion_5
Region3	2007.424657	simulation	25	150	maxPerRegion_5
Region1	2013.1041099999998	simulation	25	150	maxPerRegionYear_20
Region2	1990.849315	simulation	25	150	maxPerRegionYear_20
Region3	2007.703564	simulation	25	150	maxPerRegionYear_20
Region1	2008.979609	simulation	25	150	biased_20
Region2	1992.040984	simulation	25	150	biased_20
Region3	2001.88208	simulation	25	150	biased_20
Region1	1989.131507	simulation	29	150	uniformS_2.5
Region2	2017.923288	simulation	29	150	uniformS_2.5
Region3	2013.567123	simulation	29	150	uniformS_2.5
Region1	1989.131507	simulation	29	150	maxPerRegion_50
Region2	2010.147557	simulation	29	150	maxPerRegion_50
Region3	2013.865365	simulation	29	150	maxPerRegion_50
Region1	1991.030137	simulation	29	150	uniformS_10
Region2	2015.424658	simulation	29	150	uniformS_10
Region3	1995.1205479999999	simulation	29	150	uniformS_10
Region1	1989.131507	simulation	29	150	biased_2.5
Region2	2017.087671	simulation	29	150	biased_2.5
Region3	2012.432877	simulation	29	150	biased_2.5
Region1	1989.131507	simulation	29	150	uniformS_20
Region2	2015.594581	simulation	29	150	uniformS_20
Region3	2006.632937	simulation	29	150	uniformS_20
Region1	1989.131507	simulation	29	150	biased_50
Region2	2016.964384	simulation	29	150	biased_50
Region3	NA	simulation	29	150	biased_50
Region1	1989.131507	simulation	29	150	uniform
Region2	2010.4465750000002	simulation	29	150	uniform
Region3	2012.234621	simulation	29	150	uniform
Region1	1991.076712	simulation	29	150	biased_5
Region2	2017.772991	simulation	29	150	biased_5
Region3	1998.476712	simulation	29	150	biased_5
Region1	1989.131507	simulation	29	150	maxPerRegion_10
Region2	2001.983442	simulation	29	150	maxPerRegion_10
Region3	2014.449196	simulation	29	150	maxPerRegion_10
Region1	1991.076712	simulation	29	150	biased_10
Region2	2002.854795	simulation	29	150	biased_10
Region3	2009.498772	simulation	29	150	biased_10
Region1	1989.131507	simulation	29	150	maxPerRegionYear_50
Region2	2017.3726030000003	simulation	29	150	maxPerRegionYear_50
Region3	2016.1616440000003	simulation	29	150	maxPerRegionYear_50
Region1	1990.736986	simulation	29	150	uniformS_5
Region2	2001.5397259999997	simulation	29	150	uniformS_5
Region3	1995.1671229999997	simulation	29	150	uniformS_5
Region1	1989.131507	simulation	29	150	maxPerRegion_20
Region2	2017.2876720000002	simulation	29	150	maxPerRegion_20
Region3	2015.9972610000002	simulation	29	150	maxPerRegion_20
Region1	1989.131507	simulation	29	150	biased_20
Region2	2013.5616440000001	simulation	29	150	biased_20
Region3	2009.1260280000001	simulation	29	150	biased_20
Region1	1989.131507	simulation	29	150	maxPerRegionYear_10
Region2	2017.4328770000002	simulation	29	150	maxPerRegionYear_10
Region3	2016.6794530000002	simulation	29	150	maxPerRegionYear_10
Region1	1989.131507	simulation	29	150	maxPerRegion_5
Region2	2006.490411	simulation	29	150	maxPerRegion_5
Region3	2013.30137	simulation	29	150	maxPerRegion_5
Region1	1989.131507	simulation	29	150	maxPerRegion_2.5
Region2	2009.1945210000001	simulation	29	150	maxPerRegion_2.5
Region3	2013.4575350000002	simulation	29	150	maxPerRegion_2.5
Region1	1989.131507	simulation	29	150	maxPerRegionYear_5
Region2	2016.7561650000002	simulation	29	150	maxPerRegionYear_5
Region3	2016.208219	simulation	29	150	maxPerRegionYear_5
Region1	1989.131507	simulation	29	150	uniformS_50
Region2	2017.2904110000002	simulation	29	150	uniformS_50
Region3	1999.175582	simulation	29	150	uniformS_50
Region1	1989.131507	simulation	29	150	maxPerRegionYear_2.5
Region2	2017.641096	simulation	29	150	maxPerRegionYear_2.5
Region3	2017.161644	simulation	29	150	maxPerRegionYear_2.5
Region1	1989.131507	simulation	29	150	maxPerRegionYear_20
Region2	2017.9232869999998	simulation	29	150	maxPerRegionYear_20
Region3	2016.758904	simulation	29	150	maxPerRegionYear_20
Region1	1990.038356	simulation	41	150	uniformS_5
Region2	2016.717808	simulation	41	150	uniformS_5
Region3	2010.0246570000002	simulation	41	150	uniformS_5
Region1	1990.484932	simulation	41	150	biased_5
Region2	2017.315069	simulation	41	150	biased_5
Region3	2010.802741	simulation	41	150	biased_5
Region1	1990.854795	simulation	41	150	biased_50
Region2	2018.0328769999999	simulation	41	150	biased_50
Region3	2009.2876709999998	simulation	41	150	biased_50
Region1	1989.358904	simulation	41	150	maxPerRegion_20
Region2	2016.109589	simulation	41	150	maxPerRegion_20
Region3	2010.3917809999998	simulation	41	150	maxPerRegion_20
Region1	1989.358904	simulation	41	150	maxPerRegionYear_10
Region2	2017.153425	simulation	41	150	maxPerRegionYear_10
Region3	2009.945206	simulation	41	150	maxPerRegionYear_10
Region1	1989.358904	simulation	41	150	uniformS_10
Region2	2016.569863	simulation	41	150	uniformS_10
Region3	2006.128767	simulation	41	150	uniformS_10
Region1	1989.358904	simulation	41	150	uniformS_2.5
Region2	2016.424657	simulation	41	150	uniformS_2.5
Region3	2009.306849	simulation	41	150	uniformS_2.5
Region1	1989.358904	simulation	41	150	maxPerRegion_2.5
Region2	2015.915069	simulation	41	150	maxPerRegion_2.5
Region3	2009.282192	simulation	41	150	maxPerRegion_2.5
Region1	1989.358904	simulation	41	150	maxPerRegionYear_50
Region2	2017.569863	simulation	41	150	maxPerRegionYear_50
Region3	2009.9698629999998	simulation	41	150	maxPerRegionYear_50
Region1	1990.854795	simulation	41	150	biased_20
Region2	2018.6465759999999	simulation	41	150	biased_20
Region3	2010.8986309999998	simulation	41	150	biased_20
Region1	1989.358904	simulation	41	150	uniform
Region2	2016.273973	simulation	41	150	uniform
Region3	2009.5808220000001	simulation	41	150	uniform
Region1	1989.358904	simulation	41	150	maxPerRegionYear_2.5
Region2	2016.772603	simulation	41	150	maxPerRegionYear_2.5
Region3	2010.271233	simulation	41	150	maxPerRegionYear_2.5
Region1	1990.854795	simulation	41	150	uniformS_50
Region2	2018.364384	simulation	41	150	uniformS_50
Region3	1996.589041	simulation	41	150	uniformS_50
Region1	1989.358904	simulation	41	150	biased_10
Region2	2015.90411	simulation	41	150	biased_10
Region3	2012.386302	simulation	41	150	biased_10
Region1	1989.358904	simulation	41	150	maxPerRegionYear_5
Region2	2017.424658	simulation	41	150	maxPerRegionYear_5
Region3	2010.260274	simulation	41	150	maxPerRegionYear_5
Region1	1989.358904	simulation	41	150	biased_2.5
Region2	2017.547945	simulation	41	150	biased_2.5
Region3	2009.0465749999998	simulation	41	150	biased_2.5
Region1	1989.358904	simulation	41	150	maxPerRegion_5
Region2	2015.969863	simulation	41	150	maxPerRegion_5
Region3	2013.254794	simulation	41	150	maxPerRegion_5
Region1	1990.854795	simulation	41	150	uniformS_20
Region2	2018.621918	simulation	41	150	uniformS_20
Region3	1996.747945	simulation	41	150	uniformS_20
Region1	1989.358904	simulation	41	150	maxPerRegion_10
Region2	2015.854795	simulation	41	150	maxPerRegion_10
Region3	2009.161644	simulation	41	150	maxPerRegion_10
Region1	1989.358904	simulation	41	150	maxPerRegionYear_20
Region2	2017.9013690000002	simulation	41	150	maxPerRegionYear_20
Region3	2011.049315	simulation	41	150	maxPerRegionYear_20
Region1	1990.854795	simulation	41	150	maxPerRegion_50
Region2	2016.800001	simulation	41	150	maxPerRegion_50
Region3	2009.901371	simulation	41	150	maxPerRegion_50
Region1	1989.347945	simulation	38	150	maxPerRegionYear_20
Region2	2013.230137	simulation	38	150	maxPerRegionYear_20
Region3	2006.024657	simulation	38	150	maxPerRegionYear_20
Region1	1989.347945	simulation	38	150	maxPerRegion_20
Region2	2007.654794	simulation	38	150	maxPerRegion_20
Region3	2005.052054	simulation	38	150	maxPerRegion_20
Region1	1989.347945	simulation	38	150	maxPerRegionYear_50
Region2	2011.8728569999998	simulation	38	150	maxPerRegionYear_50
Region3	2006.528767	simulation	38	150	maxPerRegionYear_50
Region1	1989.0	simulation	38	150	maxPerRegion_10
Region2	2008.3890410000001	simulation	38	150	maxPerRegion_10
Region3	2005.1479450000002	simulation	38	150	maxPerRegion_10
Region1	1989.347945	simulation	38	150	uniformS_5
Region2	2008.863014	simulation	38	150	uniformS_5
Region3	2005.3698630000001	simulation	38	150	uniformS_5
Region1	1989.347945	simulation	38	150	maxPerRegion_50
Region2	2007.50411	simulation	38	150	maxPerRegion_50
Region3	2004.9342470000001	simulation	38	150	maxPerRegion_50
Region1	1989.347945	simulation	38	150	uniformS_20
Region2	2009.350684	simulation	38	150	uniformS_20
Region3	2010.785582	simulation	38	150	uniformS_20
Region1	1989.347945	simulation	38	150	uniform
Region2	2009.684931	simulation	38	150	uniform
Region3	2005.430137	simulation	38	150	uniform
Region1	1989.347945	simulation	38	150	uniformS_50
Region2	2009.279452	simulation	38	150	uniformS_50
Region3	2004.663013	simulation	38	150	uniformS_50
Region1	1989.347945	simulation	38	150	maxPerRegionYear_10
Region2	2013.646576	simulation	38	150	maxPerRegionYear_10
Region3	2006.961643	simulation	38	150	maxPerRegionYear_10
Region1	1989.347945	simulation	38	150	biased_10
Region2	2007.956164	simulation	38	150	biased_10
Region3	NA	simulation	38	150	biased_10
Region1	1989.347945	simulation	38	150	maxPerRegion_5
Region2	2006.9219099999998	simulation	38	150	maxPerRegion_5
Region3	2003.678074	simulation	38	150	maxPerRegion_5
Region1	1989.347945	simulation	38	150	biased_20
Region2	2009.082192	simulation	38	150	biased_20
Region3	1998.77148	simulation	38	150	biased_20
Region1	1989.347945	simulation	38	150	maxPerRegion_2.5
Region2	2009.876712	simulation	38	150	maxPerRegion_2.5
Region3	2008.605479	simulation	38	150	maxPerRegion_2.5
Region1	1989.347945	simulation	38	150	biased_2.5
Region2	2009.021917	simulation	38	150	biased_2.5
Region3	2001.150685	simulation	38	150	biased_2.5
Region1	1989.347945	simulation	38	150	maxPerRegionYear_5
Region2	2013.39726	simulation	38	150	maxPerRegionYear_5
Region3	2005.572603	simulation	38	150	maxPerRegionYear_5
Region1	1989.347945	simulation	38	150	uniformS_2.5
Region2	2009.70137	simulation	38	150	uniformS_2.5
Region3	2003.030137	simulation	38	150	uniformS_2.5
Region1	1989.347945	simulation	38	150	maxPerRegionYear_2.5
Region2	2013.736987	simulation	38	150	maxPerRegionYear_2.5
Region3	2009.082192	simulation	38	150	maxPerRegionYear_2.5
Region1	1989.347945	simulation	38	150	biased_5
Region2	2009.575342	simulation	38	150	biased_5
Region3	NA	simulation	38	150	biased_5
Region1	1989.347945	simulation	38	150	biased_50
Region2	2004.775342	simulation	38	150	biased_50
Region3	NA	simulation	38	150	biased_50
Region1	1989.347945	simulation	38	150	uniformS_10
Region2	2008.479452	simulation	38	150	uniformS_10
Region3	2001.10137	simulation	38	150	uniformS_10
Region1	1989.515068	simulation	23	150	uniform
Region2	2017.6630129999999	simulation	23	150	uniform
Region3	2012.2383559999998	simulation	23	150	uniform
Region1	2014.0781419999998	simulation	23	150	uniformS_10
Region2	1991.490411	simulation	23	150	uniformS_10
Region3	2001.4849319999998	simulation	23	150	uniformS_10
Region1	2017.413698	simulation	23	150	maxPerRegionYear_10
Region2	1990.205479	simulation	23	150	maxPerRegionYear_10
Region3	2015.405479	simulation	23	150	maxPerRegionYear_10
Region1	2015.5980610000001	simulation	23	150	maxPerRegion_20
Region2	1992.70765	simulation	23	150	maxPerRegion_20
Region3	2017.869294	simulation	23	150	maxPerRegion_20
Region1	2008.2144990000002	simulation	23	150	uniformS_5
Region2	1992.70765	simulation	23	150	uniformS_5
Region3	2005.3514870000001	simulation	23	150	uniformS_5
Region1	1989.515068	simulation	23	150	maxPerRegion_50
Region2	2018.002739	simulation	23	150	maxPerRegion_50
Region3	2012.39747	simulation	23	150	maxPerRegion_50
Region1	2017.0767640000001	simulation	23	150	maxPerRegion_10
Region2	1994.328767	simulation	23	150	maxPerRegion_10
Region3	2003.9369860000002	simulation	23	150	maxPerRegion_10
Region1	1989.515068	simulation	23	150	maxPerRegionYear_5
Region2	2018.424657	simulation	23	150	maxPerRegionYear_5
Region3	2014.698629	simulation	23	150	maxPerRegionYear_5
Region1	2006.731507	simulation	23	150	biased_50
Region2	1991.221918	simulation	23	150	biased_50
Region3	2001.5824169999999	simulation	23	150	biased_50
Region1	1989.515068	simulation	23	150	maxPerRegionYear_50
Region2	2018.246575	simulation	23	150	maxPerRegionYear_50
Region3	2001.273972	simulation	23	150	maxPerRegionYear_50
Region1	2016.3863020000001	simulation	23	150	maxPerRegion_5
Region2	1993.273973	simulation	23	150	maxPerRegion_5
Region3	2016.49863	simulation	23	150	maxPerRegion_5
Region1	1989.515068	simulation	23	150	biased_2.5
Region2	2016.868493	simulation	23	150	biased_2.5
Region3	2006.7534249999999	simulation	23	150	biased_2.5
Region1	2012.3150689999998	simulation	23	150	uniformS_2.5
Region2	1991.221918	simulation	23	150	uniformS_2.5
Region3	2012.4410959999998	simulation	23	150	uniformS_2.5
Region1	2006.5917800000002	simulation	23	150	biased_20
Region2	1991.027397	simulation	23	150	biased_20
Region3	2003.4219170000001	simulation	23	150	biased_20
Region1	1989.515068	simulation	23	150	biased_5
Region2	2017.38904	simulation	23	150	biased_5
Region3	2007.960685	simulation	23	150	biased_5
Region1	2008.258335	simulation	23	150	uniformS_50
Region2	1992.70765	simulation	23	150	uniformS_50
Region3	2001.189842	simulation	23	150	uniformS_50
Region1	1989.515068	simulation	23	150	maxPerRegionYear_2.5
Region2	2018.2630129999998	simulation	23	150	maxPerRegionYear_2.5
Region3	2016.8219169999998	simulation	23	150	maxPerRegionYear_2.5
Region1	1989.515068	simulation	23	150	maxPerRegion_2.5
Region2	2017.082191	simulation	23	150	maxPerRegion_2.5
Region3	2012.465753	simulation	23	150	maxPerRegion_2.5
Region1	2005.8246570000001	simulation	23	150	biased_10
Region2	1990.205479	simulation	23	150	biased_10
Region3	2002.704109	simulation	23	150	biased_10
Region1	1989.515068	simulation	23	150	maxPerRegionYear_20
Region2	2017.9506860000001	simulation	23	150	maxPerRegionYear_20
Region3	2014.972603	simulation	23	150	maxPerRegionYear_20
Region1	2006.528767	simulation	23	150	uniformS_20
Region2	1991.071233	simulation	23	150	uniformS_20
Region3	2001.379677	simulation	23	150	uniformS_20
Region1	1989.493151	simulation	42	150	maxPerRegionYear_20
Region2	2017.635617	simulation	42	150	maxPerRegionYear_20
Region3	2011.259324	simulation	42	150	maxPerRegionYear_20
Region1	1990.024658	simulation	42	150	maxPerRegion_50
Region2	2016.712329	simulation	42	150	maxPerRegion_50
Region3	2012.731507	simulation	42	150	maxPerRegion_50
Region1	1989.493151	simulation	42	150	maxPerRegion_10
Region2	2016.4986299999998	simulation	42	150	maxPerRegion_10
Region3	2015.895891	simulation	42	150	maxPerRegion_10
Region1	1989.493151	simulation	42	150	maxPerRegionYear_10
Region2	2018.435618	simulation	42	150	maxPerRegionYear_10
Region3	2012.5041099999999	simulation	42	150	maxPerRegionYear_10
Region1	1989.493151	simulation	42	150	maxPerRegionYear_2.5
Region2	2016.9780819999999	simulation	42	150	maxPerRegionYear_2.5
