source	destination	value	model	nSim	nSeq	protocol
Region2	Region5	0.0	simulation	39	150	uniformS_2.5
Region3	Region5	0.0	simulation	39	150	uniformS_2.5
Region4	Region5	3.0	simulation	39	150	uniformS_2.5
Region5	Region5	14.0	simulation	39	150	uniformS_2.5
Region6	Region5	0.0	simulation	39	150	uniformS_2.5
Region7	Region5	0.0	simulation	39	150	uniformS_2.5
Region1	Region6	0.0	simulation	39	150	uniformS_2.5
Region2	Region6	1.0	simulation	39	150	uniformS_2.5
Region3	Region6	0.0	simulation	39	150	uniformS_2.5
Region4	Region6	1.0	simulation	39	150	uniformS_2.5
Region5	Region6	0.0	simulation	39	150	uniformS_2.5
Region6	Region6	0.0	simulation	39	150	uniformS_2.5
Region7	Region6	0.0	simulation	39	150	uniformS_2.5
Region1	Region7	0.0	simulation	39	150	uniformS_2.5
Region2	Region7	1.0	simulation	39	150	uniformS_2.5
Region3	Region7	0.0	simulation	39	150	uniformS_2.5
Region4	Region7	0.0	simulation	39	150	uniformS_2.5
Region5	Region7	0.0	simulation	39	150	uniformS_2.5
Region6	Region7	0.0	simulation	39	150	uniformS_2.5
Region7	Region7	0.0	simulation	39	150	uniformS_2.5
Region1	Region1	9.0	simulation	39	150	biased_20
Region2	Region1	4.0	simulation	39	150	biased_20
Region3	Region1	0.0	simulation	39	150	biased_20
Region4	Region1	0.0	simulation	39	150	biased_20
Region5	Region1	0.0	simulation	39	150	biased_20
Region6	Region1	0.0	simulation	39	150	biased_20
Region7	Region1	0.0	simulation	39	150	biased_20
Region1	Region2	2.0	simulation	39	150	biased_20
Region2	Region2	24.0	simulation	39	150	biased_20
Region3	Region2	0.0	simulation	39	150	biased_20
Region4	Region2	0.0	simulation	39	150	biased_20
Region5	Region2	0.0	simulation	39	150	biased_20
Region6	Region2	0.0	simulation	39	150	biased_20
Region7	Region2	0.0	simulation	39	150	biased_20
Region1	Region3	0.0	simulation	39	150	biased_20
Region2	Region3	9.0	simulation	39	150	biased_20
Region3	Region3	24.0	simulation	39	150	biased_20
Region4	Region3	1.0	simulation	39	150	biased_20
Region5	Region3	1.0	simulation	39	150	biased_20
Region6	Region3	0.0	simulation	39	150	biased_20
Region7	Region3	0.0	simulation	39	150	biased_20
Region1	Region4	0.0	simulation	39	150	biased_20
Region2	Region4	9.0	simulation	39	150	biased_20
Region3	Region4	0.0	simulation	39	150	biased_20
Region4	Region4	204.0	simulation	39	150	biased_20
Region5	Region4	0.0	simulation	39	150	biased_20
Region6	Region4	0.0	simulation	39	150	biased_20
Region7	Region4	0.0	simulation	39	150	biased_20
Region1	Region5	1.0	simulation	39	150	biased_20
Region2	Region5	0.0	simulation	39	150	biased_20
Region3	Region5	0.0	simulation	39	150	biased_20
Region4	Region5	1.0	simulation	39	150	biased_20
Region5	Region5	1.0	simulation	39	150	biased_20
Region6	Region5	0.0	simulation	39	150	biased_20
Region7	Region5	0.0	simulation	39	150	biased_20
Region1	Region6	0.0	simulation	39	150	biased_20
Region2	Region6	0.0	simulation	39	150	biased_20
Region3	Region6	0.0	simulation	39	150	biased_20
Region4	Region6	0.0	simulation	39	150	biased_20
Region5	Region6	1.0	simulation	39	150	biased_20
Region6	Region6	0.0	simulation	39	150	biased_20
Region7	Region6	0.0	simulation	39	150	biased_20
Region1	Region7	0.0	simulation	39	150	biased_20
Region2	Region7	0.0	simulation	39	150	biased_20
Region3	Region7	0.0	simulation	39	150	biased_20
Region4	Region7	0.0	simulation	39	150	biased_20
Region5	Region7	0.0	simulation	39	150	biased_20
Region6	Region7	0.0	simulation	39	150	biased_20
Region7	Region7	0.0	simulation	39	150	biased_20
Region1	Region1	36.0	simulation	39	150	maxPerRegion_2.5
Region2	Region1	7.0	simulation	39	150	maxPerRegion_2.5
Region3	Region1	1.0	simulation	39	150	maxPerRegion_2.5
Region4	Region1	0.0	simulation	39	150	maxPerRegion_2.5
Region5	Region1	0.0	simulation	39	150	maxPerRegion_2.5
Region6	Region1	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region1	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region2	5.0	simulation	39	150	maxPerRegion_2.5
Region2	Region2	65.0	simulation	39	150	maxPerRegion_2.5
Region3	Region2	0.0	simulation	39	150	maxPerRegion_2.5
Region4	Region2	0.0	simulation	39	150	maxPerRegion_2.5
Region5	Region2	0.0	simulation	39	150	maxPerRegion_2.5
Region6	Region2	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region2	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region3	1.0	simulation	39	150	maxPerRegion_2.5
Region2	Region3	7.0	simulation	39	150	maxPerRegion_2.5
Region3	Region3	34.0	simulation	39	150	maxPerRegion_2.5
Region4	Region3	1.0	simulation	39	150	maxPerRegion_2.5
Region5	Region3	0.0	simulation	39	150	maxPerRegion_2.5
Region6	Region3	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region3	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region4	0.0	simulation	39	150	maxPerRegion_2.5
Region2	Region4	2.0	simulation	39	150	maxPerRegion_2.5
Region3	Region4	0.0	simulation	39	150	maxPerRegion_2.5
Region4	Region4	49.0	simulation	39	150	maxPerRegion_2.5
Region5	Region4	0.0	simulation	39	150	maxPerRegion_2.5
Region6	Region4	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region4	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region5	2.0	simulation	39	150	maxPerRegion_2.5
Region2	Region5	5.0	simulation	39	150	maxPerRegion_2.5
Region3	Region5	0.0	simulation	39	150	maxPerRegion_2.5
Region4	Region5	3.0	simulation	39	150	maxPerRegion_2.5
Region5	Region5	27.0	simulation	39	150	maxPerRegion_2.5
Region6	Region5	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region5	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region6	0.0	simulation	39	150	maxPerRegion_2.5
Region2	Region6	3.0	simulation	39	150	maxPerRegion_2.5
Region3	Region6	0.0	simulation	39	150	maxPerRegion_2.5
Region4	Region6	1.0	simulation	39	150	maxPerRegion_2.5
Region5	Region6	2.0	simulation	39	150	maxPerRegion_2.5
Region6	Region6	36.0	simulation	39	150	maxPerRegion_2.5
Region7	Region6	0.0	simulation	39	150	maxPerRegion_2.5
Region1	Region7	0.0	simulation	39	150	maxPerRegion_2.5
Region2	Region7	1.0	simulation	39	150	maxPerRegion_2.5
Region3	Region7	0.0	simulation	39	150	maxPerRegion_2.5
Region4	Region7	0.0	simulation	39	150	maxPerRegion_2.5
Region5	Region7	0.0	simulation	39	150	maxPerRegion_2.5
Region6	Region7	0.0	simulation	39	150	maxPerRegion_2.5
Region7	Region7	2.0	simulation	39	150	maxPerRegion_2.5
Region1	Region1	10.0	simulation	39	150	biased_10
Region2	Region1	3.0	simulation	39	150	biased_10
Region3	Region1	0.0	simulation	39	150	biased_10
Region4	Region1	0.0	simulation	39	150	biased_10
Region5	Region1	0.0	simulation	39	150	biased_10
Region6	Region1	0.0	simulation	39	150	biased_10
Region7	Region1	0.0	simulation	39	150	biased_10
Region1	Region2	2.0	simulation	39	150	biased_10
Region2	Region2	38.0	simulation	39	150	biased_10
Region3	Region2	0.0	simulation	39	150	biased_10
Region4	Region2	0.0	simulation	39	150	biased_10
Region5	Region2	0.0	simulation	39	150	biased_10
Region6	Region2	0.0	simulation	39	150	biased_10
Region7	Region2	0.0	simulation	39	150	biased_10
Region1	Region3	0.0	simulation	39	150	biased_10
Region2	Region3	11.0	simulation	39	150	biased_10
Region3	Region3	25.0	simulation	39	150	biased_10
Region4	Region3	3.0	simulation	39	150	biased_10
Region5	Region3	0.0	simulation	39	150	biased_10
Region6	Region3	0.0	simulation	39	150	biased_10
Region7	Region3	0.0	simulation	39	150	biased_10
Region1	Region4	0.0	simulation	39	150	biased_10
Region2	Region4	7.0	simulation	39	150	biased_10
Region3	Region4	0.0	simulation	39	150	biased_10
Region4	Region4	188.0	simulation	39	150	biased_10
Region5	Region4	0.0	simulation	39	150	biased_10
Region6	Region4	0.0	simulation	39	150	biased_10
Region7	Region4	0.0	simulation	39	150	biased_10
Region1	Region5	0.0	simulation	39	150	biased_10
Region2	Region5	3.0	simulation	39	150	biased_10
Region3	Region5	0.0	simulation	39	150	biased_10
Region4	Region5	1.0	simulation	39	150	biased_10
Region5	Region5	0.0	simulation	39	150	biased_10
Region6	Region5	0.0	simulation	39	150	biased_10
Region7	Region5	0.0	simulation	39	150	biased_10
Region1	Region6	0.0	simulation	39	150	biased_10
Region2	Region6	0.0	simulation	39	150	biased_10
Region3	Region6	0.0	simulation	39	150	biased_10
Region4	Region6	0.0	simulation	39	150	biased_10
Region5	Region6	0.0	simulation	39	150	biased_10
Region6	Region6	0.0	simulation	39	150	biased_10
Region7	Region6	0.0	simulation	39	150	biased_10
Region1	Region7	0.0	simulation	39	150	biased_10
Region2	Region7	0.0	simulation	39	150	biased_10
Region3	Region7	0.0	simulation	39	150	biased_10
Region4	Region7	0.0	simulation	39	150	biased_10
Region5	Region7	0.0	simulation	39	150	biased_10
Region6	Region7	0.0	simulation	39	150	biased_10
Region7	Region7	0.0	simulation	39	150	biased_10
Region1	Region1	24.0	simulation	39	150	biased_5
Region2	Region1	3.0	simulation	39	150	biased_5
Region3	Region1	0.0	simulation	39	150	biased_5
Region4	Region1	0.0	simulation	39	150	biased_5
Region5	Region1	0.0	simulation	39	150	biased_5
Region6	Region1	0.0	simulation	39	150	biased_5
Region7	Region1	0.0	simulation	39	150	biased_5
Region1	Region2	2.0	simulation	39	150	biased_5
Region2	Region2	38.0	simulation	39	150	biased_5
Region3	Region2	0.0	simulation	39	150	biased_5
Region4	Region2	0.0	simulation	39	150	biased_5
Region5	Region2	0.0	simulation	39	150	biased_5
Region6	Region2	0.0	simulation	39	150	biased_5
Region7	Region2	0.0	simulation	39	150	biased_5
Region1	Region3	0.0	simulation	39	150	biased_5
Region2	Region3	8.0	simulation	39	150	biased_5
Region3	Region3	37.0	simulation	39	150	biased_5
Region4	Region3	4.0	simulation	39	150	biased_5
Region5	Region3	0.0	simulation	39	150	biased_5
Region6	Region3	0.0	simulation	39	150	biased_5
Region7	Region3	0.0	simulation	39	150	biased_5
Region1	Region4	0.0	simulation	39	150	biased_5
Region2	Region4	9.0	simulation	39	150	biased_5
Region3	Region4	2.0	simulation	39	150	biased_5
Region4	Region4	147.0	simulation	39	150	biased_5
Region5	Region4	1.0	simulation	39	150	biased_5
Region6	Region4	0.0	simulation	39	150	biased_5
Region7	Region4	0.0	simulation	39	150	biased_5
Region1	Region5	0.0	simulation	39	150	biased_5
Region2	Region5	0.0	simulation	39	150	biased_5
Region3	Region5	0.0	simulation	39	150	biased_5
Region4	Region5	3.0	simulation	39	150	biased_5
Region5	Region5	11.0	simulation	39	150	biased_5
Region6	Region5	0.0	simulation	39	150	biased_5
Region7	Region5	0.0	simulation	39	150	biased_5
Region1	Region6	0.0	simulation	39	150	biased_5
Region2	Region6	1.0	simulation	39	150	biased_5
Region3	Region6	0.0	simulation	39	150	biased_5
Region4	Region6	0.0	simulation	39	150	biased_5
Region5	Region6	0.0	simulation	39	150	biased_5
Region6	Region6	0.0	simulation	39	150	biased_5
Region7	Region6	0.0	simulation	39	150	biased_5
Region1	Region7	0.0	simulation	39	150	biased_5
Region2	Region7	1.0	simulation	39	150	biased_5
Region3	Region7	0.0	simulation	39	150	biased_5
Region4	Region7	0.0	simulation	39	150	biased_5
Region5	Region7	0.0	simulation	39	150	biased_5
Region6	Region7	0.0	simulation	39	150	biased_5
Region7	Region7	0.0	simulation	39	150	biased_5
Region1	Region1	33.0	simulation	39	150	biased_2.5
Region2	Region1	5.0	simulation	39	150	biased_2.5
Region3	Region1	0.0	simulation	39	150	biased_2.5
Region4	Region1	0.0	simulation	39	150	biased_2.5
Region5	Region1	0.0	simulation	39	150	biased_2.5
Region6	Region1	0.0	simulation	39	150	biased_2.5
Region7	Region1	0.0	simulation	39	150	biased_2.5
Region1	Region2	3.0	simulation	39	150	biased_2.5
Region2	Region2	56.0	simulation	39	150	biased_2.5
Region3	Region2	1.0	simulation	39	150	biased_2.5
Region4	Region2	0.0	simulation	39	150	biased_2.5
Region5	Region2	0.0	simulation	39	150	biased_2.5
Region6	Region2	0.0	simulation	39	150	biased_2.5
Region7	Region2	0.0	simulation	39	150	biased_2.5
Region1	Region3	0.0	simulation	39	150	biased_2.5
Region2	Region3	7.0	simulation	39	150	biased_2.5
Region3	Region3	28.0	simulation	39	150	biased_2.5
Region4	Region3	3.0	simulation	39	150	biased_2.5
Region5	Region3	0.0	simulation	39	150	biased_2.5
Region6	Region3	0.0	simulation	39	150	biased_2.5
Region7	Region3	0.0	simulation	39	150	biased_2.5
Region1	Region4	0.0	simulation	39	150	biased_2.5
Region2	Region4	8.0	simulation	39	150	biased_2.5
Region3	Region4	0.0	simulation	39	150	biased_2.5
Region4	Region4	133.0	simulation	39	150	biased_2.5
Region5	Region4	0.0	simulation	39	150	biased_2.5
Region6	Region4	0.0	simulation	39	150	biased_2.5
Region7	Region4	0.0	simulation	39	150	biased_2.5
Region1	Region5	0.0	simulation	39	150	biased_2.5
Region2	Region5	1.0	simulation	39	150	biased_2.5
Region3	Region5	0.0	simulation	39	150	biased_2.5
Region4	Region5	2.0	simulation	39	150	biased_2.5
Region5	Region5	8.0	simulation	39	150	biased_2.5
Region6	Region5	0.0	simulation	39	150	biased_2.5
Region7	Region5	0.0	simulation	39	150	biased_2.5
Region1	Region6	0.0	simulation	39	150	biased_2.5
Region2	Region6	1.0	simulation	39	150	biased_2.5
Region3	Region6	0.0	simulation	39	150	biased_2.5
Region4	Region6	0.0	simulation	39	150	biased_2.5
Region5	Region6	0.0	simulation	39	150	biased_2.5
Region6	Region6	0.0	simulation	39	150	biased_2.5
Region7	Region6	0.0	simulation	39	150	biased_2.5
Region1	Region7	0.0	simulation	39	150	biased_2.5
Region2	Region7	0.0	simulation	39	150	biased_2.5
Region3	Region7	0.0	simulation	39	150	biased_2.5
Region4	Region7	0.0	simulation	39	150	biased_2.5
Region5	Region7	0.0	simulation	39	150	biased_2.5
Region6	Region7	0.0	simulation	39	150	biased_2.5
Region7	Region7	0.0	simulation	39	150	biased_2.5
Region1	Region1	43.0	simulation	35	150	maxPerRegionYear_5
Region2	Region1	6.0	simulation	35	150	maxPerRegionYear_5
Region3	Region1	0.0	simulation	35	150	maxPerRegionYear_5
Region4	Region1	0.0	simulation	35	150	maxPerRegionYear_5
Region5	Region1	0.0	simulation	35	150	maxPerRegionYear_5
Region6	Region1	1.0	simulation	35	150	maxPerRegionYear_5
Region7	Region1	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region2	5.0	simulation	35	150	maxPerRegionYear_5
Region2	Region2	59.0	simulation	35	150	maxPerRegionYear_5
Region3	Region2	4.0	simulation	35	150	maxPerRegionYear_5
Region4	Region2	0.0	simulation	35	150	maxPerRegionYear_5
Region5	Region2	0.0	simulation	35	150	maxPerRegionYear_5
Region6	Region2	0.0	simulation	35	150	maxPerRegionYear_5
Region7	Region2	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region3	0.0	simulation	35	150	maxPerRegionYear_5
Region2	Region3	7.0	simulation	35	150	maxPerRegionYear_5
Region3	Region3	54.0	simulation	35	150	maxPerRegionYear_5
Region4	Region3	0.0	simulation	35	150	maxPerRegionYear_5
Region5	Region3	0.0	simulation	35	150	maxPerRegionYear_5
Region6	Region3	0.0	simulation	35	150	maxPerRegionYear_5
Region7	Region3	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region4	0.0	simulation	35	150	maxPerRegionYear_5
Region2	Region4	11.0	simulation	35	150	maxPerRegionYear_5
Region3	Region4	3.0	simulation	35	150	maxPerRegionYear_5
Region4	Region4	26.0	simulation	35	150	maxPerRegionYear_5
Region5	Region4	2.0	simulation	35	150	maxPerRegionYear_5
Region6	Region4	0.0	simulation	35	150	maxPerRegionYear_5
Region7	Region4	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region5	0.0	simulation	35	150	maxPerRegionYear_5
Region2	Region5	5.0	simulation	35	150	maxPerRegionYear_5
Region3	Region5	2.0	simulation	35	150	maxPerRegionYear_5
Region4	Region5	4.0	simulation	35	150	maxPerRegionYear_5
Region5	Region5	31.0	simulation	35	150	maxPerRegionYear_5
Region6	Region5	1.0	simulation	35	150	maxPerRegionYear_5
Region7	Region5	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region6	0.0	simulation	35	150	maxPerRegionYear_5
Region2	Region6	1.0	simulation	35	150	maxPerRegionYear_5
Region3	Region6	0.0	simulation	35	150	maxPerRegionYear_5
Region4	Region6	0.0	simulation	35	150	maxPerRegionYear_5
Region5	Region6	1.0	simulation	35	150	maxPerRegionYear_5
Region6	Region6	18.0	simulation	35	150	maxPerRegionYear_5
Region7	Region6	0.0	simulation	35	150	maxPerRegionYear_5
Region1	Region7	0.0	simulation	35	150	maxPerRegionYear_5
Region2	Region7	1.0	simulation	35	150	maxPerRegionYear_5
Region3	Region7	0.0	simulation	35	150	maxPerRegionYear_5
Region4	Region7	0.0	simulation	35	150	maxPerRegionYear_5
Region5	Region7	0.0	simulation	35	150	maxPerRegionYear_5
Region6	Region7	1.0	simulation	35	150	maxPerRegionYear_5
Region7	Region7	7.0	simulation	35	150	maxPerRegionYear_5
Region1	Region1	28.0	simulation	35	150	maxPerRegion_2.5
Region2	Region1	9.0	simulation	35	150	maxPerRegion_2.5
Region3	Region1	0.0	simulation	35	150	maxPerRegion_2.5
Region4	Region1	0.0	simulation	35	150	maxPerRegion_2.5
Region5	Region1	0.0	simulation	35	150	maxPerRegion_2.5
Region6	Region1	0.0	simulation	35	150	maxPerRegion_2.5
Region7	Region1	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region2	4.0	simulation	35	150	maxPerRegion_2.5
Region2	Region2	48.0	simulation	35	150	maxPerRegion_2.5
Region3	Region2	2.0	simulation	35	150	maxPerRegion_2.5
Region4	Region2	0.0	simulation	35	150	maxPerRegion_2.5
Region5	Region2	0.0	simulation	35	150	maxPerRegion_2.5
Region6	Region2	0.0	simulation	35	150	maxPerRegion_2.5
Region7	Region2	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region3	0.0	simulation	35	150	maxPerRegion_2.5
Region2	Region3	5.0	simulation	35	150	maxPerRegion_2.5
Region3	Region3	38.0	simulation	35	150	maxPerRegion_2.5
Region4	Region3	0.0	simulation	35	150	maxPerRegion_2.5
Region5	Region3	0.0	simulation	35	150	maxPerRegion_2.5
Region6	Region3	0.0	simulation	35	150	maxPerRegion_2.5
Region7	Region3	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region4	0.0	simulation	35	150	maxPerRegion_2.5
Region2	Region4	1.0	simulation	35	150	maxPerRegion_2.5
Region3	Region4	3.0	simulation	35	150	maxPerRegion_2.5
Region4	Region4	35.0	simulation	35	150	maxPerRegion_2.5
Region5	Region4	1.0	simulation	35	150	maxPerRegion_2.5
Region6	Region4	0.0	simulation	35	150	maxPerRegion_2.5
Region7	Region4	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region5	0.0	simulation	35	150	maxPerRegion_2.5
Region2	Region5	3.0	simulation	35	150	maxPerRegion_2.5
Region3	Region5	4.0	simulation	35	150	maxPerRegion_2.5
Region4	Region5	2.0	simulation	35	150	maxPerRegion_2.5
Region5	Region5	24.0	simulation	35	150	maxPerRegion_2.5
Region6	Region5	1.0	simulation	35	150	maxPerRegion_2.5
Region7	Region5	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region6	0.0	simulation	35	150	maxPerRegion_2.5
Region2	Region6	1.0	simulation	35	150	maxPerRegion_2.5
Region3	Region6	0.0	simulation	35	150	maxPerRegion_2.5
Region4	Region6	0.0	simulation	35	150	maxPerRegion_2.5
Region5	Region6	2.0	simulation	35	150	maxPerRegion_2.5
Region6	Region6	40.0	simulation	35	150	maxPerRegion_2.5
Region7	Region6	0.0	simulation	35	150	maxPerRegion_2.5
Region1	Region7	0.0	simulation	35	150	maxPerRegion_2.5
Region2	Region7	1.0	simulation	35	150	maxPerRegion_2.5
Region3	Region7	0.0	simulation	35	150	maxPerRegion_2.5
Region4	Region7	0.0	simulation	35	150	maxPerRegion_2.5
Region5	Region7	0.0	simulation	35	150	maxPerRegion_2.5
Region6	Region7	1.0	simulation	35	150	maxPerRegion_2.5
Region7	Region7	34.0	simulation	35	150	maxPerRegion_2.5
Region1	Region1	20.0	simulation	35	150	uniformS_2.5
Region2	Region1	10.0	simulation	35	150	uniformS_2.5
Region3	Region1	0.0	simulation	35	150	uniformS_2.5
Region4	Region1	0.0	simulation	35	150	uniformS_2.5
Region5	Region1	0.0	simulation	35	150	uniformS_2.5
Region6	Region1	0.0	simulation	35	150	uniformS_2.5
Region7	Region1	0.0	simulation	35	150	uniformS_2.5
Region1	Region2	2.0	simulation	35	150	uniformS_2.5
Region2	Region2	29.0	simulation	35	150	uniformS_2.5
Region3	Region2	1.0	simulation	35	150	uniformS_2.5
Region4	Region2	0.0	simulation	35	150	uniformS_2.5
Region5	Region2	0.0	simulation	35	150	uniformS_2.5
Region6	Region2	0.0	simulation	35	150	uniformS_2.5
Region7	Region2	0.0	simulation	35	150	uniformS_2.5
Region1	Region3	0.0	simulation	35	150	uniformS_2.5
Region2	Region3	7.0	simulation	35	150	uniformS_2.5
Region3	Region3	169.0	simulation	35	150	uniformS_2.5
Region4	Region3	0.0	simulation	35	150	uniformS_2.5
Region5	Region3	1.0	simulation	35	150	uniformS_2.5
Region6	Region3	0.0	simulation	35	150	uniformS_2.5
Region7	Region3	0.0	simulation	35	150	uniformS_2.5
Region1	Region4	0.0	simulation	35	150	uniformS_2.5
Region2	Region4	5.0	simulation	35	150	uniformS_2.5
Region3	Region4	5.0	simulation	35	150	uniformS_2.5
Region4	Region4	20.0	simulation	35	150	uniformS_2.5
Region5	Region4	3.0	simulation	35	150	uniformS_2.5
Region6	Region4	0.0	simulation	35	150	uniformS_2.5
Region7	Region4	0.0	simulation	35	150	uniformS_2.5
Region1	Region5	0.0	simulation	35	150	uniformS_2.5
Region2	Region5	1.0	simulation	35	150	uniformS_2.5
Region3	Region5	3.0	simulation	35	150	uniformS_2.5
Region4	Region5	2.0	simulation	35	150	uniformS_2.5
Region5	Region5	7.0	simulation	35	150	uniformS_2.5
Region6	Region5	0.0	simulation	35	150	uniformS_2.5
Region7	Region5	0.0	simulation	35	150	uniformS_2.5
Region1	Region6	0.0	simulation	35	150	uniformS_2.5
Region2	Region6	0.0	simulation	35	150	uniformS_2.5
Region3	Region6	0.0	simulation	35	150	uniformS_2.5
Region4	Region6	0.0	simulation	35	150	uniformS_2.5
Region5	Region6	1.0	simulation	35	150	uniformS_2.5
Region6	Region6	5.0	simulation	35	150	uniformS_2.5
Region7	Region6	0.0	simulation	35	150	uniformS_2.5
Region1	Region7	0.0	simulation	35	150	uniformS_2.5
Region2	Region7	0.0	simulation	35	150	uniformS_2.5
Region3	Region7	0.0	simulation	35	150	uniformS_2.5
Region4	Region7	0.0	simulation	35	150	uniformS_2.5
Region5	Region7	0.0	simulation	35	150	uniformS_2.5
Region6	Region7	1.0	simulation	35	150	uniformS_2.5
Region7	Region7	2.0	simulation	35	150	uniformS_2.5
Region1	Region1	40.0	simulation	35	150	maxPerRegionYear_10
Region2	Region1	14.0	simulation	35	150	maxPerRegionYear_10
Region3	Region1	1.0	simulation	35	150	maxPerRegionYear_10
Region4	Region1	0.0	simulation	35	150	maxPerRegionYear_10
Region5	Region1	0.0	simulation	35	150	maxPerRegionYear_10
Region6	Region1	0.0	simulation	35	150	maxPerRegionYear_10
Region7	Region1	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region2	4.0	simulation	35	150	maxPerRegionYear_10
Region2	Region2	64.0	simulation	35	150	maxPerRegionYear_10
Region3	Region2	3.0	simulation	35	150	maxPerRegionYear_10
Region4	Region2	0.0	simulation	35	150	maxPerRegionYear_10
Region5	Region2	0.0	simulation	35	150	maxPerRegionYear_10
Region6	Region2	1.0	simulation	35	150	maxPerRegionYear_10
Region7	Region2	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region3	1.0	simulation	35	150	maxPerRegionYear_10
Region2	Region3	10.0	simulation	35	150	maxPerRegionYear_10
Region3	Region3	40.0	simulation	35	150	maxPerRegionYear_10
Region4	Region3	1.0	simulation	35	150	maxPerRegionYear_10
Region5	Region3	0.0	simulation	35	150	maxPerRegionYear_10
Region6	Region3	0.0	simulation	35	150	maxPerRegionYear_10
Region7	Region3	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region4	0.0	simulation	35	150	maxPerRegionYear_10
Region2	Region4	7.0	simulation	35	150	maxPerRegionYear_10
Region3	Region4	4.0	simulation	35	150	maxPerRegionYear_10
Region4	Region4	28.0	simulation	35	150	maxPerRegionYear_10
Region5	Region4	2.0	simulation	35	150	maxPerRegionYear_10
Region6	Region4	0.0	simulation	35	150	maxPerRegionYear_10
Region7	Region4	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region5	0.0	simulation	35	150	maxPerRegionYear_10
Region2	Region5	4.0	simulation	35	150	maxPerRegionYear_10
Region3	Region5	2.0	simulation	35	150	maxPerRegionYear_10
Region4	Region5	1.0	simulation	35	150	maxPerRegionYear_10
Region5	Region5	43.0	simulation	35	150	maxPerRegionYear_10
Region6	Region5	0.0	simulation	35	150	maxPerRegionYear_10
Region7	Region5	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region6	0.0	simulation	35	150	maxPerRegionYear_10
Region2	Region6	0.0	simulation	35	150	maxPerRegionYear_10
Region3	Region6	0.0	simulation	35	150	maxPerRegionYear_10
Region4	Region6	0.0	simulation	35	150	maxPerRegionYear_10
Region5	Region6	2.0	simulation	35	150	maxPerRegionYear_10
Region6	Region6	8.0	simulation	35	150	maxPerRegionYear_10
Region7	Region6	0.0	simulation	35	150	maxPerRegionYear_10
Region1	Region7	0.0	simulation	35	150	maxPerRegionYear_10
Region2	Region7	0.0	simulation	35	150	maxPerRegionYear_10
Region3	Region7	0.0	simulation	35	150	maxPerRegionYear_10
Region4	Region7	0.0	simulation	35	150	maxPerRegionYear_10
Region5	Region7	0.0	simulation	35	150	maxPerRegionYear_10
Region6	Region7	1.0	simulation	35	150	maxPerRegionYear_10
Region7	Region7	13.0	simulation	35	150	maxPerRegionYear_10
Region1	Region1	9.0	simulation	35	150	biased_10
Region2	Region1	4.0	simulation	35	150	biased_10
Region3	Region1	0.0	simulation	35	150	biased_10
Region4	Region1	0.0	simulation	35	150	biased_10
Region5	Region1	0.0	simulation	35	150	biased_10
Region6	Region1	0.0	simulation	35	150	biased_10
Region7	Region1	0.0	simulation	35	150	biased_10
Region1	Region2	1.0	simulation	35	150	biased_10
Region2	Region2	19.0	simulation	35	150	biased_10
Region3	Region2	0.0	simulation	35	150	biased_10
Region4	Region2	0.0	simulation	35	150	biased_10
Region5	Region2	0.0	simulation	35	150	biased_10
Region6	Region2	0.0	simulation	35	150	biased_10
Region7	Region2	0.0	simulation	35	150	biased_10
Region1	Region3	0.0	simulation	35	150	biased_10
Region2	Region3	5.0	simulation	35	150	biased_10
Region3	Region3	208.0	simulation	35	150	biased_10
Region4	Region3	2.0	simulation	35	150	biased_10
Region5	Region3	0.0	simulation	35	150	biased_10
Region6	Region3	0.0	simulation	35	150	biased_10
Region7	Region3	0.0	simulation	35	150	biased_10
Region1	Region4	0.0	simulation	35	150	biased_10
Region2	Region4	4.0	simulation	35	150	biased_10
Region3	Region4	4.0	simulation	35	150	biased_10
Region4	Region4	30.0	simulation	35	150	biased_10
Region5	Region4	0.0	simulation	35	150	biased_10
Region6	Region4	0.0	simulation	35	150	biased_10
Region7	Region4	0.0	simulation	35	150	biased_10
