regions	value	model	nSim	nSeq	protocol
Region7	NA	simulation	30	500	uniformS_5
Region1	1989.443836	simulation	30	500	maxPerRegionYear_20
Region2	2012.994521	simulation	30	500	maxPerRegionYear_20
Region3	2014.29863	simulation	30	500	maxPerRegionYear_20
Region4	2013.832877	simulation	30	500	maxPerRegionYear_20
Region5	1989.797261	simulation	30	500	maxPerRegionYear_20
Region6	1996.075365	simulation	30	500	maxPerRegionYear_20
Region7	1994.956165	simulation	30	500	maxPerRegionYear_20
Region1	1990.246575	simulation	30	500	biased_2.5
Region2	2014.3178079999998	simulation	30	500	biased_2.5
Region3	2014.7123279999998	simulation	30	500	biased_2.5
Region4	2013.339726	simulation	30	500	biased_2.5
Region5	2009.583561	simulation	30	500	biased_2.5
Region6	1996.2240359999998	simulation	30	500	biased_2.5
Region7	NA	simulation	30	500	biased_2.5
Region1	1990.246575	simulation	30	500	maxPerRegion_10
Region2	2014.5506859999998	simulation	30	500	maxPerRegion_10
Region3	2014.9452049999998	simulation	30	500	maxPerRegion_10
Region4	2013.5726029999998	simulation	30	500	maxPerRegion_10
Region5	2014.1972599999997	simulation	30	500	maxPerRegion_10
Region6	1996.6372419999998	simulation	30	500	maxPerRegion_10
Region7	NA	simulation	30	500	maxPerRegion_10
Region1	1989.276712	simulation	30	500	biased_10
Region2	2013.520547	simulation	30	500	biased_10
Region3	2014.049314	simulation	30	500	biased_10
Region4	2012.69315	simulation	30	500	biased_10
Region5	2009.654794	simulation	30	500	biased_10
Region6	2011.008219	simulation	30	500	biased_10
Region7	NA	simulation	30	500	biased_10
Region1	1989.443836	simulation	30	500	uniformS_20
Region2	2013.084932	simulation	30	500	uniformS_20
Region3	2014.115069	simulation	30	500	uniformS_20
Region4	2013.6410959999998	simulation	30	500	uniformS_20
Region5	2008.654795	simulation	30	500	uniformS_20
Region6	1996.0233099999998	simulation	30	500	uniformS_20
Region7	1994.90411	simulation	30	500	uniformS_20
Region1	1990.246575	simulation	30	500	maxPerRegion_5
Region2	2014.6520539999997	simulation	30	500	maxPerRegion_5
Region3	2014.9095879999998	simulation	30	500	maxPerRegion_5
Region4	2013.5369859999998	simulation	30	500	maxPerRegion_5
Region5	2013.1671979999999	simulation	30	500	maxPerRegion_5
Region6	1996.4704759999997	simulation	30	500	maxPerRegion_5
Region7	NA	simulation	30	500	maxPerRegion_5
Region1	1990.246575	simulation	30	500	uniformS_2.5
Region2	2014.1808219999998	simulation	30	500	uniformS_2.5
Region3	2014.9424649999999	simulation	30	500	uniformS_2.5
Region4	2013.569863	simulation	30	500	uniformS_2.5
Region5	2013.569863	simulation	30	500	uniformS_2.5
Region6	2009.047069	simulation	30	500	uniformS_2.5
Region7	NA	simulation	30	500	uniformS_2.5
Region1	1990.246575	simulation	30	500	maxPerRegionYear_50
Region2	2014.6986299999999	simulation	30	500	maxPerRegionYear_50
Region3	2015.09315	simulation	30	500	maxPerRegionYear_50
Region4	2016.479176	simulation	30	500	maxPerRegionYear_50
Region5	1990.60274	simulation	30	500	maxPerRegionYear_50
Region6	2011.375342	simulation	30	500	maxPerRegionYear_50
Region7	NA	simulation	30	500	maxPerRegionYear_50
Region1	1990.246575	simulation	30	500	biased_50
Region2	2014.545205	simulation	30	500	biased_50
Region3	2015.073972	simulation	30	500	biased_50
Region4	2014.4684929999999	simulation	30	500	biased_50
Region5	1993.739726	simulation	30	500	biased_50
Region6	NA	simulation	30	500	biased_50
Region7	NA	simulation	30	500	biased_50
Region1	1989.443836	simulation	30	500	maxPerRegion_2.5
Region2	2013.7753429999998	simulation	30	500	maxPerRegion_2.5
Region3	2014.1698629999999	simulation	30	500	maxPerRegion_2.5
Region4	2012.797261	simulation	30	500	maxPerRegion_2.5
Region5	2012.8027399999999	simulation	30	500	maxPerRegion_2.5
Region6	1996.0039749999999	simulation	30	500	maxPerRegion_2.5
Region7	NA	simulation	30	500	maxPerRegion_2.5
Region1	1989.443836	simulation	30	500	maxPerRegionYear_10
Region2	2015.224658	simulation	30	500	maxPerRegionYear_10
Region3	2014.279452	simulation	30	500	maxPerRegionYear_10
Region4	2013.980823	simulation	30	500	maxPerRegionYear_10
Region5	2013.531507	simulation	30	500	maxPerRegionYear_10
Region6	1995.971489	simulation	30	500	maxPerRegionYear_10
Region7	NA	simulation	30	500	maxPerRegionYear_10
Region1	1989.443836	simulation	30	500	maxPerRegion_20
Region2	2012.8767129999999	simulation	30	500	maxPerRegion_20
Region3	2014.1808219999998	simulation	30	500	maxPerRegion_20
Region4	2013.5753429999997	simulation	30	500	maxPerRegion_20
Region5	1989.6794529999997	simulation	30	500	maxPerRegion_20
Region6	1995.9575569999997	simulation	30	500	maxPerRegion_20
Region7	1994.8383569999999	simulation	30	500	maxPerRegion_20
Region1	1989.276712	simulation	30	500	maxPerRegionYear_5
Region2	2015.5612390000001	simulation	30	500	maxPerRegionYear_5
Region3	2014.128766	simulation	30	500	maxPerRegionYear_5
Region4	2013.695891	simulation	30	500	maxPerRegionYear_5
Region5	2012.3863760000002	simulation	30	500	maxPerRegionYear_5
Region6	1995.689654	simulation	30	500	maxPerRegionYear_5
Region7	NA	simulation	30	500	maxPerRegionYear_5
Region1	1989.276712	simulation	30	500	maxPerRegionYear_2.5
Region2	2015.9108010000002	simulation	30	500	maxPerRegionYear_2.5
Region3	2014.068492	simulation	30	500	maxPerRegionYear_2.5
Region4	2013.6027390000002	simulation	30	500	maxPerRegionYear_2.5
Region5	2012.701369	simulation	30	500	maxPerRegionYear_2.5
Region6	1995.902604	simulation	30	500	maxPerRegionYear_2.5
Region7	NA	simulation	30	500	maxPerRegionYear_2.5
Region1	1990.246575	simulation	30	500	biased_5
Region2	2014.460273	simulation	30	500	biased_5
Region3	2014.838356	simulation	30	500	biased_5
Region4	2014.504109	simulation	30	500	biased_5
Region5	2009.058073	simulation	30	500	biased_5
Region6	1996.169862	simulation	30	500	biased_5
Region7	NA	simulation	30	500	biased_5
Region1	1989.208219	simulation	28	500	maxPerRegion_10
Region2	2016.920548	simulation	28	500	maxPerRegion_10
Region3	2016.616438	simulation	28	500	maxPerRegion_10
Region4	2015.293083	simulation	28	500	maxPerRegion_10
Region5	2009.049315	simulation	28	500	maxPerRegion_10
Region6	1993.380822	simulation	28	500	maxPerRegion_10
Region7	NA	simulation	28	500	maxPerRegion_10
Region1	1989.865753	simulation	28	500	uniformS_2.5
Region2	2018.2520550000002	simulation	28	500	uniformS_2.5
Region3	2015.1479450000002	simulation	28	500	uniformS_2.5
Region4	2016.05978	simulation	28	500	uniformS_2.5
Region5	2007.605479	simulation	28	500	uniformS_2.5
Region6	1994.0219180000001	simulation	28	500	uniformS_2.5
Region7	NA	simulation	28	500	uniformS_2.5
Region1	1989.208219	simulation	28	500	maxPerRegionYear_20
Region2	2016.205742	simulation	28	500	maxPerRegionYear_20
Region3	2007.946179	simulation	28	500	maxPerRegionYear_20
Region4	2016.0254150000003	simulation	28	500	maxPerRegionYear_20
Region5	2002.7315070000002	simulation	28	500	maxPerRegionYear_20
Region6	NA	simulation	28	500	maxPerRegionYear_20
Region7	NA	simulation	28	500	maxPerRegionYear_20
Region1	1989.676712	simulation	28	500	uniform
Region2	2017.5561650000002	simulation	28	500	uniform
Region3	1999.725915	simulation	28	500	uniform
Region4	2015.216438	simulation	28	500	uniform
Region5	2007.29589	simulation	28	500	uniform
Region6	1994.172602	simulation	28	500	uniform
Region7	NA	simulation	28	500	uniform
Region1	1989.208219	simulation	28	500	biased_2.5
Region2	2017.5945210000002	simulation	28	500	biased_2.5
Region3	2008.6273970000002	simulation	28	500	biased_2.5
Region4	2015.4787500000002	simulation	28	500	biased_2.5
Region5	2005.0164390000002	simulation	28	500	biased_2.5
Region6	1994.350685	simulation	28	500	biased_2.5
Region7	NA	simulation	28	500	biased_2.5
Region1	1996.30411	simulation	28	500	uniformS_50
Region2	2005.2712330000002	simulation	28	500	uniformS_50
Region3	2002.961532	simulation	28	500	uniformS_50
Region4	1993.008219	simulation	28	500	uniformS_50
Region5	2004.841096	simulation	28	500	uniformS_50
Region6	NA	simulation	28	500	uniformS_50
Region7	NA	simulation	28	500	uniformS_50
Region1	1996.345205	simulation	28	500	biased_50
Region2	1990.627397	simulation	28	500	biased_50
Region3	2015.419177	simulation	28	500	biased_50
Region4	2018.8246570000001	simulation	28	500	biased_50
Region5	2003.69315	simulation	28	500	biased_50
Region6	NA	simulation	28	500	biased_50
Region7	NA	simulation	28	500	biased_50
Region1	1989.208219	simulation	28	500	maxPerRegionYear_10
Region2	2016.9835620000001	simulation	28	500	maxPerRegionYear_10
Region3	2016.679452	simulation	28	500	maxPerRegionYear_10
Region4	2015.9380640000002	simulation	28	500	maxPerRegionYear_10
Region5	2009.112329	simulation	28	500	maxPerRegionYear_10
Region6	1993.4438360000001	simulation	28	500	maxPerRegionYear_10
Region7	NA	simulation	28	500	maxPerRegionYear_10
Region1	1989.208219	simulation	28	500	maxPerRegion_2.5
Region2	2001.6767120000002	simulation	28	500	maxPerRegion_2.5
Region3	1999.367011	simulation	28	500	maxPerRegion_2.5
Region4	2015.506355	simulation	28	500	maxPerRegion_2.5
Region5	2013.049315	simulation	28	500	maxPerRegion_2.5
Region6	1993.468493	simulation	28	500	maxPerRegion_2.5
Region7	NA	simulation	28	500	maxPerRegion_2.5
Region1	1989.208219	simulation	28	500	maxPerRegionYear_5
Region2	2017.5452050000001	simulation	28	500	maxPerRegionYear_5
Region3	2015.3013690000002	simulation	28	500	maxPerRegionYear_5
Region4	2015.9106660000002	simulation	28	500	maxPerRegionYear_5
Region5	2008.9452050000002	simulation	28	500	maxPerRegionYear_5
Region6	1989.4493140000002	simulation	28	500	maxPerRegionYear_5
Region7	NA	simulation	28	500	maxPerRegionYear_5
Region1	1990.10137	simulation	28	500	uniformS_5
Region2	2006.6493160000002	simulation	28	500	uniformS_5
Region3	2000.1560530000002	simulation	28	500	uniformS_5
Region4	2016.295397	simulation	28	500	uniformS_5
Region5	2005.4054800000001	simulation	28	500	uniformS_5
Region6	1990.2602740000002	simulation	28	500	uniformS_5
Region7	NA	simulation	28	500	uniformS_5
Region1	1990.424658	simulation	28	500	uniformS_10
Region2	2002.613699	simulation	28	500	uniformS_10
Region3	2000.3039979999999	simulation	28	500	uniformS_10
Region4	2016.869571	simulation	28	500	uniformS_10
Region5	2008.041096	simulation	28	500	uniformS_10
Region6	1994.375343	simulation	28	500	uniformS_10
Region7	NA	simulation	28	500	uniformS_10
Region1	1996.8298750000001	simulation	28	500	maxPerRegion_50
Region2	1992.095628	simulation	28	500	maxPerRegion_50
Region3	2017.933984	simulation	28	500	maxPerRegion_50
Region4	2018.027135	simulation	28	500	maxPerRegion_50
Region5	2011.692888	simulation	28	500	maxPerRegion_50
Region6	NA	simulation	28	500	maxPerRegion_50
Region7	NA	simulation	28	500	maxPerRegion_50
Region1	1994.035616	simulation	28	500	biased_5
Region2	1990.627397	simulation	28	500	biased_5
Region3	2009.556785	simulation	28	500	biased_5
Region4	2016.9638889999999	simulation	28	500	biased_5
Region5	2008.482191	simulation	28	500	biased_5
Region6	1995.528766	simulation	28	500	biased_5
Region7	NA	simulation	28	500	biased_5
Region1	1998.24159	simulation	28	500	uniformS_20
Region2	2005.1840560000003	simulation	28	500	uniformS_20
Region3	2009.9895350000002	simulation	28	500	uniformS_20
Region4	1992.819672	simulation	28	500	uniformS_20
Region5	2004.2635080000002	simulation	28	500	uniformS_20
Region6	NA	simulation	28	500	uniformS_20
Region7	NA	simulation	28	500	uniformS_20
Region1	1989.208219	simulation	28	500	biased_20
Region2	2001.4849310000002	simulation	28	500	biased_20
Region3	2014.309588	simulation	28	500	biased_20
Region4	2015.314574	simulation	28	500	biased_20
Region5	2012.679451	simulation	28	500	biased_20
Region6	NA	simulation	28	500	biased_20
Region7	NA	simulation	28	500	biased_20
Region1	2000.1265210000001	simulation	28	500	biased_10
Region2	2005.3265210000002	simulation	28	500	biased_10
Region3	2018.068987	simulation	28	500	biased_10
Region4	1992.819672	simulation	28	500	biased_10
Region5	1993.893644	simulation	28	500	biased_10
Region6	NA	simulation	28	500	biased_10
Region7	NA	simulation	28	500	biased_10
Region1	1989.208219	simulation	28	500	maxPerRegionYear_2.5
Region2	2017.69863	simulation	28	500	maxPerRegionYear_2.5
Region3	2016.6356170000001	simulation	28	500	maxPerRegionYear_2.5
Region4	2015.9325840000001	simulation	28	500	maxPerRegionYear_2.5
Region5	2013.049315	simulation	28	500	maxPerRegionYear_2.5
Region6	1993.468493	simulation	28	500	maxPerRegionYear_2.5
Region7	NA	simulation	28	500	maxPerRegionYear_2.5
Region1	1989.208219	simulation	28	500	maxPerRegion_5
Region2	2017.4575340000001	simulation	28	500	maxPerRegion_5
Region3	2015.120548	simulation	28	500	maxPerRegion_5
Region4	2013.8054800000002	simulation	28	500	maxPerRegion_5
Region5	2008.8575340000002	simulation	28	500	maxPerRegion_5
Region6	1989.3616430000002	simulation	28	500	maxPerRegion_5
Region7	NA	simulation	28	500	maxPerRegion_5
Region1	1989.208219	simulation	28	500	maxPerRegion_20
Region2	2015.786564	simulation	28	500	maxPerRegion_20
Region3	2013.920548	simulation	28	500	maxPerRegion_20
Region4	2015.6062370000002	simulation	28	500	maxPerRegion_20
Region5	2002.312329	simulation	28	500	maxPerRegion_20
Region6	NA	simulation	28	500	maxPerRegion_20
Region7	NA	simulation	28	500	maxPerRegion_20
Region1	1995.520548	simulation	28	500	maxPerRegionYear_50
Region2	1990.627397	simulation	28	500	maxPerRegionYear_50
Region3	2018.035616	simulation	28	500	maxPerRegionYear_50
Region4	2018.964384	simulation	28	500	maxPerRegionYear_50
Region5	2010.3835609999999	simulation	28	500	maxPerRegionYear_50
Region6	NA	simulation	28	500	maxPerRegionYear_50
Region7	NA	simulation	28	500	maxPerRegionYear_50
Region1	1989.0	simulation	47	500	uniformS_2.5
Region2	2013.931507	simulation	47	500	uniformS_2.5
Region3	2009.673973	simulation	47	500	uniformS_2.5
Region4	2012.345206	simulation	47	500	uniformS_2.5
Region5	2010.9789210000001	simulation	47	500	uniformS_2.5
Region6	2000.613699	simulation	47	500	uniformS_2.5
Region7	NA	simulation	47	500	uniformS_2.5
Region1	1989.0	simulation	47	500	maxPerRegionYear_5
Region2	2015.068419	simulation	47	500	maxPerRegionYear_5
Region3	2014.010959	simulation	47	500	maxPerRegionYear_5
Region4	2014.0821919999998	simulation	47	500	maxPerRegionYear_5
Region5	2011.735085	simulation	47	500	maxPerRegionYear_5
Region6	2013.723289	simulation	47	500	maxPerRegionYear_5
Region7	NA	simulation	47	500	maxPerRegionYear_5
Region1	1989.665753	simulation	47	500	uniformS_10
Region2	2014.720547	simulation	47	500	uniformS_10
Region3	2010.852055	simulation	47	500	uniformS_10
Region4	2014.0767119999998	simulation	47	500	uniformS_10
Region5	2011.371786	simulation	47	500	uniformS_10
Region6	1999.9155019999998	simulation	47	500	uniformS_10
Region7	NA	simulation	47	500	uniformS_10
Region1	1991.868493	simulation	47	500	biased_50
Region2	2017.134247	simulation	47	500	biased_50
Region3	2015.712329	simulation	47	500	biased_50
Region4	2016.054795	simulation	47	500	biased_50
Region5	1995.013699	simulation	47	500	biased_50
Region6	NA	simulation	47	500	biased_50
Region7	NA	simulation	47	500	biased_50
Region1	1991.657534	simulation	47	500	uniformS_50
Region2	2017.1917799999999	simulation	47	500	uniformS_50
Region3	2017.380821	simulation	47	500	uniformS_50
Region4	2016.5479449999998	simulation	47	500	uniformS_50
Region5	2006.936986	simulation	47	500	uniformS_50
Region6	2002.5753419999999	simulation	47	500	uniformS_50
Region7	NA	simulation	47	500	uniformS_50
Region1	1989.0	simulation	47	500	maxPerRegionYear_2.5
Region2	2016.578083	simulation	47	500	maxPerRegionYear_2.5
Region3	2014.871233	simulation	47	500	maxPerRegionYear_2.5
Region4	2013.961644	simulation	47	500	maxPerRegionYear_2.5
Region5	2012.4575340000001	simulation	47	500	maxPerRegionYear_2.5
Region6	2013.3315080000002	simulation	47	500	maxPerRegionYear_2.5
Region7	NA	simulation	47	500	maxPerRegionYear_2.5
Region1	1989.0	simulation	47	500	maxPerRegion_20
Region2	2014.30685	simulation	47	500	maxPerRegion_20
Region3	2012.6493150000001	simulation	47	500	maxPerRegion_20
Region4	2013.161644	simulation	47	500	maxPerRegion_20
Region5	2011.0235050000001	simulation	47	500	maxPerRegion_20
Region6	2012.797261	simulation	47	500	maxPerRegion_20
Region7	NA	simulation	47	500	maxPerRegion_20
Region1	1989.0	simulation	47	500	uniformS_20
Region2	2014.134246	simulation	47	500	uniformS_20
Region3	2010.5341190000001	simulation	47	500	uniformS_20
Region4	2012.547945	simulation	47	500	uniformS_20
Region5	2010.927562	simulation	47	500	uniformS_20
Region6	2012.682192	simulation	47	500	uniformS_20
Region7	NA	simulation	47	500	uniformS_20
Region1	1989.665753	simulation	47	500	biased_20
Region2	2015.265753	simulation	47	500	biased_20
Region3	2010.879452	simulation	47	500	biased_20
Region4	2014.0	simulation	47	500	biased_20
Region5	1998.934246	simulation	47	500	biased_20
Region6	NA	simulation	47	500	biased_20
Region7	NA	simulation	47	500	biased_20
Region1	1989.0	simulation	47	500	maxPerRegionYear_10
Region2	2014.010959	simulation	47	500	maxPerRegionYear_10
Region3	2013.8	simulation	47	500	maxPerRegionYear_10
Region4	2013.9945209999998	simulation	47	500	maxPerRegionYear_10
Region5	2011.655611	simulation	47	500	maxPerRegionYear_10
Region6	2001.8712329999998	simulation	47	500	maxPerRegionYear_10
Region7	NA	simulation	47	500	maxPerRegionYear_10
Region1	1989.0	simulation	47	500	uniformS_5
Region2	2014.509589	simulation	47	500	uniformS_5
Region3	2010.9011070000001	simulation	47	500	uniformS_5
Region4	2013.808219	simulation	47	500	uniformS_5
Region5	2011.4994680000002	simulation	47	500	uniformS_5
Region6	2001.1616430000001	simulation	47	500	uniformS_5
Region7	NA	simulation	47	500	uniformS_5
Region1	1989.0	simulation	47	500	maxPerRegionYear_50
Region2	2014.687671	simulation	47	500	maxPerRegionYear_50
Region3	2014.0520549999999	simulation	47	500	maxPerRegionYear_50
Region4	2014.0821919999998	simulation	47	500	maxPerRegionYear_50
Region5	2011.8416419999999	simulation	47	500	maxPerRegionYear_50
Region6	1995.368965	simulation	47	500	maxPerRegionYear_50
Region7	NA	simulation	47	500	maxPerRegionYear_50
Region1	1989.0	simulation	47	500	biased_10
Region2	2014.567123	simulation	47	500	biased_10
Region3	2010.7150680000002	simulation	47	500	biased_10
Region4	2012.865753	simulation	47	500	biased_10
Region5	2000.69863	simulation	47	500	biased_10
Region6	1999.835616	simulation	47	500	biased_10
Region7	NA	simulation	47	500	biased_10
Region1	1989.0	simulation	47	500	biased_2.5
Region2	2014.468493	simulation	47	500	biased_2.5
Region3	2013.315069	simulation	47	500	biased_2.5
Region4	2012.882192	simulation	47	500	biased_2.5
Region5	2011.2426830000002	simulation	47	500	biased_2.5
Region6	2013.0849320000002	simulation	47	500	biased_2.5
Region7	NA	simulation	47	500	biased_2.5
Region1	1989.0	simulation	47	500	maxPerRegion_50
Region2	2014.504109	simulation	47	500	maxPerRegion_50
Region3	2012.641096	simulation	47	500	maxPerRegion_50
Region4	2013.860274	simulation	47	500	maxPerRegion_50
Region5	2011.65808	simulation	47	500	maxPerRegion_50
Region6	1995.185403	simulation	47	500	maxPerRegion_50
Region7	NA	simulation	47	500	maxPerRegion_50
Region1	1989.0	simulation	47	500	maxPerRegion_10
Region2	2013.2	simulation	47	500	maxPerRegion_10
Region3	2002.713504	simulation	47	500	maxPerRegion_10
Region4	2013.145206	simulation	47	500	maxPerRegion_10
Region5	1994.249023	simulation	47	500	maxPerRegion_10
Region6	2001.060274	simulation	47	500	maxPerRegion_10
Region7	NA	simulation	47	500	maxPerRegion_10
Region1	1989.0	simulation	47	500	biased_5
Region2	2013.846575	simulation	47	500	biased_5
Region3	2010.0630150000002	simulation	47	500	biased_5
Region4	2013.252055	simulation	47	500	biased_5
Region5	2012.5643830000001	simulation	47	500	biased_5
Region6	1996.632877	simulation	47	500	biased_5
Region7	NA	simulation	47	500	biased_5
Region1	1989.0	simulation	47	500	maxPerRegion_2.5
Region2	2010.7178079999999	simulation	47	500	maxPerRegion_2.5
Region3	2004.427397	simulation	47	500	maxPerRegion_2.5
Region4	2013.7945209999998	simulation	47	500	maxPerRegion_2.5
Region5	2011.9698629999998	simulation	47	500	maxPerRegion_2.5
Region6	2013.164385	simulation	47	500	maxPerRegion_2.5
Region7	NA	simulation	47	500	maxPerRegion_2.5
Region1	1989.0	simulation	47	500	maxPerRegion_5
Region2	2013.5698630000002	simulation	47	500	maxPerRegion_5
Region3	2010.8983680000001	simulation	47	500	maxPerRegion_5
Region4	2013.80548	simulation	47	500	maxPerRegion_5
Region5	2011.4448180000002	simulation	47	500	maxPerRegion_5
Region6	2013.4849330000002	simulation	47	500	maxPerRegion_5
Region7	NA	simulation	47	500	maxPerRegion_5
Region1	1989.0	simulation	47	500	uniform
Region2	2013.076712	simulation	47	500	uniform
Region3	2010.972805	simulation	47	500	uniform
Region4	2013.087671	simulation	47	500	uniform
Region5	2011.1123280000002	simulation	47	500	uniform
Region6	2012.241096	simulation	47	500	uniform
Region7	NA	simulation	47	500	uniform
Region1	1989.0	simulation	47	500	maxPerRegionYear_20
Region2	2015.169564	simulation	47	500	maxPerRegionYear_20
Region3	2014.89589	simulation	47	500	maxPerRegionYear_20
Region4	2014.101371	simulation	47	500	maxPerRegionYear_20
Region5	2011.754263	simulation	47	500	maxPerRegionYear_20
Region6	2013.2547949999998	simulation	47	500	maxPerRegionYear_20
Region7	NA	simulation	47	500	maxPerRegionYear_20
Region1	1989.394521	simulation	25	500	maxPerRegionYear_2.5
Region2	2007.956165	simulation	25	500	maxPerRegionYear_2.5
Region3	2003.516236	simulation	25	500	maxPerRegionYear_2.5
Region4	2004.452055	simulation	25	500	maxPerRegionYear_2.5
Region5	2001.095891	simulation	25	500	maxPerRegionYear_2.5
Region6	2002.0328769999999	simulation	25	500	maxPerRegionYear_2.5
Region7	NA	simulation	25	500	maxPerRegionYear_2.5
Region1	1989.756164	simulation	25	500	uniformS_5
Region2	2007.267085	simulation	25	500	uniformS_5
Region3	2005.863013	simulation	25	500	uniformS_5
Region4	2001.887671	simulation	25	500	uniformS_5
Region5	2000.668492	simulation	25	500	uniformS_5
Region6	2003.452878	simulation	25	500	uniformS_5
Region7	2001.246575	simulation	25	500	uniformS_5
Region1	1989.756164	simulation	25	500	uniform
Region2	2007.8028160000001	simulation	25	500	uniform
Region3	2003.341066	simulation	25	500	uniform
Region4	2001.9643839999999	simulation	25	500	uniform
Region5	2000.726027	simulation	25	500	uniform
Region6	2000.854795	simulation	25	500	uniform
Region7	NA	simulation	25	500	uniform
Region1	1989.394521	simulation	25	500	maxPerRegion_50
Region2	2007.039689	simulation	25	500	maxPerRegion_50
Region3	2003.099798	simulation	25	500	maxPerRegion_50
Region4	2001.660275	simulation	25	500	maxPerRegion_50
Region5	2000.980823	simulation	25	500	maxPerRegion_50
Region6	2000.731507	simulation	25	500	maxPerRegion_50
Region7	NA	simulation	25	500	maxPerRegion_50
Region1	1989.756164	simulation	25	500	maxPerRegionYear_20
Region2	2008.024657	simulation	25	500	maxPerRegionYear_20
Region3	2004.3095889999997	simulation	25	500	maxPerRegionYear_20
Region4	2006.602739	simulation	25	500	maxPerRegionYear_20
Region5	2001.7342459999998	simulation	25	500	maxPerRegionYear_20
Region6	1996.602739	simulation	25	500	maxPerRegionYear_20
Region7	NA	simulation	25	500	maxPerRegionYear_20
Region1	1989.756164	simulation	25	500	biased_5
Region2	2007.2205099999999	simulation	25	500	biased_5
Region3	2003.217778	simulation	25	500	biased_5
Region4	2001.863013	simulation	25	500	biased_5
Region5	2000.578082	simulation	25	500	biased_5
Region6	2003.332532	simulation	25	500	biased_5
Region7	NA	simulation	25	500	biased_5
Region1	1989.394521	simulation	25	500	maxPerRegion_2.5
Region2	2007.802741	simulation	25	500	maxPerRegion_2.5
Region3	2001.969864	simulation	25	500	maxPerRegion_2.5
Region4	2001.268494	simulation	25	500	maxPerRegion_2.5
Region5	2004.1534259999999	simulation	25	500	maxPerRegion_2.5
Region6	2001.8794529999998	simulation	25	500	maxPerRegion_2.5
Region7	NA	simulation	25	500	maxPerRegion_2.5
Region1	1989.756164	simulation	25	500	uniformS_50
Region2	2007.1437979999998	simulation	25	500	uniformS_50
Region3	2005.7397259999998	simulation	25	500	uniformS_50
Region4	2004.3753419999998	simulation	25	500	uniformS_50
Region5	2000.6027399999998	simulation	25	500	uniformS_50
Region6	2001.6356159999998	simulation	25	500	uniformS_50
Region7	NA	simulation	25	500	uniformS_50
Region1	1989.756164	simulation	25	500	maxPerRegion_20
Region2	2007.931506	simulation	25	500	maxPerRegion_20
Region3	2002.4630129999998	simulation	25	500	maxPerRegion_20
Region4	2002.1397249999998	simulation	25	500	maxPerRegion_20
Region5	2001.6410949999997	simulation	25	500	maxPerRegion_20
Region6	1996.509588	simulation	25	500	maxPerRegion_20
Region7	NA	simulation	25	500	maxPerRegion_20
Region1	1989.756164	simulation	25	500	biased_20
Region2	2007.234209	simulation	25	500	biased_20
Region3	2002.805247	simulation	25	500	biased_20
Region4	2001.854795	simulation	25	500	biased_20
Region5	2001.413699	simulation	25	500	biased_20
Region6	2002.50137	simulation	25	500	biased_20
Region7	NA	simulation	25	500	biased_20
Region1	1989.394521	simulation	25	500	maxPerRegion_10
Region2	2007.2986310000001	simulation	25	500	maxPerRegion_10
Region3	2001.956165	simulation	25	500	maxPerRegion_10
Region4	2001.4410970000001	simulation	25	500	maxPerRegion_10
Region5	1999.074549	simulation	25	500	maxPerRegion_10
Region6	2001.189042	simulation	25	500	maxPerRegion_10
Region7	NA	simulation	25	500	maxPerRegion_10
Region1	1995.217846	simulation	25	500	biased_10
Region2	1992.486339	simulation	25	500	biased_10
Region3	2008.2781200000002	simulation	25	500	biased_10
Region4	2005.121955	simulation	25	500	biased_10
Region5	2004.8890800000001	simulation	25	500	biased_10
Region6	NA	simulation	25	500	biased_10
Region7	NA	simulation	25	500	biased_10
Region1	1989.394521	simulation	25	500	maxPerRegion_5
Region2	2006.8012429999999	simulation	25	500	maxPerRegion_5
Region3	2001.9260279999999	simulation	25	500	maxPerRegion_5
Region4	2001.5150689999998	simulation	25	500	maxPerRegion_5
Region5	1999.0444119999997	simulation	25	500	maxPerRegion_5
Region6	2000.9479459999998	simulation	25	500	maxPerRegion_5
Region7	2000.7479459999997	simulation	25	500	maxPerRegion_5
Region1	1995.308257	simulation	25	500	biased_50
Region2	1992.486339	simulation	25	500	biased_50
Region3	2007.415107	simulation	25	500	biased_50
Region4	2005.1274349999999	simulation	25	500	biased_50
Region5	2003.8836	simulation	25	500	biased_50
Region6	NA	simulation	25	500	biased_50
Region7	NA	simulation	25	500	biased_50
Region1	2004.453462	simulation	25	500	uniformS_20
Region2	1992.486339	simulation	25	500	uniformS_20
Region3	2006.071068	simulation	25	500	uniformS_20
Region4	2004.845243	simulation	25	500	uniformS_20
Region5	2003.469901	simulation	25	500	uniformS_20
Region6	2005.63391	simulation	25	500	uniformS_20
Region7	NA	simulation	25	500	uniformS_20
Region1	1989.756164	simulation	25	500	uniformS_2.5
Region2	2007.152017	simulation	25	500	uniformS_2.5
Region3	2003.149285	simulation	25	500	uniformS_2.5
Region4	2001.986301	simulation	25	500	uniformS_2.5
Region5	2004.00274	simulation	25	500	uniformS_2.5
Region6	2002.9307059999999	simulation	25	500	uniformS_2.5
Region7	NA	simulation	25	500	uniformS_2.5
Region1	1989.394521	simulation	25	500	maxPerRegionYear_5
Region2	2008.2493160000001	simulation	25	500	maxPerRegionYear_5
Region3	2006.345206	simulation	25	500	maxPerRegionYear_5
Region4	2002.583562	simulation	25	500	maxPerRegionYear_5
