regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	2006.6298321447298	1992.1506230750588	2009.0945822793797	1991.3591741636476	1991.755930166014	1992.2337606877636	2004.3997662349198	2005.3232249931295	2006.9012687505167	2007.3304206628356	2007.5423013781872	2007.6944892308254	2007.8053441727109	2007.9119148449856	2008.0096327534943	2008.0910120105848	2008.1798399458419	2008.255383637948	2008.3357390092328	2008.4235449999974	2008.5133598185478	2008.601435145944	2008.7097223082915	2008.8473597411873	2008.939560831801	2009.0603893441316	basta	1	150	uniformS_10
Region2	1998.7456397275398	1990.2360231631412	2006.9750168448345	1990.217669763673	1990.5745706657306	1990.900642869504	1991.2238825038985	1991.4282370858703	1991.6120464264648	1991.7753428756018	1991.9332861006467	1992.1154817782208	1992.4005426571118	2000.421636647234	2001.0198406941106	2001.5162172117148	2002.121750148498	2003.233003493073	2004.2649757089243	2004.899636079686	2005.2198004795118	2005.526640794208	2005.8906273461926	2006.6555210340478	2007.6703591626758	2008.7080201442623	basta	1	150	uniformS_10
Region3	2003.0621597080415	2000.476162980646	2007.2247517846508	1991.6113517949452	1998.6282116516786	2000.9795667133947	2001.6521370714386	2001.9096172127372	2002.1000053445641	2002.29063991357	2002.4507597959316	2002.5792691087659	2002.7237170733551	2002.8718931843923	2003.0300208725598	2003.2162346635164	2003.419304950131	2003.6732314665767	2003.9267213809644	2004.2209037899634	2004.5245420816805	2004.846201888144	2005.139856187632	2005.6327318500707	2006.2548980486597	2007.3642023748996	basta	1	150	uniformS_10
Region4	2002.4424124523796	1993.8478337128456	2005.9282299354825	1991.9979339058598	1993.914034619143	1994.496956564596	1999.945161312387	2001.177745423485	2001.5583641246853	2001.85669349523	2002.1632398898428	2002.592947946835	2003.0079053132783	2003.268264370577	2003.4479718337466	2003.5834776264746	2003.7000122286775	2003.8103033350776	2003.932985214393	2004.0509248954227	2004.163033009282	2004.3081477713802	2004.4957456212921	2004.9948020593629	2006.1454543997695	2008.19293962189	basta	1	150	uniformS_10
Region5	2002.0564000740724	1991.05709994619	2005.6257539145593	1990.8693404955668	1991.3545772731095	1991.941746330105	1995.557790980884	2000.8831825603709	2001.7495582242188	2002.1520123155847	2002.4325171599098	2002.6859423066226	2002.9195865639067	2003.0875888759351	2003.2573760585442	2003.3825396602679	2003.5050188341188	2003.6225314337296	2003.7493228758922	2003.8704600227627	2004.0229598577273	2004.2099539519102	2004.5458325863115	2005.246415391786	2006.0349983751232	2007.6615675001904	basta	1	150	uniformS_10
Region6	1998.5978270915002	1990.1247892190158	2007.3871300507717	1990.2559862821556	1990.580444333356	1990.868491969806	1991.219631706423	1991.4324733258882	1991.602143343123	1991.762658065863	1991.9239331600286	1992.1131317654667	1992.383265022265	1999.3028029412105	2001.7254199886625	2002.2274425647695	2002.5561262200345	2002.8784334829684	2003.2227336433637	2003.894361506847	2004.483141823548	2005.040315577079	2005.8246795448874	2007.194038558747	2008.4166354618728	2008.8113012179183	basta	1	150	uniformS_10
Region7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	basta	1	150	uniformS_10
Region1	1998.5040816836738	1988.5504656530418	2009.273948407921	1988.1727710233984	1988.4575077404643	1988.678362901122	1988.9239733526786	1989.0992220189792	1989.2249940779718	1989.3308812891348	1989.4460035338366	1989.5570290779997	1989.659078442772	1989.8041432962439	1989.9917836621973	2007.508043825641	2007.9862668775222	2008.2053977497594	2008.392998912179	2008.5234208913007	2008.6438882669672	2008.7569742503713	2008.8930196083995	2009.048738935828	2009.2044341016901	2009.357474591533	basta	1	150	maxPerRegionYear_20
Region2	2002.5184174931112	1988.662166084975	2008.3125883321566	1988.588154301629	1988.8487323091658	1989.1980553308888	1996.6696567530219	1997.6691995786355	2001.5714617509936	2001.9924577257643	2002.2291343425068	2002.3961781957503	2002.5727951106524	2002.7388135836904	2002.9831309272213	2003.2620653751903	2003.701604790028	2004.089757389638	2004.7545693446702	2006.4902226160268	2007.1246774990261	2007.4900300703175	2007.8039518842065	2008.1560018904902	2008.5617228334006	2008.9458210087516	basta	1	150	maxPerRegionYear_20
Region3	2001.714844139888	2000.4734446323293	2002.6392581670598	2000.2857936234225	2000.5643285799563	2000.7937662604982	2001.0295158285	2001.1763184409926	2001.3039579713084	2001.397784998303	2001.4865803282178	2001.5534662815742	2001.616885882342	2001.676153144663	2001.735573948161	2001.796168870667	2001.8613111934358	2001.9252414125438	2001.9853213757065	2002.0557385612387	2002.1284236276156	2002.220567377697	2002.3452472124538	2002.5122582166064	2002.9569787512162	2004.0072296502142	basta	1	150	maxPerRegionYear_20
Region4	2001.5168497764016	2000.3078223167436	2002.435937302015	2000.1052969352206	2000.3606374631513	2000.5978834526902	2000.8422526694649	2000.9914202499685	2001.1143711453135	2001.2199981870035	2001.2962557903984	2001.3718773247351	2001.4405226547524	2001.4984790875644	2001.5624452887082	2001.6228187463928	2001.6919588003716	2001.7434810220975	2001.8099303265708	2001.87939024146	2001.9577788296585	2002.0468678043162	2002.1652270191273	2002.3367483341697	2002.5544955639625	2003.0366860377128	basta	1	150	maxPerRegionYear_20
Region5	1997.5907340784152	1994.740399636344	2000.495632557688	1994.6450504676932	1995.0203852536997	1995.334402186655	1995.6438688847809	1995.885108338814	1996.1468802114152	1996.54143801871	1997.2271998530282	1997.4619656738157	1997.6453608637687	1997.7787222758293	1997.8906718820429	1997.9739712868745	1998.0623764596157	1998.142151636048	1998.224589598005	1998.3222180148157	1998.4114133438668	1998.5185921068078	1998.698348195266	1999.633234544266	2001.1764047716865	2002.6702786801882	basta	1	150	maxPerRegionYear_20
