model	coef	intercept	slope	nSim	protocol	nSeq	matrix
glm	0.996557281185103	0.23006937087790647	1.003119286150123	1	uniformS_10	500	7demes
dta	0.9651681819962648	0.39898615699488893	1.0378039729662583	1	uniformS_20	150	7demes
mascot	0.9816468140174162	0.14265758370316206	1.0635278234810355	1	uniformS_20	150	7demes
basta	0.987727324596601	-0.14886718238285646	0.9987373386873861	1	uniformS_20	150	7demes
glm	0.9858057308258014	0.3981835323683125	0.9852984786485351	1	uniformS_20	150	7demes
dta	0.983806662779819	0.3794314649864319	1.0762381908256107	1	biased_5	150	7demes
mascot	0.957145316127681	-0.042112916340039774	1.058059511475544	1	biased_5	150	7demes
basta	0.9911367958299194	-0.008109145068717183	1.0380873633446412	1	biased_5	150	7demes
glm	0.9913671331028886	0.22463789295514758	0.9989760821487045	1	biased_5	150	7demes
dta	0.9934741985776636	0.20955650568567918	1.033693258305151	1	uniformS_20	500	7demes
mascot	0.9867955727120483	-0.019821392474314692	1.1114574079996693	1	uniformS_20	500	7demes
glm	0.9921090664247748	0.5815728843413286	0.9371271382201105	1	uniformS_20	500	7demes
dta	0.9860290956796322	0.42396341848679064	0.980318931116063	1	uniformS_10	150	7demes
mascot	0.9711180179385155	0.3826472144315929	1.0585402217995887	1	uniformS_10	150	7demes
basta	0.9802800917483655	0.3770124238498074	1.043912294796494	1	uniformS_10	150	7demes
glm	0.9664854346022671	-0.39726027411079556	1.1170811471366566	1	uniformS_10	150	7demes
dta	0.986944706956136	-0.07302311533041816	1.0682120084571372	1	maxPerRegion_20	500	7demes
mascot	0.9880432837713776	0.5236203202963896	1.0182700637048876	1	maxPerRegion_20	500	7demes
dta	0.9841974165092006	0.2717857802728485	1.0571577978737958	1	uniform	500	7demes
mascot	0.983498816936166	0.0598195883081889	1.0313531874014288	1	uniform	500	7demes
glm	0.992883174145122	-0.014849576223509686	1.0046144422196441	1	uniform	500	7demes
dta	0.958963833948868	-0.20255491773053258	1.190119169825889	1	maxPerRegion_20	150	7demes
mascot	0.9937172207505115	0.2409162424292255	1.0167927767182967	1	maxPerRegion_20	150	7demes
basta	0.982900386745573	0.6464398121321828	0.9926289837710225	1	maxPerRegion_20	150	7demes
dta	0.9913319274228154	0.15022642996637714	1.0157761974539417	1	biased_2.5	500	7demes
mascot	0.9908368327976351	0.05422351387021784	1.0569728513459993	1	biased_2.5	500	7demes
glm	0.996875499502745	0.09957011655878922	1.0011492947898348	1	biased_2.5	500	7demes
dta	0.991905027667993	-0.10507537474304307	1.0652107019933899	1	biased_5	500	7demes
mascot	0.9916127380359971	-0.01972165446097307	1.0315641718818638	1	biased_5	500	7demes
glm	0.9920909158785157	0.18863783631559272	0.9969447175822715	1	biased_5	500	7demes
dta	0.99699520293143	0.5502690533877317	0.9829197287487036	1	maxPerRegionYear_20	150	7demes
mascot	0.9855334590943652	0.4613467069424697	1.0724421328076328	1	maxPerRegionYear_20	150	7demes
basta	0.9938518053115275	0.30015083942720366	1.0182873009498006	1	maxPerRegionYear_20	150	7demes
dta	0.9674322582076097	-0.150739029025031	1.1343611050102007	33	biased_50	500	7demes
mascot	0.9856487908172491	0.06309054796397007	1.0609239383350533	33	biased_50	500	7demes
glm	0.9890525154170636	-0.03402924123954598	0.9788722375586477	33	biased_50	500	7demes
dta	0.98962169594719	-0.07198800199971878	1.0244314197242919	33	uniformS_10	500	7demes
mascot	0.9952703301518856	0.0177206119743456	1.0209824330643293	33	uniformS_10	500	7demes
glm	0.9940372620105832	0.049153106591505846	1.0098961932455155	33	uniformS_10	500	7demes
dta	0.9850140359527324	-0.11540430935514756	0.9832567762296792	33	biased_50	150	7demes
mascot	0.9921442494928682	0.08292266159705441	1.0179574488344296	33	biased_50	150	7demes
basta	0.975851166461046	0.3298780302922477	0.9977213933878537	33	biased_50	150	7demes
glm	0.9759691030098845	0.2088170493285606	0.9416526822307669	33	biased_50	150	7demes
dta	0.981792440016537	0.08775150246280994	0.9870351883257337	33	biased_2.5	500	7demes
mascot	0.9738026331522962	0.13748867446707358	0.9885996141880967	33	biased_2.5	500	7demes
glm	0.9897182876592007	0.050775193682119024	0.9963201554296925	33	biased_2.5	500	7demes
dta	0.9855856323931215	0.16485484654225324	1.0074110135359944	33	biased_20	500	7demes
mascot	0.9662279762822836	0.33589926853497687	0.9732932429543736	33	biased_20	500	7demes
glm	0.9794309041521104	-0.21125099318661	1.010283757479203	33	biased_20	500	7demes
dta	0.9876034680132197	0.20817930592843226	0.987528097864273	33	biased_5	150	7demes
mascot	0.9744593844728695	0.35062233360467054	1.041474009427742	33	biased_5	150	7demes
basta	0.9575543196904344	0.27550347316335255	0.9797442062087776	33	biased_5	150	7demes
glm	0.9816797948227813	0.34991717918414444	0.9699378870709932	33	biased_5	150	7demes
dta	0.980607742696691	-0.06684788142994869	0.9855203154416156	33	biased_10	500	7demes
mascot	0.9798025702625082	0.21694260624960648	0.9671249191349828	33	biased_10	500	7demes
glm	0.990403377025695	-0.3358990771456014	1.0129398311262503	33	biased_10	500	7demes
dta	0.9618577488154149	0.526106412827593	0.965818124279429	33	maxPerRegion_20	150	7demes
mascot	0.9787023348289776	0.8456213985973875	1.0059094758708609	33	maxPerRegion_20	150	7demes
basta	0.971757886624895	0.3570132600543303	1.0011408795653949	33	maxPerRegion_20	150	7demes
dta	0.9786455898775557	0.22430870319537988	0.9514667354998579	33	biased_20	150	7demes
mascot	0.9820244562755256	0.9935156108803387	1.0353675080825473	33	biased_20	150	7demes
basta	0.9800106766316382	1.102935196777775	0.9970576395420092	33	biased_20	150	7demes
glm	0.9905036330771093	0.003526295811486335	0.9786423784942189	33	biased_20	150	7demes
dta	0.9632378632835381	0.7159114525018264	0.9477111396377231	33	maxPerRegion_10	150	7demes
mascot	0.9768549320200601	0.8683647989957279	0.9782481525775595	33	maxPerRegion_10	150	7demes
basta	0.9865107910682694	-0.3158155096324631	0.9531463686325015	33	maxPerRegion_10	150	7demes
dta	0.992750463522163	0.3421930840253129	1.0083798948758669	33	maxPerRegionYear_20	150	7demes
mascot	0.9811645612767489	0.39136693469437844	0.9491639047047822	33	maxPerRegionYear_20	150	7demes
basta	0.9902189779251712	0.18847810932906306	0.9713701314947754	33	maxPerRegionYear_20	150	7demes
dta	0.9890490439018496	0.1668887286872085	1.0256317187345936	33	biased_2.5	150	7demes
mascot	0.9857802556962189	0.289712148463666	1.016465745075592	33	biased_2.5	150	7demes
basta	0.9838610725842867	0.1047238966489541	1.0346431195666559	33	biased_2.5	150	7demes
glm	0.9906108148291689	0.14065229992159445	0.9827152357027716	33	biased_2.5	150	7demes
dta	0.9671734986425428	0.7867912695368595	1.048171797146364	33	biased_10	150	7demes
mascot	0.9894994316747197	0.4115406702666018	0.9775007148524575	33	biased_10	150	7demes
basta	0.9902590655381089	0.0011326024993660866	1.0286623903064527	33	biased_10	150	7demes
glm	0.9915236525673496	0.32655542054683906	0.9786567720841909	33	biased_10	150	7demes
dta	0.986950423939064	0.4403234415621551	1.023907021725607	33	uniformS_20	150	7demes
mascot	0.9832403863610255	0.8102795740477937	1.0450321508607114	33	uniformS_20	150	7demes
basta	0.9872594922183502	0.1502572628258978	1.000624224991322	33	uniformS_20	150	7demes
glm	0.9827446925565985	0.11772734505212057	0.9786832437779666	33	uniformS_20	150	7demes
dta	0.969844677981077	0.6051008716860071	0.9697192679735278	33	maxPerRegion_20	500	7demes
mascot	0.9957443997840677	0.2190810285869702	0.9963994051825653	33	maxPerRegion_20	500	7demes
dta	0.9851342366834909	0.5032464770329419	0.9845756604990593	33	maxPerRegionYear_10	150	7demes
mascot	0.9877826777892196	0.1640355708987702	1.0025893666063932	33	maxPerRegionYear_10	150	7demes
basta	0.9876327754535088	0.7314564021344445	1.0012676838230434	33	maxPerRegionYear_10	150	7demes
dta	0.9718595429404561	0.9209837026522951	0.9733205558565962	33	maxPerRegionYear_20	500	7demes
mascot	0.9924030386398722	0.33756082080998695	0.9885291412540753	33	maxPerRegionYear_20	500	7demes
dta	0.9821447775320646	-0.13631245036041406	1.022431975425766	33	uniform	150	7demes
mascot	0.9624722261835327	0.1257330848735254	1.0138385680227922	33	uniform	150	7demes
basta	0.9716423065189193	0.060926843641549766	0.9883355812342098	33	uniform	150	7demes
glm	0.9859185254835925	0.3555512028094512	0.9859993277189484	33	uniform	150	7demes
dta	0.990069870439175	0.20087003222143274	1.0302461205947506	33	uniformS_20	500	7demes
mascot	0.9861909254263278	-0.0013990594750534768	0.9917343678318907	33	uniformS_20	500	7demes
glm	0.9944077550936342	-0.1298745463460591	1.0147176431494962	33	uniformS_20	500	7demes
dta	0.9876180529936756	0.08443894549976605	0.9946885812572793	33	biased_5	500	7demes
mascot	0.9897953162786133	0.39501850421529916	1.0056465554459426	33	biased_5	500	7demes
glm	0.986786071308554	0.13225810286118644	0.9482668818655516	33	biased_5	500	7demes
dta	0.9757305383260854	0.9757337363815513	0.982574870196491	33	maxPerRegionYear_10	500	7demes
mascot	0.992129852344473	0.49338393560109317	0.9879621068645023	33	maxPerRegionYear_10	500	7demes
dta	0.9891275463171733	0.08065525700365939	0.9638540489573518	33	uniformS_10	150	7demes
mascot	0.9872346958278609	0.29283675693497635	0.9822536569339004	33	uniformS_10	150	7demes
basta	0.9740000664913067	0.06706785234385038	1.1210150758441295	33	uniformS_10	150	7demes
glm	0.9860171629498897	0.1868236909357126	1.0553210764354564	33	uniformS_10	150	7demes
dta	0.979575661317726	0.4905265630030602	0.9767258222159015	33	uniform	500	7demes
mascot	0.9811965618887196	0.6438257507979355	0.9864601010516459	33	uniform	500	7demes
glm	0.9910243134917884	0.13816512685009386	0.9776866392749249	33	uniform	500	7demes
dta	0.9875767357019413	0.46983947433885476	0.993362237198905	33	maxPerRegion_10	500	7demes
mascot	0.9651306831528849	0.4114640799362199	0.9612471243082561	33	maxPerRegion_10	500	7demes
dta	0.9952994696145114	0.28480673255517175	1.0127627920295674	46	uniformS_20	500	7demes
mascot	0.9900301060341584	0.1190825989021782	1.012323774647996	46	uniformS_20	500	7demes
glm	0.9953815844569259	0.004783306042984492	1.0188068868269406	46	uniformS_20	500	7demes
dta	0.9701427942142697	0.16112116731598292	1.0693038065406346	46	biased_5	150	7demes
mascot	0.9891972964907528	0.22042282544371972	1.0163397651167378	46	biased_5	150	7demes
basta	0.9806909555861987	-0.3947106026358753	1.0475910148726018	46	biased_5	150	7demes
glm	0.9860992363417584	0.09950495326622999	1.0172466871281776	46	biased_5	150	7demes
dta	0.9915745116751407	0.4441028138784624	1.0083587417687154	46	maxPerRegionYear_10	500	7demes
mascot	0.9946976288961159	0.23753364618319495	0.9965792299311768	46	maxPerRegionYear_10	500	7demes
dta	0.989346684741825	0.07515543540630532	1.042593752965709	46	biased_20	150	7demes
mascot	0.9850877472165976	0.045362919293108206	1.091595959414158	46	biased_20	150	7demes
basta	0.9856872593912201	0.141946122441162	1.0774462904281268	46	biased_20	150	7demes
glm	0.9807896648399902	-0.27071668382004077	1.100432332102621	46	biased_20	150	7demes
dta	0.9892991485597643	-0.25668690417974815	1.0686428273553468	46	uniformS_10	150	7demes
mascot	0.9864198413836528	0.11534738660662569	0.977282391047607	46	uniformS_10	150	7demes
basta	0.9819231039534382	-0.21467673022569755	1.0104791016723638	46	uniformS_10	150	7demes
glm	0.9939117259944609	-0.2770176613132236	1.0099323321055784	46	uniformS_10	150	7demes
dta	0.9884483433200659	0.5512516754498371	1.0355755245113998	46	maxPerRegionYear_20	500	7demes
mascot	0.9923141771165996	0.24094882440898147	1.0288573928558278	46	maxPerRegionYear_20	500	7demes
dta	0.9920134969684697	-0.14494168730007573	1.1000623162860617	46	biased_50	500	7demes
mascot	0.9921369313334663	0.03793365483269184	1.0504248599669885	46	biased_50	500	7demes
glm	0.9889184234475855	0.04517248358635584	1.0780460439257444	46	biased_50	500	7demes
dta	0.9946539914806964	0.02057872994291543	1.0467677435367762	46	biased_10	500	7demes
mascot	0.9883141060405278	-0.05776843938289389	1.0826546939266206	46	biased_10	500	7demes
glm	0.9939287365328104	0.25385620199376646	0.9729669133129816	46	biased_10	500	7demes
dta	0.9856622846867459	-0.07063488775765947	1.060897018244035	46	maxPerRegion_10	150	7demes
mascot	0.9763688492747196	0.42845050281366426	1.025059661667923	46	maxPerRegion_10	150	7demes
basta	0.9872498402819547	-0.0509738399828521	1.029459582171295	46	maxPerRegion_10	150	7demes
dta	0.9951155208545002	0.2884750177261388	1.031480788146563	46	biased_5	500	7demes
mascot	0.9794929629533328	0.10638120029451414	1.1090903281117768	46	biased_5	500	7demes
glm	0.9934679339491953	0.065097115533721	0.9876927729192699	46	biased_5	500	7demes
dta	0.9922255947094678	0.0712070989442175	1.0309681798836656	46	maxPerRegion_10	500	7demes
mascot	0.9933783122712007	0.07940827501778358	1.023381826907071	46	maxPerRegion_10	500	7demes
dta	0.9856615905804522	0.5006690859990144	1.0247878889494326	46	maxPerRegionYear_20	150	7demes
mascot	0.9917499163425257	0.11630430072904119	1.0024708992544589	46	maxPerRegionYear_20	150	7demes
basta	0.992863845028208	-0.41678643239065494	1.0333642152548528	46	maxPerRegionYear_20	150	7demes
dta	0.984765611320799	0.7597519130729218	0.9925544722706034	46	maxPerRegion_20	150	7demes
mascot	0.9554155604330931	0.18207238745204535	1.0807005762809359	46	maxPerRegion_20	150	7demes
basta	0.9857623949654728	-0.4228061303411579	1.0238789716844914	46	maxPerRegion_20	150	7demes
dta	0.9891872208789061	-0.02303779466856426	1.0579883322862353	46	uniform	150	7demes
mascot	0.9648723631539943	-0.017374844153874136	1.0562080767417283	46	uniform	150	7demes
basta	0.9816482380233819	-0.35287544159258033	1.0897224273234063	46	uniform	150	7demes
glm	0.9803667773246214	-0.26944419118962415	1.052968412958863	46	uniform	150	7demes
dta	0.9774985102386871	0.24815422285301736	1.0563038216382719	46	uniform	500	7demes
mascot	0.9882319313114162	0.08628997069004996	0.9846893018500028	46	uniform	500	7demes
glm	0.9965632722117934	-0.10367613359990102	1.0093595311824344	46	uniform	500	7demes
dta	0.9793735074570945	0.11992551219350389	1.1157461261640027	46	uniformS_10	500	7demes
mascot	0.9918611018825685	0.34275136620096447	1.0500176541644364	46	uniformS_10	500	7demes
glm	0.9961874006751874	-0.00923034885282803	1.028089379940628	46	uniformS_10	500	7demes
dta	0.9898841298897254	0.2590684452890102	1.0559679257950125	46	biased_20	500	7demes
mascot	0.9813859119293133	0.17976699521442896	1.0752557383806338	46	biased_20	500	7demes
glm	0.9936001843363079	0.4333509227250403	0.9638856687420367	46	biased_20	500	7demes
dta	0.9857946540127216	0.07832201314806397	1.0615910298656999	46	biased_10	150	7demes
mascot	0.9819194674752506	-0.2256775526652639	1.1065366488662132	46	biased_10	150	7demes
basta	0.9897284583114768	0.0063388272216080566	1.0512932064065366	46	biased_10	150	7demes
glm	0.9876192220094273	0.14312274615664222	0.9924554493274391	46	biased_10	150	7demes
dta	0.9954834379659679	0.26060475782415793	1.002834048525404	46	biased_2.5	500	7demes
mascot	0.9850709279157638	-0.05364130875923223	1.082656592831807	46	biased_2.5	500	7demes
glm	0.9971496685141641	-0.008956480463769623	1.0132522706435847	46	biased_2.5	500	7demes
dta	0.9893663895253357	0.13392663089360113	0.9870294341939596	46	biased_50	150	7demes
mascot	0.9834213538575032	-0.7783197332120686	1.1523451408974983	46	biased_50	150	7demes
basta	0.9893503276889387	-0.19220625693506577	1.0571789141290084	46	biased_50	150	7demes
glm	0.9742484227330263	-0.6814793812700586	1.146996657650959	46	biased_50	150	7demes
dta	0.9831543119013998	0.31380630606907545	1.0709776396264548	46	uniformS_20	150	7demes
mascot	0.9831503156194299	-0.11710492283918228	1.0465384156536717	46	uniformS_20	150	7demes
basta	0.9773975264652563	-0.27735398590898797	1.0963598607370801	46	uniformS_20	150	7demes
glm	0.9796975776767469	0.2640516240496815	1.0437165338699717	46	uniformS_20	150	7demes
dta	0.9786242239189357	-0.17308948454578044	1.0714580587635665	46	biased_2.5	150	7demes
mascot	0.9797999628535461	0.06773258120984238	1.0652473774579272	46	biased_2.5	150	7demes
basta	0.9881824286317097	-0.17423504921609734	1.0114119815852818	46	biased_2.5	150	7demes
glm	0.9898287415882929	-0.31856582611523265	1.0231844539548836	46	biased_2.5	150	7demes
dta	0.9884328544777508	0.14964740461831028	1.0431327685695937	46	maxPerRegionYear_10	150	7demes
mascot	0.9923380791018909	-0.005852368932966812	1.0356482053342502	46	maxPerRegionYear_10	150	7demes
basta	0.9773977050180759	0.0018417393781149372	1.0473962856660788	46	maxPerRegionYear_10	150	7demes
dta	0.9908629939967509	0.3163289095828645	1.0043860467776502	46	maxPerRegion_20	500	7demes
mascot	0.9920151112689851	0.4819627207931134	1.0114243173749955	46	maxPerRegion_20	500	7demes
dta	0.9956701740710461	-0.3711763659755931	1.036339932686482	39	uniformS_20	500	7demes
mascot	0.9950766616043284	-0.13843700381867663	1.052768136415972	39	uniformS_20	500	7demes
glm	0.9955901214957552	-0.22339189550289795	1.0364384866068175	39	uniformS_20	500	7demes
dta	0.9898036211123096	-0.4238253043964395	1.0807211731780133	39	maxPerRegion_10	150	7demes
mascot	0.9899970712359266	-0.21048091582343176	1.0294054472427918	39	maxPerRegion_10	150	7demes
basta	0.994931701296351	-0.18737685652106784	1.015117946493437	39	maxPerRegion_10	150	7demes
dta	0.9832750154783447	0.49312644825927343	0.9954066812236537	39	biased_10	500	7demes
mascot	0.989526125193687	-0.19376572177363727	1.0440982455275791	39	biased_10	500	7demes
glm	0.9884905048115447	0.28777534061779164	0.9976441617880845	39	biased_10	500	7demes
dta	0.9960702780367621	-0.3186092343088749	1.0298845780427621	39	biased_5	500	7demes
mascot	0.9948882309695432	0.24312865792633076	1.0105062356098395	39	biased_5	500	7demes
glm	0.9934186313263128	-0.3737647265390276	1.0301953454392068	39	biased_5	500	7demes
dta	0.9890233551392899	0.25986814337340824	1.0258232741197493	39	maxPerRegionYear_20	150	7demes
mascot	0.9899407148854957	0.19695214207859024	1.054240254806211	39	maxPerRegionYear_20	150	7demes
basta	0.9880167679881587	0.1889795653909676	1.04111101274605	39	maxPerRegionYear_20	150	7demes
dta	0.9893559333659578	0.2655912526482176	0.9792267482663776	39	biased_50	500	7demes
mascot	0.9905166383715692	-0.2833335627136506	1.0973375454402479	39	biased_50	500	7demes
glm	0.9931076517121313	-0.14072179694930043	1.0104464066294185	39	biased_50	500	7demes
dta	0.9911404745511994	0.09545682094146457	1.026799033121842	39	uniform	500	7demes
mascot	0.9906287068468315	-0.2864695689851544	1.0432485860139113	39	uniform	500	7demes
glm	0.9943555062043307	-0.44115466690441707	1.049653730907356	39	uniform	500	7demes
dta	0.994492962148536	-0.3027797375648973	1.0552363462362382	39	biased_2.5	500	7demes
mascot	0.9931215260124766	-0.06946455645581295	1.0238711063387729	39	biased_2.5	500	7demes
glm	0.9933660251777203	-0.3093697226446004	1.0291370295854905	39	biased_2.5	500	7demes
dta	0.9875164982142233	-0.08165262164652809	1.0214084992292156	39	uniformS_20	150	7demes
mascot	0.9743194057973341	0.29617833099673874	1.0164160811676584	39	uniformS_20	150	7demes
basta	0.9902923898896965	0.0012765076476988213	1.0336875302050568	39	uniformS_20	150	7demes
glm	0.990022051071519	-0.5645128994491877	1.022547913919778	39	uniformS_20	150	7demes
dta	0.9894979650378616	-0.39026803555366385	1.0804697544326993	39	maxPerRegionYear_10	500	7demes
mascot	0.9885727235367198	-0.31858756993466386	1.0717231409349213	39	maxPerRegionYear_10	500	7demes
dta	0.9806292095575513	-0.5403752886004707	1.063044668762279	39	maxPerRegion_20	500	7demes
mascot	0.9927368600288713	-0.4082475953095326	1.039752201582617	39	maxPerRegion_20	500	7demes
dta	0.9912121566820581	-0.3134461828698196	1.0092738948797402	39	biased_50	150	7demes
mascot	0.9832606502926149	0.3090876074982596	1.0103910511035818	39	biased_50	150	7demes
basta	0.990703251918424	-0.09863493385322464	0.9971225444061582	39	biased_50	150	7demes
glm	0.9946211125913768	0.303129124483668	1.02197478890315	39	biased_50	150	7demes
dta	0.9770035658079305	-0.7532622995831755	1.1152387089902718	39	biased_10	150	7demes
mascot	0.9643672784548444	-0.8631129637259143	1.144126821352563	39	biased_10	150	7demes
basta	0.9853136534128442	-0.5058262301093599	1.0569207638821851	39	biased_10	150	7demes
glm	0.9937636231849725	-0.25292068398341705	1.025788314751057	39	biased_10	150	7demes
dta	0.9891500192253004	-0.06066488762388644	1.0288571338594488	39	uniformS_10	500	7demes
mascot	0.992797524442724	-0.16646158695785296	1.0426343789073587	39	uniformS_10	500	7demes
glm	0.995016104453716	0.04127357786242314	0.9845514557802505	39	uniformS_10	500	7demes
dta	0.9821475277310223	-0.19621043183851938	1.0642855385414727	39	uniform	150	7demes
mascot	0.9802103749388115	-0.8844748232498638	1.092353739375408	39	uniform	150	7demes
basta	0.9753304889698119	-1.131720062619598	1.0945594951696596	39	uniform	150	7demes
glm	0.987779100649394	-0.20929426399226614	1.0036001111538762	39	uniform	150	7demes
dta	0.9930520773212226	-0.6784230402274147	1.0921520701445606	39	biased_20	500	7demes
mascot	0.9908452720787546	-0.3534131979761117	1.0781497197029808	39	biased_20	500	7demes
glm	0.9956487860093611	0.013801193831310954	1.0086362226642591	39	biased_20	500	7demes
dta	0.9870618429037137	0.4478946169443425	0.9475550786002777	39	biased_5	150	7demes
mascot	0.9870795801381265	0.25323970052467715	1.05166715002101	39	biased_5	150	7demes
basta	0.9919229690145362	0.20919486291547607	0.9727282486927756	39	biased_5	150	7demes
glm	0.9910197252184915	0.32009014709314165	0.9493061450044504	39	biased_5	150	7demes
dta	0.9928897748835542	0.28373184836525667	0.9928035451429715	39	maxPerRegionYear_10	150	7demes
mascot	0.9898553861518465	-0.3698486269915797	1.0763508282542535	39	maxPerRegionYear_10	150	7demes
basta	0.9907385376691137	0.15541375718520456	1.0506351252391646	39	maxPerRegionYear_10	150	7demes
dta	0.987442853036593	-0.8158188270363826	1.0562644713965468	39	biased_2.5	150	7demes
mascot	0.9893407760565485	-0.8006339684968466	1.0709476359427323	39	biased_2.5	150	7demes
basta	0.9856070138292257	-0.9515355887385368	1.0647710875489096	39	biased_2.5	150	7demes
glm	0.9867734209585247	0.2346704681094529	1.0121456336043746	39	biased_2.5	150	7demes
dta	0.9833774386226324	-0.6867617894374565	1.0773710872767968	39	uniformS_10	150	7demes
mascot	0.9811694302824187	-0.5118748115455762	1.0725843031009825	39	uniformS_10	150	7demes
basta	0.9844491869661096	-0.6917995780812589	1.081608084673935	39	uniformS_10	150	7demes
glm	0.98783072823846	-0.282982810220453	1.0013588079175682	39	uniformS_10	150	7demes
dta	0.9781917094445369	-0.4864380568809814	1.0859396806155595	39	maxPerRegion_20	150	7demes
mascot	0.9854813670918225	-0.722989232228965	1.0958520336096476	39	maxPerRegion_20	150	7demes
basta	0.9823290511041801	-1.1539989544080171	1.1198247578813902	39	maxPerRegion_20	150	7demes
dta	0.9796280830923741	0.5044230041927875	1.023796521907295	39	maxPerRegionYear_20	500	7demes
mascot	0.9919714605993176	0.20417989209900256	1.0191043229156738	39	maxPerRegionYear_20	500	7demes
dta	0.9881014487147622	-0.3048070060617345	1.047378913779451	39	biased_20	150	7demes
mascot	0.9858572776636415	-0.6143556741767799	1.1249027307215882	39	biased_20	150	7demes
basta	0.9847431562456969	-0.5808225300662784	1.1262636908467114	39	biased_20	150	7demes
glm	0.9808376976113624	0.23284513912072313	1.0051074381815064	39	biased_20	150	7demes
dta	0.9939440083599578	0.04629962088759498	1.03496306927158	39	maxPerRegion_10	500	7demes
mascot	0.9933257546428881	-0.03642069558333816	1.0461535517852654	39	maxPerRegion_10	500	7demes
dta	0.9949690527676877	-0.132367371249984	1.0800905228627602	35	biased_10	500	7demes
mascot	0.9906767018935202	0.17052948990209416	1.0517055217984064	35	biased_10	500	7demes
glm	0.997512319558098	-0.25558682597653615	1.0147717595079382	35	biased_10	500	7demes
