regions	mean	X2_5_hpd	X97_5_hpd	X1	X2_5	X5	X10	X15	X20	X25	X30	X35	X40	X45	X50	X55	X60	X65	X70	X75	X80	X85	X90	X95	X97_5	X99	model	nSim	nSeq	protocol
Region1	1990.7485164955415	1989.7681302281947	1991.4825469715831	1989.474036452858	1989.6610864762401	1989.8695956748943	1990.0609419248665	1990.2295234707487	1990.3508154638077	1990.4241313158732	1990.5190258645341	1990.5948685180172	1990.660778515165	1990.7363966014425	1990.814217672498	1990.8595982799272	1990.9103006605274	1990.948432246525	1990.9933317426921	1991.0383143983158	1991.081135580226	1991.147287867636	1991.2217698545828	1991.3504532009986	1991.4350449916187	1991.5140323638457	glm	1	500	biased_5
Region2	2003.4373778128136	2000.9800372253455	2007.4195011152485	1996.850404462883	1997.6179343460826	2001.0612941111294	2002.3035832105538	2002.8368661816694	2003.0353730982893	2003.2159962773621	2003.340009527976	2003.4504767397734	2003.5392304622144	2003.643327426402	2003.7261488696208	2003.8023153209294	2003.867943084639	2003.9503880905959	2004.0016571369847	2004.0705496892044	2004.1336452951894	2004.2186576402971	2004.3491688146867	2004.9096778730204	2006.521222720745	2007.1049216435729	glm	1	500	biased_5
Region3	2001.0120340599615	1997.181065974944	2003.2108115263632	1996.8146658125377	1997.0690446771691	1997.3197045774166	1997.6278349882914	1997.9460324838242	1998.2205767873118	2000.614005394968	2001.1489331515595	2001.3457438798014	2001.5219799869217	2001.6791939836492	2001.791543555304	2001.8749652778022	2001.9495624919623	2002.039570084372	2002.1649636918453	2002.3308749063303	2002.4637423018698	2002.6700880450676	2002.8181094857698	2003.021555184172	2003.1344354100997	2003.286863124736	glm	1	500	biased_5
Region4	2001.140729650799	2000.1892242281947	2001.9394317101353	1999.895130452858	2000.0980130501594	2000.2906896748943	2000.479939236727	2000.6446173124052	2000.777616066245	2000.8471934456697	2000.9424197380938	2001.0199714622026	2001.086759774923	2001.166079505782	2001.2411853783487	2001.2848093295243	2001.3354452446476	2001.373765076426	2001.4186287722366	2001.4612910983094	2001.5076794469744	2001.5709116805458	2001.6487019515305	2001.7786055241866	2001.8677617407475	2001.9729853448005	glm	1	500	biased_5
Region5	2000.5064681539368	1998.7337389914508	2002.5820364654912	1998.2381013053505	1998.5892937223753	1998.8641791267987	1999.1725098838313	1999.395760065096	1999.5805858869917	1999.695782632315	1999.7945893123524	1999.9414601421515	2000.0704147346048	2000.1754482946155	2000.292483143887	2000.3913753817858	2000.559020741872	2000.7263912180274	2001.1045453896406	2001.5639688037706	2001.7914975338201	2002.016248961935	2002.1771484237051	2002.3582025921105	2002.5150639910307	2002.7030248964516	glm	1	500	biased_5
Region6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glm	1	500	biased_5
Region7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	glm	1	500	biased_5
Region1	1989.5350219191805	1988.7750818339557	1990.1526827867904	1988.2279043089952	1988.5478050450884	1988.8137829911223	1989.0163908996	1989.1369913874607	1989.2325131786286	1989.3140996622071	1989.387327337956	1989.4632282364264	1989.5076971113774	1989.5598239053115	1989.6079411859193	1989.6452243405565	1989.6825829006104	1989.7250638114842	1989.766168607411	1989.8212744153386	1989.8734822768215	1989.9391283878958	1990.0029663378507	1990.0669560391352	1990.1067981264675	1990.1422737129644	glm	1	500	uniform
Region2	2002.0936861974205	2001.273391588627	2002.7364397666997	2000.7576556509648	2001.0817941335704	2001.353546144225	2001.5723228313152	2001.6841944045461	2001.7824585058322	2001.8666769517595	2001.9430376708012	2002.0095932297656	2002.0559282183126	2002.1102385083013	2002.1574349754305	2002.1962462603708	2002.2302873640783	2002.2733382554036	2002.3180788383168	2002.373076591833	2002.426189548908	2002.4958185890505	2002.5598682825832	2002.6298995544698	2002.6730675440417	2002.7353219078575	glm	1	500	uniform
Region3	2001.3396243169059	1999.0759494751971	2002.9345712541576	1998.2998810587396	1998.790486864265	1999.3221871318076	2000.1149626067754	2000.4220895142835	2000.6397144715604	2000.8281419414056	2000.9960268953357	2001.1395184300495	2001.2946120494905	2001.3992417855427	2001.5169454989084	2001.6042420415688	2001.694358508251	2001.808242264994	2001.9055746751642	2002.025270866594	2002.1769435150175	2002.3388918953096	2002.4733239844063	2002.6756490970324	2002.7843509334596	2002.9336811977066	glm	1	500	uniform
Region4	2000.6627447759456	1996.9962617695999	2002.5219231453063	1995.4603883671223	1995.8929301353928	1996.993503216509	1997.6285203085322	1997.9218107353806	1999.861487380464	2000.7582899998172	2000.9833445376191	2001.1484966768965	2001.2541398232463	2001.3281594198154	2001.4060196433102	2001.480684872187	2001.5359092489068	2001.6076387986745	2001.6780673201308	2001.7345953935946	2001.803971966501	2001.8929194498655	2001.9919442647092	2002.1565736305126	2002.2419236384399	2002.3713896843733	glm	1	500	uniform
Region5	1999.6504365096505	1998.5342257480409	2001.0377805315682	1997.5704677042286	1998.432395610982	1998.656360092189	1998.9462452507164	1999.0793684378677	1999.1941434528114	1999.2904424324083	1999.3632905000468	1999.451046378832	1999.5123769999084	1999.5791837464828	1999.636615996585	1999.6866183230359	1999.742372856484	1999.795550251139	1999.8827308876641	1999.9642676911867	2000.0741664570216	2000.2871874341297	2000.5840561777495	2000.8247326230637	2000.994161519378	2001.0858379065435	glm	1	500	uniform
Region6	2000.0175158574161	1999.2951329538814	2000.6761877666995	1998.7100963089952	1999.0299970450883	1999.2959749911222	1999.4985828996	1999.6191833874607	1999.7147051786285	1999.796291662207	1999.869519337956	1999.9454202364263	1999.9898891113774	2000.0420159053115	2000.0901331859193	2000.1274163405565	2000.1647749006104	2000.2072558114842	2000.2483606074109	2000.3034664153386	2000.3556742768214	2000.4213203878958	2000.4851583378506	2000.5491480391352	2000.5919413255046	2000.6261999210344	glm	1	500	uniform
