parameterChar	value	parameter	nSeq	protocol	matrix	nSim
Region1_Region6	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
Region2_Region1	0.010445507173420588	migrationRate	150	uniformS	migrationrates	8
Region2_Region2	0.7959979864082557	migrationRate	150	uniformS	migrationrates	8
Region2_Region3	0.007550969041026932	migrationRate	150	uniformS	migrationrates	8
Region2_Region4	0.00478228039265039	migrationRate	150	uniformS	migrationrates	8
Region2_Region5	0.0027686886483765417	migrationRate	150	uniformS	migrationrates	8
Region2_Region6	0.0005033979360684622	migrationRate	150	uniformS	migrationrates	8
Region3_Region2	0.0020135917442738486	migrationRate	150	uniformS	migrationrates	8
Region3_Region3	0.5523533853511201	migrationRate	150	uniformS	migrationrates	8
Region3_Region4	0.0008809463881198087	migrationRate	150	uniformS	migrationrates	8
Region4_Region1	0.00012584948401711554	migrationRate	150	uniformS	migrationrates	8
Region4_Region2	0.004278882456581928	migrationRate	150	uniformS	migrationrates	8
Region4_Region3	0.010823055625471936	migrationRate	150	uniformS	migrationrates	8
Region4_Region4	3.4971054618676063	migrationRate	150	uniformS	migrationrates	8
Region4_Region5	0.02051346589478983	migrationRate	150	uniformS	migrationrates	8
Region4_Region6	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
Region5_Region1	0.00012584948401711554	migrationRate	150	uniformS	migrationrates	8
Region5_Region2	0.0008809463881198087	migrationRate	150	uniformS	migrationrates	8
Region5_Region3	0.0006292474200855776	migrationRate	150	uniformS	migrationrates	8
Region5_Region4	0.008557764913163856	migrationRate	150	uniformS	migrationrates	8
Region5_Region5	1.950918701233325	migrationRate	150	uniformS	migrationrates	8
Region5_Region6	0.003020387616410773	migrationRate	150	uniformS	migrationrates	8
Region6_Region5	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
Region6_Region6	0.11301283664736975	migrationRate	150	uniformS	migrationrates	8
Region6_Region7	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
Region7_Region7	0.0003775484520513466	migrationRate	150	uniformS	migrationrates	8
Region1_Region3	NA	migrationRate	150	uniformS	migrationrates	8
Region1_Region7	NA	migrationRate	150	uniformS	migrationrates	8
Region2_Region7	NA	migrationRate	150	uniformS	migrationrates	8
Region3_Region1	NA	migrationRate	150	uniformS	migrationrates	8
Region3_Region5	NA	migrationRate	150	uniformS	migrationrates	8
Region3_Region6	NA	migrationRate	150	uniformS	migrationrates	8
Region3_Region7	NA	migrationRate	150	uniformS	migrationrates	8
Region4_Region7	NA	migrationRate	150	uniformS	migrationrates	8
Region5_Region7	NA	migrationRate	150	uniformS	migrationrates	8
Region6_Region1	NA	migrationRate	150	uniformS	migrationrates	8
Region6_Region2	NA	migrationRate	150	uniformS	migrationrates	8
Region6_Region3	NA	migrationRate	150	uniformS	migrationrates	8
Region6_Region4	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region1	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region2	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region3	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region4	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region5	NA	migrationRate	150	uniformS	migrationrates	8
Region7_Region6	NA	migrationRate	150	uniformS	migrationrates	8
Region1	0.2197589142712636	locationFrequency	150	uniformS	migrationrates	8
Region2	0.09078647896822052	locationFrequency	150	uniformS	migrationrates	8
Region3	0.06378375340695158	locationFrequency	150	uniformS	migrationrates	8
Region4	0.39201719632470705	locationFrequency	150	uniformS	migrationrates	8
Region5	0.22047542780072493	locationFrequency	150	uniformS	migrationrates	8
Region6	0.013093933518783895	locationFrequency	150	uniformS	migrationrates	8
Region7	8.429570934839417e-05	locationFrequency	150	uniformS	migrationrates	8
NA	1990.432877	mrcaDate	150	uniformS	migrationrates	8
NA	Region1	mrcaLocation	150	uniformS	migrationrates	8
NA	21.750183000000106	treeHeight	150	uniformS	migrationrates	8
Region1_Region1	15557.0	migrationCount	500	uniformS	migrationrates	8
Region1_Region2	80.0	migrationCount	500	uniformS	migrationrates	8
Region1_Region4	2.0	migrationCount	500	uniformS	migrationrates	8
Region1_Region5	3.0	migrationCount	500	uniformS	migrationrates	8
Region1_Region6	3.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region1	83.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region2	6325.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region3	60.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region4	38.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region5	22.0	migrationCount	500	uniformS	migrationrates	8
Region2_Region6	4.0	migrationCount	500	uniformS	migrationrates	8
Region3_Region2	16.0	migrationCount	500	uniformS	migrationrates	8
Region3_Region3	4389.0	migrationCount	500	uniformS	migrationrates	8
Region3_Region4	7.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region1	1.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region2	34.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region3	86.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region4	27857.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region5	163.0	migrationCount	500	uniformS	migrationrates	8
Region4_Region6	3.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region1	1.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region2	7.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region3	5.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region4	68.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region5	15506.0	migrationCount	500	uniformS	migrationrates	8
Region5_Region6	24.0	migrationCount	500	uniformS	migrationrates	8
Region6_Region5	3.0	migrationCount	500	uniformS	migrationrates	8
Region6_Region6	898.0	migrationCount	500	uniformS	migrationrates	8
Region6_Region7	3.0	migrationCount	500	uniformS	migrationrates	8
Region7_Region7	3.0	migrationCount	500	uniformS	migrationrates	8
Region1_Region3	NA	migrationCount	500	uniformS	migrationrates	8
Region1_Region7	NA	migrationCount	500	uniformS	migrationrates	8
Region2_Region7	NA	migrationCount	500	uniformS	migrationrates	8
Region3_Region1	NA	migrationCount	500	uniformS	migrationrates	8
Region3_Region5	NA	migrationCount	500	uniformS	migrationrates	8
Region3_Region6	NA	migrationCount	500	uniformS	migrationrates	8
Region3_Region7	NA	migrationCount	500	uniformS	migrationrates	8
Region4_Region7	NA	migrationCount	500	uniformS	migrationrates	8
Region5_Region7	NA	migrationCount	500	uniformS	migrationrates	8
Region6_Region1	NA	migrationCount	500	uniformS	migrationrates	8
Region6_Region2	NA	migrationCount	500	uniformS	migrationrates	8
Region6_Region3	NA	migrationCount	500	uniformS	migrationrates	8
Region6_Region4	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region1	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region2	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region3	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region4	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region5	NA	migrationCount	500	uniformS	migrationrates	8
Region7_Region6	NA	migrationCount	500	uniformS	migrationrates	8
Region1_Region1	1.9392919471453502	migrationRate	500	uniformS	migrationrates	8
Region1_Region2	0.009972575417601595	migrationRate	500	uniformS	migrationrates	8
Region1_Region4	0.0002493143854400399	migrationRate	500	uniformS	migrationrates	8
Region1_Region5	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region1_Region6	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region2_Region1	0.010346546995761655	migrationRate	500	uniformS	migrationrates	8
Region2_Region2	0.7884567439541261	migrationRate	500	uniformS	migrationrates	8
Region2_Region3	0.0074794315632011965	migrationRate	500	uniformS	migrationrates	8
Region2_Region4	0.004736973323360758	migrationRate	500	uniformS	migrationrates	8
Region2_Region5	0.002742458239840439	migrationRate	500	uniformS	migrationrates	8
Region2_Region6	0.0004986287708800798	migrationRate	500	uniformS	migrationrates	8
Region3_Region2	0.0019945150835203192	migrationRate	500	uniformS	migrationrates	8
Region3_Region3	0.5471204188481675	migrationRate	500	uniformS	migrationrates	8
Region3_Region4	0.0008726003490401396	migrationRate	500	uniformS	migrationrates	8
Region4_Region1	0.00012465719272001995	migrationRate	500	uniformS	migrationrates	8
Region4_Region2	0.004238344552480678	migrationRate	500	uniformS	migrationrates	8
Region4_Region3	0.010720518573921716	migrationRate	500	uniformS	migrationrates	8
Region4_Region4	3.4725754176015955	migrationRate	500	uniformS	migrationrates	8
Region4_Region5	0.020319122413363252	migrationRate	500	uniformS	migrationrates	8
Region4_Region6	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region5_Region1	0.00012465719272001995	migrationRate	500	uniformS	migrationrates	8
Region5_Region2	0.0008726003490401396	migrationRate	500	uniformS	migrationrates	8
Region5_Region3	0.0006232859636000997	migrationRate	500	uniformS	migrationrates	8
Region5_Region4	0.008476689104961356	migrationRate	500	uniformS	migrationrates	8
Region5_Region5	1.9329344303166294	migrationRate	500	uniformS	migrationrates	8
Region5_Region6	0.0029917726252804786	migrationRate	500	uniformS	migrationrates	8
Region6_Region5	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region6_Region6	0.11194215906257791	migrationRate	500	uniformS	migrationrates	8
Region6_Region7	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region7_Region7	0.00037397157816005983	migrationRate	500	uniformS	migrationrates	8
Region1_Region3	NA	migrationRate	500	uniformS	migrationrates	8
Region1_Region7	NA	migrationRate	500	uniformS	migrationrates	8
Region2_Region7	NA	migrationRate	500	uniformS	migrationrates	8
Region3_Region1	NA	migrationRate	500	uniformS	migrationrates	8
Region3_Region5	NA	migrationRate	500	uniformS	migrationrates	8
Region3_Region6	NA	migrationRate	500	uniformS	migrationrates	8
Region3_Region7	NA	migrationRate	500	uniformS	migrationrates	8
Region4_Region7	NA	migrationRate	500	uniformS	migrationrates	8
Region5_Region7	NA	migrationRate	500	uniformS	migrationrates	8
Region6_Region1	NA	migrationRate	500	uniformS	migrationrates	8
Region6_Region2	NA	migrationRate	500	uniformS	migrationrates	8
Region6_Region3	NA	migrationRate	500	uniformS	migrationrates	8
Region6_Region4	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region1	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region2	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region3	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region4	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region5	NA	migrationRate	500	uniformS	migrationrates	8
Region7_Region6	NA	migrationRate	500	uniformS	migrationrates	8
Region1	0.21953376092967117	locationFrequency	500	uniformS	migrationrates	8
Region2	0.09069346395138314	locationFrequency	500	uniformS	migrationrates	8
Region3	0.06371840395222524	locationFrequency	500	uniformS	migrationrates	8
Region4	0.39258396373384236	locationFrequency	500	uniformS	migrationrates	8
Region5	0.22030567992028183	locationFrequency	500	uniformS	migrationrates	8
Region6	0.01308051816816606	locationFrequency	500	uniformS	migrationrates	8
Region7	8.420934443025361e-05	locationFrequency	500	uniformS	migrationrates	8
NA	1990.432877	mrcaDate	500	uniformS	migrationrates	8
NA	Region1	mrcaLocation	500	uniformS	migrationrates	8
NA	21.957833000000164	treeHeight	500	uniformS	migrationrates	8
Region1_Region1	16082.0	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region2	82.0	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region4	2.0	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region5	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region6	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region1	83.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region2	6367.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region3	61.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region4	38.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region5	22.0	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region6	4.0	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region2	16.0	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region3	4392.0	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region4	7.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region1	1.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region2	34.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region3	86.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region4	27738.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region5	163.0	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region6	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region1	1.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region2	7.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region3	5.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region4	68.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region5	15493.0	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region6	24.0	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region5	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region6	898.0	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region7	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region7	3.0	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region3	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region7	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region2_Region7	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region1	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region5	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region6	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region3_Region7	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region4_Region7	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region5_Region7	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region1	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region2	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region3	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region6_Region4	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region1	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region2	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region3	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region4	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region5	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region7_Region6	NA	migrationCount	150	maxPerRegion	migrationrates	8
Region1_Region1	1.9236842105263159	migrationRate	150	maxPerRegion	migrationrates	8
Region1_Region2	0.009808612440191388	migrationRate	150	maxPerRegion	migrationrates	8
Region1_Region4	0.00023923444976076556	migrationRate	150	maxPerRegion	migrationrates	8
Region1_Region5	0.0003588516746411483	migrationRate	150	maxPerRegion	migrationrates	8
Region1_Region6	0.0003588516746411483	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region1	0.00992822966507177	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region2	0.7616028708133972	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region3	0.007296650717703349	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region4	0.004545454545454545	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region5	0.002631578947368421	migrationRate	150	maxPerRegion	migrationrates	8
Region2_Region6	0.0004784688995215311	migrationRate	150	maxPerRegion	migrationrates	8
Region3_Region2	0.0019138755980861245	migrationRate	150	maxPerRegion	migrationrates	8
Region3_Region3	0.5253588516746411	migrationRate	150	maxPerRegion	migrationrates	8
Region3_Region4	0.0008373205741626794	migrationRate	150	maxPerRegion	migrationrates	8
Region4_Region1	0.00011961722488038278	migrationRate	150	maxPerRegion	migrationrates	8
Region4_Region2	0.004066985645933014	migrationRate	150	maxPerRegion	migrationrates	8
