Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_20_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
40000	-60976.390208321325	-59033.31666802087	-1943.0735403004555	-59033.31666802087	-1921.1617971663575	29.165622812654608	1	0	0	1	1	1	4.485649	4.485649	4.485649	0.397551	0.0	0.0	0.228784	0.502790	0.012745	4	5.810290323869827E-4	1.6167694286115994	0.2866190982483809	0.20934327299748853	0.2304812146282598	0.27355641412587084
44000	-59303.83994661646	-57311.65975250103	-1992.1801941154317	-57311.65975250103	-1968.0015924168383	29.16562292847679	1	0	0	1	1	0	4.888246	4.888246	4.888246	0.555680	0.0	0.0	0.315188	0.323683	0.0	3	5.459378545787798E-4	1.6167694286115994	0.2866190982483809	0.22017085449171753	0.2304812146282598	0.2627288326316419
48000	-57663.56867337269	-55624.62803252801	-2038.940640844683	-55624.62803252801	-2011.7985939907394	29.16547365666442	1	1	0	1	1	0	5.725851	5.725851	5.725851	0.460312	0.322728	0.0	0.261582	0.658001	0.0	4	5.045934771037299E-4	1.632647741408074	0.2866190982483809	0.22017085449171753	0.2304812146282598	0.2627288326316419
52000	-56016.97543995517	-53950.86054757671	-2066.114892378457	-53950.86054757671	-2041.1278693659842	29.16519206507273	1	0	0	1	1	1	5.001779	5.001779	5.001779	0.221461	0.0	0.0	0.261125	0.502744	0.091949	4	4.678395077420656E-4	1.632647741408074	0.2866190982483809	0.22017085449171753	0.2304812146282598	0.2627288326316419
56000	-54783.27845329356	-52715.00071944461	-2068.277733848951	-52715.00071944461	-2042.2167150914595	29.16480984724127	1	0	0	1	1	0	5.479590	5.479590	5.479590	0.411974	0.0	0.0	0.284506	0.561128	0.0	3	4.349362495794672E-4	1.632647741408074	0.2875695498899281	0.22017085449171753	0.2242324941887879	0.26802710142956654
60000	-53239.718023872745	-51141.03711716604	-2098.6809067067074	-51141.03711716604	-2070.7434172053686	29.164927246777395	1	0	0	1	1	0	6.022856	6.022856	6.022856	0.225369	0.0	0.0	0.348861	0.390718	0.0	3	4.149090232774132E-4	1.6061640682676341	0.28589124437241703	0.22017085449171753	0.2242324941887879	0.2697054069470776
64000	-51469.03146049816	-49351.65469315067	-2117.3767673474918	-49351.65469315067	-2092.462677390854	29.165515558731876	1	0	1	1	1	0	5.832865	5.832865	5.832865	0.393266	0.0	0.115457	0.136394	0.159666	0.0	4	3.8589242396465086E-4	1.6079347104778616	0.28589124437241703	0.22017085449171753	0.2242324941887879	0.2697054069470776
68000	-50080.57082198412	-47916.91211759967	-2163.658704384448	-47916.91211759967	-2132.486161965528	28.912985998760213	1	1	1	1	1	0	6.427181	6.427181	6.427181	0.363217	0.173058	0.109615	0.251027	0.352790	0.0	5	3.475036895438729E-4	1.6079347104778616	0.2790277776153719	0.22017085449171753	0.23109596094583307	0.2697054069470776
72000	-49348.269877421175	-47174.339008309704	-2173.9308691114725	-47174.339008309704	-2137.010195003565	28.913092989620747	1	1	1	1	1	0	7.013505	7.013505	7.013505	0.195697	0.178282	0.138784	0.155667	0.328736	0.0	5	3.308020393630713E-4	1.6079347104778616	0.2790277776153719	0.22017085449171753	0.23109596094583307	0.2697054069470776
76000	-47920.16036905992	-45754.13017253966	-2166.030196520257	-45754.13017253966	-2139.063742966468	28.913550777748814	1	1	1	1	1	0	6.216769	6.216769	6.216769	0.340049	0.141121	0.279618	0.126569	0.172209	0.0	5	3.118577117256003E-4	1.739415716710225	0.2790277776153719	0.22017085449171753	0.23109596094583307	0.2697054069470776
80000	-47303.691032306226	-45120.41831756372	-2183.272714742503	-45120.41831756372	-2153.146402031482	28.913807910623685	1	1	1	1	1	0	6.988668	6.988668	6.988668	0.312989	0.065333	0.169516	0.084476	0.124989	0.0	5	2.9600542269639997E-4	1.739415716710225	0.2790277776153719	0.2248818989716535	0.2270753647272325	0.2690149586857422
84000	-46262.088921890885	-44076.848038235454	-2185.2408836554328	-44076.848038235454	-2153.378974168084	28.913081654477462	1	1	1	1	1	0	6.782276	6.782276	6.782276	0.308614	0.093754	0.155740	0.111759	0.093787	0.0	5	2.9785477331847394E-4	1.739415716710225	0.2808189312583488	0.2248818989716535	0.22528421108425564	0.2690149586857422
88000	-45786.27034802711	-43585.070354300326	-2201.1999937267856	-43585.070354300326	-2169.5108228581544	29.22290751708013	1	1	1	1	1	0	6.734866	6.734866	6.734866	0.226597	0.056559	0.251312	0.044956	0.211409	0.0	5	2.791649999944381E-4	1.7594314133242943	0.27899758466970315	0.22395172296697305	0.22710555767290125	0.26994513469042264
92000	-45223.03061285035	-43013.44302081197	-2209.587592038384	-43013.44302081197	-2172.395103157058	29.45995992583555	1	1	1	1	1	1	7.074435	7.074435	7.074435	0.392407	0.058240	0.217223	0.064256	0.047551	0.048350	6	2.7475842517324503E-4	1.7594314133242943	0.28668885420081663	0.22395172296697305	0.22710555767290125	0.26225386515930915
96000	-44979.95980084758	-42765.69594336022	-2214.2638574873613	-42765.69594336022	-2183.430533864903	29.53161304531905	1	0	1	1	1	0	7.002754	7.002754	7.002754	0.313381	0.0	0.189090	0.111592	0.049805	0.0	4	2.795328447351741E-4	1.7594314133242943	0.28668885420081663	0.22395172296697305	0.22710555767290125	0.26225386515930915
100000	-44376.68402872395	-42147.864881686044	-2228.819147037905	-42147.864881686044	-2195.0583704815053	29.531444906746238	1	1	1	1	1	0	7.587329	7.587329	7.587329	0.187017	0.176168	0.232123	0.058497	0.070490	0.0	5	2.636419379187603E-4	1.7594314133242943	0.27443223171382675	0.22395172296697305	0.22710555767290125	0.27451048764629904
104000	-43798.84117883788	-41576.69114455565	-2222.1500342822324	-41576.69114455565	-2188.9718119881736	29.53141469966053	1	1	1	1	1	0	7.264416	7.264416	7.264416	0.235494	0.049539	0.165702	0.088620	0.027856	0.0	5	2.420192976976764E-4	1.8181723432154637	0.27443223171382675	0.22395172296697305	0.22756354586932237	0.2740524994498779
108000	-43404.36895028751	-41175.34842673631	-2229.0205235512044	-41175.34842673631	-2193.9696474015072	29.531397870858648	1	1	1	0	1	0	7.362591	7.362591	7.362591	0.245666	0.362043	0.256363	0.0	0.111632	0.0	4	2.430813040582598E-4	1.7527305492223086	0.2827784366508597	0.22395172296697305	0.22756354586932237	0.26570629451284494
112000	-42822.602222753674	-40602.40662364235	-2220.19559911132	-40602.40662364235	-2187.9107378963704	29.531890680019117	1	1	1	0	1	0	7.380663	7.380663	7.380663	0.194599	0.220973	0.283827	0.0	0.309096	0.0	4	2.3595530958143868E-4	1.7527305492223086	0.2827784366508597	0.22395172296697305	0.22756354586932237	0.26570629451284494
116000	-42195.83390585143	-39995.92149014055	-2199.9124157108804	-39995.92149014055	-2167.990679504082	29.528384738304446	1	1	1	0	1	0	7.261485	7.261485	7.261485	0.290054	0.250057	0.250668	0.0	0.058518	0.0	4	2.2892455846607146E-4	1.6861114979847367	0.2827784366508597	0.22395172296697305	0.22756354586932237	0.26570629451284494
120000	-41720.73362143639	-39538.900725802734	-2181.832895633652	-39538.900725802734	-2147.149057204217	29.527944444311743	1	1	1	1	1	0	7.023154	7.023154	7.023154	0.141174	0.118567	0.179651	0.038127	0.027349	0.0	5	2.3576326868301139E-4	1.6861114979847367	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
124000	-41345.69503384882	-39164.480454470104	-2181.214579378712	-39164.480454470104	-2147.8353740369867	29.528217581769123	1	1	1	0	1	0	7.306691	7.306691	7.306691	0.218139	0.124308	0.296183	0.0	0.078648	0.0	4	2.2605798688349525E-4	1.6861114979847367	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
128000	-41031.91006622123	-38867.57662305057	-2164.3334431706585	-38867.57662305057	-2134.0577670134785	29.528262387117906	1	1	1	0	1	0	7.004951	7.004951	7.004951	0.191429	0.278592	0.247397	0.0	0.119750	0.0	4	2.295906632701352E-4	1.6861114979847367	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
132000	-40705.85020990692	-38522.276503862355	-2183.57370604457	-38522.276503862355	-2152.1058936082463	28.830202275514978	1	1	1	1	1	1	6.917036	6.917036	6.917036	0.275226	0.062830	0.252717	0.054538	0.022898	0.061496	6	2.2223049767398917E-4	1.6861114979847367	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
136000	-40517.80594599075	-38349.25359581232	-2168.552350178436	-38349.25359581232	-2139.837151668318	28.830460097281183	1	1	1	1	1	0	6.196851	6.196851	6.196851	0.178487	0.088020	0.220319	0.066229	0.103009	0.0	5	2.1853525195488234E-4	1.6861114979847367	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
140000	-40253.35336944273	-38101.465109303695	-2151.8882601390396	-38101.465109303695	-2122.0826139208425	28.830391321293472	1	1	1	1	1	0	6.648873	6.648873	6.648873	0.190457	0.186910	0.226136	0.036270	0.065242	0.0	5	2.1999900800430725E-4	1.830074211827207	0.2827784366508597	0.21362975548158047	0.23788551335471497	0.26570629451284494
144000	-39896.379408799956	-37761.68896725136	-2134.6904415486024	-37761.68896725136	-2106.2799256453936	28.831109435784366	1	1	1	0	0	0	6.415546	6.415546	6.415546	0.309029	0.334828	0.287817	0.0	0.0	0.0	3	2.2505855359635724E-4	1.8038974754717951	0.282950784165032	0.2190291628851798	0.23231375843694332	0.26570629451284494
148000	-39624.91275505303	-37510.65120493083	-2114.261550122205	-37510.65120493083	-2088.533275022943	28.8304884840319	1	1	1	0	0	0	6.478689	6.478689	6.478689	0.134040	0.220512	0.201837	0.0	0.0	0.0	3	2.2371026408692449E-4	1.8038974754717951	0.282950784165032	0.2190291628851798	0.23231375843694332	0.26570629451284494
152000	-39381.58353372336	-37277.25342491271	-2104.330108810649	-37277.25342491271	-2076.7808988615448	28.830042154161127	1	1	1	0	0	0	5.671050	5.671050	5.671050	0.165969	0.249322	0.281183	0.0	0.0	0.0	3	2.1960888456699316E-4	1.8038974754717951	0.28404945896136646	0.2190291628851798	0.23231375843694332	0.2646076197165105
156000	-39233.443024634325	-37125.796033118415	-2107.6469915159123	-37125.796033118415	-2075.667322706179	28.830123448605228	1	1	1	0	1	0	6.120859	6.120859	6.120859	0.166865	0.219278	0.275856	0.0	0.056181	0.0	4	2.2895105389240884E-4	1.8569346289813622	0.28404945896136646	0.2190291628851798	0.23231375843694332	0.2646076197165105
160000	-39093.221209528485	-36999.6242500924	-2093.5969594360877	-36999.6242500924	-2063.7785319534773	28.791794655977622	1	1	1	1	1	0	5.984458	5.984458	5.984458	0.146761	0.138180	0.336131	0.008964	0.024687	0.0	5	2.1933343264963516E-4	1.8569346289813622	0.28404945896136646	0.2190291628851798	0.23231375843694332	0.2646076197165105
164000	-38790.375154903806	-36703.65692806196	-2086.718226841849	-36703.65692806196	-2057.225899127805	28.7911613782602	1	1	1	1	0	1	6.000100	6.000100	6.000100	0.286765	0.092895	0.155621	0.070708	0.0	0.012283	5	2.0811869021390223E-4	1.8569346289813622	0.28404945896136646	0.2190291628851798	0.23231375843694332	0.2646076197165105
168000	-38414.78700311804	-36335.13362213917	-2079.6533809788743	-36335.13362213917	-2051.3431762158466	28.790352014375827	1	1	1	1	0	0	6.200623	6.200623	6.200623	0.180878	0.103123	0.344297	0.036256	0.0	0.0	4	2.0589485440432022E-4	1.8569346289813622	0.28404945896136646	0.2190291628851798	0.23231375843694332	0.2646076197165105
172000	-38231.24786379219	-36157.53175362544	-2073.716110166753	-36157.53175362544	-2046.8661836859358	28.79093434190658	1	1	1	0	0	0	5.898349	5.898349	5.898349	0.174325	0.117865	0.356742	0.0	0.0	0.0	3	2.1439677533719324E-4	1.8987077917594761	0.28404945896136646	0.21876371391366728	0.23231375843694332	0.264873068688023
176000	-38003.69110593478	-35943.14775577762	-2060.5433501571497	-35943.14775577762	-2030.8914694170405	28.791852931226803	1	1	1	1	1	0	5.498688	5.498688	5.498688	0.158667	0.082340	0.234370	0.073735	0.020341	0.0	5	2.1188296477174255E-4	1.8987077917594761	0.28404945896136646	0.21876371391366728	0.22644641116425107	0.2707404159607153
180000	-37734.191487557015	-35669.47356881703	-2064.7179187399847	-35669.47356881703	-2041.535175996904	28.76797160480035	1	1	1	0	0	0	5.551410	5.551410	5.551410	0.167802	0.221199	0.318604	0.0	0.0	0.0	3	2.0589749348439172E-4	1.8987077917594761	0.28468880128588037	0.21876371391366728	0.22644641116425107	0.2701010736362014
184000	-37415.52245116899	-35362.775726448104	-2052.7467247208824	-35362.775726448104	-2028.8026412937193	28.768936136595393	1	1	1	0	0	0	5.611154	5.611154	5.611154	0.123233	0.149429	0.298541	0.0	0.0	0.0	3	2.035596760607036E-4	1.8987077917594761	0.28468880128588037	0.21876371391366728	0.22644641116425107	0.2701010736362014
188000	-37236.337628389156	-35188.19999936167	-2048.137629027489	-35188.19999936167	-2024.1965560093915	28.808490273284676	1	1	1	1	0	0	5.295203	5.295203	5.295203	0.295226	0.168242	0.297662	0.006999	0.0	0.0	4	2.155429422053833E-4	1.8987077917594761	0.28468880128588037	0.21876371391366728	0.22393360434159773	0.2726138804588547
192000	-36803.82711127809	-34757.02261974089	-2046.8044915372009	-34757.02261974103	-2016.4811263023496	28.807845689968925	1	1	1	0	0	0	5.566899	5.566899	5.566899	0.116743	0.157457	0.271269	0.0	0.0	0.0	3	2.0686272716303805E-4	1.8987077917594761	0.28368629437662735	0.2224923220733301	0.22493611125085078	0.26888527229919185
196000	-36496.92196481424	-34472.50890336708	-2024.4130614471578	-34472.50890336708	-1997.5111736009114	28.80838007427993	1	1	1	0	0	0	5.403766	5.403766	5.403766	0.136382	0.166879	0.250473	0.0	0.0	0.0	3	2.0198867911544387E-4	1.7886408594249585	0.2852893144211767	0.22088930202878077	0.22493611125085078	0.26888527229919185
200000	-36094.97299433309	-34091.92156637422	-2003.051427958866	-34091.92156637422	-1982.0459710686691	29.453163242145788	1	1	1	0	0	1	4.876924	4.876924	4.876924	0.074209	0.143600	0.340413	0.0	0.0	0.036642	4	1.9770235663752467E-4	1.7886408594249585	0.280101353001087	0.22088930202878077	0.22918704124126021	0.2698223037288721
204000	-35802.31368496869	-33832.98530533322	-1969.3283796354724	-33832.98530533322	-1949.8862221436007	29.453100185854005	1	1	1	0	0	0	4.553138	4.553138	4.553138	0.290725	0.191871	0.385429	0.0	0.0	0.0	3	2.0203735897176157E-4	1.7886408594249585	0.280101353001087	0.22088930202878077	0.22918704124126021	0.2698223037288721
208000	-35679.576705980326	-33712.45756717176	-1967.1191388085615	-33712.45756717176	-1941.424554461429	29.452260450862873	1	1	1	0	0	0	4.818734	4.818734	4.818734	0.046560	0.179496	0.473143	0.0	0.0	0.0	3	1.9422356288067508E-4	1.7886408594249585	0.280101353001087	0.22088930202878077	0.22918704124126021	0.2698223037288721
212000	-35524.67314419924	-33596.300096643754	-1928.3730475554828	-33596.300096643754	-1909.120460242182	31.138860439231017	1	1	1	0	0	0	4.212094	4.212094	4.212094	0.212928	0.185585	0.331148	0.0	0.0	0.0	3	2.084551711725685E-4	1.7886408594249585	0.2857453083822173	0.22502823184135345	0.22918704124126021	0.26003941853516915
216000	-35390.194652017	-33467.67414976003	-1922.5205022569717	-33467.67414976003	-1900.0979196913258	31.13880979628321	1	1	1	0	0	0	4.832357	4.832357	4.832357	0.129289	0.134223	0.273779	0.0	0.0	0.0	3	2.0464397899895413E-4	1.7886408594249585	0.2857453083822173	0.22502823184135345	0.22820652600337601	0.2610199337730534
220000	-35333.85033126423	-33434.48272137787	-1899.367609886358	-33434.48272137787	-1875.2368807811324	31.32848080722308	1	1	1	0	0	0	4.395254	4.395254	4.395254	0.306777	0.202510	0.394583	0.0	0.0	0.0	3	2.1790277787010585E-4	1.83672571701853	0.2857453083822173	0.21949609602174694	0.22820652600337601	0.2665520695926599
224000	-35244.335236311235	-33346.76327188909	-1897.5719644221474	-33346.76327188909	-1875.0488477025444	31.329555263168203	1	1	1	0	0	0	4.162088	4.162088	4.162088	0.110660	0.153385	0.444803	0.0	0.0	0.0	3	1.952960076970711E-4	1.741796180929414	0.2857453083822173	0.2161145690481172	0.23158805297700574	0.2665520695926599
228000	-35026.132300893805	-33147.926823919	-1878.2054769748088	-33147.926823919	-1858.3938566265297	31.3298577331321	1	1	1	0	0	0	4.193751	4.193751	4.193751	0.158807	0.126503	0.403331	0.0	0.0	0.0	3	2.0321096371115285E-4	1.8816038855340909	0.2857453083822173	0.2161145690481172	0.23158805297700574	0.2665520695926599
232000	-34900.50005648083	-33051.263954540715	-1849.2361019401146	-33051.263954540715	-1830.8040105275763	31.31886771155767	1	1	1	0	0	0	3.611999	3.611999	3.611999	0.202932	0.249245	0.459544	0.0	0.0	0.0	3	2.20512234869441E-4	1.7470937761579588	0.2857453083822173	0.2161145690481172	0.23158805297700574	0.2665520695926599
236000	-34782.29828231476	-32924.31363727608	-1857.9846450386833	-32924.31363727608	-1835.0339278260894	29.18626039479406	1	1	1	1	0	0	3.908889	3.908889	3.908889	0.256847	0.173485	0.330125	0.041013	0.0	0.0	4	2.0921322064619365E-4	1.8161775228220685	0.2857453083822173	0.21936365262652874	0.2311574440878175	0.2637335949034367
240000	-34674.61901807015	-32826.85276301573	-1847.7662550544155	-32826.85276301573	-1829.112424761875	29.185897006793873	1	1	1	0	1	0	3.559898	3.559898	3.559898	0.125696	0.183552	0.370390	0.0	0.067943	0.0	4	2.104859427801643E-4	1.9480562106203596	0.2879736781935699	0.21713528281517613	0.2311574440878175	0.2637335949034367
244000	-34560.94538497766	-32711.605638482713	-1849.339746494947	-32711.605638482713	-1825.154424710438	29.185558089090833	1	1	1	1	0	0	3.364099	3.364099	3.364099	0.275496	0.125453	0.306783	0.065705	0.0	0.0	4	2.1800130455032707E-4	1.9480562106203596	0.2879736781935699	0.21713528281517613	0.2311574440878175	0.2637335949034367
248000	-34472.773106892	-32627.571000228418	-1845.2021066635755	-32627.571000228418	-1820.0576955011577	29.184483924353852	1	1	1	0	1	1	3.466608	3.466608	3.466608	0.241039	0.344356	0.436974	0.0	0.043503	0.026478	5	2.153451298343794E-4	1.9480562106203596	0.28594139187741774	0.2177451260608075	0.23257988715833827	0.2637335949034367
252000	-34360.84680381473	-32540.962680965524	-1819.8841228492101	-32540.962680965524	-1799.3500910848807	29.184900790131586	1	1	1	1	0	0	3.423540	3.423540	3.423540	0.176357	0.192871	0.305512	0.023889	0.0	0.0	4	2.1804019056935345E-4	1.9435356480156738	0.28594139187741774	0.21942375296050715	0.23257988715833827	0.262054968003737
256000	-34247.17915290484	-32425.113615244427	-1822.065537660415	-32425.113615244427	-1801.2422366187172	29.184992533281655	1	1	1	1	1	0	3.622815	3.622815	3.622815	0.111529	0.152923	0.197144	0.081154	0.038033	0.0	5	2.1027697431042926E-4	1.8454365219567939	0.28594139187741774	0.21912742113803874	0.23287621898080668	0.262054968003737
260000	-34147.43232952231	-32333.593895841557	-1813.8384336807496	-32333.593895841557	-1793.90862801364	29.185711425128133	1	1	1	1	1	0	3.216864	3.216864	3.216864	0.210156	0.068412	0.300546	0.048458	0.006020	0.0	5	2.17194337657777E-4	1.6743062304465188	0.28594139187741774	0.21912742113803874	0.22783863578817146	0.26709255119637226
264000	-34080.5039479522	-32274.589517439246	-1805.9144305129573	-32274.589517439246	-1783.037740674313	29.185421765787165	1	1	1	1	1	0	3.364614	3.364614	3.364614	0.136420	0.073811	0.289844	0.049847	0.077399	0.0	5	2.2035032520836993E-4	1.9951202574662603	0.28589601111750484	0.2191728018979516	0.22783863578817146	0.26709255119637226
268000	-34040.24670476786	-32244.4900482203	-1795.756656547554	-32244.4900482203	-1777.6408953209936	29.186262674931456	1	1	1	1	0	0	3.515036	3.515036	3.515036	0.151769	0.127137	0.276962	0.073800	0.0	0.0	4	2.1476521205722064E-4	1.9951202574662603	0.28589601111750484	0.2191728018979516	0.22783863578817146	0.26709255119637226
272000	-33996.95983518023	-32205.075188130795	-1791.8846470494332	-32205.075188130795	-1768.0918483118307	29.186319206556128	1	1	1	1	0	0	3.900726	3.900726	3.900726	0.260622	0.046680	0.218988	0.076508	0.0	0.0	4	2.3014393167443238E-4	1.9951202574662603	0.28589601111750484	0.21701464701655584	0.22783863578817146	0.269250706077768
276000	-33931.380709100325	-32162.552362328206	-1768.8283467721174	-32162.552362328206	-1748.7873902646916	29.185300449736836	1	0	1	1	0	0	3.396595	3.396595	3.396595	0.219452	0.0	0.241696	0.091632	0.0	0.0	3	2.2119041405663047E-4	1.6658838053659974	0.28117711833747727	0.21701464701655584	0.23267023955777788	0.26913799508818914
280000	-33827.87257523264	-32065.111204311237	-1762.7613709214093	-32065.111204311237	-1742.8495834208918	29.18403708940857	1	1	1	0	0	0	3.619260	3.619260	3.619260	0.107436	0.132991	0.282205	0.0	0.0	0.0	3	2.268266450952881E-4	2.009456272224693	0.28117711833747727	0.21701464701655584	0.23267023955777788	0.26913799508818914
284000	-33777.640635179065	-31998.064449532583	-1779.576185646479	-31998.064449532583	-1751.4020563662682	29.184342362484635	1	1	1	1	1	0	3.549860	3.549860	3.549860	0.218149	0.089989	0.234880	0.033558	0.080188	0.0	5	2.252986113050672E-4	2.009456272224693	0.28117711833747727	0.21701464701655584	0.23267023955777788	0.26913799508818914
288000	-33653.17322298579	-31883.120870146955	-1770.052352838835	-31883.120870146955	-1750.7182339678222	30.62651485788834	1	1	1	1	0	0	3.186733	3.186733	3.186733	0.195832	0.081041	0.299487	0.057929	0.0	0.0	4	2.1545506505695215E-4	2.009456272224693	0.28117711833747727	0.2240301741682878	0.23267023955777788	0.2621224679364572
292000	-33648.14969927549	-31874.423774727966	-1773.7259245475252	-31874.423774727966	-1748.578597856616	30.62555232959175	1	1	1	1	1	0	3.313981	3.313981	3.313981	0.151814	0.097225	0.310362	0.043292	0.124443	0.0	5	2.0771523831784075E-4	1.9746425321191228	0.27933138793521245	0.21853058585309265	0.23451596996004273	0.26762205625165236
296000	-33489.47601672717	-31732.138327772507	-1757.3376889546632	-31732.138327772507	-1737.180127061983	30.626160323265516	1	1	1	1	0	0	3.286393	3.286393	3.286393	0.226063	0.054344	0.148122	0.053254	0.0	0.0	4	2.1664291104320585E-4	1.8333758536988571	0.27933138793521245	0.2145781529565484	0.238468402856587	0.26762205625165236
300000	-33462.067644312614	-31694.283333583597	-1767.7843107290203	-31694.283333583597	-1739.6643298470633	30.46002228269064	1	1	1	0	1	0	3.364304	3.364304	3.364304	0.178820	0.283347	0.368281	0.0	0.080321	0.0	4	2.1555437723074798E-4	1.8333758536988571	0.2879686926249115	0.2145781529565484	0.22983109816688796	0.26762205625165236
304000	-33388.44533521492	-31656.618860226616	-1731.826474988306	-31656.618860226616	-1712.7871037410555	29.118148748263202	1	1	1	0	0	0	3.231063	3.231063	3.231063	0.318993	0.211241	0.342738	0.0	0.0	0.0	3	2.2836661772391594E-4	1.8866131731578855	0.2896601653715238	0.2145781529565484	0.2243244533743049	0.2714372282976231
308000	-33305.816063524864	-31565.386116314025	-1740.429947210838	-31565.386116314025	-1718.113117503719	29.777728288975272	1	1	1	0	0	0	3.178050	3.178050	3.178050	0.203808	0.181952	0.357431	0.0	0.0	0.0	3	2.209705597354366E-4	1.8866131731578855	0.2878623165558941	0.2145781529565484	0.22612230218993457	0.2714372282976231
312000	-33287.06862242399	-31561.4797622716	-1725.5888601523916	-31561.4797622716	-1706.3446453171316	29.77716216522057	1	1	1	0	0	0	2.697715	2.697715	2.697715	0.376231	0.291447	0.539548	0.0	0.0	0.0	3	2.2578630135053977E-4	1.8489449254120824	0.2878623165558941	0.21986966096629484	0.2208307941801881	0.2714372282976231
