Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_10_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
128000	-42064.507987589335	-39869.43953442159	-2195.0684531677484	-39869.43953442159	-2160.7638271717083	30.916774726711218	1	1	1	0	0	1	7.078337	7.078337	7.078337	0.091472	0.308826	0.276491	0.0	0.0	0.069894	4	2.2995546484130713E-4	1.836451154615938	0.2808798248238955	0.2204120908809323	0.23021795671534973	0.26849012757982266
132000	-41432.78110951417	-39254.42453688408	-2178.356572630094	-39254.42453688408	-2144.905293012252	30.91644485882102	1	1	1	0	0	1	7.369520	7.369520	7.369520	0.235841	0.325316	0.231398	0.0	0.0	0.062772	4	2.346835700737305E-4	1.836451154615938	0.2808798248238955	0.2204120908809323	0.23021795671534973	0.26849012757982266
136000	-41102.210702613345	-38900.38045761945	-2201.8302449938897	-38900.38045761945	-2164.3553873242768	30.915957677533534	1	1	1	0	1	0	7.593776	7.593776	7.593776	0.100306	0.326080	0.281208	0.0	0.052862	0.0	4	2.1358517838268796E-4	1.8660193876555935	0.2782637964921023	0.2204120908809323	0.23021795671534973	0.27110615591161585
140000	-40844.38691399388	-38643.91298325552	-2200.4739307383616	-38643.91298325552	-2166.9519143769735	30.916476621986753	1	1	1	0	0	1	7.257970	7.257970	7.257970	0.064817	0.223028	0.156398	0.0	0.0	0.086194	4	2.1552958562085162E-4	1.8660193876555935	0.2782637964921023	0.22042643270231232	0.23021795671534973	0.2710918140902358
144000	-40444.8452148393	-38255.294986866465	-2189.550227972833	-38255.294986866465	-2159.18818278044	30.83804516646264	1	1	1	0	0	1	7.249713	7.249713	7.249713	0.138487	0.246818	0.175407	0.0	0.0	0.037830	4	2.1105637460876745E-4	1.8660193876555935	0.2782637964921023	0.22042643270231232	0.23021795671534973	0.2710918140902358
148000	-40180.15448760004	-38009.35697175284	-2170.797515847202	-38009.35697175284	-2143.067119823483	31.922542891753363	1	1	1	0	0	1	6.730587	6.730587	6.730587	0.064258	0.209618	0.265646	0.0	0.0	0.039215	4	2.0526645057653876E-4	1.8001709242241022	0.2857169601059531	0.22042643270231232	0.23021795671534973	0.263638650476385
152000	-40061.27743081133	-37904.393480637475	-2156.8839501738544	-37904.393480637475	-2127.355120266434	31.923176934914345	1	1	1	0	0	1	7.293771	7.293771	7.293771	0.144235	0.313868	0.270160	0.0	0.0	0.045408	4	2.0758137250296356E-4	1.7198709396820036	0.2857169601059531	0.22042643270231232	0.23021795671534973	0.263638650476385
156000	-39756.928185691584	-37600.824316634156	-2156.103869057429	-37600.824316634156	-2119.2405231824237	31.923570646597707	1	1	1	0	0	1	6.519978	6.519978	6.519978	0.079252	0.273692	0.179885	0.0	0.0	0.033389	4	2.1882649863213318E-4	1.7198709396820036	0.28335437920378365	0.22042643270231232	0.23258053761751918	0.263638650476385
160000	-39587.91482733467	-37445.17989751873	-2142.734929815944	-37445.17989751873	-2110.1844651101696	32.33514690953012	1	1	1	1	1	1	6.842157	6.842157	6.842157	0.076425	0.124616	0.114749	0.020028	0.005939	0.050690	6	2.1617808203290616E-4	1.7198709396820036	0.28335437920378365	0.22042643270231232	0.23258053761751918	0.263638650476385
164000	-39198.31823909589	-37068.04066080474	-2130.2775782911517	-37068.04066080474	-2099.2204016306714	32.33527450969354	1	1	1	0	0	1	6.691348	6.691348	6.691348	0.148152	0.281367	0.244951	0.0	0.0	0.029131	4	2.1094016488561285E-4	1.7198709396820036	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
168000	-38908.198597014845	-36782.21144934965	-2125.987147665199	-36782.21144934965	-2096.183535755609	30.90391776996236	1	1	1	0	0	1	6.818168	6.818168	6.818168	0.207590	0.251268	0.241747	0.0	0.0	0.031978	4	2.0509292510762192E-4	1.7198709396820036	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
172000	-38707.071524240535	-36579.53096106157	-2127.540563178965	-36579.53096106157	-2100.410212356136	32.804703307937906	1	1	1	0	1	0	6.511178	6.511178	6.511178	0.227062	0.245332	0.252391	0.0	0.031229	0.0	4	2.1082999190472556E-4	1.7198709396820036	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
176000	-38371.998043737025	-36234.89637035827	-2137.101673378754	-36234.89637035827	-2101.6325266108397	32.804442270069465	1	1	1	0	0	1	7.300534	7.300534	7.300534	0.042074	0.307594	0.177340	0.0	0.0	0.043577	4	1.9962010006680252E-4	1.7198709396820036	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
180000	-37992.10736802333	-35881.98001844057	-2110.12734958276	-35881.98001844057	-2078.5783072181866	32.80449408041701	1	1	1	1	1	1	7.019893	7.019893	7.019893	0.041521	0.090195	0.087166	0.104481	0.557931	0.066170	6	2.009568812631975E-4	1.883322510324924	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
184000	-37689.60942576354	-35581.50429169289	-2108.105134070652	-35581.50429169289	-2079.4820722936333	32.79825073266321	1	0	0	1	1	0	6.468275	6.468275	6.468275	0.102294	0.0	0.0	0.142534	0.757654	0.0	3	1.9575978010183648E-4	1.883322510324924	0.28814585207714505	0.22042643270231232	0.23251563774804232	0.25891207747250045
188000	-37493.81344561574	-35390.55525200917	-2103.25819360657	-35390.55525200917	-2074.827463731732	32.80094717323791	1	0	0	1	1	0	6.206390	6.206390	6.206390	0.077877	0.0	0.0	0.139657	0.490106	0.0	3	1.949736422362072E-4	1.883322510324924	0.28814585207714505	0.2153690011564401	0.23251563774804232	0.2639695090183727
192000	-37227.00054234899	-35142.05115305515	-2084.9493892938385	-35142.05115305515	-2054.839127214732	32.801715953909444	1	0	0	1	1	0	6.541303	6.541303	6.541303	0.050258	0.0	0.0	0.168928	0.666389	0.0	3	1.9534852556432684E-4	1.9178437469034562	0.28814585207714505	0.2153690011564401	0.23251563774804232	0.2639695090183727
196000	-36977.11249816681	-34909.82422111827	-2067.2882770485394	-34909.82422111827	-2043.0322157322867	32.92875614432134	1	0	0	1	1	0	6.114254	6.114254	6.114254	0.051405	0.0	0.0	0.228373	0.490233	0.0	3	1.9002190210900413E-4	1.9178437469034562	0.2883419371419993	0.21809641564706006	0.2309740821971218	0.262587565013819
200000	-36780.35624765674	-34710.18068410096	-2070.1755635557797	-34710.18068410096	-2044.3098126347327	32.92934357685584	1	0	0	1	1	0	6.226975	6.226975	6.226975	0.052316	0.0	0.0	0.170022	0.461228	0.0	3	1.882258122515383E-4	1.9178437469034562	0.28094828115704484	0.2254900716320145	0.2309740821971218	0.262587565013819
204000	-36583.38840792044	-34501.66723794451	-2081.721169975936	-34501.66723794451	-2051.140576749696	29.993998736951788	1	0	0	1	1	0	6.435241	6.435241	6.435241	0.075829	0.0	0.0	0.203755	0.461729	0.0	3	1.867631156479461E-4	1.9178437469034562	0.28094828115704484	0.2254900716320145	0.2309740821971218	0.262587565013819
208000	-36387.50250182741	-34313.73837171678	-2073.764130110627	-34313.73837171678	-2047.1146230528277	31.781970056035778	1	0	0	1	1	0	6.010439	6.010439	6.010439	0.065690	0.0	0.0	0.179982	0.403573	0.0	3	1.978524996491427E-4	1.9178437469034562	0.28643806088460894	0.22000029190445042	0.2309740821971218	0.262587565013819
212000	-36209.387372522484	-34134.91919662454	-2074.46817589794	-34134.91919662454	-2046.7508974841862	31.782558745771155	1	0	0	1	1	0	6.312025	6.312025	6.312025	0.073472	0.0	0.0	0.247377	0.374404	0.0	3	1.8002677128128584E-4	1.9178437469034562	0.28643806088460894	0.22000029190445042	0.2309740821971218	0.262587565013819
216000	-36031.01212682268	-33961.33659227705	-2069.675534545625	-33961.33659227705	-2037.8354854751847	31.78341472167262	1	0	0	1	1	0	6.417811	6.417811	6.417811	0.102804	0.0	0.0	0.187615	0.667647	0.0	3	1.8371183301247885E-4	1.9178437469034562	0.28643806088460894	0.22305888088803566	0.22791549321353655	0.262587565013819
220000	-35884.31161433642	-33819.05420449643	-2065.2574098399887	-33819.05420449643	-2039.8444792555986	31.783907786202157	1	0	0	1	1	0	5.699015	5.699015	5.699015	0.107362	0.0	0.0	0.180174	0.469187	0.0	3	1.8232959042864565E-4	1.9268453976005073	0.28643806088460894	0.22305888088803566	0.22791549321353655	0.262587565013819
224000	-35792.568269192954	-33738.82763320261	-2053.740635990347	-33738.82763320261	-2023.3626033599098	31.81909619631396	1	0	1	1	1	0	6.225356	6.225356	6.225356	0.048697	0.0	0.016357	0.112819	0.500304	0.0	4	1.87354541633456E-4	1.9268453976005073	0.28643806088460894	0.2125699766534678	0.23619048705002263	0.2648014754119008
228000	-35613.12486992608	-33574.219435358646	-2038.90543456744	-33574.219435358646	-2007.8978146438344	31.02686930179024	1	0	0	1	1	0	5.891671	5.891671	5.891671	0.053022	0.0	0.0	0.175877	0.529190	0.0	3	1.829010365283827E-4	1.9268453976005073	0.2927562741976954	0.2125699766534678	0.22987227373693617	0.2648014754119008
232000	-35483.53641393136	-33452.693261460154	-2030.8431524712046	-33452.693261460154	-2001.34072287119	31.02651349606535	1	0	0	1	1	0	6.456811	6.456811	6.456811	0.069403	0.0	0.0	0.209123	0.514689	0.0	3	1.8763449057470556E-4	1.9268453976005073	0.28606347933589144	0.2125699766534678	0.22987227373693617	0.27149427027370476
236000	-35359.2682713078	-33329.74343407208	-2029.5248372357264	-33329.74343407208	-2005.8086007881657	31.02708673286534	1	0	0	1	1	0	5.586684	5.586684	5.586684	0.076745	0.0	0.0	0.227075	0.467245	0.0	3	1.7914030098368E-4	1.9268453976005073	0.28723554419028124	0.2125699766534678	0.22987227373693617	0.27032220541931495
240000	-35201.15335591741	-33169.573628775295	-2031.5797271421216	-33169.573628775295	-2004.2919576901481	29.954019335738366	1	0	0	1	1	0	5.239515	5.239515	5.239515	0.091850	0.0	0.0	0.240099	0.375116	0.0	3	1.7920194011738794E-4	1.9268453976005073	0.29109113982769175	0.2125699766534678	0.22987227373693617	0.26646660978190445
244000	-35127.23254758161	-33085.14262020138	-2042.0899273802306	-33085.14262020138	-2014.3581485624343	30.598699169282238	1	0	0	1	1	0	5.635327	5.635327	5.635327	0.082063	0.0	0.0	0.146818	0.264894	0.0	3	1.8341208993737407E-4	1.9268453976005073	0.29109113982769175	0.2125699766534678	0.22987227373693617	0.26646660978190445
248000	-35074.497847212595	-33055.764949635326	-2018.7328975772707	-33055.764949635326	-1990.0581226493791	30.599959427847292	1	0	0	1	1	0	5.656865	5.656865	5.656865	0.097237	0.0	0.0	0.205431	0.552468	0.0	3	1.7761528203582061E-4	1.9268453976005073	0.29109113982769175	0.2125699766534678	0.22987227373693617	0.26646660978190445
252000	-34879.193824153546	-32878.12077052827	-2001.0730536252718	-32878.12077052827	-1972.5405443519192	30.598565631881108	1	0	0	1	1	0	5.343829	5.343829	5.343829	0.087763	0.0	0.0	0.163969	0.899533	0.0	3	1.8780547872189547E-4	1.8669964452591945	0.2911190322538719	0.2125699766534678	0.229844381310756	0.26646660978190445
256000	-34821.66391927693	-32829.654615344	-1992.0093039329327	-32829.654615344	-1961.7882044485716	30.598990515714405	1	0	0	1	1	0	5.337445	5.337445	5.337445	0.055875	0.0	0.0	0.211281	0.639159	0.0	3	1.997252796190741E-4	1.8669964452591945	0.2904903992883364	0.2131986096190033	0.229844381310756	0.26646660978190445
260000	-34726.28813625124	-32745.042324693488	-1981.2458115577522	-32745.042324693488	-1959.292913225093	30.599310033966514	1	0	0	1	1	0	4.444015	4.444015	4.444015	0.123525	0.0	0.0	0.323144	0.413021	0.0	3	1.958132688741078E-4	1.8669964452591945	0.2904903992883364	0.2131986096190033	0.229844381310756	0.26646660978190445
264000	-34565.89544814712	-32589.933600084907	-1975.961848062215	-32589.933600084907	-1955.8793434249885	30.60041459823395	1	0	0	1	1	0	4.361940	4.361940	4.361940	0.093803	0.0	0.0	0.239711	0.348636	0.0	3	1.8677201529059304E-4	1.8669964452591945	0.2904903992883364	0.2131986096190033	0.229844381310756	0.26646660978190445
268000	-34380.03593574728	-32410.47042416372	-1969.5655115835607	-32410.47042416372	-1945.394261914525	30.600088411904245	1	0	0	1	1	1	4.480921	4.480921	4.480921	0.061858	0.0	0.0	0.299338	0.548007	0.109963	4	1.9027007230950225E-4	1.8669964452591945	0.2913174348494011	0.21237157405793863	0.229844381310756	0.26646660978190445
272000	-34267.71508078322	-32336.88680923209	-1930.8282715511316	-32336.88680923209	-1909.529467680084	31.14298580759876	1	0	0	1	1	0	4.355072	4.355072	4.355072	0.102941	0.0	0.0	0.246254	0.436343	0.0	3	1.8627749520355524E-4	1.8669964452591945	0.288261482939218	0.21237157405793863	0.2329003332209391	0.26646660978190445
276000	-34261.030577141726	-32332.007811982032	-1929.0227651596908	-32332.007811982032	-1904.7962201782548	30.47574519916798	1	0	0	1	1	0	4.457224	4.457224	4.457224	0.083426	0.0	0.0	0.248985	0.745227	0.0	3	1.8649085435290896E-4	1.8812133079876368	0.288261482939218	0.21237157405793863	0.2329003332209391	0.26646660978190445
280000	-34161.491877599496	-32236.378386213783	-1925.1134913857102	-32236.378386213783	-1902.381741721541	30.477009655537227	1	0	0	1	1	0	4.601032	4.601032	4.601032	0.063622	0.0	0.0	0.246912	0.883669	0.0	3	1.9324938084547592E-4	1.8812133079876368	0.2836742394409251	0.2169588175562315	0.2329003332209391	0.26646660978190445
284000	-34134.58556225163	-32211.631566855645	-1922.9539953959859	-32211.631566855645	-1901.5127605756513	30.476078067169734	1	0	0	1	1	0	4.033724	4.033724	4.033724	0.098206	0.0	0.0	0.209327	0.512132	0.0	3	1.9835283493159915E-4	1.7836084942782873	0.2836742394409251	0.2169588175562315	0.2329003332209391	0.26646660978190445
288000	-34063.08008340464	-32153.221315720286	-1909.8587676843492	-32153.221315720286	-1887.4528080362095	30.475283942274466	1	1	0	1	1	0	4.557984	4.557984	4.557984	0.100957	0.003365	0.0	0.227261	0.680066	0.0	4	1.9739700321632744E-4	1.7836084942782873	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
292000	-33993.89302542776	-32093.29295126743	-1900.6000741603257	-32093.29295126743	-1873.1985906440545	30.050879963547967	1	1	0	1	1	1	4.812045	4.812045	4.812045	0.058855	0.001386	0.0	0.182561	0.927442	0.175069	5	1.9611092656128556E-4	1.7836084942782873	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
296000	-33884.724858134556	-31992.642227343855	-1892.0826307907016	-31992.642227343855	-1869.6230179618794	31.167107081806165	1	0	0	1	1	0	4.164475	4.164475	4.164475	0.143805	0.0	0.0	0.240441	0.893539	0.0	3	1.9951298434126103E-4	1.9910724544157103	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
300000	-33833.1207258769	-31944.657218960478	-1888.4635069164203	-31944.657218960478	-1862.169214063597	31.595306822106316	1	0	0	1	1	0	5.167950	5.167950	5.167950	0.030931	0.0	0.0	0.149316	2.560779	0.0	3	1.9110119726944427E-4	1.7989105785781903	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
304000	-33797.452652402615	-31905.250359905876	-1892.2022924967412	-31905.250359905876	-1867.3325808588627	31.596812781063687	0	1	0	1	1	1	4.398350	4.398350	4.398350	0.0	0.078885	0.0	0.185469	0.800776	0.179785	4	2.023818285759187E-4	1.7989105785781903	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
308000	-33740.069324951764	-31873.358277801628	-1866.7110471501385	-31873.358277801628	-1844.5689308410163	30.65516584918307	1	0	0	1	1	0	4.664541	4.664541	4.664541	0.093697	0.0	0.0	0.153226	0.857086	0.0	3	1.9289317592026585E-4	1.8424082052252846	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
312000	-33687.7418200654	-31821.6199925501	-1866.1218275153	-31821.6199925501	-1837.2147176877613	30.657342517091656	1	0	0	1	1	0	4.520311	4.520311	4.520311	0.073775	0.0	0.0	0.243450	0.917909	0.0	3	2.0640630586012357E-4	1.8222068733066832	0.2836742394409251	0.22348384328026738	0.23174771007829661	0.2610942072005111
