Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_5_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-909674.5137523231	-909376.7240485977	-297.78970372535844	-909376.7240485977	-280.1368519486021	27.98587964687173	1	1	1	1	1	1	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6	1.0	2.0	0.25	0.25	0.25	0.25
2000	-96302.06478852844	-96183.49657071737	-118.56821781106866	-96183.49657071737	-91.73898791474066	27.985879128822504	1	0	0	1	0	1	0.254457	0.254457	0.254457	31.717818	0.0	0.0	6.526125	0.0	35.152317	3	0.06497421331858917	2.967550851938694	0.25044788200819285	0.24319135363330274	0.24955211799180715	0.25680864636669726
4000	-48510.973104880875	-48412.24945551934	-98.7236493615375	-48412.24945551934	-79.1054133391308	27.985878646763965	1	1	1	1	0	1	0.105732	0.105732	0.105732	2.693913	5.183109	5.138933	2.580939	0.0	8.084448	5	0.008853781941234772	1.7022966209435082	0.25044788200819285	0.24319135363330274	0.24955211799180715	0.25680864636669726
6000	-42391.68005650056	-42171.95505794005	-219.72499856050968	-42171.95505794005	-205.11353785488265	27.75629776285583	1	0	0	1	1	0	0.295936	0.295936	0.295936	6.538894	0.0	0.0	2.281298	5.262728	0.0	3	0.002242811912231635	1.4601883704324303	0.2625587136707395	0.24405167483065854	0.24869179679445136	0.24469781470415058
8000	-39664.43493320261	-39293.16391751738	-371.2710156852311	-39293.16391751738	-357.1202201386965	27.965056830830285	1	1	1	0	1	1	0.815665	0.815665	0.815665	0.146671	0.063834	5.408360	0.0	0.396000	0.889764	5	0.0014195910937588895	1.7554198993068053	0.2625587136707395	0.24405167483065854	0.24869179679445136	0.24469781470415058
10000	-36928.81372567072	-36503.66211957461	-425.1516060961103	-36503.66211957461	-410.40215676186006	27.750960341385674	1	1	1	0	1	0	0.976756	0.976756	0.976756	0.161743	0.137030	1.566698	0.0	1.236337	0.0	4	9.192792370997866E-4	1.7554198993068053	0.2625587136707395	0.24405167483065854	0.24869179679445136	0.24469781470415058
12000	-34023.90747564588	-33548.99900759271	-474.90846805316505	-33548.99900759271	-459.5489778254865	28.509262091780794	1	1	1	0	0	1	1.999778	1.999778	1.999778	0.960717	0.898563	0.567803	0.0	0.0	1.088657	4	6.599796172187437E-4	1.7554198993068053	0.2625587136707395	0.23989912601724803	0.25284434560786184	0.24469781470415058
14000	-31866.01848194925	-31337.096419770198	-528.9220621790522	-31337.096419770198	-510.780793732802	28.115922978040185	1	1	1	1	1	1	2.363155	2.363155	2.363155	0.253307	0.212323	0.248224	0.159104	0.070240	0.104987	6	4.721751185427615E-4	1.7554198993068053	0.2625587136707395	0.23989912601724803	0.25284434560786184	0.24469781470415058
16000	-30538.036988283813	-29979.12462922267	-558.9123590611413	-29979.12462922267	-539.3531250143369	28.08574579024875	1	1	1	1	0	1	2.632091	2.632091	2.632091	0.219370	0.118089	0.288223	0.072317	0.0	0.191602	5	3.8712232628861727E-4	1.7554198993068053	0.2625587136707395	0.23989912601724803	0.25284434560786184	0.24469781470415058
18000	-29724.39605037831	-29155.274367227245	-569.1216831510632	-29155.274367227245	-548.5917436969658	28.625087757018566	1	1	1	1	1	1	3.186984	3.186984	3.186984	0.136235	0.055868	0.146232	0.078240	0.001214	0.259226	6	3.6308519319836575E-4	1.7554198993068053	0.27738359684531916	0.23369972735574535	0.24421886109478486	0.24469781470415058
20000	-28918.406182630002	-28340.343399046724	-578.0627835832802	-28340.343399046724	-557.0060493021666	28.625089734792763	1	0	1	1	0	1	3.704012	3.704012	3.704012	0.223973	0.0	0.159235	0.113218	0.0	0.036115	4	3.01555632847335E-4	1.7554198993068053	0.2837688848603688	0.22580894445483257	0.23217963000462227	0.2582425406801763
22000	-28496.269506496043	-27902.01756130674	-594.2519451893016	-27902.01756130674	-568.5790488067162	28.624953611413922	1	1	1	1	1	1	3.619349	3.619349	3.619349	0.215513	0.045522	0.102568	0.129687	0.007429	0.336964	6	3.147758015276285E-4	1.7554198993068053	0.2837688848603688	0.22580894445483257	0.23217963000462227	0.2582425406801763
24000	-28079.729283230332	-27477.244867880847	-602.4844153494865	-27477.244867880847	-576.3977507483319	28.624950966594234	1	1	1	1	1	0	4.154432	4.154432	4.154432	0.252415	0.249289	0.268440	0.150969	0.805992	0.0	5	2.86922236887961E-4	1.7554198993068053	0.2837688848603688	0.22580894445483257	0.23217963000462227	0.2582425406801763
26000	-27646.22051997265	-27044.62014321537	-601.6003767572787	-27044.62014321537	-579.4418272406117	28.624973645679372	1	0	1	1	1	0	4.014940	4.014940	4.014940	0.236701	0.0	0.290419	0.188755	0.094710	0.0	4	2.3770804688185676E-4	1.7554198993068053	0.2837688848603688	0.22580894445483257	0.23217963000462227	0.2582425406801763
28000	-27480.294516672348	-26881.277519145708	-599.0169975266411	-26881.277519145708	-577.8167278206583	30.07319758483009	1	1	1	0	1	0	3.621333	3.621333	3.621333	0.058864	0.316164	0.233998	0.0	0.602527	0.0	4	2.42175291675069E-4	1.7554198993068053	0.2837688848603688	0.22028706952376445	0.2377015049356904	0.2582425406801763
30000	-27055.198685575804	-26461.866751650676	-593.3319339251271	-26461.866751650676	-568.7230728019791	30.060695645689982	1	1	1	1	1	0	3.387370	3.387370	3.387370	0.166048	0.094230	0.116577	0.135577	0.045565	0.0	5	2.4071232040828806E-4	1.7554198993068053	0.272883247178274	0.22028706952376445	0.2377015049356904	0.2691281783622711
32000	-26726.304375794298	-26147.799079412063	-578.5052963822337	-26147.799079412063	-559.2413051302132	30.06069411846574	1	0	1	1	1	0	3.510833	3.510833	3.510833	0.252205	0.0	0.122467	0.117003	0.039280	0.0	4	2.4052466807305019E-4	1.7554198993068053	0.272883247178274	0.22028706952376445	0.2377015049356904	0.2691281783622711
34000	-26590.39958748357	-26011.36750458625	-579.0320828973215	-26011.36750458625	-559.0642650848879	28.641965233496936	1	0	1	1	1	0	3.308275	3.308275	3.308275	0.298339	0.0	0.108961	0.249237	0.100919	0.0	4	2.3217758230747396E-4	1.7554198993068053	0.272883247178274	0.22028706952376445	0.2377015049356904	0.2691281783622711
36000	-26278.11340812719	-25707.13191131163	-570.9814968155588	-25707.13191131163	-553.3344698125527	28.76206528600154	1	0	1	1	1	1	3.000403	3.000403	3.000403	0.212483	0.0	0.117543	0.150404	0.040329	0.108376	5	2.3012797206245036E-4	1.7554198993068053	0.272883247178274	0.22028706952376445	0.2377015049356904	0.2691281783622711
38000	-26184.582983300454	-25625.33769044916	-559.2452928512921	-25625.33769044916	-539.6310760468839	28.86710515932431	1	0	1	1	1	0	3.358102	3.358102	3.358102	0.477764	0.0	0.111239	0.189489	0.068258	0.0	4	2.3714786627304115E-4	1.7554198993068053	0.272883247178274	0.22028706952376445	0.2377015049356904	0.2691281783622711
40000	-25914.136071058274	-25337.73653571326	-576.3995353450166	-25337.73653571326	-547.5578168157458	28.731749577993984	1	1	1	1	0	1	3.299883	3.299883	3.299883	0.263830	0.047641	0.214563	0.106130	0.0	0.023428	5	2.1750698011339486E-4	1.7554198993068053	0.2816364144432134	0.22028706952376445	0.22894833767075096	0.2691281783622711
42000	-25821.41845889338	-25258.352527422296	-563.0659314710847	-25258.352527422296	-543.3589127298576	28.816759238043122	1	0	1	1	1	0	3.469324	3.469324	3.469324	0.219825	0.0	0.170470	0.141301	0.087131	0.0	4	2.1253745548705256E-4	1.7554198993068053	0.2816364144432134	0.22028706952376445	0.22894833767075096	0.2691281783622711
44000	-25687.70335068147	-25119.063364741836	-568.6399859396332	-25119.063364741836	-549.6929985812735	28.81687853061261	1	0	1	1	1	0	3.638799	3.638799	3.638799	0.278147	0.0	0.022166	0.098498	0.031715	0.0	4	2.2769580252817318E-4	1.6606056995980332	0.2816364144432134	0.22028706952376445	0.22894833767075096	0.2691281783622711
46000	-25602.123609047052	-25027.9400523276	-574.1835567194503	-25027.9400523276	-554.2549273779063	29.274746161079918	1	0	1	1	1	1	3.570165	3.570165	3.570165	0.223624	0.0	0.092046	0.252339	0.041467	0.027348	5	2.1372582912500496E-4	1.6606056995980332	0.2816364144432134	0.22028706952376445	0.2410859415293849	0.25699057450363716
48000	-25199.263919960456	-24634.01041073715	-565.2535092233053	-24634.01041073715	-544.0430925393878	30.121997968232936	1	0	1	1	1	0	3.946870	3.946870	3.946870	0.502284	0.0	0.049074	0.070064	0.090563	0.0	4	2.0079088929313472E-4	1.6606056995980332	0.2816364144432134	0.22028706952376445	0.2410859415293849	0.25699057450363716
50000	-25047.77975185437	-24499.485852884616	-548.2938989697531	-24499.485852884616	-528.0761307921296	30.091291833915985	1	1	1	1	1	1	2.987587	2.987587	2.987587	0.411918	0.246204	0.185319	0.029706	0.078688	0.079996	6	2.1734888198807287E-4	2.023438264682666	0.27792740368731184	0.22028706952376445	0.2410859415293849	0.26069958525953874
52000	-24974.009520096235	-24419.90234961413	-554.1071704821031	-24419.90234961413	-535.6461466765775	30.091302672407384	1	1	1	1	1	1	2.815781	2.815781	2.815781	0.225786	0.173186	0.371661	0.014202	0.068097	0.019267	6	1.946930985023905E-4	2.023438264682666	0.27792740368731184	0.22028706952376445	0.2410859415293849	0.26069958525953874
54000	-24930.85044177671	-24383.234111041602	-547.6163307351081	-24383.234111041602	-526.0587349613746	29.35329413944408	1	1	1	1	1	0	3.476878	3.476878	3.476878	2.550799	0.552672	0.230182	0.067207	0.179938	0.0	5	2.0142555586910696E-4	2.023438264682666	0.27792740368731184	0.22028706952376445	0.23445721336891168	0.26732831342001195
56000	-24895.999722886354	-24347.674938401462	-548.3247844848909	-24347.674938401462	-527.1737582504164	29.35318555411819	1	0	1	1	1	0	3.380110	3.380110	3.380110	0.568346	0.0	0.046254	0.051063	0.135736	0.0	4	1.9937822525638332E-4	1.9110105812355482	0.2819010720597852	0.21631340115129105	0.23445721336891168	0.26732831342001195
