Sample	posterior	likelihood	prior	treeLikelihood.sim1_maxPerRegion_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
34700000	-33940.451541930415	-32358.99358824102	-1581.4579536893966	-32358.99358824102	-1561.1539876802963	30.875819638581024	1	1	1	1	1	1	2.442886	2.442886	2.442886	0.142728	0.069372	0.296243	0.094278	0.048939	0.069884	6	2.437023642178107E-4	2.073681739328212	0.2874464793697485	0.2213298636194314	0.22831066507807996	0.2629129919327385
34704000	-33947.450474464444	-32362.321354536252	-1585.1291199281884	-32362.321354536252	-1565.3169409192892	30.880464434341818	1	1	1	1	0	1	2.596868	2.596868	2.596868	0.154368	0.093673	0.388810	0.015680	0.0	0.070903	5	2.5009997212602046E-4	2.073681739328212	0.2874464793697485	0.2213298636194314	0.22831066507807996	0.2629129919327385
34708000	-33949.81894551905	-32349.98152463007	-1599.83742088898	-32349.98152463007	-1579.882911729555	30.880082558903265	1	1	1	1	1	1	2.699622	2.699622	2.699622	0.202782	0.042175	0.171244	0.044334	0.005315	0.094073	6	2.4167433701620579E-4	2.073681739328212	0.28263765953895453	0.2213298636194314	0.2331194849088739	0.2629129919327385
34712000	-33956.21691970269	-32371.798635523286	-1584.4182841794027	-32371.798635523286	-1566.595323905665	30.884321461021518	1	1	1	1	1	1	2.469998	2.469998	2.469998	0.189115	0.067995	0.242654	0.056871	0.031339	0.026933	6	2.3397128504054008E-4	2.073681739328212	0.28217508890711185	0.2213298636194314	0.2200166635610601	0.27647838391239493
34716000	-33958.502011950106	-32362.99050611418	-1595.5115058359288	-32362.99050611418	-1577.0331754638682	30.99528542601018	1	1	1	1	1	1	2.478839	2.478839	2.478839	0.127051	0.085131	0.348723	0.063197	0.036168	0.057403	6	2.424970593420928E-4	2.096284094914993	0.28217508890711185	0.2213298636194314	0.23125630563935096	0.265238741834104
34720000	-33934.61682626507	-32349.90520004952	-1584.7116262155466	-32349.90520004952	-1565.6766139565614	30.99448063654013	1	1	1	1	1	1	2.440670	2.440670	2.440670	0.154000	0.076897	0.276833	0.044276	0.056572	0.033611	6	2.3755134653684936E-4	2.096284094914993	0.2820969272379686	0.2213298636194314	0.2348993590812365	0.26167385006136173
34724000	-33947.665384035696	-32359.804818435743	-1587.8605655999559	-32359.804818435743	-1563.4539636996838	30.997036429678854	1	1	1	1	1	1	2.521976	2.521976	2.521976	0.188449	0.038707	0.180715	0.051445	0.023418	0.059808	6	2.42890040192593E-4	2.1341109398040774	0.2809574435810874	0.2213298636194314	0.2328222535782935	0.264890439221186
34728000	-33952.97219891777	-32367.989098458766	-1584.9831004590078	-32367.989098458766	-1557.794010431743	30.992273751046785	1	1	1	1	1	1	2.336905	2.336905	2.336905	0.151650	0.035239	0.167162	0.043709	0.065889	0.079207	6	2.4840109029839423E-4	2.1341109398040774	0.2809574435810874	0.2213298636194314	0.2328222535782935	0.264890439221186
34732000	-33964.98045231789	-32377.478635079784	-1587.501817238107	-32377.478635079784	-1566.617493756518	30.994158816567257	1	1	1	1	1	1	2.495867	2.495867	2.495867	0.160998	0.099257	0.222271	0.040922	0.123484	0.020427	6	2.314888641181859E-4	2.1341109398040774	0.2809574435810874	0.2213298636194314	0.2328222535782935	0.264890439221186
34736000	-33962.617145427415	-32374.95575164209	-1587.6613937853247	-32374.95575164209	-1565.4348504800303	30.990116735763007	1	1	1	1	1	1	2.523316	2.523316	2.523316	0.137656	0.064852	0.240360	0.078160	0.055854	0.071780	6	2.376065961286781E-4	2.1341109398040774	0.2797942320983942	0.2213298636194314	0.2328222535782935	0.26605365070387915
34740000	-33952.9529896507	-32359.350382392215	-1593.602607258485	-32359.350382392215	-1575.6925466143925	30.993009395666462	1	1	1	1	1	1	2.562367	2.562367	2.562367	0.173999	0.052077	0.200062	0.067564	0.010799	0.044458	6	2.3594631039977065E-4	2.205202711668354	0.2797942320983942	0.2213298636194314	0.2328222535782935	0.26605365070387915
34744000	-33990.16485820396	-32385.92023260031	-1604.2446256036546	-32385.92023260031	-1586.1670683224697	30.98126322305673	1	1	1	1	1	1	2.528315	2.528315	2.528315	0.160937	0.093099	0.332367	0.029483	0.081593	0.050274	6	2.29231280564916E-4	2.205202711668354	0.28766032470999936	0.2213298636194314	0.2328222535782935	0.258187558092274
34748000	-33987.42832387149	-32372.09267442404	-1615.335649447452	-32372.09267442404	-1591.170729920082	30.131515874669685	1	1	1	1	1	1	2.620545	2.620545	2.620545	0.131159	0.072111	0.374539	0.102516	0.057042	0.059606	6	2.3189248960433812E-4	2.067918918750031	0.28565512099133716	0.2213298636194314	0.2328222535782935	0.2601927618109362
34752000	-33984.13342324624	-32371.653616658085	-1612.4798065881535	-32371.653616658085	-1594.3634477017513	30.401017343595566	1	1	1	1	1	1	2.657542	2.657542	2.657542	0.141638	0.093210	0.302805	0.031770	0.028527	0.032734	6	2.3222151977855802E-4	2.1729607822428747	0.28565512099133716	0.2213298636194314	0.2328222535782935	0.2601927618109362
34756000	-33970.23288761467	-32369.425436365178	-1600.8074512494911	-32369.425436365178	-1583.5266322525363	30.41078780176825	1	1	1	1	0	1	2.557428	2.557428	2.557428	0.183964	0.054096	0.360139	0.068180	0.0	0.072846	5	2.4179901220669684E-4	2.1729607822428747	0.28565512099133716	0.2213298636194314	0.2328222535782935	0.2601927618109362
34760000	-34000.823478063205	-32391.030482804832	-1609.792995258375	-32391.030482804832	-1590.5129289381694	30.376547666942816	1	1	1	1	0	1	2.699685	2.699685	2.699685	0.184132	0.019693	0.248361	0.075922	0.0	0.059276	5	2.3011714414941808E-4	2.1729607822428747	0.28894519496657356	0.21803978964419504	0.2328222535782935	0.2601927618109362
34764000	-33988.19802777485	-32363.62209247724	-1624.5759352976163	-32363.62209247724	-1601.6235024351995	30.862357781983686	1	1	1	1	0	1	2.909796	2.909796	2.909796	0.156230	0.018679	0.306361	0.057121	0.0	0.046874	5	2.169028979016903E-4	2.1729607822428747	0.28894519496657356	0.21803978964419504	0.2328222535782935	0.2601927618109362
34768000	-33986.43072939515	-32370.333081344113	-1616.097648051039	-32370.333081344113	-1595.764642394573	30.865550717622988	1	1	1	1	1	1	2.674002	2.674002	2.674002	0.174479	0.065492	0.188343	0.069947	0.011846	0.045285	6	2.3425307975317194E-4	2.1729607822428747	0.28894519496657356	0.21677057123525012	0.2276914296356673	0.2665928041625073
34772000	-33982.184060414234	-32371.446039650335	-1610.7380207639005	-32371.446039650335	-1591.320962894557	30.865605175307078	1	1	1	1	1	1	2.684415	2.684415	2.684415	0.155409	0.069051	0.227075	0.043982	0.031988	0.035157	6	2.3188572176569211E-4	2.1729607822428747	0.28556789502450974	0.21677057123525012	0.2276914296356673	0.2699701041045711
34776000	-34003.30016600095	-32370.935199083437	-1632.3649669175065	-32370.935199083437	-1610.9003931590953	30.862557212797512	1	1	1	1	1	1	2.437852	2.437852	2.437852	0.198056	0.065127	0.312215	0.094998	0.109047	0.042241	6	2.2701148566614041E-4	2.1729607822428747	0.28556789502450974	0.21677057123525012	0.2276914296356673	0.2699701041045711
34780000	-33986.3672338666	-32355.604342112416	-1630.7628917541856	-32355.604342112416	-1607.7926826753862	30.862022509960326	1	1	1	1	0	1	2.861863	2.861863	2.861863	0.144281	0.064871	0.307127	0.069100	0.0	0.066098	5	2.3291008257593165E-4	2.1729607822428747	0.28556789502450974	0.21677057123525012	0.2276914296356673	0.2699701041045711
34784000	-33982.90440139783	-32370.731917541896	-1612.1724838559287	-32370.731917541896	-1592.9841397500777	30.866632086149128	1	1	1	1	0	1	2.749550	2.749550	2.749550	0.124849	0.075906	0.443417	0.038410	0.0	0.104240	5	2.291095331770682E-4	2.1729607822428747	0.28556789502450974	0.21677057123525012	0.2276914296356673	0.2699701041045711
34788000	-33994.598373922214	-32386.549747235396	-1608.0486266868195	-32386.549747235396	-1588.862264724749	30.87307318971285	1	1	1	1	1	1	2.722614	2.722614	2.722614	0.199018	0.020720	0.196730	0.072684	0.052418	0.030242	6	2.2540613523883743E-4	2.1729607822428747	0.28556789502450974	0.2208025446888864	0.2276914296356673	0.2659381306509348
