Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_5_500	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-1763339.1190614998	-1762389.2270301748	-949.8920313250702	-1762389.2270301748	-932.2391795483138	29.84109751672067	1	1	1	1	1	1	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6	1.0	2.0	0.25	0.25	0.25	0.25
4000	-118264.53047311191	-117497.71560659603	-766.8148665158807	-117497.71560659603	-739.4305748572782	30.130624783669525	0	0	0	1	1	1	0.343296	0.343296	0.343296	0.0	0.0	0.0	34.739148	9.378513	16.346580	3	0.004146889299565404	4.549572734088059	0.25838979417679686	0.25012723318205254	0.23691822731133283	0.25456474532981777
8000	-103233.9878373038	-102078.58315004541	-1155.40468725839	-102078.58315004541	-1140.0938027949942	30.395271310728262	0	0	1	1	1	0	0.991960	0.991960	0.991960	0.0	0.0	5.900654	0.678527	1.724825	0.0	3	0.0025776171579963677	4.2087132787790855	0.25838979417679686	0.24278746201201887	0.2442579984813665	0.25456474532981777
12000	-91630.24100251391	-90048.57874819405	-1581.662254319861	-90048.57874819405	-1563.8615268446006	30.657290413533065	0	1	1	0	1	0	2.281650	2.281650	2.281650	0.0	0.142025	4.707883	0.0	1.043883	0.0	3	0.0014503019226959478	2.1278936416168817	0.26229407537223765	0.2423271018767025	0.24081407742124206	0.25456474532981777
16000	-84652.0834661598	-82931.43969269085	-1720.6437734689537	-82931.43969269085	-1696.9747150618339	30.81778125207395	0	1	1	0	1	0	2.937645	2.937645	2.937645	0.0	0.077272	3.402500	0.0	0.870621	0.0	3	0.0011538623010732515	1.6236608987615457	0.26229407537223765	0.2423271018767025	0.2328672639806046	0.26251155877045523
20000	-79563.90694199751	-77784.0129497877	-1779.8939922098002	-77784.0129497877	-1761.0616767167212	30.81778174615432	0	1	1	0	1	0	3.111382	3.111382	3.111382	0.0	0.198416	2.658411	0.0	0.581805	0.0	3	0.0010529194093813151	1.7028755213161395	0.26229407537223765	0.24284477365438598	0.2328672639806046	0.26199388699277176
24000	-75496.81489298078	-73643.10531695916	-1853.70957602162	-73643.10531695916	-1832.5347668362426	30.931459257115794	0	1	1	0	1	1	3.716252	3.716252	3.716252	0.0	0.155353	2.259322	0.0	0.525619	0.008854	4	8.979001045365479E-4	1.7028755213161395	0.26229407537223765	0.24284477365438598	0.2328672639806046	0.26199388699277176
28000	-70154.02792214476	-68220.81231368807	-1933.2156084566814	-68220.81231368807	-1910.6058939844847	30.931470607794747	0	1	1	0	1	1	4.102980	4.102980	4.102980	0.0	0.099490	2.107946	0.0	0.449260	0.139964	4	7.626134447529653E-4	1.7028755213161395	0.2704459202803727	0.23469292874625092	0.2328672639806046	0.26199388699277176
32000	-67991.72772187603	-66008.00440887772	-1983.7233129983001	-66008.00440887772	-1956.752889285988	30.855716656162535	0	1	1	0	1	0	4.359605	4.359605	4.359605	0.0	0.237244	1.986395	0.0	0.585421	0.0	3	6.841982479214368E-4	1.7028755213161395	0.2811357802259105	0.23469292874625092	0.2296980272109418	0.2544732638168967
36000	-64504.60617764718	-62494.99506216657	-2009.6111154806138	-62494.99506216657	-1988.8765915742006	30.85576565244075	1	0	1	1	1	0	4.456283	4.456283	4.456283	0.409080	0.0	0.234149	0.315792	0.315543	0.0	4	6.217227724433446E-4	1.6939612946000562	0.2886973519623754	0.22713135700978604	0.2296980272109418	0.2544732638168967
