Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_20_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
20000	-28770.638873118598	-28223.4911195137	-547.1477536048975	-28223.4911195137	-528.6355206211862	28.780002102982245	1	0	0	1	1	0	3.046139	3.046139	3.046139	0.376405	0.0	0.0	0.148162	0.282550	0.0	3	3.2060113438802686E-4	1.7591795064398683	0.2584155317924804	0.2495186181663716	0.24568159765103126	0.2463842523901167
22000	-27932.30965585921	-27379.63195422193	-552.6777016372794	-27379.63195422193	-535.4243008340942	28.861773958055768	1	0	1	1	0	1	3.066770	3.066770	3.066770	0.267355	0.0	0.043008	0.147148	0.0	0.138033	4	3.0919148715588833E-4	1.803687880853818	0.2584155317924804	0.2495186181663716	0.24568159765103126	0.2463842523901167
24000	-27396.17507487266	-26833.040440460223	-563.1346344124364	-26833.040440460223	-538.7137603294842	28.85902610840182	1	1	1	1	1	1	3.689911	3.689911	3.689911	0.272898	0.033764	0.076363	0.082276	0.013379	0.169109	6	2.84773163751418E-4	1.803687880853818	0.2584155317924804	0.24286040923600277	0.2528673311678277	0.24585672780368906
26000	-27083.74940405965	-26511.712224796625	-572.0371792630253	-26511.712224796625	-553.3460876364593	28.66913944603795	1	1	0	1	1	0	3.447897	3.447897	3.447897	0.206952	0.085146	0.0	0.285632	0.387001	0.0	4	2.5072045899799815E-4	1.803687880853818	0.2580115466732586	0.24180454798478027	0.2499041390379221	0.250279766304039
28000	-26860.824679790483	-26286.464063327123	-574.3606164633613	-26286.464063327123	-559.2574794178112	31.21942292917021	1	0	0	1	1	0	3.093136	3.093136	3.093136	0.150760	0.0	0.0	0.277245	0.430235	0.0	3	2.4419031839198853E-4	2.1492473784250623	0.2580115466732586	0.24180454798478027	0.24178721698030298	0.2583966883616581
30000	-26571.833383309	-25993.73888960729	-578.09449370171	-25993.73888960729	-554.6074778952396	31.15603855758466	1	0	0	1	1	1	3.960042	3.960042	3.960042	0.156044	0.0	0.0	0.180329	0.545116	0.143947	4	2.5448531084859365E-4	2.3350029684951443	0.26140483850015805	0.23734604806737186	0.23839392515340355	0.26285518827906645
32000	-26203.625290100703	-25623.632160819383	-579.9931292813202	-25623.632160819383	-555.3272344813636	30.882001102176964	1	0	0	1	1	1	4.058172	4.058172	4.058172	0.137612	0.0	0.0	0.329658	0.685214	1.044811	4	2.354906156325366E-4	1.6744391076788447	0.26140483850015805	0.23499318683690806	0.24074678638386734	0.26285518827906645
34000	-26105.03197410943	-25529.357934018084	-575.6740400913471	-25529.357934018084	-553.2991465261938	30.881930173100674	1	0	0	1	1	0	4.091124	4.091124	4.091124	0.140397	0.0	0.0	0.201058	0.328154	0.0	3	2.24914526129969E-4	1.6744391076788447	0.26852242310237856	0.22787560223468756	0.24074678638386734	0.26285518827906645
36000	-25873.986596992236	-25300.87414338566	-573.1124536065765	-25300.87414338566	-544.7589815389834	31.21837499985308	1	0	0	1	1	0	3.512119	3.512119	3.512119	0.237803	0.0	0.0	0.334496	0.511366	0.0	3	2.410072169757627E-4	2.060658543015657	0.2733686288503652	0.22787560223468756	0.23590058063588065	0.26285518827906645
38000	-25775.291991119873	-25206.27159021571	-569.020400904162	-25206.27159021571	-550.7619525589046	31.016843215023755	1	0	0	1	1	1	3.378118	3.378118	3.378118	0.208223	0.0	0.0	0.239287	0.163529	0.047823	4	2.2994590329867255E-4	2.060658543015657	0.2733686288503652	0.22787560223468756	0.23102567309442396	0.26773009582052315
40000	-25614.484138526986	-25036.81208483096	-577.6720536960265	-25036.81208483096	-554.0559627345541	30.792501598650208	0	1	0	1	1	1	3.461513	3.461513	3.461513	0.0	1.532171	0.0	0.356124	1.716148	0.129753	4	2.1349074156022007E-4	1.9486049849014069	0.2733686288503652	0.22787560223468756	0.2269685598642413	0.2717872090507058
42000	-25497.970077149286	-24937.877972167833	-560.0921049814532	-24937.877972167833	-542.2987403645909	30.736364800898098	1	0	1	1	1	1	3.025357	3.025357	3.025357	0.140163	0.0	0.116517	0.164631	0.260154	0.126302	5	2.3073613109944054E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
44000	-25437.819582554002	-24867.362049615385	-570.4575329386173	-24867.362049615385	-547.9184087273497	30.73619690170288	1	0	0	1	1	0	3.896981	3.896981	3.896981	0.211979	0.0	0.0	0.234734	0.221400	0.0	3	2.1995376292695683E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
46000	-25406.380404182724	-24833.089421736928	-573.2909824457971	-24833.089421736928	-552.4902065075719	30.736250521588158	1	1	1	0	0	1	3.041627	3.041627	3.041627	0.090187	0.242507	1.118848	0.0	0.0	0.234482	4	2.2843092224265608E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
48000	-25376.640513896888	-24813.70093888113	-562.9395750157571	-24813.70093888113	-543.9441394434748	30.736387276610618	1	1	1	1	1	0	3.234604	3.234604	3.234604	0.303487	0.614434	0.070421	0.108805	0.081191	0.0	5	2.283868734606523E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
50000	-25282.74116442873	-24732.066192680064	-550.674971748668	-24732.066192680064	-531.955558629675	31.646245517342344	1	1	1	1	0	1	3.075113	3.075113	3.075113	0.284426	0.470189	0.087258	0.078633	0.0	0.049655	5	2.2516844044821087E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
52000	-25280.87571928331	-24732.317367888303	-548.5583513950069	-24732.317367888303	-529.5094141573629	31.421551077327322	0	1	1	0	1	0	2.797235	2.797235	2.797235	0.0	0.161098	1.013483	0.0	0.195181	0.0	3	2.2947456031993427E-4	1.9486049849014069	0.276655742916182	0.2245884881688708	0.2269685598642413	0.2717872090507058
54000	-25271.22045475621	-24720.361163428355	-550.859291327855	-24720.361163428355	-534.6336874830041	31.4216031433503	1	1	1	0	0	1	2.755427	2.755427	2.755427	0.321182	0.344977	0.356740	0.0	0.0	0.067618	4	2.2491815832331326E-4	1.9486049849014069	0.2810392919652453	0.2202049391198075	0.2269685598642413	0.2717872090507058
56000	-25244.00132955946	-24678.28137080891	-565.7199587505538	-24678.28137080891	-542.1502127203113	30.57547741695537	0	1	1	0	1	0	2.963918	2.963918	2.963918	0.0	0.186493	1.268612	0.0	0.117917	0.0	3	2.2526816147078662E-4	1.9486049849014069	0.2810392919652453	0.2202049391198075	0.23243172690002675	0.2663240420149204
58000	-25012.167101435243	-24456.261763672304	-555.9053377629377	-24456.261763672304	-532.6121348479858	30.575465785924177	0	1	1	0	1	1	2.974723	2.974723	2.974723	0.0	0.214719	0.900547	0.0	0.008366	0.035336	4	2.273965295415082E-4	2.0921630069735433	0.2810392919652453	0.2202049391198075	0.23243172690002675	0.2663240420149204
60000	-24939.267593663277	-24392.764243433805	-546.5033502294702	-24392.764243433805	-530.4093562365039	30.64600899962076	0	1	1	0	0	1	2.484702	2.484702	2.484702	0.0	0.143884	0.942564	0.0	0.0	0.044456	3	2.265086495641625E-4	2.0921630069735433	0.2810392919652453	0.2202049391198075	0.23243172690002675	0.2663240420149204
62000	-24943.99525967132	-24392.95582595497	-551.0394337163493	-24392.95582595497	-530.7042836333778	30.646058425880568	1	1	1	0	0	1	2.177956	2.177956	2.177956	0.147979	0.140132	0.952128	0.0	0.0	0.055221	4	2.2806670723149114E-4	2.105959053993188	0.2810392919652453	0.22148574802518553	0.23115091799464874	0.2663240420149204
64000	-24931.79622945831	-24381.93429418303	-549.8619352752798	-24381.93429418303	-526.2373615808988	30.646385146783697	1	1	1	0	1	1	2.571767	2.571767	2.571767	0.277727	0.150782	0.779656	0.0	0.136563	0.025078	5	2.218672530546474E-4	2.105959053993188	0.2810392919652453	0.22148574802518553	0.23115091799464874	0.2663240420149204
66000	-24904.98500927764	-24367.961852112352	-537.0231571652857	-24367.961852112352	-517.9680366236655	30.646401879948993	1	1	1	0	1	0	3.033133	3.033133	3.033133	0.811131	0.828302	0.203772	0.0	0.053806	0.0	4	2.0879545908225535E-4	2.105959053993188	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
68000	-24912.909805304065	-24371.870239798576	-541.0395655054893	-24371.870239798576	-521.5631790673178	30.87925851398669	1	1	1	0	0	1	3.691408	3.691408	3.691408	0.312684	0.556925	0.088054	0.0	0.0	0.075275	4	2.307534509931912E-4	2.0092172883606954	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
70000	-24895.019365358643	-24362.305723284353	-532.7136420742894	-24362.305723284353	-515.2055103423444	30.127666389994886	0	1	1	0	1	1	2.653326	2.653326	2.653326	0.0	0.589251	0.228262	0.0	0.152326	0.071676	4	2.3129678689293447E-4	2.0092172883606954	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
72000	-24863.883022897688	-24321.8317413574	-542.0512815402855	-24321.8317413574	-514.3936445821311	30.127771203899982	1	1	1	1	1	1	2.259053	2.259053	2.259053	0.466132	0.089337	0.645468	0.073195	0.184908	0.013921	6	2.29476904839894E-4	2.0092172883606954	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
74000	-24780.43265548964	-24250.04665618217	-530.3859993074708	-24250.04665618217	-511.0424679121997	30.734990770414363	1	0	1	1	1	0	2.615271	2.615271	2.615271	0.977695	0.0	0.137106	0.293962	0.132361	0.0	4	2.2239967024740906E-4	2.0092172883606954	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
76000	-24774.30503097507	-24255.818712716708	-518.4863182583606	-24255.818712716708	-500.9082383020673	28.95658156985889	1	0	0	1	1	0	2.856761	2.856761	2.856761	0.152452	0.0	0.0	0.132130	1.341928	0.0	3	2.3476830934940034E-4	2.0092172883606954	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
78000	-24758.893267678504	-24242.261844887755	-516.6314227907478	-24242.261844887755	-499.6392920658074	29.89544497607683	1	1	1	0	0	1	2.324502	2.324502	2.324502	0.338468	0.643600	0.327694	0.0	0.0	0.223108	4	2.528398595151258E-4	2.0384941294680283	0.2810392919652453	0.21751116775155666	0.2351254982682776	0.2663240420149204
80000	-24757.783696865627	-24228.204669601426	-529.5790272642006	-24228.204669601426	-507.11896665553616	30.650024490438376	1	1	1	0	0	1	3.533936	3.533936	3.533936	1.207807	0.639610	0.143201	0.0	0.0	0.294525	4	2.3384086917106208E-4	1.973427437944595	0.2822660835418084	0.21628437617499358	0.2351254982682776	0.2663240420149204
82000	-24728.910646052147	-24200.144284027938	-528.7663620242091	-24200.144284027938	-508.57492092656315	30.59803086489474	1	1	1	0	1	1	2.683521	2.683521	2.683521	0.760560	1.209450	0.505898	0.0	0.191504	0.161813	5	2.5184563638413777E-4	2.187414287092793	0.2822660835418084	0.21628437617499358	0.2351254982682776	0.2663240420149204
84000	-24725.495723229622	-24195.842844932882	-529.6528782967397	-24195.842844932882	-508.8725063902485	30.597903354687944	1	1	1	0	0	1	3.522847	3.522847	3.522847	1.725079	1.012670	0.231777	0.0	0.0	0.231470	4	2.2420818007764807E-4	2.187414287092793	0.2863617956094926	0.21628437617499358	0.2310297862005934	0.2663240420149204
86000	-24709.75075960715	-24183.308756733684	-526.4420028734634	-24183.308756733684	-509.1101490640904	30.134618366958534	1	1	1	0	1	0	2.516770	2.516770	2.516770	0.342352	0.272228	0.329101	0.0	0.023681	0.0	4	2.3484744999590658E-4	2.187414287092793	0.27624510430525073	0.2270281642020484	0.2310297862005934	0.2656969452921074
88000	-24713.270106961543	-24193.03367611995	-520.2364308415933	-24193.03367611995	-499.04892361942035	29.358708653746355	1	1	1	1	0	1	2.954760	2.954760	2.954760	0.274734	0.399748	0.045648	0.068790	0.0	0.120960	5	2.5200271516183956E-4	2.187414287092793	0.27624510430525073	0.2270281642020484	0.2310297862005934	0.2656969452921074
90000	-24704.375842434427	-24188.286599430445	-516.0892430039829	-24188.286599430445	-497.562209098037	29.358510729408966	1	1	1	1	0	1	2.499194	2.499194	2.499194	0.163162	0.146347	0.182155	0.021814	0.0	0.050794	5	2.461431647094863E-4	2.187414287092793	0.27624510430525073	0.2270281642020484	0.2310297862005934	0.2656969452921074
92000	-24696.484113358012	-24179.966536759046	-516.5175765989675	-24179.966536759046	-496.52805438499064	29.468057083619595	1	0	0	1	1	1	2.146117	2.146117	2.146117	0.244474	0.0	0.0	0.258834	0.303252	0.547524	4	2.3744910765074992E-4	1.981818257576954	0.28168160662615965	0.2270281642020484	0.2310297862005934	0.2602604429711985
94000	-24720.812194180144	-24192.641308912876	-528.1708852672676	-24192.641308912876	-509.29794185325903	29.447917271733303	1	0	1	0	1	0	2.868736	2.868736	2.868736	0.138658	0.0	0.101755	0.0	0.208614	0.0	3	2.518097298901949E-4	1.981818257576954	0.28168160662615965	0.2270281642020484	0.2310297862005934	0.2602604429711985
96000	-24706.20532237672	-24194.813614628314	-511.39170774840653	-24194.813614628314	-493.2699761921616	29.153451226579197	1	0	1	1	1	0	2.418185	2.418185	2.418185	1.083652	0.0	0.350708	0.125247	0.089315	0.0	4	2.3957402052659601E-4	1.981818257576954	0.28168160662615965	0.2185029892711538	0.239554961131488	0.2602604429711985
