Sample	posterior	likelihood	prior	treeLikelihood.sim1_biased_50_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
102000	-24056.07040711061	-23535.88175582739	-520.1886512832183	-23535.88175582739	-503.46402418651246	30.72464382230829	1	1	1	0	0	0	2.366939	2.366939	2.366939	0.444242	0.275446	0.463632	0.0	0.0	0.0	3	2.2177793791330606E-4	1.9905063040001898	0.27864809308382293	0.2142657835149986	0.2380701448514056	0.2690159785497728
104000	-24051.77286175282	-23544.933819258265	-506.83904249455514	-23544.933819258265	-491.43798215065135	30.72457831103258	1	1	1	0	0	0	2.159283	2.159283	2.159283	1.641867	0.173246	1.853547	0.0	0.0	0.0	3	2.3095348715909258E-4	1.9905063040001898	0.2894688812063867	0.2142657835149986	0.2272493567288418	0.2690159785497728
106000	-24033.23443175361	-23532.470427051583	-500.764004702028	-23532.470427051583	-483.04996133881536	28.865820997609344	1	0	1	1	1	0	2.167747	2.167747	2.167747	2.847034	0.0	0.713614	0.148218	0.108738	0.0	4	2.3140718507832004E-4	1.9905063040001898	0.2849817789761226	0.2142657835149986	0.2317364589591059	0.2690159785497728
108000	-24026.6586203251	-23531.719799774997	-494.93882055010073	-23531.719799774997	-480.41680569302747	29.905009725541234	1	1	1	0	0	0	2.270574	2.270574	2.270574	0.909033	0.218139	0.511487	0.0	0.0	0.0	3	2.3313172642979018E-4	1.9905063040001898	0.2849817789761226	0.2142657835149986	0.2317364589591059	0.2690159785497728
110000	-24043.86511172991	-23526.85720134145	-517.0079103884599	-23526.85720134145	-496.39773843396574	30.16195417299702	1	1	1	1	1	1	3.006686	3.006686	3.006686	0.054928	0.065688	0.101171	0.217050	0.283964	2.002441	6	2.4396919334377032E-4	1.966652274191244	0.2849817789761226	0.2142657835149986	0.2317364589591059	0.2690159785497728
112000	-24046.29449874136	-23532.705317307784	-513.5891814335786	-23532.705317307784	-495.2448182848102	30.16642504612606	1	1	1	1	1	1	2.580860	2.580860	2.580860	0.610597	0.234484	0.259793	0.008419	0.041148	0.017959	6	2.1991374214328497E-4	1.8689250602045722	0.2837353816444748	0.21551218084664636	0.2317364589591059	0.2690159785497728
114000	-24043.454301395454	-23535.938157365978	-507.5161440294757	-23535.938157365978	-488.0267132268236	29.639666524032133	1	1	0	1	1	0	3.533148	3.533148	3.533148	1.362678	0.522762	0.0	0.120239	0.070922	0.0	4	2.3678875476439084E-4	1.9507741188743333	0.2837353816444748	0.21551218084664636	0.2317364589591059	0.2690159785497728
116000	-24037.04558317228	-23525.710645730596	-511.3349374416832	-23525.710645730596	-493.8024598887032	29.655618767475662	1	0	0	1	1	1	2.598272	2.598272	2.598272	0.326681	0.0	0.0	0.325404	1.125400	0.433651	4	2.274922272771639E-4	1.7193024939880315	0.28481710163197443	0.21443046085914674	0.2317364589591059	0.2690159785497728
118000	-24067.2679923213	-23548.763458191315	-518.5045341299844	-23548.763458191315	-498.84345967538917	29.65599064395039	1	0	1	0	1	1	3.400008	3.400008	3.400008	0.043613	0.0	0.209238	0.0	0.445255	0.112378	4	2.138648667693538E-4	1.7193024939880315	0.28481710163197443	0.21443046085914674	0.23734608009970093	0.26340635740917784
120000	-24065.491264284203	-23542.620983073855	-522.8702812103481	-23542.620983073855	-499.5471409453175	31.399436235378907	1	1	1	0	1	0	3.828656	3.828656	3.828656	0.232799	0.143084	0.075616	0.0	0.010974	0.0	4	2.1435372085280645E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
122000	-24036.493418097813	-23521.592106187058	-514.9013119107552	-23521.592106187058	-495.28157110737817	31.390906432636392	1	1	1	0	1	0	2.270935	2.270935	2.270935	0.452741	0.398453	0.707533	0.0	0.002923	0.0	4	2.173509270966571E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
124000	-24040.445255192408	-23541.53940716503	-498.9058480273783	-23541.53940716503	-483.48134413005226	31.39028404091061	1	1	1	0	0	0	2.035819	2.035819	2.035819	1.186021	0.207382	0.992447	0.0	0.0	0.0	3	2.222038249415296E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
126000	-24041.042190214877	-23532.970527624177	-508.0716625907003	-23532.970527624177	-493.59366915801394	31.306596891229947	1	1	1	0	0	0	2.164398	2.164398	2.164398	0.887372	0.528620	0.461214	0.0	0.0	0.0	3	2.1599208025779805E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
128000	-24049.045643934394	-23530.494289483744	-518.5513544506503	-23530.494289483744	-500.6011126886897	31.305835150477996	1	1	1	0	0	0	2.932214	2.932214	2.932214	2.220789	0.424926	0.787626	0.0	0.0	0.0	3	2.1712496364669455E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
130000	-24055.557558439603	-23530.39059170872	-525.1669667308814	-23530.39059170872	-505.3536605358633	30.02163858366086	1	1	1	0	0	0	2.795428	2.795428	2.795428	0.995476	0.219604	0.511241	0.0	0.0	0.0	3	1.936697998528416E-4	2.0011543560905913	0.28481710163197443	0.21443046085914674	0.2305067564531296	0.2702456810557492
132000	-24075.094894340426	-23546.396861401263	-528.6980329391639	-23546.396861401263	-510.3118917463776	29.196414966629828	1	1	1	0	0	0	2.422845	2.422845	2.422845	0.373492	0.198682	0.385508	0.0	0.0	0.0	3	1.9602208257579683E-4	2.0011543560905913	0.28481710163197443	0.22240417241955057	0.2305067564531296	0.26227196949534537
134000	-24074.36467510203	-23540.80978929146	-533.5548858105717	-23540.80978929146	-515.8786249082917	29.196973960643955	1	1	1	0	0	0	2.304622	2.304622	2.304622	0.665737	0.412124	0.667382	0.0	0.0	0.0	3	2.1116537926228008E-4	2.0011543560905913	0.28481710163197443	0.22240417241955057	0.2305067564531296	0.26227196949534537
136000	-24064.742688144477	-23544.297870959836	-520.4448171846431	-23544.297870959836	-503.41934900341874	29.182557182321563	0	1	1	1	0	1	2.690947	2.690947	2.690947	0.0	0.055752	0.161497	0.082760	0.0	0.272696	4	2.284931092680587E-4	2.0011543560905913	0.28755320982096005	0.21966806423056492	0.2305067564531296	0.26227196949534537
138000	-24061.185260401966	-23532.669446267224	-528.5158141347425	-23532.669446267224	-509.98216881762977	29.193713336079448	1	1	1	1	0	1	2.694979	2.694979	2.694979	0.067821	0.283596	0.074490	0.101627	0.0	0.040762	5	2.220014146722737E-4	2.0011543560905913	0.28755320982096005	0.21966806423056492	0.2305067564531296	0.26227196949534537
140000	-24059.33100476636	-23538.324491711097	-521.0065130552641	-23538.324491711097	-502.76084573742486	29.19313774429396	1	1	1	1	1	1	2.068012	2.068012	2.068012	0.003989	0.399089	0.135896	0.222355	0.891689	0.208247	6	2.1289570015040808E-4	2.0011543560905913	0.28755320982096005	0.21966806423056492	0.2305067564531296	0.26227196949534537
142000	-24030.744276010413	-23517.32160703036	-513.4226689800533	-23517.32160703036	-497.58868762746323	31.61764233955487	0	1	1	1	1	1	2.540904	2.540904	2.540904	0.0	0.108846	0.318262	0.028818	0.390327	0.014866	5	2.1727062044516794E-4	1.928575265495273	0.28755320982096005	0.21966806423056492	0.2305067564531296	0.26227196949534537
144000	-24001.746500131503	-23483.755587638356	-517.9909124931482	-23483.755587638356	-501.7915707938552	31.622060285457927	0	0	1	1	0	1	2.860746	2.860746	2.860746	0.0	0.0	0.179345	0.005216	0.0	0.261376	3	2.2084335690258767E-4	2.079665420960876	0.28755320982096005	0.21966806423056492	0.2305067564531296	0.26227196949534537
146000	-23995.35130619495	-23490.881970763854	-504.46933543109566	-23490.881970763854	-489.77944500466515	30.09117830777355	1	0	1	1	1	0	2.001816	2.001816	2.001816	0.028390	0.0	0.102517	0.124776	0.128692	0.0	4	2.3331174883673398E-4	2.079665420960876	0.2868584025603057	0.22036287149121928	0.237025992164202	0.255752733784273
148000	-23971.31033425446	-23462.959714033943	-508.3506202205176	-23462.959714033943	-485.15629661521626	30.090462626154604	1	0	1	1	1	1	2.545403	2.545403	2.545403	0.291119	0.0	0.241305	0.074165	0.072274	0.128081	5	2.2787879427553043E-4	2.0306913037520515	0.28224244746886584	0.22314837286771652	0.237025992164202	0.2575831874992156
150000	-23967.510420219885	-23465.205789380496	-502.30463083938844	-23465.205789380496	-483.5255899984547	30.041332659757355	1	0	1	0	1	1	2.907068	2.907068	2.907068	0.041236	0.0	0.348771	0.0	0.113678	0.104054	4	2.1198910717214265E-4	2.0306913037520515	0.2865389890490906	0.21885183128749178	0.237025992164202	0.2575831874992156
152000	-23965.66640345053	-23472.432116636908	-493.23428681362276	-23472.432116636908	-471.83265675164347	30.30519550351255	1	0	1	0	1	0	2.585716	2.585716	2.585716	0.020301	0.0	0.138904	0.0	0.015741	0.0	3	2.180654626965969E-4	2.0817870056041716	0.2865389890490906	0.21885183128749178	0.23049956021803436	0.26410961944538325
154000	-23970.089858214134	-23470.210324602995	-499.8795336111404	-23470.210324602995	-478.36281620601983	30.30443646191845	1	1	1	1	1	1	2.530738	2.530738	2.530738	0.049456	0.222434	0.136540	0.033239	0.018831	0.025869	6	2.2630566004125293E-4	2.0817870056041716	0.2865389890490906	0.21958735163528859	0.23049956021803436	0.26337409909758647
156000	-23957.460763063853	-23465.611342042896	-491.8494210209591	-23465.611342042896	-477.9663125789204	31.744494702356562	1	0	1	1	1	0	2.033393	2.033393	2.033393	0.370567	0.0	0.097793	0.204318	0.280074	0.0	4	2.1049747914906724E-4	1.7123714773376244	0.2865389890490906	0.21958735163528859	0.23633941696332125	0.2575342423522996
158000	-23965.760975823046	-23471.054147891184	-494.7068279318611	-23471.054147891184	-476.56074403111137	32.019782779039744	1	0	0	1	1	1	2.326841	2.326841	2.326841	0.271613	0.0	0.0	0.329664	1.691156	0.127725	4	2.3594102467412113E-4	1.7123714773376244	0.2865389890490906	0.21958735163528859	0.23633941696332125	0.2575342423522996
