"matrix"	"nSim"	"nSeq"	"protocol"	"model"
"7demes"	6	500	"biased_5"	"mascot"
"7demes"	8	500	"biased_20"	"mascot"
"7demes"	8	500	"biased_50"	"mascot"
"7demes"	8	500	"maxPerRegion_20"	"mascot"
"7demes"	8	500	"uniform"	"mascot"
"7demes"	8	500	"maxPerRegionYear_20"	"mascot"
"7demes"	8	500	"biased_5"	"mascot"
"7demes"	8	500	"biased_2.5"	"mascot"
"7demes"	8	500	"uniformS_10"	"mascot"
"7demes"	8	500	"biased_10"	"mascot"
"7demes"	8	500	"uniformS_20"	"mascot"
"7demes"	8	500	"maxPerRegion_10"	"mascot"
"7demes"	13	150	"biased_5"	"dta"
"7demes"	13	150	"maxPerRegionYear_10"	"dta"
"7demes"	13	150	"biased_20"	"dta"
"7demes"	13	150	"biased_2.5"	"dta"
"7demes"	13	150	"biased_50"	"dta"
"7demes"	13	150	"maxPerRegion_20"	"dta"
"7demes"	13	150	"uniformS_20"	"dta"
"7demes"	13	150	"maxPerRegionYear_20"	"dta"
"7demes"	13	150	"uniformS_10"	"dta"
"7demes"	13	150	"biased_10"	"dta"
"7demes"	13	150	"maxPerRegion_10"	"dta"
"7demes"	13	150	"uniform"	"dta"
"7demes"	12	150	"biased_5"	"dta"
"7demes"	12	150	"biased_10"	"dta"
"7demes"	12	150	"biased_50"	"dta"
"7demes"	12	150	"maxPerRegion_20"	"dta"
"7demes"	12	150	"uniformS_20"	"dta"
"7demes"	12	150	"maxPerRegionYear_20"	"dta"
"7demes"	12	150	"maxPerRegion_10"	"dta"
"7demes"	12	150	"uniform"	"dta"
"7demes"	12	150	"biased_2.5"	"dta"
"7demes"	12	150	"uniformS_10"	"dta"
"7demes"	12	150	"maxPerRegionYear_10"	"dta"
"7demes"	12	150	"biased_20"	"dta"
"7demes"	14	150	"maxPerRegionYear_10"	"dta"
"7demes"	14	150	"uniformS_10"	"dta"
"7demes"	14	150	"maxPerRegionYear_20"	"dta"
"7demes"	14	150	"biased_10"	"dta"
"7demes"	14	150	"biased_50"	"dta"
"7demes"	14	150	"biased_2.5"	"dta"
"7demes"	14	150	"uniformS_20"	"dta"
"7demes"	14	150	"uniform"	"dta"
"7demes"	14	150	"biased_5"	"dta"
"7demes"	14	150	"maxPerRegion_10"	"dta"
"7demes"	14	150	"maxPerRegion_20"	"dta"
"7demes"	14	150	"biased_20"	"dta"
"7demes"	16	150	"maxPerRegionYear_10"	"dta"
"7demes"	16	150	"biased_2.5"	"dta"
"7demes"	16	150	"biased_10"	"dta"
"7demes"	16	150	"biased_50"	"dta"
"7demes"	16	150	"biased_5"	"dta"
"7demes"	16	150	"uniformS_20"	"dta"
"7demes"	16	150	"uniform"	"dta"
"7demes"	16	150	"maxPerRegionYear_20"	"dta"
"7demes"	16	150	"biased_20"	"dta"
"7demes"	16	150	"maxPerRegion_10"	"dta"
"7demes"	16	150	"maxPerRegion_20"	"dta"
"7demes"	16	150	"uniformS_10"	"dta"
"7demes"	17	150	"maxPerRegion_20"	"dta"
"7demes"	17	150	"uniform"	"dta"
"7demes"	17	150	"uniformS_10"	"dta"
"7demes"	17	150	"biased_50"	"dta"
"7demes"	17	150	"uniformS_20"	"dta"
"7demes"	17	150	"biased_2.5"	"dta"
"7demes"	17	150	"maxPerRegionYear_10"	"dta"
"7demes"	17	150	"maxPerRegion_10"	"dta"
"7demes"	17	150	"biased_10"	"dta"
"7demes"	17	150	"biased_20"	"dta"
"7demes"	17	150	"maxPerRegionYear_20"	"dta"
"7demes"	17	150	"biased_5"	"dta"
"7demes"	19	150	"uniformS_10"	"dta"
"7demes"	19	150	"biased_10"	"dta"
"7demes"	19	150	"biased_50"	"dta"
"7demes"	19	150	"biased_5"	"dta"
"7demes"	19	150	"maxPerRegion_10"	"dta"
"7demes"	19	150	"maxPerRegionYear_20"	"dta"
"7demes"	19	150	"biased_2.5"	"dta"
"7demes"	19	150	"uniformS_20"	"dta"
"7demes"	19	150	"biased_20"	"dta"
"7demes"	19	150	"uniform"	"dta"
"7demes"	19	150	"maxPerRegionYear_10"	"dta"
"7demes"	19	150	"maxPerRegion_20"	"dta"
"7demes"	20	150	"maxPerRegion_20"	"dta"
"7demes"	20	150	"uniformS_20"	"dta"
"7demes"	20	150	"maxPerRegionYear_20"	"dta"
"7demes"	20	150	"uniformS_10"	"dta"
"7demes"	20	150	"biased_50"	"dta"
"7demes"	20	150	"biased_5"	"dta"
"7demes"	20	150	"biased_2.5"	"dta"
"7demes"	20	150	"maxPerRegionYear_10"	"dta"
"7demes"	20	150	"biased_20"	"dta"
"7demes"	20	150	"maxPerRegion_10"	"dta"
"7demes"	20	150	"uniform"	"dta"
"7demes"	20	150	"biased_10"	"dta"
"7demes"	11	150	"biased_5"	"dta"
"7demes"	11	150	"uniformS_20"	"dta"
"7demes"	11	150	"biased_20"	"dta"
"7demes"	11	150	"maxPerRegion_10"	"dta"
"7demes"	11	150	"biased_50"	"dta"
"7demes"	11	150	"uniform"	"dta"
"7demes"	11	150	"maxPerRegionYear_20"	"dta"
"7demes"	11	150	"maxPerRegionYear_10"	"dta"
"7demes"	11	150	"biased_10"	"dta"
"7demes"	11	150	"maxPerRegion_20"	"dta"
"7demes"	11	150	"uniformS_10"	"dta"
"7demes"	11	150	"biased_2.5"	"dta"
"7demes"	15	150	"biased_2.5"	"dta"
"7demes"	15	150	"biased_10"	"dta"
"7demes"	15	150	"biased_50"	"dta"
"7demes"	15	150	"biased_5"	"dta"
"7demes"	15	150	"uniform"	"dta"
"7demes"	15	150	"uniformS_10"	"dta"
"7demes"	15	150	"uniformS_20"	"dta"
"7demes"	15	150	"maxPerRegionYear_20"	"dta"
"7demes"	15	150	"maxPerRegionYear_10"	"dta"
"7demes"	15	150	"biased_20"	"dta"
"7demes"	15	150	"maxPerRegion_10"	"dta"
"7demes"	15	150	"maxPerRegion_20"	"dta"
"7demes"	18	150	"uniform"	"dta"
"7demes"	18	150	"biased_50"	"dta"
"7demes"	18	150	"maxPerRegionYear_20"	"dta"
"7demes"	18	150	"biased_2.5"	"dta"
"7demes"	18	150	"uniformS_10"	"dta"
"7demes"	18	150	"maxPerRegion_10"	"dta"
"7demes"	18	150	"maxPerRegion_20"	"dta"
"7demes"	18	150	"biased_20"	"dta"
"7demes"	18	150	"maxPerRegionYear_10"	"dta"
"7demes"	18	150	"biased_5"	"dta"
"7demes"	18	150	"uniformS_20"	"dta"
"7demes"	18	150	"biased_10"	"dta"
"7demes"	13	150	"biased_5"	"basta"
"7demes"	13	150	"maxPerRegionYear_10"	"basta"
"7demes"	13	150	"biased_20"	"basta"
"7demes"	13	150	"biased_2.5"	"basta"
"7demes"	13	150	"biased_50"	"basta"
"7demes"	13	150	"maxPerRegion_20"	"basta"
"7demes"	13	150	"uniformS_20"	"basta"
"7demes"	13	150	"maxPerRegionYear_20"	"basta"
"7demes"	13	150	"uniformS_10"	"basta"
"7demes"	13	150	"biased_10"	"basta"
"7demes"	13	150	"maxPerRegion_10"	"basta"
"7demes"	13	150	"uniform"	"basta"
"7demes"	12	150	"biased_5"	"basta"
"7demes"	12	150	"biased_10"	"basta"
"7demes"	12	150	"biased_50"	"basta"
"7demes"	12	150	"maxPerRegion_20"	"basta"
"7demes"	12	150	"uniformS_20"	"basta"
"7demes"	12	150	"maxPerRegionYear_20"	"basta"
"7demes"	12	150	"maxPerRegion_10"	"basta"
"7demes"	12	150	"uniform"	"basta"
"7demes"	12	150	"biased_2.5"	"basta"
"7demes"	12	150	"uniformS_10"	"basta"
"7demes"	12	150	"maxPerRegionYear_10"	"basta"
"7demes"	12	150	"biased_20"	"basta"
"7demes"	14	150	"maxPerRegionYear_10"	"basta"
"7demes"	14	150	"maxPerRegionYear_20"	"basta"
"7demes"	14	150	"biased_10"	"basta"
"7demes"	14	150	"biased_50"	"basta"
"7demes"	14	150	"biased_2.5"	"basta"
"7demes"	14	150	"uniformS_20"	"basta"
"7demes"	14	150	"uniform"	"basta"
"7demes"	14	150	"biased_5"	"basta"
"7demes"	14	150	"maxPerRegion_10"	"basta"
"7demes"	14	150	"maxPerRegion_20"	"basta"
"7demes"	14	150	"biased_20"	"basta"
"7demes"	16	150	"maxPerRegionYear_10"	"basta"
"7demes"	16	150	"biased_2.5"	"basta"
"7demes"	16	150	"biased_10"	"basta"
"7demes"	16	150	"biased_50"	"basta"
"7demes"	16	150	"biased_5"	"basta"
"7demes"	16	150	"uniformS_20"	"basta"
"7demes"	16	150	"uniform"	"basta"
"7demes"	16	150	"maxPerRegionYear_20"	"basta"
"7demes"	16	150	"biased_20"	"basta"
"7demes"	16	150	"maxPerRegion_10"	"basta"
"7demes"	16	150	"maxPerRegion_20"	"basta"
"7demes"	16	150	"uniformS_10"	"basta"
"7demes"	17	150	"maxPerRegion_20"	"basta"
"7demes"	17	150	"uniform"	"basta"
"7demes"	17	150	"uniformS_10"	"basta"
"7demes"	17	150	"biased_50"	"basta"
"7demes"	17	150	"uniformS_20"	"basta"
"7demes"	17	150	"biased_2.5"	"basta"
"7demes"	17	150	"maxPerRegionYear_10"	"basta"
"7demes"	17	150	"maxPerRegion_10"	"basta"
"7demes"	17	150	"biased_10"	"basta"
"7demes"	17	150	"biased_20"	"basta"
"7demes"	17	150	"maxPerRegionYear_20"	"basta"
"7demes"	17	150	"biased_5"	"basta"
"7demes"	19	150	"uniformS_10"	"basta"
"7demes"	19	150	"biased_10"	"basta"
"7demes"	19	150	"biased_50"	"basta"
"7demes"	19	150	"biased_5"	"basta"
"7demes"	19	150	"maxPerRegion_10"	"basta"
"7demes"	19	150	"maxPerRegionYear_20"	"basta"
"7demes"	19	150	"biased_2.5"	"basta"
"7demes"	19	150	"uniformS_20"	"basta"
"7demes"	19	150	"biased_20"	"basta"
"7demes"	19	150	"uniform"	"basta"
"7demes"	19	150	"maxPerRegionYear_10"	"basta"
"7demes"	19	150	"maxPerRegion_20"	"basta"
"7demes"	20	150	"maxPerRegion_20"	"basta"
"7demes"	20	150	"uniformS_20"	"basta"
"7demes"	20	150	"maxPerRegionYear_20"	"basta"
"7demes"	20	150	"uniformS_10"	"basta"
"7demes"	20	150	"biased_50"	"basta"
"7demes"	20	150	"biased_5"	"basta"
"7demes"	20	150	"biased_2.5"	"basta"
"7demes"	20	150	"maxPerRegionYear_10"	"basta"
"7demes"	20	150	"biased_20"	"basta"
"7demes"	20	150	"uniform"	"basta"
"7demes"	20	150	"biased_10"	"basta"
"7demes"	11	150	"biased_5"	"basta"
"7demes"	11	150	"uniformS_20"	"basta"
"7demes"	11	150	"biased_20"	"basta"
"7demes"	11	150	"maxPerRegion_10"	"basta"
"7demes"	11	150	"biased_50"	"basta"
"7demes"	11	150	"uniform"	"basta"
"7demes"	11	150	"maxPerRegionYear_20"	"basta"
"7demes"	11	150	"maxPerRegionYear_10"	"basta"
"7demes"	11	150	"biased_10"	"basta"
"7demes"	11	150	"maxPerRegion_20"	"basta"
"7demes"	11	150	"uniformS_10"	"basta"
"7demes"	11	150	"biased_2.5"	"basta"
"7demes"	15	150	"biased_2.5"	"basta"
"7demes"	15	150	"biased_10"	"basta"
"7demes"	15	150	"biased_50"	"basta"
"7demes"	15	150	"biased_5"	"basta"
"7demes"	15	150	"uniform"	"basta"
"7demes"	15	150	"uniformS_10"	"basta"
"7demes"	15	150	"uniformS_20"	"basta"
"7demes"	15	150	"maxPerRegionYear_20"	"basta"
"7demes"	15	150	"maxPerRegionYear_10"	"basta"
"7demes"	15	150	"biased_20"	"basta"
"7demes"	15	150	"maxPerRegion_10"	"basta"
"7demes"	15	150	"maxPerRegion_20"	"basta"
"7demes"	18	150	"uniform"	"basta"
"7demes"	18	150	"biased_50"	"basta"
"7demes"	18	150	"maxPerRegionYear_20"	"basta"
"7demes"	18	150	"biased_2.5"	"basta"
"7demes"	18	150	"uniformS_10"	"basta"
"7demes"	18	150	"maxPerRegion_10"	"basta"
"7demes"	18	150	"maxPerRegion_20"	"basta"
"7demes"	18	150	"biased_20"	"basta"
"7demes"	18	150	"maxPerRegionYear_10"	"basta"
"7demes"	18	150	"biased_5"	"basta"
"7demes"	18	150	"uniformS_20"	"basta"
"7demes"	18	150	"biased_10"	"basta"
"7demes"	13	150	"biased_5"	"mascot"
"7demes"	13	150	"maxPerRegionYear_10"	"mascot"
"7demes"	13	150	"biased_20"	"mascot"
"7demes"	13	150	"biased_2.5"	"mascot"
"7demes"	13	150	"biased_50"	"mascot"
"7demes"	13	150	"maxPerRegion_20"	"mascot"
"7demes"	13	150	"uniformS_20"	"mascot"
"7demes"	13	150	"maxPerRegionYear_20"	"mascot"
"7demes"	13	150	"uniformS_10"	"mascot"
"7demes"	13	150	"biased_10"	"mascot"
"7demes"	13	150	"maxPerRegion_10"	"mascot"
"7demes"	13	150	"uniform"	"mascot"
"7demes"	12	150	"biased_5"	"mascot"
"7demes"	12	150	"biased_10"	"mascot"
"7demes"	12	150	"biased_50"	"mascot"
"7demes"	12	150	"maxPerRegion_20"	"mascot"
"7demes"	12	150	"uniformS_20"	"mascot"
"7demes"	12	150	"maxPerRegionYear_20"	"mascot"
"7demes"	12	150	"maxPerRegion_10"	"mascot"
"7demes"	12	150	"uniform"	"mascot"
"7demes"	12	150	"biased_2.5"	"mascot"
"7demes"	12	150	"uniformS_10"	"mascot"
"7demes"	12	150	"maxPerRegionYear_10"	"mascot"
"7demes"	12	150	"biased_20"	"mascot"
"7demes"	14	150	"maxPerRegionYear_10"	"mascot"
"7demes"	14	150	"uniformS_10"	"mascot"
"7demes"	14	150	"maxPerRegionYear_20"	"mascot"
"7demes"	14	150	"biased_10"	"mascot"
"7demes"	14	150	"biased_50"	"mascot"
"7demes"	14	150	"biased_2.5"	"mascot"
"7demes"	14	150	"uniformS_20"	"mascot"
"7demes"	14	150	"uniform"	"mascot"
"7demes"	14	150	"biased_5"	"mascot"
"7demes"	14	150	"maxPerRegion_10"	"mascot"
"7demes"	14	150	"maxPerRegion_20"	"mascot"
"7demes"	14	150	"biased_20"	"mascot"
"7demes"	16	150	"maxPerRegionYear_10"	"mascot"
"7demes"	16	150	"biased_2.5"	"mascot"
"7demes"	16	150	"biased_10"	"mascot"
"7demes"	16	150	"biased_50"	"mascot"
"7demes"	16	150	"biased_5"	"mascot"
"7demes"	16	150	"uniformS_20"	"mascot"
"7demes"	16	150	"uniform"	"mascot"
"7demes"	16	150	"maxPerRegionYear_20"	"mascot"
"7demes"	16	150	"biased_20"	"mascot"
"7demes"	16	150	"maxPerRegion_10"	"mascot"
"7demes"	16	150	"maxPerRegion_20"	"mascot"
"7demes"	16	150	"uniformS_10"	"mascot"
"7demes"	17	150	"maxPerRegion_20"	"mascot"
"7demes"	17	150	"uniform"	"mascot"
"7demes"	17	150	"uniformS_10"	"mascot"
"7demes"	17	150	"biased_50"	"mascot"
"7demes"	17	150	"uniformS_20"	"mascot"
"7demes"	17	150	"biased_2.5"	"mascot"
"7demes"	17	150	"maxPerRegionYear_10"	"mascot"
"7demes"	17	150	"maxPerRegion_10"	"mascot"
"7demes"	17	150	"biased_10"	"mascot"
"7demes"	17	150	"biased_20"	"mascot"
"7demes"	17	150	"maxPerRegionYear_20"	"mascot"
"7demes"	17	150	"biased_5"	"mascot"
"7demes"	19	150	"uniformS_10"	"mascot"
"7demes"	19	150	"biased_10"	"mascot"
"7demes"	19	150	"biased_50"	"mascot"
"7demes"	19	150	"biased_5"	"mascot"
"7demes"	19	150	"maxPerRegion_10"	"mascot"
"7demes"	19	150	"maxPerRegionYear_20"	"mascot"
"7demes"	19	150	"biased_2.5"	"mascot"
"7demes"	19	150	"uniformS_20"	"mascot"
"7demes"	19	150	"biased_20"	"mascot"
"7demes"	19	150	"uniform"	"mascot"
"7demes"	19	150	"maxPerRegionYear_10"	"mascot"
"7demes"	19	150	"maxPerRegion_20"	"mascot"
"7demes"	20	150	"maxPerRegion_20"	"mascot"
"7demes"	20	150	"uniformS_20"	"mascot"
"7demes"	20	150	"maxPerRegionYear_20"	"mascot"
"7demes"	20	150	"uniformS_10"	"mascot"
"7demes"	20	150	"biased_50"	"mascot"
"7demes"	20	150	"biased_5"	"mascot"
"7demes"	20	150	"biased_2.5"	"mascot"
"7demes"	20	150	"maxPerRegionYear_10"	"mascot"
"7demes"	20	150	"biased_20"	"mascot"
"7demes"	20	150	"uniform"	"mascot"
"7demes"	20	150	"biased_10"	"mascot"
"7demes"	11	150	"biased_5"	"mascot"
"7demes"	11	150	"uniformS_20"	"mascot"
"7demes"	11	150	"biased_20"	"mascot"
"7demes"	11	150	"maxPerRegion_10"	"mascot"
"7demes"	11	150	"biased_50"	"mascot"
"7demes"	11	150	"uniform"	"mascot"
"7demes"	11	150	"maxPerRegionYear_20"	"mascot"
"7demes"	11	150	"maxPerRegionYear_10"	"mascot"
"7demes"	11	150	"biased_10"	"mascot"
"7demes"	11	150	"maxPerRegion_20"	"mascot"
"7demes"	11	150	"uniformS_10"	"mascot"
"7demes"	11	150	"biased_2.5"	"mascot"
"7demes"	15	150	"biased_2.5"	"mascot"
"7demes"	15	150	"biased_10"	"mascot"
"7demes"	15	150	"biased_50"	"mascot"
"7demes"	15	150	"biased_5"	"mascot"
"7demes"	15	150	"uniform"	"mascot"
"7demes"	15	150	"uniformS_10"	"mascot"
"7demes"	15	150	"uniformS_20"	"mascot"
"7demes"	15	150	"maxPerRegionYear_20"	"mascot"
"7demes"	15	150	"maxPerRegionYear_10"	"mascot"
"7demes"	15	150	"biased_20"	"mascot"
"7demes"	15	150	"maxPerRegion_10"	"mascot"
"7demes"	15	150	"maxPerRegion_20"	"mascot"
"7demes"	18	150	"uniform"	"mascot"
"7demes"	18	150	"biased_50"	"mascot"
"7demes"	18	150	"maxPerRegionYear_20"	"mascot"
"7demes"	18	150	"biased_2.5"	"mascot"
"7demes"	18	150	"uniformS_10"	"mascot"
"7demes"	18	150	"maxPerRegion_10"	"mascot"
"7demes"	18	150	"maxPerRegion_20"	"mascot"
"7demes"	18	150	"biased_20"	"mascot"
"7demes"	18	150	"maxPerRegionYear_10"	"mascot"
"7demes"	18	150	"biased_5"	"mascot"
"7demes"	18	150	"uniformS_20"	"mascot"
"7demes"	18	150	"biased_10"	"mascot"
"7demes"	13	500	"uniform"	"dta"
"7demes"	13	500	"uniformS_10"	"dta"
"7demes"	13	500	"biased_10"	"dta"
"7demes"	13	500	"maxPerRegion_20"	"dta"
"7demes"	13	500	"maxPerRegion_10"	"dta"
"7demes"	13	500	"maxPerRegionYear_20"	"dta"
"7demes"	13	500	"biased_5"	"dta"
"7demes"	13	500	"uniformS_20"	"dta"
"7demes"	13	500	"biased_20"	"dta"
"7demes"	13	500	"maxPerRegionYear_10"	"dta"
"7demes"	13	500	"biased_50"	"dta"
"7demes"	13	500	"biased_2.5"	"dta"
"7demes"	12	500	"maxPerRegion_20"	"dta"
"7demes"	12	500	"biased_10"	"dta"
"7demes"	12	500	"biased_5"	"dta"
"7demes"	12	500	"biased_50"	"dta"
"7demes"	12	500	"maxPerRegion_10"	"dta"
"7demes"	12	500	"maxPerRegionYear_10"	"dta"
"7demes"	12	500	"uniformS_10"	"dta"
"7demes"	12	500	"uniformS_20"	"dta"
"7demes"	12	500	"biased_2.5"	"dta"
"7demes"	12	500	"maxPerRegionYear_20"	"dta"
"7demes"	12	500	"biased_20"	"dta"
"7demes"	12	500	"uniform"	"dta"
"7demes"	14	500	"uniform"	"dta"
"7demes"	14	500	"uniformS_20"	"dta"
"7demes"	14	500	"biased_20"	"dta"
"7demes"	14	500	"maxPerRegionYear_20"	"dta"
"7demes"	14	500	"biased_2.5"	"dta"
"7demes"	14	500	"uniformS_10"	"dta"
"7demes"	14	500	"maxPerRegion_20"	"dta"
"7demes"	14	500	"biased_5"	"dta"
"7demes"	14	500	"maxPerRegionYear_10"	"dta"
"7demes"	14	500	"maxPerRegion_10"	"dta"
"7demes"	14	500	"biased_10"	"dta"
"7demes"	14	500	"biased_50"	"dta"
"7demes"	16	500	"uniformS_20"	"dta"
"7demes"	16	500	"biased_5"	"dta"
"7demes"	16	500	"uniform"	"dta"
"7demes"	16	500	"biased_2.5"	"dta"
"7demes"	16	500	"uniformS_10"	"dta"
"7demes"	16	500	"maxPerRegionYear_20"	"dta"
"7demes"	16	500	"biased_20"	"dta"
"7demes"	16	500	"biased_50"	"dta"
"7demes"	16	500	"maxPerRegionYear_10"	"dta"
"7demes"	16	500	"maxPerRegion_10"	"dta"
"7demes"	16	500	"maxPerRegion_20"	"dta"
"7demes"	16	500	"biased_10"	"dta"
"7demes"	17	500	"maxPerRegionYear_20"	"dta"
"7demes"	17	500	"biased_2.5"	"dta"
"7demes"	17	500	"maxPerRegion_20"	"dta"
"7demes"	17	500	"uniform"	"dta"
"7demes"	17	500	"biased_50"	"dta"
"7demes"	17	500	"biased_20"	"dta"
"7demes"	17	500	"maxPerRegion_10"	"dta"
"7demes"	17	500	"biased_5"	"dta"
"7demes"	17	500	"uniformS_10"	"dta"
"7demes"	17	500	"biased_10"	"dta"
"7demes"	17	500	"maxPerRegionYear_10"	"dta"
"7demes"	17	500	"uniformS_20"	"dta"
"7demes"	19	500	"uniform"	"dta"
"7demes"	19	500	"biased_5"	"dta"
"7demes"	19	500	"maxPerRegion_20"	"dta"
"7demes"	19	500	"biased_50"	"dta"
"7demes"	19	500	"biased_10"	"dta"
"7demes"	19	500	"uniformS_20"	"dta"
"7demes"	19	500	"maxPerRegionYear_10"	"dta"
"7demes"	19	500	"maxPerRegion_10"	"dta"
"7demes"	19	500	"maxPerRegionYear_20"	"dta"
"7demes"	19	500	"biased_20"	"dta"
"7demes"	19	500	"uniformS_10"	"dta"
"7demes"	19	500	"biased_2.5"	"dta"
"7demes"	20	500	"maxPerRegionYear_10"	"dta"
"7demes"	20	500	"biased_2.5"	"dta"
"7demes"	20	500	"uniform"	"dta"
"7demes"	20	500	"biased_50"	"dta"
"7demes"	20	500	"uniformS_10"	"dta"
"7demes"	20	500	"maxPerRegionYear_20"	"dta"
"7demes"	20	500	"maxPerRegion_20"	"dta"
"7demes"	20	500	"uniformS_20"	"dta"
"7demes"	20	500	"biased_10"	"dta"
"7demes"	20	500	"maxPerRegion_10"	"dta"
"7demes"	20	500	"biased_5"	"dta"
"7demes"	20	500	"biased_20"	"dta"
"7demes"	11	500	"maxPerRegionYear_20"	"dta"
"7demes"	11	500	"biased_10"	"dta"
"7demes"	11	500	"uniformS_20"	"dta"
"7demes"	11	500	"maxPerRegion_10"	"dta"
"7demes"	11	500	"biased_50"	"dta"
"7demes"	11	500	"biased_20"	"dta"
"7demes"	11	500	"uniform"	"dta"
"7demes"	11	500	"maxPerRegionYear_10"	"dta"
"7demes"	11	500	"biased_2.5"	"dta"
"7demes"	11	500	"uniformS_10"	"dta"
"7demes"	11	500	"maxPerRegion_20"	"dta"
"7demes"	11	500	"biased_5"	"dta"
"7demes"	15	500	"uniformS_20"	"dta"
"7demes"	15	500	"uniformS_10"	"dta"
"7demes"	15	500	"biased_2.5"	"dta"
"7demes"	15	500	"biased_5"	"dta"
"7demes"	15	500	"maxPerRegionYear_20"	"dta"
"7demes"	15	500	"maxPerRegionYear_10"	"dta"
"7demes"	15	500	"biased_10"	"dta"
"7demes"	15	500	"maxPerRegion_20"	"dta"
"7demes"	15	500	"biased_50"	"dta"
"7demes"	15	500	"biased_20"	"dta"
"7demes"	15	500	"maxPerRegion_10"	"dta"
"7demes"	15	500	"uniform"	"dta"
"7demes"	18	500	"biased_2.5"	"dta"
"7demes"	18	500	"maxPerRegionYear_20"	"dta"
"7demes"	18	500	"maxPerRegion_10"	"dta"
"7demes"	18	500	"biased_20"	"dta"
"7demes"	18	500	"biased_50"	"dta"
"7demes"	18	500	"uniform"	"dta"
"7demes"	18	500	"biased_5"	"dta"
"7demes"	18	500	"maxPerRegionYear_10"	"dta"
"7demes"	18	500	"uniformS_10"	"dta"
"7demes"	18	500	"uniformS_20"	"dta"
"7demes"	18	500	"maxPerRegion_20"	"dta"
"7demes"	18	500	"biased_10"	"dta"
"7demes"	13	500	"uniform"	"mascot"
"7demes"	13	500	"uniformS_10"	"mascot"
"7demes"	13	500	"biased_10"	"mascot"
"7demes"	13	500	"maxPerRegion_20"	"mascot"
"7demes"	13	500	"maxPerRegion_10"	"mascot"
"7demes"	13	500	"maxPerRegionYear_20"	"mascot"
"7demes"	13	500	"biased_2.5"	"mascot"
"7demes"	12	500	"maxPerRegion_20"	"mascot"
"7demes"	12	500	"biased_10"	"mascot"
"7demes"	12	500	"biased_5"	"mascot"
"7demes"	12	500	"biased_50"	"mascot"
"7demes"	12	500	"maxPerRegion_10"	"mascot"
"7demes"	12	500	"maxPerRegionYear_10"	"mascot"
"7demes"	12	500	"uniformS_20"	"mascot"
"7demes"	12	500	"biased_2.5"	"mascot"
"7demes"	12	500	"maxPerRegionYear_20"	"mascot"
"7demes"	12	500	"uniform"	"mascot"
"7demes"	14	500	"uniform"	"mascot"
"7demes"	14	500	"uniformS_20"	"mascot"
"7demes"	14	500	"biased_20"	"mascot"
"7demes"	14	500	"maxPerRegionYear_20"	"mascot"
"7demes"	14	500	"uniformS_10"	"mascot"
"7demes"	14	500	"maxPerRegion_20"	"mascot"
"7demes"	14	500	"biased_5"	"mascot"
"7demes"	14	500	"maxPerRegionYear_10"	"mascot"
"7demes"	14	500	"maxPerRegion_10"	"mascot"
"7demes"	14	500	"biased_10"	"mascot"
"7demes"	14	500	"biased_50"	"mascot"
"7demes"	16	500	"uniformS_20"	"mascot"
"7demes"	16	500	"biased_5"	"mascot"
"7demes"	16	500	"uniform"	"mascot"
"7demes"	16	500	"biased_2.5"	"mascot"
"7demes"	16	500	"uniformS_10"	"mascot"
"7demes"	16	500	"maxPerRegionYear_20"	"mascot"
"7demes"	16	500	"biased_20"	"mascot"
"7demes"	16	500	"biased_50"	"mascot"
"7demes"	16	500	"maxPerRegionYear_10"	"mascot"
"7demes"	16	500	"maxPerRegion_10"	"mascot"
"7demes"	16	500	"maxPerRegion_20"	"mascot"
"7demes"	16	500	"biased_10"	"mascot"
"7demes"	17	500	"maxPerRegion_20"	"mascot"
"7demes"	17	500	"biased_50"	"mascot"
"7demes"	17	500	"biased_20"	"mascot"
"7demes"	17	500	"maxPerRegion_10"	"mascot"
"7demes"	17	500	"biased_5"	"mascot"
"7demes"	17	500	"biased_10"	"mascot"
"7demes"	17	500	"maxPerRegionYear_10"	"mascot"
"7demes"	17	500	"uniformS_20"	"mascot"
"7demes"	19	500	"uniform"	"mascot"
"7demes"	19	500	"biased_5"	"mascot"
"7demes"	19	500	"maxPerRegion_20"	"mascot"
"7demes"	19	500	"biased_50"	"mascot"
"7demes"	19	500	"biased_10"	"mascot"
"7demes"	19	500	"uniformS_20"	"mascot"
"7demes"	19	500	"maxPerRegionYear_10"	"mascot"
"7demes"	19	500	"biased_20"	"mascot"
"7demes"	19	500	"uniformS_10"	"mascot"
"7demes"	19	500	"biased_2.5"	"mascot"
"7demes"	20	500	"maxPerRegionYear_10"	"mascot"
"7demes"	20	500	"biased_2.5"	"mascot"
"7demes"	20	500	"biased_50"	"mascot"
"7demes"	20	500	"maxPerRegion_20"	"mascot"
"7demes"	20	500	"uniformS_20"	"mascot"
"7demes"	20	500	"biased_10"	"mascot"
"7demes"	20	500	"maxPerRegion_10"	"mascot"
"7demes"	20	500	"biased_5"	"mascot"
"7demes"	20	500	"biased_20"	"mascot"
"7demes"	11	500	"maxPerRegionYear_20"	"mascot"
"7demes"	11	500	"biased_10"	"mascot"
"7demes"	11	500	"uniformS_20"	"mascot"
"7demes"	11	500	"maxPerRegion_10"	"mascot"
"7demes"	11	500	"biased_50"	"mascot"
"7demes"	11	500	"biased_20"	"mascot"
"7demes"	11	500	"uniform"	"mascot"
"7demes"	11	500	"maxPerRegionYear_10"	"mascot"
