Sample	posterior	likelihood	prior	treeLikelihood.sim5_uniform_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
0	-1045335.8388635503	-1045022.9374516616	-312.90141188879784	-1045022.9374516616	-295.2485601120415	27.866900839053752	1	1	1	1	1	1	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	6	1.0	2.0	0.25	0.25	0.25	0.25
2000	-82514.43458183703	-82392.48293841499	-121.95164342204399	-82392.48293841499	-95.73535045192668	27.866902986942872	1	1	1	1	1	0	0.148930	0.148930	0.148930	19.868954	3.325098	12.036182	10.585819	31.368101	0.0	5	0.04634567927379054	3.2882919801746064	0.25	0.25	0.2422913901780406	0.25770860982195937
4000	-44673.02358202103	-44454.796732730414	-218.22684929061688	-44454.796732730414	-205.58269987512	27.985551374897355	1	0	0	1	1	0	0.188402	0.188402	0.188402	2.475652	0.0	0.0	2.620845	3.130310	0.0	3	0.002333778903602999	2.870554895646502	0.25	0.25	0.2422913901780406	0.25770860982195937
6000	-41405.67960706098	-41026.99132627989	-378.68828078108737	-41026.99132627989	-358.94893219736673	27.507185405589787	1	1	1	1	1	1	0.872438	0.872438	0.872438	1.203638	0.344672	1.860939	7.447584	5.161273	3.611334	6	0.0013253726157054183	1.9261676106491525	0.25	0.25	0.2422913901780406	0.25770860982195937
8000	-37680.79173938376	-37273.123339549296	-407.66839983446783	-37273.123339549296	-395.22641864897923	27.507186050586622	1	1	1	0	1	0	1.007814	1.007814	1.007814	0.469477	0.618657	2.131754	0.0	0.544472	0.0	4	0.0010663583797736558	1.9261676106491525	0.25	0.25	0.2422913901780406	0.25770860982195937
10000	-35332.7529369046	-34887.33172747895	-445.42120942565265	-34887.33172747895	-429.57446441044095	27.507185227246218	0	1	1	0	1	0	1.552489	1.552489	1.552489	0.0	0.152638	2.193531	0.0	0.512614	0.0	3	7.518249297623538E-4	1.9261676106491525	0.25	0.2492554072873947	0.2430359828906459	0.25770860982195937
12000	-33686.555131524416	-33174.08864180923	-512.4664897151868	-33174.08864180923	-492.42764396000297	27.46257696915959	0	1	1	0	1	0	1.966308	1.966308	1.966308	0.0	0.308105	1.782193	0.0	0.250516	0.0	3	5.361995543410965E-4	1.9261676106491525	0.2588107968683845	0.25020463254065184	0.23327596076900428	0.25770860982195937
14000	-32538.198041915715	-32007.839096864278	-530.3589450514387	-32007.839096864278	-511.7075860418336	27.462576221037505	0	1	1	1	0	1	2.218908	2.218908	2.218908	0.0	0.147766	1.534685	0.061686	0.0	0.345432	4	4.5519874778916807E-4	1.9261676106491525	0.2588107968683845	0.25020463254065184	0.23327596076900428	0.25770860982195937
16000	-31696.723000813025	-31152.578176130784	-544.1448246822398	-31152.578176130784	-523.6932468921058	27.54010016850049	1	1	1	0	1	1	2.691869	2.691869	2.691869	0.316263	0.160008	1.194855	0.0	0.188583	0.057631	5	4.283960816509893E-4	1.9261676106491525	0.2588107968683845	0.24771590187620296	0.23327596076900428	0.26019734048640825
18000	-30938.91824543425	-30371.508925254548	-567.4093201797036	-30371.508925254548	-549.6115916476025	27.63828595942835	0	1	1	1	0	1	2.910567	2.910567	2.910567	0.0	0.147212	0.447416	0.067523	0.0	0.365910	4	3.7214476930675196E-4	1.9261676106491525	0.2588107968683845	0.24771590187620296	0.23327596076900428	0.26019734048640825
