# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 21 09:06:57 CET 2022 [seed=1647850014497]
# -save_every 50000 -save_state tohma_dta2.states tohma_dta2.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	alpha	default.ucld.mean	default.ucld.stdev	traits.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	traits.meanRate	traits.rates.Catanduanes.Cebu	traits.rates.Catanduanes.Luzon	traits.rates.Catanduanes.Mindanao	traits.rates.Catanduanes.Negros Oriental	traits.rates.Catanduanes.Oriental Mindoro	traits.rates.Cebu.Luzon	traits.rates.Cebu.Mindanao	traits.rates.Cebu.Negros Oriental	traits.rates.Cebu.Oriental Mindoro	traits.rates.Luzon.Mindanao	traits.rates.Luzon.Negros Oriental	traits.rates.Luzon.Oriental Mindoro	traits.rates.Mindanao.Negros Oriental	traits.rates.Mindanao.Oriental Mindoro	traits.rates.Negros Oriental.Oriental Mindoro	traits.rates.Cebu.Catanduanes	traits.rates.Luzon.Catanduanes	traits.rates.Mindanao.Catanduanes	traits.rates.Negros Oriental.Catanduanes	traits.rates.Oriental Mindoro.Catanduanes	traits.rates.Luzon.Cebu	traits.rates.Mindanao.Cebu	traits.rates.Negros Oriental.Cebu	traits.rates.Oriental Mindoro.Cebu	traits.rates.Mindanao.Luzon	traits.rates.Negros Oriental.Luzon	traits.rates.Oriental Mindoro.Luzon	traits.rates.Negros Oriental.Mindanao	traits.rates.Oriental Mindoro.Mindanao	traits.rates.Oriental Mindoro.Negros Oriental	traits.indicators.Catanduanes.Cebu	traits.indicators.Catanduanes.Luzon	traits.indicators.Catanduanes.Mindanao	traits.indicators.Catanduanes.Negros Oriental	traits.indicators.Catanduanes.Oriental Mindoro	traits.indicators.Cebu.Luzon	traits.indicators.Cebu.Mindanao	traits.indicators.Cebu.Negros Oriental	traits.indicators.Cebu.Oriental Mindoro	traits.indicators.Luzon.Mindanao	traits.indicators.Luzon.Negros Oriental	traits.indicators.Luzon.Oriental Mindoro	traits.indicators.Mindanao.Negros Oriental	traits.indicators.Mindanao.Oriental Mindoro	traits.indicators.Negros Oriental.Oriental Mindoro	traits.indicators.Cebu.Catanduanes	traits.indicators.Luzon.Catanduanes	traits.indicators.Mindanao.Catanduanes	traits.indicators.Negros Oriental.Catanduanes	traits.indicators.Oriental Mindoro.Catanduanes	traits.indicators.Luzon.Cebu	traits.indicators.Mindanao.Cebu	traits.indicators.Negros Oriental.Cebu	traits.indicators.Oriental Mindoro.Cebu	traits.indicators.Mindanao.Luzon	traits.indicators.Negros Oriental.Luzon	traits.indicators.Oriental Mindoro.Luzon	traits.indicators.Negros Oriental.Mindanao	traits.indicators.Oriental Mindoro.Mindanao	traits.indicators.Oriental Mindoro.Negros Oriental	traits.nonZeroRates	default.treeLikelihood	default.branchRates	traits.branchRates	c_traits.count[1]	c_counts_Catanduanes_Cebu[1]	c_counts_Catanduanes_Luzon[1]	c_counts_Catanduanes_Mindanao[1]	c_counts_Catanduanes_NegrosOriental[1]	c_counts_Catanduanes_OrientalMindoro[1]	c_counts_Cebu_Catanduanes[1]	c_counts_Cebu_Luzon[1]	c_counts_Cebu_Mindanao[1]	c_counts_Cebu_NegrosOriental[1]	c_counts_Cebu_OrientalMindoro[1]	c_counts_Luzon_Catanduanes[1]	c_counts_Luzon_Cebu[1]	c_counts_Luzon_Mindanao[1]	c_counts_Luzon_NegrosOriental[1]	c_counts_Luzon_OrientalMindoro[1]	c_counts_Mindanao_Catanduanes[1]	c_counts_Mindanao_Cebu[1]	c_counts_Mindanao_Luzon[1]	c_counts_Mindanao_NegrosOriental[1]	c_counts_Mindanao_OrientalMindoro[1]	c_counts_NegrosOriental_Catanduanes[1]	c_counts_NegrosOriental_Cebu[1]	c_counts_NegrosOriental_Luzon[1]	c_counts_NegrosOriental_Mindanao[1]	c_counts_NegrosOriental_OrientalMindoro[1]	c_counts_OrientalMindoro_Catanduanes[1]	c_counts_OrientalMindoro_Cebu[1]	c_counts_OrientalMindoro_Luzon[1]	c_counts_OrientalMindoro_Mindanao[1]	c_counts_OrientalMindoro_NegrosOriental[1]	c_reward_Catanduanes[1]	c_reward_Cebu[1]	c_reward_Luzon[1]	c_reward_Mindanao[1]	c_reward_NegrosOriental[1]	c_reward_OrientalMindoro[1]	c_allTransitions[1]	traits	coalescent
0	-36728.88394421484	-3273.027076303786	-33455.856867911054	7.299877131061933	2002.823410540168	48.83430763930353	1.0	2.0	0.5	1.0	0.3333333333333333	1.0	1.028830597642518	0.333233637019755	0.01511893793038934	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	-33065.16417594211	-2848.9064322329823	0.0	94.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	1.0	3.0	0.0	4.0	14.0	26.0	10.0	1.0	1.0	6.0	10.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1890652675514672	1.7619560721266843	40.43478511186179	5.24263843724423	0.4018873392576004	0.06467192780498687	85.0	"Luzon"	-258.83194581642067
50000	-17484.488839603506	-3672.9201953776364	-13811.56864422587	6.542461415464308	2003.5808262557657	125.80268207030107	11.102117624712994	13.055718530101712	0.14219650922427088	0.02990086941643666	0.06810455553133075	0.07068780468886908	0.017417077783481547	2.0877705509821536	0.013811872026973886	0.07068780468886914	1.6002270707304629	0.18367627517780402	0.7336249236266388	0.8438154840057476	1.3950263424102052	0.9846123722145482	0.2509908385917906	1.4248502957717277	0.12967249620779656	1.9726161568079001	1.5597818658183948	0.36211001658421427	0.10539915850361166	2.370773786607676	0.5695568270538658	0.8927133430461975	1.507590124075078	0.3302479453436151	0.23489324532503003	0.32895424170631943	1.082422052873614	0.5512477882051496	0.4960770210331925	0.6086653200613755	0.24346106077663876	0.39776023705888586	0.8093633122148981	0.03855534411167176	0.21837995454526946	0.6374927932112351	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	13.0	-13708.422191652835	-2848.9064322329823	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	9.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3543441990771763	9.223041738334262	94.27456434894805	16.207897774462218	4.56474290224241	2.114352135749914	23.0	"Luzon"	-776.108905471553
100000	-15061.261903445393	-3710.389714587456	-11350.872188857937	6.69791311997242	2003.4253745512576	149.38392836550338	13.55133530735312	14.367134378186469	0.15864751782601885	0.01487260737691808	0.0343617118543696	0.049135944592245774	0.009098789298732002	1.9436278822910937	0.011641250798828951	0.049135944592245816	1.020616662185569	0.6405268426977463	0.11435894978023833	0.6640488022229554	3.347934584752119	1.8790135623931257	0.13923357027464442	3.4870798573650963	0.14190428655802914	1.3045834237919955	0.2898570729127444	1.210879840970569	0.5951238637660146	0.05317520607631587	0.01905867835957626	0.253897796818107	0.8129323010129391	0.005114470728516085	0.6843935995376914	0.11151547729689144	0.5463660607477004	0.05437795855222223	1.7899897173896533	0.4930597266053253	0.25113978636315043	0.9510120674554601	0.06941065187344829	0.1753152387046076	0.09484203595702426	1.236761718787044	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	11.0	-11286.342411621292	-2848.9064322329823	0.0	14.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	2.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7923172725180163	12.52127909016944	105.74070354287554	26.79060109690579	5.266423090980254	0.030742043935980793	15.0	"Luzon"	-819.3036937417855
150000	-13154.005210674579	-3780.488309939949	-9373.51690073463	10.450765952706695	1999.6725217185233	201.76760001860603	17.674947830487447	12.26019248817709	0.1809830358361689	0.005884646306222086	0.012479588815299569	0.01021250949689554	0.00408175069848921	1.8703719283737799	0.04975770834295557	0.010212509496895531	0.1639884831558218	0.4528112863312939	0.5171003588491068	0.17700099357495191	0.055986629130536	0.3957169604603329	0.45354237740847053	1.925923190825156	1.0403431771692577	2.5595629614076865	1.043405852512908	0.24913084321381784	2.332710145424051	0.6244365792586719	0.37742271827384677	0.08030884690255123	0.27468790143749583	0.025706025702240915	3.0868821853672515	1.2870921272005476	3.2257720836354524	0.3485351741844374	1.2058799032981622	0.6606706716630459	1.0957794916240977	0.7732976232561308	0.07850825200792436	0.31367845191599086	0.24608397469202076	0.4536988633573692	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	11.0	-9326.795404069224	-2848.9064322329823	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8153186926736647	13.188343806979573	144.98471698611328	26.815945479291425	12.240874543786727	0.6876313504951804	8.0	"Luzon"	-894.2487611457417
200000	-12106.917493613411	-3832.94366159656	-8273.97383201685	13.890780390077438	1996.2325072811525	239.5696518598214	18.78073751252074	11.498281539040065	0.3017388161292285	0.0031765994716999642	0.0037701310525966795	0.025089754091265955	0.0026010158590269727	1.0226562181549426	0.09952303716429246	0.02508975409126593	4.8251605838845855	0.3141213757418361	1.782071188105067	2.349208479374648	0.07746981862834773	1.8508302079626828	0.46274350951158444	0.36785901441640534	0.5229195472541882	0.029862989876650037	0.07543759907474046	0.6282490913807918	0.3827865268000258	0.030922741000647864	0.50427738458068	1.4263479929417473	0.33325121325248036	0.36224446337017213	0.811602525499436	0.4133451677920921	0.8015119852828284	0.7512882060307956	0.7639365977662408	0.04375519617841828	0.26568925514071967	1.3070106664350967	0.8418793637622524	0.9239118695884221	1.3800391357318387	1.2642355113703978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	10.0	-8249.062619496734	-2848.9064322329823	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0919663857053712	12.848981550329048	165.20599346808473	30.28813534961182	15.102226510799401	17.19794778383435	6.0	"Oriental Mindoro"	-943.4785470256194
250000	-12002.20567290972	-3887.088512753093	-8115.117160156628	22.75533372193845	1987.3679539492914	304.7120350252364	27.007188086819863	11.582692179097064	0.350112326491572	0.0019583943620242773	0.002117516824278142	0.013979246679768062	0.0018222914697159174	0.8842382745434072	0.011078475609893076	0.013979246679768065	0.02797252324145798	0.25915512373777166	0.22529691775670438	0.38288000040565545	1.3064716242975594	0.191680604163708	1.4879182610117931	0.5945011153097094	0.5444972216271053	0.5146553144100211	0.14415272613096616	0.635059467944089	0.38537739815619054	0.3794702387331457	0.0586747166535815	0.41174767672357976	0.8692186053411918	0.2261174786386176	1.6136539256066824	0.8760818901793104	0.8786858741130101	0.7290858120008837	0.10648183876677722	1.6251598754083547	1.0230828657629074	0.25047376267427407	2.7200542007977444	0.05639917286482349	1.765762710544241	4.923753887846946	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	10.0	-8093.273158579894	-2848.9064322329823	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.778497329119751	18.45555374893419	206.33827528839902	32.38470728706067	10.042152697921596	30.014471365445047	6.0	"Oriental Mindoro"	-1000.5170167109674
300000	-11842.66643784121	-3955.240550964897	-7887.425886876312	17.775294884057256	1992.3479927871726	342.3623871697486	34.40602860580191	10.72006383170368	0.3118563516135111	0.001610148786228743	0.0011825556152008942	0.01171300890367055	0.0015010459327689817	0.7280723726868971	0.007780376704099159	0.011713008903670547	1.7808953205203353	0.39502940385235336	1.0621772310293005	0.6376390105535725	1.637757310364243	0.47434217544507074	0.7994226456845327	0.46439563151805524	0.590252416553722	2.0890297877745048	0.7888067586408517	0.15323296694307437	0.9660024738831828	1.0313056172829296	1.141910952326623	0.5360980656513501	0.04257669350907585	0.3929193101756567	0.11949903985821803	1.4573422083759255	0.9035964547406536	1.106522924078456	2.1725890682520266	3.815718063895752	2.253904438084946	0.02095418119553822	1.7330812388735948	2.897694757735409	2.8476129890942965	2.845904033496971	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	12.0	-7860.015887599756	-2848.9064322329823	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	2.46907505740985	23.99649414509403	228.3392747982067	43.447532344817255	19.864402822525314	25.276590586405895	6.0	"Oriental Mindoro"	-1055.6356277346797
350000	-11781.127821652226	-4013.1794004486637	-7767.948421203562	25.13866496676377	1984.9846227044661	446.0647199396789	44.43518522659948	11.038753688957259	0.40428890148364666	0.0010336210189992455	5.9161105796607E-4	0.011078881377728207	9.739297551131117E-4	0.6051090138896222	0.0879609525248313	0.011078881377728209	3.2611462952603896	1.5492971704130014	0.10673612185104253	0.4160615524485963	0.14565921415484098	1.5405054800381535	2.1472699885975772	0.4404084929104035	0.44851198153579364	0.3847448249659375	1.5001358939659297	2.7238864805156906	1.3193303822798323	0.6222932794255354	0.3432969358035467	1.709948753271804	0.8592649327611369	0.3371315239819567	0.43411156124004807	1.7079805954177785	0.6311326385977282	0.26775939375058466	2.8301807586156555	1.7998987860407059	0.07333409257195486	0.1736549397264618	0.256495440445809	1.42203499305678	0.43985272668429076	1.296404757129612	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	13.0	-7739.750368337015	-2848.9064322329823	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.6091186167994638	24.293742228599974	329.6548006653266	58.933279493087866	20.257782201056884	0.8012144301570244	7.0	"Luzon"	-1117.7571895159786
400000	-11822.28528747566	-4057.1445436549056	-7765.140743820756	22.223932089801263	1987.8993555814286	513.519650933472	57.34560148915352	10.877818987361419	0.3092021089663125	9.328847829804593E-4	5.184995879092133E-4	0.0028565269044533983	9.536501581650867E-4	0.5645508852784038	-0.0026548568305021177	0.0028565269044533996	0.2379808030673883	0.5006500260311227	2.4008645763715113	0.3138749709417533	1.1138815575040897	0.48237218813205096	1.499309541162816	0.4736685123578155	0.7301410559555614	1.0926982114606714	1.280463874149311	0.2879885353953939	1.1842506495117857	0.21674896317170292	0.9002163875171938	1.2388274341320509	0.31490458056908427	0.6059024538317266	0.4813100190212285	0.4358102240934407	0.3507212827421761	0.40528898225607024	1.0904166062641427	0.7645968281971964	1.3868751656769462	1.8963222276524057	1.2354564236871803	0.8965460354948924	1.2137010268522148	0.17748653052233493	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	8.0	-7733.271183510377	-2848.9064322329823	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	2.512429141616865	26.79572471055635	351.94166646136705	73.67148336140032	12.650137641777938	44.101348734646194	7.0	"Oriental Mindoro"	-1175.879195947235
450000	-11822.320854992251	-4059.390768190334	-7762.930086801917	28.3259019582785	1981.7973857129514	530.44453773946	54.67757857635849	10.40251993473818	0.31070723237501896	0.0010140732277311901	5.374925775129798E-4	0.008301465620664278	9.74319176528946E-4	0.534647893011067	0.0046084917196985795	0.008301465620664278	0.7206113230920598	2.6767093197415575	1.9083381186816064	1.474153442113258	0.5313007760734784	0.23872170155066214	0.29581124487833105	0.15658578703889037	0.12300330419465029	0.7978242141543087	0.30370594667259837	1.4676726818436672	0.456622389747769	0.2665640125059366	0.7537857230267315	1.0289448712969884	1.185102672988373	1.8422841791206197	0.6130902977393198	0.41132583504321685	0.49480224966866737	1.1414714912168493	0.6483353241389472	0.5663014731539255	0.19543474242986206	0.6102934573753342	0.7407267594932919	1.5373754287076615	0.7181609296093239	0.715814568202173	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	-7739.179217713112	-2848.9064322329823	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.8137534618112425	32.89720011988584	364.16027451211676	64.44148291183164	35.11425349535042	44.2974939085518	6.0	"Oriental Mindoro"	-1174.7187720214288
