# BEAST v1.10.5 Prerelease #23570d1
# Generated Mon Mar 21 09:06:57 CET 2022 [seed=1647850014502]
# -save_every 50000 -save_state tohma_dta1.states tohma_dta1.xml
# keywords: discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	alpha	default.ucld.mean	default.ucld.stdev	traits.clock.rate	default.meanRate	default.coefficientOfVariation	default.covariance	traits.meanRate	traits.rates.Catanduanes.Cebu	traits.rates.Catanduanes.Luzon	traits.rates.Catanduanes.Mindanao	traits.rates.Catanduanes.Negros Oriental	traits.rates.Catanduanes.Oriental Mindoro	traits.rates.Cebu.Luzon	traits.rates.Cebu.Mindanao	traits.rates.Cebu.Negros Oriental	traits.rates.Cebu.Oriental Mindoro	traits.rates.Luzon.Mindanao	traits.rates.Luzon.Negros Oriental	traits.rates.Luzon.Oriental Mindoro	traits.rates.Mindanao.Negros Oriental	traits.rates.Mindanao.Oriental Mindoro	traits.rates.Negros Oriental.Oriental Mindoro	traits.rates.Cebu.Catanduanes	traits.rates.Luzon.Catanduanes	traits.rates.Mindanao.Catanduanes	traits.rates.Negros Oriental.Catanduanes	traits.rates.Oriental Mindoro.Catanduanes	traits.rates.Luzon.Cebu	traits.rates.Mindanao.Cebu	traits.rates.Negros Oriental.Cebu	traits.rates.Oriental Mindoro.Cebu	traits.rates.Mindanao.Luzon	traits.rates.Negros Oriental.Luzon	traits.rates.Oriental Mindoro.Luzon	traits.rates.Negros Oriental.Mindanao	traits.rates.Oriental Mindoro.Mindanao	traits.rates.Oriental Mindoro.Negros Oriental	traits.indicators.Catanduanes.Cebu	traits.indicators.Catanduanes.Luzon	traits.indicators.Catanduanes.Mindanao	traits.indicators.Catanduanes.Negros Oriental	traits.indicators.Catanduanes.Oriental Mindoro	traits.indicators.Cebu.Luzon	traits.indicators.Cebu.Mindanao	traits.indicators.Cebu.Negros Oriental	traits.indicators.Cebu.Oriental Mindoro	traits.indicators.Luzon.Mindanao	traits.indicators.Luzon.Negros Oriental	traits.indicators.Luzon.Oriental Mindoro	traits.indicators.Mindanao.Negros Oriental	traits.indicators.Mindanao.Oriental Mindoro	traits.indicators.Negros Oriental.Oriental Mindoro	traits.indicators.Cebu.Catanduanes	traits.indicators.Luzon.Catanduanes	traits.indicators.Mindanao.Catanduanes	traits.indicators.Negros Oriental.Catanduanes	traits.indicators.Oriental Mindoro.Catanduanes	traits.indicators.Luzon.Cebu	traits.indicators.Mindanao.Cebu	traits.indicators.Negros Oriental.Cebu	traits.indicators.Oriental Mindoro.Cebu	traits.indicators.Mindanao.Luzon	traits.indicators.Negros Oriental.Luzon	traits.indicators.Oriental Mindoro.Luzon	traits.indicators.Negros Oriental.Mindanao	traits.indicators.Oriental Mindoro.Mindanao	traits.indicators.Oriental Mindoro.Negros Oriental	traits.nonZeroRates	default.treeLikelihood	default.branchRates	traits.branchRates	c_traits.count[1]	c_counts_Catanduanes_Cebu[1]	c_counts_Catanduanes_Luzon[1]	c_counts_Catanduanes_Mindanao[1]	c_counts_Catanduanes_NegrosOriental[1]	c_counts_Catanduanes_OrientalMindoro[1]	c_counts_Cebu_Catanduanes[1]	c_counts_Cebu_Luzon[1]	c_counts_Cebu_Mindanao[1]	c_counts_Cebu_NegrosOriental[1]	c_counts_Cebu_OrientalMindoro[1]	c_counts_Luzon_Catanduanes[1]	c_counts_Luzon_Cebu[1]	c_counts_Luzon_Mindanao[1]	c_counts_Luzon_NegrosOriental[1]	c_counts_Luzon_OrientalMindoro[1]	c_counts_Mindanao_Catanduanes[1]	c_counts_Mindanao_Cebu[1]	c_counts_Mindanao_Luzon[1]	c_counts_Mindanao_NegrosOriental[1]	c_counts_Mindanao_OrientalMindoro[1]	c_counts_NegrosOriental_Catanduanes[1]	c_counts_NegrosOriental_Cebu[1]	c_counts_NegrosOriental_Luzon[1]	c_counts_NegrosOriental_Mindanao[1]	c_counts_NegrosOriental_OrientalMindoro[1]	c_counts_OrientalMindoro_Catanduanes[1]	c_counts_OrientalMindoro_Cebu[1]	c_counts_OrientalMindoro_Luzon[1]	c_counts_OrientalMindoro_Mindanao[1]	c_counts_OrientalMindoro_NegrosOriental[1]	c_reward_Catanduanes[1]	c_reward_Cebu[1]	c_reward_Luzon[1]	c_reward_Mindanao[1]	c_reward_NegrosOriental[1]	c_reward_OrientalMindoro[1]	c_allTransitions[1]	traits	coalescent
0	-36862.08240012946	-3271.8712022650307	-33590.21119786443	8.940487716778215	2001.1827999544516	53.30166855712161	1.0	2.0	0.5	1.0	0.3333333333333333	1.0	0.9693499131037039	0.3316193090346664	0.008027152552937643	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	-33216.45497656679	-2848.9064322329823	0.0	95.0	1.0	2.0	1.0	0.0	0.0	0.0	6.0	5.0	2.0	0.0	1.0	15.0	20.0	13.0	3.0	3.0	2.0	5.0	2.0	1.0	0.0	5.0	6.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3943624367449896	1.1737646772971086	40.27286821726074	5.274893509590287	2.891878141794748	0.2552995716505165	97.0	"Luzon"	-248.82888448647472
50000	-17834.799735837973	-3687.6617427496003	-14147.137993088372	12.29335799871674	1997.8299296725131	137.06599125109963	9.74424913934791	14.835676456579117	0.15524994999076916	0.03795316025301162	0.09713841718434124	0.07958827874134801	0.019619228140065517	1.6125822093257192	-1.3561007904817852E-4	0.07958827874134804	0.6036301157020805	1.2245399859316752	1.0435999321173075	2.1716505825264676	2.8734140659837215	3.063147386961276	2.7868803021042283	2.0290427668429336	0.6350643061880866	2.532283813226204	1.132997476831442	0.08865527289024085	1.0317828756987057	1.844189568263344	0.040283163191142266	2.9838985626444763	0.5554046225449751	0.25055236730835756	0.005695345035259934	0.8337565568331126	1.1932394948660692	3.66330873946666	4.362707070522474	0.15200970847605652	0.4746846902384629	0.251411764550353	0.3423398907406832	1.9861497721431431	0.5242908737961736	1.8519721409593626	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	11.0	-14049.170813024288	-2848.9064322329823	0.0	23.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	0.0	11.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6750888259969378	11.35772643368363	93.3984620065026	22.639041801656866	10.195938266482163	0.11573029869845859	27.0	"Luzon"	-769.2210998911659
100000	-15318.407771481277	-3735.8659381164894	-11582.541833364789	16.743426640585625	1993.3798610306444	168.43803873925756	12.779936500108164	14.745542224305614	0.16538003020558628	0.020944394766449704	0.06175955172652312	0.04250988477190246	0.010029949521470695	1.831242469405112	0.1585544129123369	0.04250988477190242	0.4167385954878707	2.5589010036838524	0.5178392244989147	0.46417008523710984	0.5054270692615809	0.21224824409671506	1.3116617537780564	2.442641486291802	0.5044259176094184	1.8383819280066898	1.2695112338388785	0.20726537353226954	1.740097933698922	3.102347149468451	0.09279750615650063	0.13022253556328578	1.9578980451005805	0.6089540196387765	0.5547401261153936	0.45930004158761845	1.4959077809552863	0.31399098457694724	0.9721276784065493	1.8369406423404475	0.6948941014165182	1.9327399947779431	0.40530401827519086	1.6043727910339804	0.9847285611524677	1.1046264546441535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	13.0	-11503.647671416471	-2848.9064322329823	0.0	17.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	5.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.382560229958779	11.341442737726567	100.86398481917396	28.40165484293219	12.664919904738918	20.640837821651715	21.0	"Oriental Mindoro"	-831.9500405291508
150000	-13580.212513175426	-3753.4392662749206	-9826.773246900506	19.953200141774474	1990.1700875294555	203.37135909985406	15.652818900965288	12.874304741254099	0.20261222399109619	0.007961021418065688	0.02006683397616528	0.017964150929848953	0.004582362814913112	1.6814354445000501	0.028439466339338876	0.01796415092984896	0.6244308642213118	3.510122143461875	0.9884061919068543	0.13987542753525561	0.0028301378977344544	0.7662328453778858	0.3507044081837083	0.852618393424861	1.509415923231497	0.7458202248271335	1.490407450629211	0.08106575827136181	0.8778390107789026	2.8163927749884334	0.00789512312208385	0.31589430354912507	0.3330717405051219	0.5792736033137093	1.0112059833892855	1.0528532776982338	0.5343418698878301	0.3178671480059109	1.2266133902259624	0.217008757067189	1.2039306704733683	0.9772706402189582	0.9575972866789814	0.06783752823351198	0.3890358559952658	0.5687832141377075	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	12.0	-9770.24031942322	-2848.9064322329823	0.0	11.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.220280006228273	14.931168441433531	118.3712382550825	41.76482851953184	6.908921352581223	21.55963583227396	15.0	"Oriental Mindoro"	-864.8437651536713
200000	-12831.993020116306	-3778.3634288377852	-9053.62959127852	20.000179465301102	1990.123108205929	227.29560599372275	18.618122524488168	12.797190519207163	0.21611856495802326	0.005332006785316594	0.011925134103177495	0.01260748685963028	0.0031721416841209403	1.6632919453178299	-0.025821684588415383	0.01260748685963028	0.5487716468330479	0.3253240465555193	0.17698640028205484	0.7658073719878786	1.1706774792524506	0.3356443219146103	1.5691190500738905	0.13356448191739348	0.47704400342708964	0.4491266132958281	0.6954885480838594	0.22753712432067436	0.032678075176715414	0.10779304076294909	1.2954204550495734	0.02681994109630893	1.3706113671741154	0.4266768521191181	2.5690987415501123	0.5283469211735535	0.48229950016011514	0.9312385632256983	0.04098810879785175	0.9787464018926	0.10909546765053338	1.0806280245896325	0.05207604205605023	0.9302138353806974	0.02628234347628843	1.3231468997888847	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	13.0	-9008.241486282472	-2848.9064322329823	0.0	9.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1903453059569682	10.609254345902645	159.0225311030713	34.36663433374465	12.239133812104729	2.494685712677213	13.0	"Luzon"	-895.6584644939261
250000	-12500.807795900908	-3874.0139254354267	-8626.79387046548	29.784611101792017	1980.338676569438	307.5284057450567	26.04171278438306	12.146100547141748	0.20426247569898345	0.002392982395633806	0.0030634624558937926	0.005172066782212033	0.0020139204918660876	1.093447991098793	0.1046241607221945	0.00517206678221203	0.4665852163319147	3.9520934136794956	1.1196053866773836	0.6546137295325661	4.346103995394067	1.9423048593430186	1.2638135548659422	0.48583781166695167	1.763307834539748	1.8380853912066175	1.9535186889000726	1.711774098342123	0.7937921023681469	0.22953770745401553	0.9560588934107751	0.3258620216961673	1.3469750964691907	0.022239831548794428	2.844402343330717	0.34811659053954036	0.5247734635968627	0.34881570162711384	0.4725439453184573	0.27614136663488204	0.0017152577416533264	1.4161948309680688	1.4233617625887314	0.3150942918360566	1.1125677653292907	2.7303163433656943	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	-8590.724604495033	-2848.9064322329823	0.0	7.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9245012631442	12.809626411461057	212.29859493924792	45.56967414087173	10.691148352139242	23.44643834178173	11.0	"Luzon"	-979.5329274779712
300000	-11953.283166136207	-3954.5679859216034	-7998.715180214603	44.59638101868661	1965.5269066525434	409.0692481663258	37.87950000217778	12.50932991487683	0.2542814367957618	0.0015018409964484374	0.0011806909407913089	0.004812085224572579	0.0012787990083710594	0.7880717653486391	0.001940138281123973	0.004812085224572578	1.1904575446160417	0.335816080976061	0.40050132721164666	1.865342391404994	0.7866623098307374	0.5070165583700316	0.05959691539221682	1.3173153071618646	0.0040621033180735025	3.3835019035199405	0.6649576120468764	0.4644316418550866	0.9933601530970854	0.9013495141748346	0.3929877733668021	0.631769350129382	2.041569755736278	0.004277952118001512	1.5858341562456162	0.04975784640316078	0.05891797433911822	0.47426170553160135	1.8652949131007903	0.6039550318502882	2.1724239959989204	0.056544199963045105	1.7040971348597493	0.14736099374407946	0.552631248193771	0.47428912012661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	-7967.964927385691	-2848.9064322329823	0.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.2765912003641446	19.39963850946876	265.06513771683814	53.69814185434298	23.374834108788523	65.94561084605384	10.0	"Oriental Mindoro"	-1072.1999947149113
350000	-11763.57016014902	-4009.8974975245064	-7753.672662624514	19.35662371658341	1990.7666639546464	422.91157450314176	46.04730349439452	13.8994336375476	0.40467512220496504	0.0010873304360165174	6.272118745137527E-4	0.007845370415620992	0.001165542392691104	0.5538999257637688	0.10092453884437441	0.00784537041562098	1.5193215826684867	2.414009125912108	1.8413247459428277	0.1493211312642607	2.534297990758756	1.5176468789562327	1.139923666282376	1.1325010631219306	1.260947739635913	0.21279477412079884	0.6788249009936013	0.7390099977464755	1.8030306665251838	0.43479249854165947	1.037433661466261	1.097395893517269	2.018058894964068	0.46892209164960635	0.781834198792507	0.2569277211464444	0.7300780584780288	0.7358055650055212	0.7724212271725422	0.1427026838380753	0.06572758819363286	1.9288193382804018	0.3943456940617815	0.1891801988180091	0.5591369105777811	0.6386533375772576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	9.0	-7728.958522496212	-2848.9064322329823	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	5.011193580303985	21.784589758749693	280.23987642363943	61.51678868388395	58.49909351267513	4.768675144630873	9.0	"Negros Oriental"	-1121.0080974524312
400000	-11794.680536952346	-4037.6816713766243	-7756.9988655757215	25.637615018162442	1984.4856726530675	484.8909378214289	57.009739468057454	9.366262440281607	0.3346526193505418	9.626162244505603E-4	5.949330198039652E-4	0.0029658900915281337	9.592710279703371E-4	0.5998224611070518	0.014072139176399125	0.0029658900915281294	0.3554795891295756	0.4565139410000626	4.280236017866129	1.9638584819596046	0.12485721701861335	1.07791001603536	0.4883516944841092	0.3428573289802452	3.20933823893632	1.1844846770226745	1.6796049985430364	0.8185751516544427	1.044427494502409	0.8433042855288975	0.54449869374929	0.05097369481517173	0.44874178379017304	0.26267159012920255	1.3920861747106987	0.19917111860717393	0.4398750235525464	0.037370042797715324	0.6766747664730632	0.23968307220364216	0.7702794587498304	0.17708991911434654	0.7067611827621764	0.33792929741274735	0.006524862770120949	0.9000558839928151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	10.0	-7730.933381082026	-2848.9064322329823	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5038710262899493	41.22959208864404	328.62339403339047	87.27502139945842	19.384759614222208	14.375490821602597	9.0	"Mindanao"	-1155.4639874110655
450000	-11832.545748300672	-4073.044461334671	-7759.501286966	36.33825339898145	1973.7850342722486	578.7065762744945	58.27361655813248	11.482903431353838	0.32749879285848005	7.684482124395355E-4	3.803944112277593E-4	0.0039594439351263305	7.613029931664021E-4	0.492785339752569	-0.00766855703304019	0.003959443935126332	0.09503615946482522	2.465246379602486	2.1505682536630255	0.41407054539637045	0.5073899037681462	0.3513950695924882	0.3024801613431515	1.3593519586850806	0.24189334443755556	0.051250076365067045	1.0088457207660178	0.7754301567567304	0.33478802046592987	0.43012509453764275	1.222752426806576	0.04768060507443245	1.479780149552125	4.447761717431167	1.577477436037144	1.19785083029725	3.690897971826473	0.8611821122467432	0.3479689118941277	1.0549482704506958	0.21287123102302863	1.0268606932989701	0.7952606011624005	2.03830195201159	1.4099462423716849	0.8541046942648063	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	-7736.281515939152	-2848.9064322329823	0.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.835335865146966	65.36631935043974	367.4824742064666	100.31129915519617	17.64103416432249	0.8980923854308299	9.0	"Mindanao"	-1182.753914738042
