Sample	posterior	likelihood	prior	treeLikelihood.sim6_uniform_150	structuredCoalescent	treeHeight	migration.indicator.1	migration.indicator.2	migration.indicator.3	migration.indicator.4	migration.indicator.5	migration.indicator.6	Ne.Region1	Ne.Region2	Ne.Region3	b_migration.Region1_to_Region2	b_migration.Region1_to_Region3	b_migration.Region2_to_Region1	b_migration.Region2_to_Region3	b_migration.Region3_to_Region1	b_migration.Region3_to_Region2	sum(migration.indicator.)	clockRate	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
20000	-30536.160136560815	-29953.350215391416	-582.8099211693983	-29953.350215391416	-563.9320745515583	23.452439871278752	1	0	1	1	1	1	3.533114	3.533114	3.533114	0.129385	0.0	0.309907	0.066345	0.029207	0.233629	5	3.8827022527709333E-4	1.9701362525603339	0.2678033470499891	0.24416445606019294	0.24155708046829014	0.24647511642152783
22000	-29834.649174453032	-29235.652666961527	-598.9965074915042	-29235.652666961527	-571.5416438479618	23.452439778875632	1	0	1	1	1	1	4.614142	4.614142	4.614142	0.055235	0.0	0.307874	0.061825	0.020436	0.263470	5	3.533293787253568E-4	1.9701362525603339	0.26390765872125765	0.24416445606019294	0.24155708046829014	0.25037080475025925
24000	-29335.6060284477	-28741.816464578595	-593.7895638691045	-28741.816464578595	-573.924090351873	23.52988724658305	1	1	1	0	0	1	3.810076	3.810076	3.810076	0.077484	0.032286	0.545590	0.0	0.0	0.173723	4	3.2293080993636854E-4	1.9701362525603339	0.26390765872125765	0.23991543375615762	0.24155708046829014	0.2546198270542946
26000	-28856.61340513335	-28265.961100541615	-590.6523045917361	-28265.961100541615	-571.4192200674057	23.665034376864543	1	1	1	0	0	1	3.959260	3.959260	3.959260	0.130565	0.030754	0.320467	0.0	0.0	0.203643	4	2.9626577190375916E-4	1.9701362525603339	0.26390765872125765	0.2387239794217943	0.24231540338325652	0.2550529584736915
28000	-28432.54610065519	-27847.153994464265	-585.3921061909232	-27847.153994464265	-562.5813283816303	23.50570468918453	1	1	1	1	0	1	3.927204	3.927204	3.927204	0.113515	0.004401	0.219669	0.063066	0.0	0.147258	5	2.940431599862232E-4	1.9701362525603339	0.270834058570566	0.21975981573989134	0.24231540338325652	0.26709072230628617
30000	-27868.86742942673	-27282.969377810587	-585.8980516161422	-27282.969377810587	-567.1489438957857	23.533719089447647	1	1	1	0	0	1	3.506391	3.506391	3.506391	0.061828	0.133297	0.185598	0.0	0.0	0.395083	4	2.8789853818014376E-4	1.9701362525603339	0.270834058570566	0.21975981573989134	0.24231540338325652	0.26709072230628617
32000	-27367.435353391957	-26773.6525250252	-593.7828283667556	-26773.6525250252	-566.5517729909914	24.302100782808175	1	0	1	1	0	1	4.262098	4.262098	4.262098	0.149315	0.0	0.275458	0.043544	0.0	0.311380	4	2.730576532336582E-4	1.9701362525603339	0.270834058570566	0.21975981573989134	0.24231540338325652	0.26709072230628617
34000	-26992.87210048451	-26398.839838259642	-594.0322622248673	-26398.839838259642	-571.8175479095756	24.605439459459433	1	0	1	1	0	1	4.151597	4.151597	4.151597	0.168781	0.0	0.156816	0.065007	0.0	0.226252	4	2.453372652138761E-4	1.9701362525603339	0.270834058570566	0.222769067560298	0.24231540338325652	0.26408147048587954
36000	-26715.336764466283	-26113.95142420499	-601.3853402612906	-26113.95142420499	-578.1585002439408	24.594104002595213	1	0	1	0	0	1	4.180682	4.180682	4.180682	0.170325	0.0	0.111376	0.0	0.0	0.468079	3	2.3661713822633224E-4	1.9701362525603339	0.2787677399040482	0.222769067560298	0.23438172204977437	0.26408147048587954
38000	-26353.343311740755	-25752.777266527708	-600.5660452130477	-25752.777266527708	-576.1033446093388	24.594182828833283	1	0	1	0	0	1	3.984086	3.984086	3.984086	0.162152	0.0	0.278378	0.0	0.0	0.117410	3	2.2103917244276457E-4	1.9701362525603339	0.283378192708078	0.21815861475626816	0.23438172204977437	0.26408147048587954
40000	-26113.10251663093	-25523.71526613008	-589.3872505008529	-25523.71526613008	-566.4707090865405	24.601766883351274	1	0	1	0	0	1	4.360561	4.360561	4.360561	0.219400	0.0	0.167772	0.0	0.0	0.166585	3	2.426147967506289E-4	1.9701362525603339	0.283378192708078	0.21815861475626816	0.23438172204977437	0.26408147048587954
42000	-26035.204343097572	-25446.901993824667	-588.3023492729055	-25446.901993824667	-564.406934412355	24.272255841835022	1	0	1	0	0	1	4.395340	4.395340	4.395340	0.133281	0.0	0.160338	0.0	0.0	0.159463	3	2.3352823317583245E-4	1.9701362525603339	0.283378192708078	0.21815861475626816	0.23438172204977437	0.26408147048587954
44000	-25974.645033105888	-25398.185805606678	-576.4592274992104	-25398.185805606678	-554.3427496084206	24.647163431067217	1	0	1	0	0	1	4.038971	4.038971	4.038971	0.272905	0.0	0.305408	0.0	0.0	0.262296	3	2.3531935250781024E-4	1.9701362525603339	0.283378192708078	0.21815861475626816	0.23438172204977437	0.26408147048587954
46000	-25954.607834522147	-25380.608144776263	-573.9996897458824	-25380.608144776263	-557.3800137211826	25.455961170086784	1	0	1	0	0	1	3.199989	3.199989	3.199989	0.091140	0.0	0.410246	0.0	0.0	0.188730	3	2.1632670725366736E-4	2.0318277507891236	0.2860573363776422	0.21815861475626816	0.23438172204977437	0.26140232681631537
48000	-25965.829859640544	-25389.81086047928	-576.0189991612632	-25389.81086047928	-554.3194544064794	24.898798165432794	1	0	1	0	1	1	3.751257	3.751257	3.751257	0.102912	0.0	0.410887	0.0	0.020721	0.238229	4	2.2029821691836826E-4	2.0318277507891236	0.2860573363776422	0.21815861475626816	0.23438172204977437	0.26140232681631537
50000	-25947.89297007941	-25379.965917221805	-567.9270528576035	-25379.965917221805	-549.317352839619	24.898885893080678	1	0	1	0	0	1	3.298367	3.298367	3.298367	0.167931	0.0	0.223437	0.0	0.0	0.336680	3	2.359151438399832E-4	2.0318277507891236	0.2860573363776422	0.21815861475626816	0.235822306279701	0.25996174258638877
52000	-25889.194675299077	-25323.5147632336	-565.6799120654772	-25323.5147632336	-547.9607688886226	24.898948562471343	1	0	1	0	0	1	3.454572	3.454572	3.454572	0.073523	0.0	0.395003	0.0	0.0	0.266947	3	2.28038171202328E-4	2.089794653481358	0.2860573363776422	0.22611020654161912	0.22787071449435004	0.25996174258638877
54000	-25722.777545518107	-25164.45898679656	-558.318558721549	-25164.45898679656	-540.5331921077474	24.910482686633646	1	0	1	0	0	1	3.412665	3.412665	3.412665	0.077625	0.0	0.239010	0.0	0.0	0.296747	3	2.1886809863647019E-4	2.0045969784850084	0.2904859842687142	0.22168155865054714	0.22787071449435004	0.25996174258638877
56000	-25624.33682377503	-25070.01770319874	-554.3191205762893	-25070.01770319874	-535.6339334912271	24.91035584014968	1	0	1	0	0	1	3.984865	3.984865	3.984865	0.134688	0.0	0.320853	0.0	0.0	0.293164	3	2.087933300974128E-4	2.0045969784850084	0.2904859842687142	0.22168155865054714	0.22787071449435004	0.25996174258638877
58000	-25474.447307614413	-24936.25762346789	-538.1896841465227	-24936.25762346789	-521.649095019124	24.910357879112997	1	0	1	0	0	1	3.300631	3.300631	3.300631	0.080187	0.0	0.203641	0.0	0.0	0.118567	3	2.3256682631018035E-4	2.006918137990404	0.294887859740862	0.21727968317839932	0.22787071449435004	0.25996174258638877
60000	-25452.314092603683	-24916.03374391699	-536.2803486866943	-24916.03374391699	-521.1959659873429	24.916635715187134	1	0	1	0	0	1	2.744445	2.744445	2.744445	0.173417	0.0	0.192916	0.0	0.0	0.241073	3	2.2674905952915357E-4	2.006918137990404	0.294887859740862	0.21727968317839932	0.22787071449435004	0.25996174258638877
62000	-25431.488027282918	-24896.395666319273	-535.0923609636465	-24896.395666319273	-517.6778395370318	25.384837415177767	1	0	1	0	1	1	3.152366	3.152366	3.152366	0.156775	0.0	0.488441	0.0	0.028525	0.116372	4	2.2842628457824232E-4	2.006918137990404	0.29602974733026094	0.21727968317839932	0.22672882690495114	0.25996174258638877
64000	-25383.214481037117	-24847.639439794948	-535.575041242168	-24847.639439794948	-514.3916158812178	25.381027246174487	1	0	1	1	1	1	3.037855	3.037855	3.037855	0.172882	0.0	0.202350	0.004501	0.107407	0.205562	5	2.3101794118593897E-4	2.006918137990404	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
66000	-25366.37525369766	-24836.00506391756	-530.370189780099	-24836.00506391756	-511.8820938954191	26.05117596223245	1	0	1	1	1	1	3.016989	3.016989	3.016989	0.053978	0.0	0.348336	0.005984	0.061253	0.083417	5	2.2791539868384484E-4	2.006918137990404	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
68000	-25335.970353666617	-24818.00489611363	-517.9654575529861	-24818.00489611363	-502.43053428686073	26.497247523295595	1	0	1	0	0	1	2.666164	2.666164	2.666164	0.240243	0.0	0.192303	0.0	0.0	0.192755	3	2.3178722576914826E-4	2.006918137990404	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
70000	-25309.55152694686	-24790.99154566634	-518.5599812805212	-24790.99154566634	-503.223010467303	26.703961600556095	1	0	1	0	0	1	3.034105	3.034105	3.034105	0.272659	0.0	0.309279	0.0	0.0	0.204882	3	2.4124663478848775E-4	2.0631175897817573	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
72000	-25291.085877706588	-24770.997359858113	-520.0885178484743	-24770.997359858113	-499.8016990040585	26.70388851546872	1	0	1	1	0	1	2.273820	2.273820	2.273820	0.190295	0.0	0.419327	0.125189	0.0	0.192965	4	2.555552720367626E-4	2.0631175897817573	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
74000	-25272.79028849397	-24761.904261822187	-510.8860266717824	-24761.904261822187	-490.75646823392697	26.70427229081714	1	0	1	0	1	1	2.825922	2.825922	2.825922	0.065169	0.0	0.280995	0.0	0.084585	0.140477	4	2.4320297851318447E-4	2.0529589179779997	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
76000	-25267.012244699017	-24766.768810585127	-500.24343411388907	-24766.768810585127	-485.5606166628979	26.704314834362943	1	0	1	0	1	1	2.478384	2.478384	2.478384	0.105544	0.0	0.249927	0.0	0.007021	0.137275	4	2.3809196870114565E-4	2.1612870623424234	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
78000	-25261.186449980825	-24761.22858504377	-499.95786493705714	-24761.22858504377	-484.82725476475724	26.725164366034054	1	0	1	0	0	1	2.540807	2.540807	2.540807	0.217882	0.0	0.265677	0.0	0.0	0.093213	3	2.4259135470563353E-4	1.8460440790418284	0.28568770637140006	0.21727968317839932	0.22672882690495114	0.27030378354524964
80000	-25269.074023705478	-24763.99956218334	-505.0744615221362	-24763.99956218334	-485.43371336609596	26.725011351422314	1	0	1	1	0	1	2.708301	2.708301	2.708301	0.116601	0.0	0.173482	0.016349	0.0	0.234097	4	2.5279772614209656E-4	1.8460440790418284	0.28568770637140006	0.2142465755454214	0.22672882690495114	0.27333689117822757
82000	-25266.85805167984	-24759.631417753677	-507.22663392616255	-24759.631417753677	-489.78221822012983	25.41898856463318	1	0	1	0	0	1	2.857005	2.857005	2.857005	0.158960	0.0	0.456798	0.0	0.0	0.160825	3	2.470667425703133E-4	1.876491574858956	0.28568770637140006	0.2142465755454214	0.22672882690495114	0.27333689117822757
84000	-25246.15363255332	-24736.228991854754	-509.92464069856646	-24736.228991854754	-493.9247692287251	25.418690563813513	1	0	1	1	0	1	2.649186	2.649186	2.649186	0.208929	0.0	0.476314	0.010168	0.0	0.252169	4	2.4881423451516004E-4	1.876491574858956	0.2861132220917582	0.2184384261356282	0.22672882690495114	0.26871952486766265
86000	-25256.882140644873	-24757.148746772502	-499.7333938723702	-24757.148746772502	-484.9054943608517	25.41880590700681	1	0	1	0	0	1	2.346895	2.346895	2.346895	0.100466	0.0	0.423690	0.0	0.0	0.258590	3	2.449794099322547E-4	2.0973362232485058	0.2861132220917582	0.2184384261356282	0.22672882690495114	0.26871952486766265
88000	-25269.7442938431	-24772.110592437188	-497.63370140591275	-24772.110592437188	-481.08312376204174	25.41903142156968	1	0	1	0	0	1	2.612836	2.612836	2.612836	0.139724	0.0	0.247647	0.0	0.0	0.170195	3	2.4321914546569426E-4	2.0973362232485058	0.2861132220917582	0.2184384261356282	0.22672882690495114	0.26871952486766265
90000	-25256.65683389438	-24763.046766727795	-493.6100671665837	-24763.046766727795	-476.7970624458551	25.941869442173214	1	0	1	0	0	1	2.514759	2.514759	2.514759	0.151626	0.0	0.374739	0.0	0.0	0.231223	3	2.4565341174117195E-4	2.0973362232485058	0.2861132220917582	0.2184384261356282	0.22672882690495114	0.26871952486766265
92000	-25252.249361969552	-24765.976764091953	-486.27259787760045	-24765.976764091953	-470.5953863867359	25.06292713427769	1	0	1	0	1	1	2.161252	2.161252	2.161252	0.132109	0.0	0.254356	0.0	0.056645	0.217889	4	2.5731304027971235E-4	2.0973362232485058	0.27918712229513876	0.2184384261356282	0.2336549267015706	0.26871952486766265
94000	-25254.306050248215	-24760.369958956646	-493.9360912915708	-24760.369958956646	-476.1662480257652	25.066737951349133	1	0	1	0	0	1	2.297143	2.297143	2.297143	0.155462	0.0	0.376516	0.0	0.0	0.161743	3	2.573632482501921E-4	2.0973362232485058	0.27918712229513876	0.2184384261356282	0.2336549267015706	0.26871952486766265
96000	-25247.55925266699	-24750.151671112042	-497.40758155494706	-24750.151671112042	-480.8719927606439	25.093578183373026	1	0	1	0	0	1	2.899279	2.899279	2.899279	0.060663	0.0	0.310648	0.0	0.0	0.102126	3	2.524151251380938E-4	1.8959288993756174	0.28453223681752765	0.2184384261356282	0.22830981217918167	0.26871952486766265
98000	-25235.82480224784	-24740.904371541226	-494.92043070661276	-24740.904371541226	-476.2936385264509	25.093296387351256	1	0	1	0	1	1	2.797130	2.797130	2.797130	0.182025	0.0	0.225519	0.0	0.026021	0.233332	4	2.564687551908979E-4	1.8959288993756174	0.28453223681752765	0.2184384261356282	0.22830981217918167	0.26871952486766265
100000	-25252.32593108127	-24750.749912853604	-501.5760182276628	-24750.749912853604	-483.04895546378515	25.093869897035717	1	0	1	0	0	1	2.448435	2.448435	2.448435	0.077556	0.0	0.474646	0.0	0.0	0.180764	3	2.708607028128407E-4	1.8959288993756174	0.28453223681752765	0.2184384261356282	0.22830981217918167	0.26871952486766265
102000	-25242.670286189343	-24741.92327524416	-500.7470109451817	-24741.92327524416	-485.87618345396874	25.093563319728265	1	0	1	0	0	1	2.332665	2.332665	2.332665	0.076308	0.0	0.316025	0.0	0.0	0.160993	3	2.5374837547878233E-4	1.8959288993756174	0.28453223681752765	0.2184384261356282	0.22830981217918167	0.26871952486766265
104000	-25247.504270695677	-24751.580950026702	-495.9233206689733	-24751.580950026702	-482.3911183878833	25.093219392631994	1	0	1	0	0	1	2.554221	2.554221	2.554221	0.136429	0.0	0.276394	0.0	0.0	0.298470	3	2.5317222639866004E-4	2.1047226354450976	0.28453223681752765	0.2184384261356282	0.22830981217918167	0.26871952486766265
106000	-25264.106003756315	-24769.342803679592	-494.76320007672166	-24769.342803679592	-477.7829645426295	25.114903619976428	1	0	1	0	0	1	2.284386	2.284386	2.284386	0.172150	0.0	0.290029	0.0	0.0	0.246807	3	2.72698388511665E-4	2.1047226354450976	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
108000	-25264.90745787737	-24762.73339543775	-502.17406243961744	-24762.73339543775	-487.3022597233004	25.11509892485916	1	0	1	0	0	1	2.705445	2.705445	2.705445	0.190100	0.0	0.410962	0.0	0.0	0.416557	3	2.5698797940307684E-4	2.0296048054531513	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
110000	-25259.334971050404	-24752.262681853263	-507.07228919714225	-24752.262681853263	-490.1097260130065	24.977896298873677	1	0	1	0	0	1	2.826665	2.826665	2.826665	0.113378	0.0	0.337190	0.0	0.0	0.284888	3	2.4546964103687886E-4	2.0296048054531513	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
112000	-25246.965314775844	-24745.129401376562	-501.83591339928347	-24745.129401376562	-481.92552017942285	24.977807648249748	1	0	1	0	1	1	2.314761	2.314761	2.314761	0.096473	0.0	0.272324	0.0	0.019714	0.239239	4	2.591318925816558E-4	2.0311745414246696	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
114000	-25258.35027970683	-24752.82582005916	-505.52445964767134	-24752.82582005916	-488.55313015890994	25.121881635979094	1	0	1	0	1	1	2.961066	2.961066	2.961066	0.066098	0.0	0.427375	0.0	0.071999	0.100075	4	2.5194734488516874E-4	2.0311745414246696	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
116000	-25250.12768302416	-24746.882912646914	-503.24477037724455	-24746.882912646914	-484.63323063251084	25.121871449494677	1	1	1	0	1	1	2.579512	2.579512	2.579512	0.168257	0.026948	0.314494	0.0	0.116257	0.132132	5	2.617292298353096E-4	2.0311745414246696	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
118000	-25239.878420123667	-24744.96872379021	-494.90969633345543	-24744.96872379021	-480.7306861477694	24.373177630858574	1	0	1	0	0	1	2.352735	2.352735	2.352735	0.150559	0.0	0.442205	0.0	0.0	0.334345	3	2.5468760074676795E-4	2.0311745414246696	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
120000	-25252.479196731023	-24754.02096290753	-498.458233823493	-24754.02096290753	-483.3593401185586	24.174469312945646	1	0	1	1	1	1	2.403660	2.403660	2.403660	0.087703	0.0	0.315754	0.028822	0.059421	0.146409	5	2.5519614675513416E-4	1.9707333073764481	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
122000	-25255.82817883466	-24756.67069612124	-499.1574827134212	-24756.67069612124	-483.53934110995493	24.1745695288907	1	0	1	0	0	1	2.072494	2.072494	2.072494	0.120077	0.0	0.208473	0.0	0.0	0.312616	3	2.5328488561814907E-4	1.9707333073764481	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
124000	-25250.863849714187	-24746.744464540352	-504.11938517383516	-24746.744464540352	-485.4180349573467	24.1740705402966	1	0	1	0	0	1	2.520118	2.520118	2.520118	0.313272	0.0	0.455945	0.0	0.0	0.171052	3	2.5732273128739976E-4	1.9707333073764481	0.28453223681752765	0.2200105338350518	0.22830981217918167	0.26714741716823903
126000	-25256.265030498933	-24762.592670853468	-493.67235964546535	-24762.592670853468	-474.9430663944514	24.173821511658527	1	0	1	0	0	1	2.367045	2.367045	2.367045	0.100860	0.0	0.293438	0.0	0.0	0.329068	3	2.575972189387656E-4	1.9707333073764481	0.28912389250782494	0.2200105338350518	0.22371815648888438	0.26714741716823903
128000	-25246.3507329854	-24747.08797211014	-499.2627608752605	-24747.08797211014	-477.08869605625455	24.33020684174087	1	0	1	0	1	1	2.274212	2.274212	2.274212	0.333918	0.0	0.372361	0.0	0.072862	0.253130	4	2.5264457814510075E-4	1.9707333073764481	0.28912389250782494	0.2200105338350518	0.22371815648888438	0.26714741716823903
130000	-25245.603125793463	-24752.1137914789	-493.48933431456356	-24752.1137914789	-473.19293436716674	24.33017135093412	1	0	1	0	0	1	2.182901	2.182901	2.182901	0.242196	0.0	0.457326	0.0	0.0	0.378491	3	2.5490034046792107E-4	1.9147232001366672	0.28912389250782494	0.2200105338350518	0.22371815648888438	0.26714741716823903
132000	-25244.401380248644	-24751.853508081433	-492.54787216721036	-24751.853508081433	-475.327166070278	24.330570714265196	1	0	1	1	0	1	1.987564	1.987564	1.987564	0.182005	0.0	0.165058	0.032860	0.0	0.230791	4	2.587942025201409E-4	1.9147232001366672	0.28912389250782494	0.2200105338350518	0.22371815648888438	0.26714741716823903
134000	-25240.915446683244	-24752.682571001766	-488.2328756814801	-24752.682571001766	-474.23100308259615	24.330500604025364	1	0	1	0	0	1	2.289594	2.289594	2.289594	0.254379	0.0	0.394386	0.0	0.0	0.149121	3	2.6676620300463544E-4	1.9147232001366672	0.285809991318782	0.2200105338350518	0.22371815648888438	0.270461318357282
136000	-25236.62171864493	-24747.189642465153	-489.4320761797737	-24747.189642465153	-475.7083183804256	24.33040226660357	1	0	1	0	0	1	2.426289	2.426289	2.426289	0.154847	0.0	0.420020	0.0	0.0	0.295241	3	2.7012961565921656E-4	1.9147232001366672	0.285809991318782	0.2200105338350518	0.22371815648888438	0.270461318357282
138000	-25235.8418447596	-24753.05296250323	-482.78888225637235	-24753.05296250323	-467.43253753823416	24.353350868635964	1	0	1	0	0	1	2.153297	2.153297	2.153297	0.289221	0.0	0.366913	0.0	0.0	0.198716	3	2.7761639887349755E-4	1.9860710903058159	0.285809991318782	0.2200105338350518	0.22371815648888438	0.270461318357282
140000	-25235.55924154282	-24748.036604700974	-487.52263684184453	-24748.036604700974	-470.09683313518	23.989402298125384	1	0	1	0	1	1	2.192152	2.192152	2.192152	0.284998	0.0	0.269563	0.0	0.007363	0.054421	4	2.7277863859252657E-4	1.9860710903058159	0.28958335156993004	0.2200105338350518	0.22780460697216523	0.2626015076228531
142000	-25252.43235786767	-24768.33198409014	-484.10037377753025	-24768.33198409014	-462.15453740735865	24.272233432401524	1	0	1	0	0	1	1.955223	1.955223	1.955223	0.106165	0.0	0.362575	0.0	0.0	0.257978	3	2.731444305887415E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.22780460697216523	0.2695202794041287
144000	-25251.380998199285	-24764.244172852155	-487.1368253471315	-24764.244172852155	-471.3631445865005	24.270056683006107	1	0	1	0	0	1	2.209901	2.209901	2.209901	0.076353	0.0	0.283771	0.0	0.0	0.267366	3	2.744449605000996E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.22780460697216523	0.2695202794041287
146000	-25250.222795843554	-24769.167955965153	-481.05483987840074	-24769.167955965153	-465.95233817034506	24.270400398085002	1	0	1	0	1	1	2.390356	2.390356	2.390356	0.092787	0.0	0.190476	0.0	0.001134	0.260372	4	2.638629161186898E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.22780460697216523	0.2695202794041287
148000	-25249.65996795294	-24757.63895535525	-492.02101259768887	-24757.63895535525	-475.9840915373517	23.86057860950273	1	0	1	0	1	1	2.355517	2.355517	2.355517	0.076387	0.0	0.272727	0.0	0.023480	0.414608	4	2.6982141425629306E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.22780460697216523	0.2695202794041287
150000	-25241.794637963874	-24749.79295177434	-492.00168618953467	-24749.79295177434	-477.17421690400033	23.861019562839463	1	0	1	0	1	1	2.330817	2.330817	2.330817	0.109581	0.0	0.285578	0.0	0.130167	0.134803	4	2.535332877572426E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.22780460697216523	0.2695202794041287
152000	-25234.266773991683	-24748.44418524625	-485.8225887454308	-24748.44418524625	-470.2301728354855	23.860683993845427	1	0	1	0	0	1	2.038506	2.038506	2.038506	0.194822	0.0	0.602405	0.0	0.0	0.250109	3	2.763766599477568E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.23131893654006022	0.2660059498362337
154000	-25227.43981062704	-24743.929515159172	-483.5102954678645	-24743.929515159172	-468.22874841522287	23.860987418607404	1	0	1	0	0	1	2.084946	2.084946	2.084946	0.265142	0.0	0.423735	0.0	0.0	0.178005	3	2.6981704071649614E-4	1.8552748609834502	0.28266457978865445	0.2200105338350518	0.23131893654006022	0.2660059498362337
156000	-25235.846982214567	-24749.40441428773	-486.44256792683893	-24749.40441428773	-469.5451654723426	23.861044920212674	1	0	1	1	0	1	2.197052	2.197052	2.197052	0.112440	0.0	0.246804	0.014514	0.0	0.192355	4	2.5595353051310464E-4	1.8680083697321463	0.28266457978865445	0.2200105338350518	0.23131893654006022	0.2660059498362337
158000	-25243.356915069628	-24747.697665168285	-495.6592499013438	-24747.697665168285	-476.9703206197369	23.861085116897783	1	1	1	0	0	1	2.408713	2.408713	2.408713	0.127742	0.005990	0.146807	0.0	0.0	0.107014	4	2.489117842950349E-4	2.1393578499567507	0.28266457978865445	0.2200105338350518	0.23131893654006022	0.2660059498362337
