state	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	pInv	gammaShape	kappa	Mascot	Ne_Africa	Ne_Americas	Ne_Asia	Ne_China	Ne_Europe	Ne_Oceania	backwards_Africa_Americas	backwards_Africa_Asia	backwards_Africa_China	backwards_Africa_Europe	backwards_Africa_Oceania	backwards_Americas_Africa	backwards_Americas_Asia	backwards_Americas_China	backwards_Americas_Europe	backwards_Americas_Oceania	backwards_Asia_Africa	backwards_Asia_Americas	backwards_Asia_China	backwards_Asia_Europe	backwards_Asia_Oceania	backwards_China_Africa	backwards_China_Americas	backwards_China_Asia	backwards_China_Europe	backwards_China_Oceania	backwards_Europe_Africa	backwards_Europe_Americas	backwards_Europe_Asia	backwards_Europe_China	backwards_Europe_Oceania	backwards_Oceania_Africa	backwards_Oceania_Americas	backwards_Oceania_Asia	backwards_Oceania_China	backwards_Oceania_Europe	sum(indicatorsConstantBSSVS_)	nMigration_Africa_Americas	nMigration_Africa_Asia	nMigration_Africa_China	nMigration_Africa_Europe	nMigration_Africa_Oceania	nMigration_Americas_Africa	nMigration_Americas_Asia	nMigration_Americas_China	nMigration_Americas_Europe	nMigration_Americas_Oceania	nMigration_Asia_Africa	nMigration_Asia_Americas	nMigration_Asia_China	nMigration_Asia_Europe	nMigration_Asia_Oceania	nMigration_China_Africa	nMigration_China_Americas	nMigration_China_Asia	nMigration_China_Europe	nMigration_China_Oceania	nMigration_Europe_Africa	nMigration_Europe_Americas	nMigration_Europe_Asia	nMigration_Europe_China	nMigration_Europe_Oceania	nMigration_Oceania_Africa	nMigration_Oceania_Americas	nMigration_Oceania_Asia	nMigration_Oceania_China	nMigration_Oceania_Europe	nrMigrationEvents	forwards_Americas_Africa	forwards_Asia_Africa	forwards_China_Africa	forwards_Europe_Africa	forwards_Oceania_Africa	forwards_Africa_Americas	forwards_Asia_Americas	forwards_China_Americas	forwards_Europe_Americas	forwards_Oceania_Americas	forwards_Africa_Asia	forwards_Americas_Asia	forwards_China_Asia	forwards_Europe_Asia	forwards_Oceania_Asia	forwards_Africa_China	forwards_Americas_China	forwards_Asia_China	forwards_Europe_China	forwards_Oceania_China	forwards_Africa_Europe	forwards_Americas_Europe	forwards_Asia_Europe	forwards_China_Europe	forwards_Oceania_Europe	forwards_Africa_Oceania	forwards_Americas_Oceania	forwards_Asia_Oceania	forwards_China_Oceania	forwards_Europe_Oceania
10050000	-44652.626648765945	-44473.47030889119	-179.15633987475235	-44473.47030889119	0.3693120216340624	0.0010252073984394	0.5940866361991685	0.1930241767892392	7.436616689457071	-117.78167653797216	0.12195	0.12195	0.12195	0.12195	0.12195	0.12195	0.0	0.0	0.0	1.038705	0.0	0.0	0.0	3.538401	1.431993	3.770791	0.0	0.449304	2.296737	0.845911	7.505139	0.0	0.0	5.773817	0.0	7.523178	0.0	0.0	0.0	0.0	2.016182	0.0	0.0	0.201218	0.347423	0.0	13	0	0	0	0	0	0	1	0	0	0	0	0	22	0	1	0	4	6	0	1	1	3	2	0	0	0	10	20	33	8	112	0.0	0.0	0.0	1.038705	0.0	0.0	0.0	3.538401	1.431993	3.770791	0.0	0.449304	2.296737	0.845911	7.505139	0.0	0.0	5.773817	0.0	7.523178	0.0	0.0	0.0	0.0	2.016182	0.0	0.0	0.201218	0.347423	0.0
10100000	-44627.25698709366	-44461.96643711419	-165.29054997946432	-44461.96643711419	0.3046125973902507	0.0009986418555015554	0.7171044433254571	0.4025099563266363	6.7378092100668505	-105.13251334777812	0.13106	0.13106	0.13106	0.13106	0.13106	0.13106	0.0	0.048153	0.0	4.37658	0.334895	0.0	0.0	4.159778	1.692861	6.578421	0.0	0.0	6.120632	1.301601	3.782424	0.0	0.0	0.195763	0.0	6.49327	0.0	0.0	0.0	0.0	1.008119	0.0	0.0	0.0	0.0	0.0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	11	0	0	1	3	2	0	0	0	8	6	39	6	84	0.0	0.048153	0.0	4.37658	0.334895	0.0	0.0	4.159778	1.692861	6.578421	0.0	0.0	6.120632	1.301601	3.782424	0.0	0.0	0.195763	0.0	6.49327	0.0	0.0	0.0	0.0	1.008119	0.0	0.0	0.0	0.0	0.0
10150000	-44662.91550487012	-44455.941370385335	-206.97413448478892	-44455.941370385335	0.3323913617150277	0.0010727454480676	0.7443053755746982	0.335619514740291	6.356864685026231	-144.06971057414924	0.147403	0.147403	0.147403	0.147403	0.147403	0.147403	0.0	0.0	0.0	1.716605	0.0	0.0	0.0	3.180175	0.924373	4.064498	0.572068	0.0	1.040535	3.239843	5.156684	0.0	0.0	1.038807	0.0	12.131486	0.0	0.0	0.0	0.0	1.879188	1.267762	0.0	0.0	0.0	0.0	12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	3	0	0	1	3	4	0	0	0	6	16	53	7	103	0.0	0.0	0.0	1.716605	0.0	0.0	0.0	3.180175	0.9243730000000001	4.064498	0.572068	0.0	1.040535	3.239843	5.156684	0.0	0.0	1.038807	0.0	12.131486	0.0	0.0	0.0	0.0	1.879188	1.267762	0.0	0.0	0.0	0.0
10200000	-44727.8402166914	-44478.96390681705	-248.87630987434247	-44478.96390681705	0.3421394106494125	0.0009303146928208624	0.784823866200358	0.3641492334615287	6.600486070203148	-189.6356847240104	0.18092	0.18092	0.18092	0.18092	0.18092	0.18092	0.0	0.0	0.0	1.362022	0.0	0.0	0.0	5.831464	2.649048	2.849543	0.0	0.0	7.664754	2.237604	0.0	0.0	0.0	0.0	0.0	9.691525	0.0	0.0	0.839254	0.0	3.307804	0.0	0.0	0.0	0.0	0.0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	17	0	0	1	5	4	0	0	0	5	0	57	9	107	0.0	0.0	0.0	1.362022	0.0	0.0	0.0	5.831464	2.649048	2.849543	0.0	0.0	7.664754	2.237604	0.0	0.0	0.0	0.0	0.0	9.691525	0.0	0.0	0.839254	0.0	3.307804	0.0	0.0	0.0	0.0	0.0
10250000	-44732.89837178599	-44483.34565861101	-249.55271317497392	-44483.34565861101	0.3323785911123801	0.0008769110924164989	0.6233081301987305	0.3714489492200424	6.334370292919385	-191.1681907289574	0.160149	0.160149	0.160149	0.160149	0.160149	0.160149	0.124317	0.316158	0.0	3.54952	0.517631	0.0	0.0	6.779585	1.090764	0.517021	0.0	0.0	4.1892	2.264789	2.844772	0.0	0.041661	1.475051	0.245008	12.201712	0.0	0.0	0.0	0.0	3.296654	0.084523	0.0	0.0	0.0	0.0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	17	6	0	0	1	2	5	1	0	0	0	9	53	8	107	0.124317	0.316158	0.0	3.54952	0.517631	0.0	0.0	6.779585	1.090764	0.517021	0.0	0.0	4.1892	2.264789	2.844772	0.0	0.041661	1.475051	0.245008	12.201712	0.0	0.0	0.0	0.0	3.296654	0.084523	0.0	0.0	0.0	0.0
10300000	-44727.561182379046	-44453.51428181322	-274.0469005658228	-44453.51428181322	0.3750093553016788	0.0007928768640633416	0.8136091975656494	0.606636629335781	6.812375710591792	-204.30369271024895	0.194732	0.194732	0.194732	0.194732	0.194732	0.194732	0.0	0.0	0.0	1.092721	0.0	0.0	0.0	8.542314	1.284234	0.0	0.0	0.0	3.885883	0.913239	12.530335	0.0	0.0	0.0	0.0	16.116915	0.0	0.0	0.0	0.0	2.480932	0.0	0.0	0.0	0.0	0.0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	0	0	1	4	1	0	0	0	0	19	65	9	121	0.0	0.0	0.0	1.092721	0.0	0.0	0.0	8.542314	1.284234	0.0	0.0	0.0	3.885883	0.913239	12.530335	0.0	0.0	0.0	0.0	16.116915	0.0	0.0	0.0	0.0	2.480932	0.0	0.0	0.0	0.0	0.0
10350000	-44733.396774754205	-44475.78704717141	-257.609727582794	-44475.78704717141	0.3671649466617515	0.0008536603586869351	0.7538777709000749	0.4763747410041857	6.003810757730994	-202.29464994968768	0.174854	0.174854	0.174854	0.174854	0.174854	0.174854	0.44908	0.0	0.0	3.506219	0.0	0.0	0.0	2.11874	1.742976	2.71251	0.0	0.0	5.651728	1.246201	5.003859	0.0	2.250025	2.443024	0.0	7.568662	0.0	0.0	0.0	0.0	3.08017	0.0	0.0	0.0	0.0	0.0	12	0	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	6	9	0	0	1	4	2	0	0	0	9	15	38	11	108	0.44908	0.0	0.0	3.5062189999999998	0.0	0.0	0.0	2.11874	1.742976	2.71251	0.0	0.0	5.651728	1.246201	5.003859	0.0	2.250025	2.443024	0.0	7.568662000000001	0.0	0.0	0.0	0.0	3.08017	0.0	0.0	0.0	0.0	0.0
10400000	-44749.75131067826	-44469.96222417962	-279.7890864986351	-44469.96222417962	0.3880787268863627	0.0007998020660416852	0.7788112578782594	0.6080971541148843	5.263027770711824	-214.72502477179577	0.174822	0.174822	0.174822	0.174822	0.174822	0.174822	0.0	2.32729	0.0	1.705721	0.0	0.0	0.335797	0.337894	2.207194	4.476227	0.0	0.0	5.311884	6.371262	5.101365	0.0	2.343433	0.656652	0.0	6.246912	0.0	0.0	0.0	0.0	3.197611	0.0	0.0	0.0	0.010678	0.567793	15	0	0	0	0	0	0	0	5	0	0	0	2	3	0	0	0	4	10	0	0	1	2	9	0	3	0	8	10	28	8	93	0.0	2.32729	0.0	1.7057210000000003	0.0	0.0	0.335797	0.337894	2.207194	4.476227	0.0	0.0	5.311884	6.371262	5.101365	0.0	2.343433	0.656652	0.0	6.246912	0.0	0.0	0.0	0.0	3.197611	0.0	0.0	0.0	0.010678	0.567793
10450000	-44707.03654057378	-44459.54474097105	-247.49179960273804	-44459.54474097105	0.3525088462257008	0.0008630901923335538	0.3139234870610224	0.0914073150814495	6.722611935868813	-180.32290283946412	0.156898	0.156898	0.156898	0.156898	0.156898	0.156898	1.382122	0.0	0.0	2.262334	0.0	0.0	0.0	0.0	3.030824	5.12736	0.0	0.0	0.0	0.0	9.525128	0.0	0.0	4.834524	0.0	8.704131	0.0	0.0	0.0	0.0	0.811568	0.0	0.0	0.0	0.0	5.379974	9	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	8	0	0	29	0	7	28	54	3	145	1.382122	0.0	0.0	2.262334	0.0	0.0	0.0	0.0	3.030824	5.12736	0.0	0.0	0.0	0.0	9.525128	0.0	0.0	4.834524	0.0	8.704131	0.0	0.0	0.0	0.0	0.8115679999999998	0.0	0.0	0.0	0.0	5.379974
10500000	-44756.22060135478	-44490.59065146272	-265.62994989205447	-44490.59065146272	0.3560535023228602	0.0008728796587809565	0.6607257714840071	0.0177912051403099	4.63929781211211	-200.0702569106862	0.142572	0.142572	0.142572	0.142572	0.142572	0.142572	0.0	0.0	0.0	3.489283	0.0	1.368409	0.0	0.592066	2.259237	2.213765	0.0	0.0	1.16997	5.189691	3.464067	2.431119	3.365281	3.790706	0.0	5.544041	0.592881	0.0	0.0	0.308508	0.0	0.0	0.0	0.0	0.0	3.244882	15	0	0	15	2	0	0	0	8	0	0	0	0	11	0	0	0	2	5	0	0	8	9	7	0	13	0	6	5	13	0	104	0.0	0.0	0.0	3.489283	0.0	1.368409	0.0	0.592066	2.259237	2.213765	0.0	0.0	1.16997	5.189691	3.464067	2.431119	3.365281	3.790706	0.0	5.544041	0.592881	0.0	0.0	0.308508	0.0	0.0	0.0	0.0	0.0	3.244882
10550000	-44788.64671232272	-44474.76678013138	-313.8799321913365	-44474.76678013138	0.3565924745281363	0.0008016985023232933	0.6801000749564086	0.3418106611972474	6.873327818238748	-246.6099624392729	0.188354	0.188354	0.188354	0.188354	0.188354	0.188354	0.281936	0.0	0.0	6.879792	0.0	0.0	0.841118	1.627201	3.517931	1.066512	3.50261	0.0	6.664674	1.52519	0.0	7.076113	4.007667	0.0	0.0	0.0757	1.306848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.941955	3.074651	15	0	10	47	2	0	0	0	17	0	0	0	0	0	0	0	0	4	10	0	0	28	10	3	0	9	0	4	0	1	0	145	0.281936	0.0	0.0	6.879792	0.0	0.0	0.841118	1.627201	3.517931	1.066512	3.50261	0.0	6.664674	1.52519	0.0	7.076112999999999	4.007667	0.0	0.0	0.0757	1.306848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9419550000000001	3.074651
10600000	-44739.69881567128	-44485.40457849736	-254.29423717391668	-44485.40457849736	0.4400408516793812	0.0007969977891584241	0.7763090509898722	0.2315045017579464	6.690393016113053	-187.0462418691569	0.140757	0.140757	0.140757	0.140757	0.140757	0.140757	0.0	0.0	0.199087	11.202916	0.0	0.0	0.0	1.084631	3.751697	1.793405	2.515284	0.0	6.788181	0.0	1.795867	6.04803	3.834444	0.0	0.0	1.084607	0.085254	0.0	0.0	0.0	0.0	0.0	0.730433	0.0	1.781941	4.121365	15	0	8	44	0	0	0	0	10	0	1	0	0	0	0	0	0	4	13	0	4	26	13	0	0	6	0	4	3	3	0	139	0.0	0.0	0.199087	11.202916	0.0	0.0	0.0	1.084631	3.7516969999999996	1.793405	2.515284	0.0	6.788181	0.0	1.7958670000000003	6.04803	3.834444	0.0	0.0	1.084607	0.085254	0.0	0.0	0.0	0.0	0.0	0.730433	0.0	1.781941	4.121365
10650000	-44734.38205372833	-44473.321307899634	-261.06074582869815	-44473.321307899634	0.3669646102036339	0.0008445183872243416	0.8829130594471629	2.6949449461556965	4.452016861764125	-190.9119167169695	0.152793	0.152793	0.152793	0.152793	0.152793	0.152793	0.0	0.0	0.0	2.831616	0.756676	0.0	0.0	0.552015	3.160054	1.278607	0.0	1.267878	7.914857	4.342896	0.762109	0.0	4.451295	0.0	4.53611	3.795917	0.0	0.0	0.0	0.0	0.0	0.554138	0.0	0.147644	0.0	4.894902	15	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	3	15	0	0	1	7	6	18	10	0	4	2	10	0	97	0.0	0.0	0.0	2.831616	0.756676	0.0	0.0	0.552015	3.160054	1.278607	0.0	1.267878	7.914856999999999	4.342896	0.762109	0.0	4.451295	0.0	4.53611	3.795917	0.0	0.0	0.0	0.0	0.0	0.554138	0.0	0.147644	0.0	4.894902
10700000	-44750.03327399308	-44475.0809474521	-274.9523265409741	-44475.0809474521	0.3160928213160755	0.0008802773670581998	0.8514889849567773	0.8205020248711179	4.473845786177969	-200.86361719219693	0.14875	0.14875	0.14875	0.14875	0.14875	0.14875	0.0	0.0	0.649527	3.470652	0.0	0.541537	0.749782	2.975694	1.520502	0.0	0.0	1.663886	6.572581	2.475981	3.135308	2.253838	4.501543	0.0	6.160401	2.846099	0.959324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.440915	16	2	0	8	5	0	0	1	18	0	0	0	4	0	0	0	0	12	12	0	0	10	6	8	23	12	0	0	5	7	0	133	0.0	0.0	0.649527	3.470652	0.0	0.541537	0.749782	2.975694	1.520502	0.0	0.0	1.663886	6.572581	2.475981	3.135308	2.253838	4.501543	0.0	6.160401	2.846099	0.959324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.440915
10750000	-44749.55545088827	-44462.16237622692	-287.3930746613446	-44462.16237622692	0.4141157196029883	0.000783010180432177	0.8514889849567773	2.68719330370513	7.496514075066636	-222.54163724524133	0.18815	0.18815	0.18815	0.18815	0.18815	0.18815	1.903404	0.0	0.0	0.0	0.0	0.0	0.0	2.98031	3.773765	1.08633	0.0	0.0	4.933368	1.388104	1.33469	0.0	2.707897	1.652362	3.514619	3.134408	0.727286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.775764	13	0	0	0	0	0	1	0	11	0	0	0	0	7	0	0	0	3	9	0	0	0	12	9	25	19	0	5	5	18	0	124	1.903404	0.0	0.0	0.0	0.0	0.0	0.0	2.98031	3.773765	1.08633	0.0	0.0	4.933368	1.3881039999999998	1.33469	0.0	2.707897	1.6523619999999999	3.514619	3.134408	0.727286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.775764
10800000	-44722.44109759274	-44461.34970843767	-261.09138915507145	-44461.34970843767	0.3944631950776555	0.0008547005975031525	0.843162377801645	1.2154868270248405	6.774298661781551	-187.3285151740901	0.166648	0.166648	0.166648	0.166648	0.166648	0.166648	0.0	0.0	3.439789	3.46467	0.0	0.0	0.0	1.567618	6.261957	0.978774	0.0	5.946463	6.217522	2.477244	0.0	0.0	5.482512	1.744375	4.017954	1.428997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.145939	5.21436	14	0	0	0	0	0	0	8	19	0	0	0	0	3	0	0	0	6	9	0	3	1	11	7	24	6	0	3	0	4	0	104	0.0	0.0	3.439789	3.4646699999999995	0.0	0.0	0.0	1.567618	6.261957	0.9787739999999999	0.0	5.946463	6.217522	2.477244	0.0	0.0	5.482512	1.744375	4.017954	1.428997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1459390000000003	5.21436
10850000	-44737.65481725184	-44469.645733744255	-268.0090835075796	-44469.645733744255	0.3368478357816191	0.0009433512792063728	0.6651483671319702	0.5738060641340482	8.460172722618426	-197.9159575993729	0.154993	0.154993	0.154993	0.154993	0.154993	0.154993	1.831206	0.387998	0.0	0.0	0.366615	0.039721	0.0	0.0	5.270388	1.333431	0.0	1.07298	6.048871	1.80392	0.100895	0.0	7.116635	0.40493	5.905241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179797	0.690435	4.892549	16	0	0	0	0	0	1	2	26	0	0	0	0	1	0	0	0	0	14	0	1	0	17	5	32	6	0	2	0	0	0	107	1.831206	0.387998	0.0	0.0	0.366615	0.039721	0.0	0.0	5.270388	1.333431	0.0	1.07298	6.048871	1.80392	0.100895	0.0	7.116635	0.40493	5.905241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179797	0.690435	4.892549
10900000	-44696.900207341496	-44457.22115383709	-239.679053504404	-44457.22115383709	0.3202315337345164	0.0010061174102107	0.7541072617716922	0.9847268974736344	6.300388316025089	-168.89673252406348	0.141862	0.141862	0.141862	0.141862	0.141862	0.141862	0.0	0.0	0.0	1.335263	0.0	0.0	0.206943	1.341872	3.491522	0.810168	0.0	0.0	4.919123	7.044283	0.0	0.0	7.125559	2.281042	4.231182	0.0	0.345151	0.0	0.0	0.072446	0.0	0.0	0.0	0.0	0.0	3.623697	13	0	0	0	0	0	0	0	22	0	0	0	0	5	0	0	0	4	8	0	0	1	16	13	22	8	0	3	0	0	0	102	0.0	0.0	0.0	1.335263	0.0	0.0	0.206943	1.341872	3.491522	0.810168	0.0	0.0	4.919123	7.044283	0.0	0.0	7.125559	2.281042	4.231182	0.0	0.345151	0.0	0.0	0.072446	0.0	0.0	0.0	0.0	0.0	3.623697
10950000	-44678.0563019406	-44474.94283168492	-203.11347025567756	-44474.94283168492	0.401159577498001	0.0008435527628181183	0.7971345159045367	0.5044751298892373	7.0407632052049305	-141.19425422647666	0.144461	0.144461	0.144461	0.144461	0.144461	0.144461	1.405974	0.0	0.0	0.756556	0.0	0.0	0.0	0.952623	6.390669	2.173697	2.673537	0.690877	3.1996	2.565236	0.0	0.756729	1.734075	0.542705	3.882165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.106004	2.778633	15	0	0	1	0	0	1	4	9	0	0	0	0	1	0	0	0	0	8	0	6	1	14	7	26	5	0	4	0	0	0	87	1.405974	0.0	0.0	0.756556	0.0	0.0	0.0	0.952623	6.390669	2.173697	2.673537	0.690877	3.1996	2.565236	0.0	0.756729	1.734075	0.542705	3.882165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.106004	2.778633
11000000	-44699.20518438158	-44479.9604127428	-219.24477163878032	-44479.9604127428	0.3620662474335473	0.000946960448746478	0.7971345159045367	0.4808610987609382	6.8501640151285486	-153.0755121614035	0.152136	0.152136	0.152136	0.152136	0.152136	0.152136	1.306885	0.0	0.0	0.162976	0.0	0.0	0.403725	1.046306	4.357751	1.434251	0.0	3.544263	5.140692	0.314812	0.198399	0.0	8.333849	0.0	1.158145	0.0411	0.0	0.404114	0.0	0.0	0.0	0.0	0.0	0.0	2.935804	2.158999	16	0	0	0	0	0	0	7	24	2	0	0	2	0	0	0	0	4	10	0	2	1	17	2	6	4	0	3	0	0	0	84	1.306885	0.0	0.0	0.162976	0.0	0.0	0.403725	1.046306	4.357751	1.434251	0.0	3.544263	5.140692	0.314812	0.198399	0.0	8.333849	0.0	1.158145	0.0411	0.0	0.404114	0.0	0.0	0.0	0.0	0.0	0.0	2.935804	2.158999
11050000	-44755.02502345535	-44478.44258557619	-276.5824378791641	-44478.44258557619	0.4288853443673626	0.000884292310493677	0.8417446988601774	1.2854165333444043	6.911225927125975	-208.42309914132616	0.163116	0.163116	0.163116	0.163116	0.163116	0.163116	0.0	0.0	0.0	2.148126	0.0	0.872256	0.0	0.0	1.75236	1.530844	0.0	3.506193	6.774167	1.463021	0.0	0.0	6.885146	1.314176	0.690466	5.618748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.607747	12	1	0	0	0	0	0	7	32	0	0	0	0	4	0	0	0	0	12	0	0	2	9	4	3	9	0	3	0	16	0	102	0.0	0.0	0.0	2.148126	0.0	0.872256	0.0	0.0	1.7523599999999997	1.530844	0.0	3.506193	6.774166999999999	1.463021	0.0	0.0	6.885145999999999	1.314176	0.690466	5.618748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.607747
11100000	-44757.7692567363	-44489.90939549211	-267.8598612441887	-44489.90939549211	0.3673221363377869	0.0008236844393632503	0.7771672304067103	1.0092450742734742	5.738409036911895	-199.4014627853396	0.189694	0.189694	0.189694	0.189694	0.189694	0.189694	2.142739	0.0	0.0	1.667211	0.932644	0.0	0.0	0.0	2.777614	0.991136	0.0	0.772082	6.612161	5.234528	0.0	0.0	14.780066	0.0	0.0	0.178643	0.0	0.242937	0.0	0.0	0.0	0.0	3.347221	0.0	0.0	1.020415	13	0	0	0	0	0	0	1	59	3	6	0	0	0	0	0	0	0	14	0	0	1	10	8	0	1	0	2	0	2	0	107	2.142739	0.0	0.0	1.667211	0.932644	0.0	0.0	0.0	2.7776139999999994	0.991136	0.0	0.772082	6.612161	5.234528	0.0	0.0	14.780066	0.0	0.0	0.178643	0.0	0.24293700000000001	0.0	0.0	0.0	0.0	3.347221	0.0	0.0	1.020415
11150000	-44761.903211239	-44485.35727363894	-276.5459376000609	-44485.35727363894	0.3456852908272398	0.0008567754019477291	0.5173848113823475	0.0762012566147407	5.893811769675465	-210.49251930283188	0.175704	0.175704	0.175704	0.175704	0.175704	0.175704	0.0	1.229992	0.144274	0.563719	0.0	0.0	0.0	0.0	0.778171	1.97602	0.085979	6.315238	2.582001	3.503082	0.0	0.810805	14.493177	0.0	0.53086	1.967293	0.0	6.034872	0.0	0.0	0.0	0.0	2.207351	0.0	1.57117	0.0	16	0	0	0	0	0	0	17	60	13	7	0	0	0	0	0	0	0	3	0	3	1	4	5	0	0	0	9	0	3	0	125	0.0	1.229992	0.144274	0.563719	0.0	0.0	0.0	0.0	0.7781709999999998	1.97602	0.085979	6.315238	2.582001	3.5030820000000005	0.0	0.8108050000000001	14.493177	0.0	0.53086	1.967293	0.0	6.034872	0.0	0.0	0.0	0.0	2.207351	0.0	1.57117	0.0
11200000	-44768.36616763279	-44473.453715596734	-294.9124520360546	-44473.453715596734	0.3421450130024003	0.0008854457316614667	0.749114966614638	0.4305052842683761	5.713514798392356	-224.3744430036316	0.203951	0.203951	0.203951	0.203951	0.203951	0.203951	0.0	0.0	1.215579	0.872613	0.0	0.0	0.297258	0.0	1.514899	1.041645	0.018214	6.416437	0.0	3.936304	3.762091	0.0	20.025801	3.441605	0.0	0.0	0.475527	2.181491	0.0	0.0	0.0	0.0	2.340086	0.0	0.0	0.10814	15	0	0	0	1	0	0	16	71	9	5	0	1	6	0	0	1	0	0	0	0	1	6	9	0	0	0	3	5	0	0	134	0.0	0.0	1.215579	0.872613	0.0	0.0	0.297258	0.0	1.514899	1.041645	0.018214	6.416437	0.0	3.936304	3.7620909999999994	0.0	20.025801	3.441605	0.0	0.0	0.475527	2.181491	0.0	0.0	0.0	0.0	2.340086	0.0	0.0	0.10814000000000001
11250000	-44717.67970720214	-44476.4464842408	-241.2332229613466	-44476.4464842408	0.3358295944448295	0.0009401595400317432	0.5421725321374877	0.0601003719822497	6.186460213170069	-187.56239549661225	0.187801	0.187801	0.187801	0.187801	0.187801	0.187801	0.0	0.99192	0.0	2.71918	2.502719	0.0	0.0	0.0	1.016194	0.0	0.933243	5.187	1.701843	0.0	0.0	0.0	14.259586	0.0	0.0	0.0	0.0	3.151157	0.122761	0.0	0.0	0.0	2.558128	0.0	1.517487	0.0	12	0	0	0	0	0	0	18	67	14	5	0	0	0	1	0	0	0	4	0	2	1	7	0	0	0	0	0	0	0	0	119	0.0	0.99192	0.0	2.71918	2.502719	0.0	0.0	0.0	1.016194	0.0	0.933243	5.187	1.7018429999999998	0.0	0.0	0.0	14.259586	0.0	0.0	0.0	0.0	3.151157	0.122761	0.0	0.0	0.0	2.558128	0.0	1.517487	0.0
11300000	-44692.345499677125	-44471.86454826947	-220.4809514076526	-44471.86454826947	0.3186463360585835	0.000998444326625123	0.7860011242192	0.8399308881199065	6.30627929726068	-152.82535589135782	0.155215	0.155215	0.155215	0.155215	0.155215	0.155215	0.0	0.81691	0.0	1.485647	1.878319	0.141078	0.0	0.0	1.085316	1.428341	0.0	11.043834	0.161359	0.0	0.0	0.0	14.259586	1.802763	0.0	0.954935	0.0	2.81692	0.0	0.617808	0.0	0.0	4.790097	0.0	0.0	0.0	14	0	0	0	0	0	0	22	51	10	9	0	0	4	0	0	0	0	0	0	0	1	4	0	0	0	0	4	0	2	0	107	0.0	0.81691	0.0	1.485647	1.878319	0.141078	0.0	0.0	1.085316	1.428341	0.0	11.043834	0.161359	0.0	0.0	0.0	14.259586000000002	1.8027629999999997	0.0	0.9549349999999999	0.0	2.81692	0.0	0.617808	0.0	0.0	4.790097	0.0	0.0	0.0
11350000	-44685.78292587938	-44481.1715192386	-204.61140664078053	-44481.1715192386	0.3568613334773289	0.0009168233932432448	0.6889607621403843	0.5056788275923881	5.282154702131828	-151.0668821483557	0.143772	0.143772	0.143772	0.143772	0.143772	0.143772	0.0	0.9318	2.350075	2.617512	0.0	0.0	0.0	0.0	0.949466	0.0	0.0	7.931782	0.0	1.376622	0.0	0.0	8.370884	5.41543	0.0	0.0	0.0	1.104419	0.563854	0.0	0.0	0.0	3.531279	0.0	0.0	0.0	11	0	0	0	0	0	0	17	40	7	7	0	0	17	1	0	0	0	0	0	0	1	8	3	0	0	0	0	0	0	0	101	0.0	0.9318000000000001	2.350075	2.617512	0.0	0.0	0.0	0.0	0.949466	0.0	0.0	7.931781999999999	0.0	1.376622	0.0	0.0	8.370884	5.41543	0.0	0.0	0.0	1.104419	0.563854	0.0	0.0	0.0	3.531279	0.0	0.0	0.0
