value	parameter	model
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
32	nMigration_Asia_China	mascot
43	nMigration_Asia_China	mascot
52	nMigration_Asia_China	mascot
55	nMigration_Asia_China	mascot
61	nMigration_Asia_China	mascot
59	nMigration_Asia_China	mascot
63	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
26	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
40	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
29	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
28	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
32	nMigration_Asia_China	mascot
30	nMigration_Asia_China	mascot
40	nMigration_Asia_China	mascot
38	nMigration_Asia_China	mascot
36	nMigration_Asia_China	mascot
40	nMigration_Asia_China	mascot
48	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
42	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
34	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
24	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
41	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
41	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
26	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
33	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
26	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
44	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
28	nMigration_Asia_China	mascot
24	nMigration_Asia_China	mascot
37	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
22	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
29	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
30	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
55	nMigration_Asia_China	mascot
45	nMigration_Asia_China	mascot
58	nMigration_Asia_China	mascot
52	nMigration_Asia_China	mascot
39	nMigration_Asia_China	mascot
41	nMigration_Asia_China	mascot
26	nMigration_Asia_China	mascot
24	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
20	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
21	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
34	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
16	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
29	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
37	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
13	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
18	nMigration_Asia_China	mascot
19	nMigration_Asia_China	mascot
15	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
12	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
7	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
4	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
9	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
1	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
25	nMigration_Asia_China	mascot
5	nMigration_Asia_China	mascot
31	nMigration_Asia_China	mascot
41	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
14	nMigration_Asia_China	mascot
33	nMigration_Asia_China	mascot
27	nMigration_Asia_China	mascot
23	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
6	nMigration_Asia_China	mascot
17	nMigration_Asia_China	mascot
8	nMigration_Asia_China	mascot
11	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
3	nMigration_Asia_China	mascot
2	nMigration_Asia_China	mascot
10	nMigration_Asia_China	mascot
0	nMigration_Asia_China	mascot
