traits	patch	samp.dates	short.names
2_26606_2010.778082	3	2010.778082	2_26606
1_3464_2001.517808	2	2001.517808	1_3464
1_12913_2007.079452	2	2007.079452	1_12913
1_6837_2003.441096	2	2003.441096	1_6837
0_14715_2015.726027	1	2015.726027	0_14715
1_2627_2001	2	2001	1_2627
1_24773_2010.936986	2	2010.936986	1_24773
2_14806_2005.427397	3	2005.427397	2_14806
2_10858_2003.405479	3	2003.405479	2_10858
1_358_1998.167123	2	1998.167123	1_358
2_10855_2003.413699	3	2003.413699	2_10855
2_9046_2002.693151	3	2002.693151	2_9046
2_11063_2003.594521	3	2003.594521	2_11063
1_6834_2003.50411	2	2003.50411	1_6834
2_10930_2003.424658	3	2003.424658	2_10930
1_6831_2003.386301	2	2003.386301	1_6831
1_27623_2012.04918	2	2012.04918	1_27623
1_6830_2003.40274	2	2003.40274	1_6830
2_10852_2003.372603	3	2003.372603	2_10852
2_10766_2003.389041	3	2003.389041	2_10766
1_6827_2003.40274	2	2003.40274	1_6827
1_32873_2015.616438	2	2015.616438	1_32873
1_22390_2010.186301	2	2010.186301	1_22390
2_13065_2004.557377	3	2004.557377	2_13065
2_24005_2009.635616	3	2009.635616	2_24005
0_7254_2011.643836	1	2011.643836	0_7254
1_4707_2002.249315	2	2002.249315	1_4707
1_15885_2008.489071	2	2008.489071	1_15885
1_6824_2003.419178	2	2003.419178	1_6824
1_33810_2016.590164	2	2016.590164	1_33810
1_2041_2000.603825	2	2000.603825	1_2041
2_20188_2008.174863	3	2008.174863	2_20188
1_7934_2003.961644	2	2003.961644	1_7934
2_18422_2007.186301	3	2007.186301	2_18422
2_9915_2003	3	2003	2_9915
2_22347_2008.882514	3	2008.882514	2_22347
0_18325_2018.328767	1	2018.328767	0_18325
1_6821_2003.391781	2	2003.391781	1_6821
1_6820_2003.394521	2	2003.394521	1_6820
1_8503_2004.308743	2	2004.308743	1_8503
1_11708_2006.194521	2	2006.194521	1_11708
2_10851_2003.372603	3	2003.372603	2_10851
2_22043_2008.754098	3	2008.754098	2_22043
1_32509_2015.29589	2	2015.29589	1_32509
1_21269_2009.947945	2	2009.947945	1_21269
2_10850_2003.408219	3	2003.408219	2_10850
2_16269_2006.024658	3	2006.024658	2_16269
2_23503_2009.457534	3	2009.457534	2_23503
2_10848_2003.416438	3	2003.416438	2_10848
2_10846_2003.4	3	2003.4	2_10846
2_8151_2002.30411	3	2002.30411	2_8151
2_4715_2000.352459	3	2000.352459	2_4715
2_27137_2011.117808	3	2011.117808	2_27137
1_22477_2010.334247	2	2010.334247	1_22477
1_10319_2005.320548	2	2005.320548	1_10319
1_24851_2011.027397	2	2011.027397	1_24851
2_10843_2003.361644	3	2003.361644	2_10843
2_14152_2005.10411	3	2005.10411	2_14152
2_11933_2003.843836	3	2003.843836	2_11933
1_6818_2003.386301	2	2003.386301	1_6818
1_1699_2000.289617	2	2000.289617	1_1699
1_12416_2006.70137	2	2006.70137	1_12416
1_6817_2003.531507	2	2003.531507	1_6817
1_26556_2011.60274	2	2011.60274	1_26556
2_10841_2003.383562	3	2003.383562	2_10841
2_10840_2003.358904	3	2003.358904	2_10840
1_22195_2010.150685	2	2010.150685	1_22195
2_10839_2003.386301	3	2003.386301	2_10839
2_20203_2008.101093	3	2008.101093	2_20203
0_11376_2013.947945	1	2013.947945	0_11376
2_3710_1999.70137	3	1999.70137	2_3710
1_19249_2009.421918	2	2009.421918	1_19249
1_32667_2015.457534	2	2015.457534	1_32667
1_6811_2003.367123	2	2003.367123	1_6811
2_13929_2004.991803	3	2004.991803	2_13929
1_6477_2003.246575	2	2003.246575	1_6477
1_5780_2002.882192	2	2002.882192	1_5780
2_6868_2001.745205	3	2001.745205	2_6868
1_28351_2012.26776	2	2012.26776	1_28351
1_6808_2003.416438	2	2003.416438	1_6808
1_6803_2003.358904	2	2003.358904	1_6803
2_20840_2008.327869	3	2008.327869	2_20840
1_20583_2009.824658	2	2009.824658	1_20583
0_11454_2013.972603	1	2013.972603	0_11454
2_10834_2003.446575	3	2003.446575	2_10834
2_24949_2009.972603	3	2009.972603	2_24949
1_6800_2003.484932	2	2003.484932	1_6800
1_8855_2004.579235	2	2004.579235	1_8855
1_28157_2012.218579	2	2012.218579	1_28157
2_7296_2001.994521	3	2001.994521	2_7296
2_19243_2007.690411	3	2007.690411	2_19243
1_30730_2013.610959	2	2013.610959	1_30730
2_4849_2000.461749	3	2000.461749	2_4849
2_27459_2011.339726	3	2011.339726	2_27459
1_6794_2003.408219	2	2003.408219	1_6794
1_26713_2011.649315	2	2011.649315	1_26713
0_2514_2004.762295	1	2004.762295	0_2514
2_10818_2003.410959	3	2003.410959	2_10818
1_22329_2010.246575	2	2010.246575	1_22329
2_11067_2003.463014	3	2003.463014	2_11067
0_10366_2013.408219	1	2013.408219	0_10366
1_19240_2009.50411	2	2009.50411	1_19240
0_6332_2011.30411	1	2011.30411	0_6332
2_13252_2004.688525	3	2004.688525	2_13252
1_6790_2003.460274	2	2003.460274	1_6790
1_11131_2005.841096	2	2005.841096	1_11131
1_35215_2018.161644	2	2018.161644	1_35215
0_14072_2015.364384	1	2015.364384	0_14072
1_6786_2003.353425	2	2003.353425	1_6786
2_10812_2003.350685	3	2003.350685	2_10812
2_29071_2012.469945	3	2012.469945	2_29071
0_1081_1991.991781	1	1991.991781	0_1081
2_10811_2003.405479	3	2003.405479	2_10811
2_10810_2003.367123	3	2003.367123	2_10810
1_35856_2018.646575	2	2018.646575	1_35856
2_3831_1999.835616	3	1999.835616	2_3831
1_7772_2003.906849	2	2003.906849	1_7772
0_864_1991.630137	1	1991.630137	0_864
2_21521_2008.57377	3	2008.57377	2_21521
0_13875_2015.156164	1	2015.156164	0_13875
1_30105_2013.191781	2	2013.191781	1_30105
1_6778_2003.383562	2	2003.383562	1_6778
2_3525_1999.635616	3	1999.635616	2_3525
1_12137_2006.572603	2	2006.572603	1_12137
2_25554_2010.260274	3	2010.260274	2_25554
1_32700_2015.427397	2	2015.427397	1_32700
1_31499_2014.386301	2	2014.386301	1_31499
2_10801_2003.364384	3	2003.364384	2_10801
0_7626_2011.824658	1	2011.824658	0_7626
2_17315_2006.446575	3	2006.446575	2_17315
2_10800_2003.446575	3	2003.446575	2_10800
1_16986_2008.860656	2	2008.860656	1_16986
1_6775_2003.479452	2	2003.479452	1_6775
1_36190_2018.810959	2	2018.810959	1_36190
0_14935_2015.835616	1	2015.835616	0_14935
1_32020_2014.832877	2	2014.832877	1_32020
2_20323_2008.079235	3	2008.079235	2_20323
1_35681_2018.673973	2	2018.673973	1_35681
0_1945_2002.323288	1	2002.323288	0_1945
2_12736_2004.385246	3	2004.385246	2_12736
1_24675_2010.978082	2	2010.978082	1_24675
1_6772_2003.416438	2	2003.416438	1_6772
2_10798_2003.471233	3	2003.471233	2_10798
1_17159_2008.92623	2	2008.92623	1_17159
1_7958_2003.986301	2	2003.986301	1_7958
0_4524_2010.156164	1	2010.156164	0_4524
1_30297_2013.306849	2	2013.306849	1_30297
1_24983_2011.071233	2	2011.071233	1_24983
0_2476_2004.420765	1	2004.420765	0_2476
2_20973_2008.379781	3	2008.379781	2_20973
2_10796_2003.424658	3	2003.424658	2_10796
2_10794_2003.347945	3	2003.347945	2_10794
1_6769_2003.50137	2	2003.50137	1_6769
2_10785_2003.413699	3	2003.413699	2_10785
1_17074_2008.874317	2	2008.874317	1_17074
1_17968_2009.112329	2	2009.112329	1_17968
0_10970_2013.739726	1	2013.739726	0_10970
1_6764_2003.342466	2	2003.342466	1_6764
2_22199_2008.81694	3	2008.81694	2_22199
1_21278_2009.887671	2	2009.887671	1_21278
1_6762_2003.369863	2	2003.369863	1_6762
2_10777_2003.350685	3	2003.350685	2_10777
1_19057_2009.454795	2	2009.454795	1_19057
2_10775_2003.334247	3	2003.334247	2_10775
1_1164_1999.786301	2	1999.786301	1_1164
1_32733_2015.487671	2	2015.487671	1_32733
1_8902_2004.579235	2	2004.579235	1_8902
0_12464_2014.487671	1	2014.487671	0_12464
1_14411_2007.780822	2	2007.780822	1_14411
0_6739_2011.476712	1	2011.476712	0_6739
1_21362_2009.917808	2	2009.917808	1_21362
1_6755_2003.364384	2	2003.364384	1_6755
2_12398_2004.259563	3	2004.259563	2_12398
1_34732_2017.668493	2	2017.668493	1_34732
0_10601_2013.512329	1	2013.512329	0_10601
1_1581_2000.215847	2	2000.215847	1_1581
2_10770_2003.380822	3	2003.380822	2_10770
2_10768_2003.443836	3	2003.443836	2_10768
0_5563_2010.931507	1	2010.931507	0_5563
1_6753_2003.353425	2	2003.353425	1_6753
2_26083_2010.490411	3	2010.490411	2_26083
1_23320_2010.468493	2	2010.468493	1_23320
2_10763_2003.356164	3	2003.356164	2_10763
0_6751_2011.517808	1	2011.517808	0_6751
2_10759_2003.353425	3	2003.353425	2_10759
2_3449_1999.6	3	1999.6	2_3449
1_15530_2008.275956	2	2008.275956	1_15530
2_10757_2003.350685	3	2003.350685	2_10757
2_25929_2010.416438	3	2010.416438	2_25929
2_19034_2007.523288	3	2007.523288	2_19034
2_11321_2003.591781	3	2003.591781	2_11321
2_11102_2003.476712	3	2003.476712	2_11102
1_1976_2000.521858	2	2000.521858	1_1976
2_30289_2013.534247	3	2013.534247	2_30289
1_6748_2003.358904	2	2003.358904	1_6748
1_13266_2007.175342	2	2007.175342	1_13266
1_27501_2011.989041	2	2011.989041	1_27501
2_23737_2009.454795	3	2009.454795	2_23737
2_10751_2003.353425	3	2003.353425	2_10751
1_7946_2004.016393	2	2004.016393	1_7946
2_26972_2011.010959	3	2011.010959	2_26972
1_18976_2009.479452	2	2009.479452	1_18976
2_10748_2003.328767	3	2003.328767	2_10748
1_10279_2005.260274	2	2005.260274	1_10279
2_10747_2003.331507	3	2003.331507	2_10747
0_14980_2016.027322	1	2016.027322	0_14980
2_2065_1998.350685	3	1998.350685	2_2065
1_15950_2008.491803	2	2008.491803	1_15950
2_10745_2003.342466	3	2003.342466	2_10745
2_10744_2003.372603	3	2003.372603	2_10744
2_660_1996.10929	3	1996.10929	2_660
2_14698_2005.452055	3	2005.452055	2_14698
1_6740_2003.326027	2	2003.326027	1_6740
1_33119_2015.783562	2	2015.783562	1_33119
1_25344_2011.156164	2	2011.156164	1_25344
2_12022_2003.950685	3	2003.950685	2_12022
2_16409_2006.131507	3	2006.131507	2_16409
1_6739_2003.320548	2	2003.320548	1_6739
2_9152_2002.783562	3	2002.783562	2_9152
2_14341_2005.19726	3	2005.19726	2_14341
1_6735_2003.383562	2	2003.383562	1_6735
1_6734_2003.350685	2	2003.350685	1_6734
1_8327_2004.177596	2	2004.177596	1_8327
2_2520_1998.909589	3	1998.909589	2_2520
1_6733_2003.364384	2	2003.364384	1_6733
1_4535_2002.178082	2	2002.178082	1_4535
2_31064_2018.178082	3	2018.178082	2_31064
2_10736_2003.378082	3	2003.378082	2_10736
2_11673_2003.731507	3	2003.731507	2_11673
2_10734_2003.328767	3	2003.328767	2_10734
0_421_1990.772603	1	1990.772603	0_421
0_16518_2017.646575	1	2017.646575	0_16518
1_23048_2010.369863	2	2010.369863	1_23048
2_12347_2004.155738	3	2004.155738	2_12347
2_10733_2003.328767	3	2003.328767	2_10733
1_12070_2006.449315	2	2006.449315	1_12070
1_7569_2003.8	2	2003.8	1_7569
0_2525_2004.959016	1	2004.959016	0_2525
1_309_1997.884932	2	1997.884932	1_309
1_28972_2012.516393	2	2012.516393	1_28972
1_1885_2000.461749	2	2000.461749	1_1885
1_35886_2018.668493	2	2018.668493	1_35886
2_1857_1998.093151	3	1998.093151	2_1857
2_10726_2003.432877	3	2003.432877	2_10726
1_9003_2004.655738	2	2004.655738	1_9003
2_26764_2010.956164	3	2010.956164	2_26764
2_10724_2003.490411	3	2003.490411	2_10724
2_10723_2003.331507	3	2003.331507	2_10723
2_10721_2003.375342	3	2003.375342	2_10721
0_8351_2012.185792	1	2012.185792	0_8351
2_10719_2003.364384	3	2003.364384	2_10719
1_6728_2003.454795	2	2003.454795	1_6728
1_6727_2003.320548	2	2003.320548	1_6727
2_8074_2002.345205	3	2002.345205	2_8074
0_2243_2003.432877	1	2003.432877	0_2243
1_6483_2003.221918	2	2003.221918	1_6483
2_329_1995.131507	3	1995.131507	2_329
2_10716_2003.353425	3	2003.353425	2_10716
2_18864_2007.432877	3	2007.432877	2_18864
0_2242_2003.356164	1	2003.356164	0_2242
1_12022_2006.4	2	2006.4	1_12022
1_20779_2009.810959	2	2009.810959	1_20779
2_10713_2003.345205	3	2003.345205	2_10713
1_7918_2004.114754	2	2004.114754	1_7918
2_865_1996.592896	3	1996.592896	2_865
1_6715_2003.320548	2	2003.320548	1_6715
2_10708_2003.408219	3	2003.408219	2_10708
1_29306_2012.724044	2	2012.724044	1_29306
2_4400_2000.125683	3	2000.125683	2_4400
1_13284_2007.208219	2	2007.208219	1_13284
0_12723_2014.635616	1	2014.635616	0_12723
2_10706_2003.419178	3	2003.419178	2_10706
1_6713_2003.347945	2	2003.347945	1_6713
2_13889_2004.931694	3	2004.931694	2_13889
1_20660_2009.783562	2	2009.783562	1_20660
0_7924_2011.975342	1	2011.975342	0_7924
2_11926_2003.884932	3	2003.884932	2_11926
2_10702_2003.30411	3	2003.30411	2_10702
2_10701_2003.410959	3	2003.410959	2_10701
2_10200_2003.172603	3	2003.172603	2_10200
2_21885_2008.663934	3	2008.663934	2_21885
0_8494_2012.286885	1	2012.286885	0_8494
2_10698_2003.315068	3	2003.315068	2_10698
0_10723_2013.586301	1	2013.586301	0_10723
0_2040_2002.756164	1	2002.756164	0_2040
2_10695_2003.312329	3	2003.312329	2_10695
2_22368_2008.997268	3	2008.997268	2_22368
2_10694_2003.378082	3	2003.378082	2_10694
2_19611_2007.769863	3	2007.769863	2_19611
1_32384_2015.19726	2	2015.19726	1_32384
2_12252_2004.117486	3	2004.117486	2_12252
2_10692_2003.306849	3	2003.306849	2_10692
0_15468_2016.497268	1	2016.497268	0_15468
2_27694_2011.509589	3	2011.509589	2_27694
2_12845_2004.513661	3	2004.513661	2_12845
1_7304_2003.671233	2	2003.671233	1_7304
1_6711_2003.331507	2	2003.331507	1_6711
0_1607_1993.030137	1	1993.030137	0_1607
1_6710_2003.323288	2	2003.323288	1_6710
1_17687_2009.117808	2	2009.117808	1_17687
1_23885_2010.630137	2	2010.630137	1_23885
0_1006_1991.830137	1	1991.830137	0_1006
2_6333_2001.452055	3	2001.452055	2_6333
0_2239_2003.306849	1	2003.306849	0_2239
0_4244_2009.821918	1	2009.821918	0_4244
2_10691_2003.326027	3	2003.326027	2_10691
0_506_1991.057534	1	1991.057534	0_506
0_6813_2011.468493	1	2011.468493	0_6813
2_10687_2003.317808	3	2003.317808	2_10687
2_10686_2003.29863	3	2003.29863	2_10686
0_14610_2015.654795	1	2015.654795	0_14610
1_31544_2014.336986	2	2014.336986	1_31544
2_10683_2003.380822	3	2003.380822	2_10683
2_2585_1998.956164	3	1998.956164	2_2585
1_32958_2015.635616	2	2015.635616	1_32958
1_7260_2003.632877	2	2003.632877	1_7260
0_2249_2003.391781	1	2003.391781	0_2249
0_1254_1992.163934	1	1992.163934	0_1254
0_10421_2013.394521	1	2013.394521	0_10421
0_2238_2003.361644	1	2003.361644	0_2238
2_10679_2003.320548	3	2003.320548	2_10679
2_10678_2003.364384	3	2003.364384	2_10678
1_9740_2005.005479	2	2005.005479	1_9740
2_30972_2014.827397	3	2014.827397	2_30972
2_10677_2003.326027	3	2003.326027	2_10677
0_6431_2011.331507	1	2011.331507	0_6431
1_17304_2008.912568	2	2008.912568	1_17304
2_10676_2003.323288	3	2003.323288	2_10676
1_6693_2003.389041	2	2003.389041	1_6693
2_12210_2004.019126	3	2004.019126	2_12210
2_12191_2003.991781	3	2003.991781	2_12191
1_14643_2007.884932	2	2007.884932	1_14643
2_22491_2008.92623	3	2008.92623	2_22491
2_10675_2003.306849	3	2003.306849	2_10675
2_7878_2002.208219	3	2002.208219	2_7878
2_10670_2003.309589	3	2003.309589	2_10670
1_11461_2005.978082	2	2005.978082	1_11461
0_8831_2012.439891	1	2012.439891	0_8831
1_7103_2003.542466	2	2003.542466	1_7103
0_2704_2006.065753	1	2006.065753	0_2704
2_18424_2007.134247	3	2007.134247	2_18424
2_10668_2003.29589	3	2003.29589	2_10668
0_2285_2003.572603	1	2003.572603	0_2285
1_16006_2008.587432	2	2008.587432	1_16006
2_10666_2003.339726	3	2003.339726	2_10666
1_16477_2008.63388	2	2008.63388	1_16477
1_6682_2003.317808	2	2003.317808	1_6682
0_978_1991.835616	1	1991.835616	0_978
1_6680_2003.312329	2	2003.312329	1_6680
1_6679_2003.323288	2	2003.323288	1_6679
0_16751_2017.728767	1	2017.728767	0_16751
0_13207_2014.849315	1	2014.849315	0_13207
1_28686_2012.439891	2	2012.439891	1_28686
1_8542_2004.374317	2	2004.374317	1_8542
2_10664_2003.342466	3	2003.342466	2_10664
2_17391_2006.479452	3	2006.479452	2_17391
2_13615_2004.882514	3	2004.882514	2_13615
0_17519_2017.975342	1	2017.975342	0_17519
0_8231_2012.18306	1	2012.18306	0_8231
0_5165_2010.682192	1	2010.682192	0_5165
1_6671_2003.339726	2	2003.339726	1_6671
1_6670_2003.342466	2	2003.342466	1_6670
2_3082_1999.347945	3	1999.347945	2_3082
1_14112_2007.805479	2	2007.805479	1_14112
0_2235_2003.441096	1	2003.441096	0_2235
2_28255_2011.830137	3	2011.830137	2_28255
0_3574_2009.117808	1	2009.117808	0_3574
1_33065_2015.693151	2	2015.693151	1_33065
2_10657_2003.30137	3	2003.30137	2_10657
2_21468_2008.508197	3	2008.508197	2_21468
0_15429_2016.434426	1	2016.434426	0_15429
1_31742_2014.630137	2	2014.630137	1_31742
2_10656_2003.353425	3	2003.353425	2_10656
2_2191_1998.50137	3	1998.50137	2_2191
2_10647_2003.309589	3	2003.309589	2_10647
2_19253_2007.619178	3	2007.619178	2_19253
1_6667_2003.350685	2	2003.350685	1_6667
1_6666_2003.30137	2	2003.30137	1_6666
2_4956_2000.47541	3	2000.47541	2_4956
1_9806_2005.021918	2	2005.021918	1_9806
2_10643_2003.40274	3	2003.40274	2_10643
2_12718_2004.401639	3	2004.401639	2_12718
2_13060_2004.743169	3	2004.743169	2_13060
1_3338_2001.443836	2	2001.443836	1_3338
2_10634_2003.386301	3	2003.386301	2_10634
1_10895_2005.742466	2	2005.742466	1_10895
0_15033_2015.947945	1	2015.947945	0_15033
1_9082_2004.674863	2	2004.674863	1_9082
1_1318_1999.980822	2	1999.980822	1_1318
1_28313_2012.240437	2	2012.240437	1_28313
1_3969_2001.775342	2	2001.775342	1_3969
2_29460_2012.923497	3	2012.923497	2_29460
1_15611_2008.442623	2	2008.442623	1_15611
1_6661_2003.339726	2	2003.339726	1_6661
1_1566_2000.163934	2	2000.163934	1_1566
1_6660_2003.339726	2	2003.339726	1_6660
1_12083_2006.59726	2	2006.59726	1_12083
1_6658_2003.320548	2	2003.320548	1_6658
1_6657_2003.328767	2	2003.328767	1_6657
2_11550_2003.728767	3	2003.728767	2_11550
0_3730_2009.306849	1	2009.306849	0_3730
1_6652_2003.356164	2	2003.356164	1_6652
1_32791_2015.50137	2	2015.50137	1_32791
2_8739_2002.594521	3	2002.594521	2_8739
2_20926_2008.29235	3	2008.29235	2_20926
1_25056_2011.093151	2	2011.093151	1_25056
1_6651_2003.29863	2	2003.29863	1_6651
1_32630_2015.350685	2	2015.350685	1_32630
2_10632_2003.282192	3	2003.282192	2_10632
1_19649_2009.542466	2	2009.542466	1_19649
2_10630_2003.468493	3	2003.468493	2_10630
1_27190_2011.786301	2	2011.786301	1_27190
1_6647_2003.323288	2	2003.323288	1_6647
2_10623_2003.312329	3	2003.312329	2_10623
1_6645_2003.345205	2	2003.345205	1_6645
1_6644_2003.315068	2	2003.315068	1_6644
1_6453_2003.20274	2	2003.20274	1_6453
0_7070_2011.624658	1	2011.624658	0_7070
2_10620_2003.282192	3	2003.282192	2_10620
2_3783_1999.756164	3	1999.756164	2_3783
1_12981_2007.041096	2	2007.041096	1_12981
1_22609_2010.249315	2	2010.249315	1_22609
1_8817_2004.538251	2	2004.538251	1_8817
0_15191_2016.079235	1	2016.079235	0_15191
2_8489_2002.421918	3	2002.421918	2_8489
2_10614_2003.326027	3	2003.326027	2_10614
0_6225_2011.309589	1	2011.309589	0_6225
2_10611_2003.306849	3	2003.306849	2_10611
0_1341_1992.374317	1	1992.374317	0_1341
0_3408_2008.961749	1	2008.961749	0_3408
1_22060_2010.068493	2	2010.068493	1_22060
2_10892_2003.4	3	2003.4	2_10892
2_29093_2012.467213	3	2012.467213	2_29093
1_1045_1999.728767	2	1999.728767	1_1045
0_5063_2010.586301	1	2010.586301	0_5063
2_10610_2003.315068	3	2003.315068	2_10610
2_10608_2003.326027	3	2003.326027	2_10608
1_6639_2003.369863	2	2003.369863	1_6639
1_34355_2017.271233	2	2017.271233	1_34355
2_10605_2003.271233	3	2003.271233	2_10605
1_6134_2003.09589	2	2003.09589	1_6134
0_2259_2003.441096	1	2003.441096	0_2259
0_19090_2018.761644	1	2018.761644	0_19090
1_6637_2003.284932	2	2003.284932	1_6637
2_2497_1998.835616	3	1998.835616	2_2497
2_9085_2002.70411	3	2002.70411	2_9085
1_6630_2003.432877	2	2003.432877	1_6630
1_5002_2002.408219	2	2002.408219	1_5002
2_22053_2008.765027	3	2008.765027	2_22053
0_19388_2018.884932	1	2018.884932	0_19388
2_10604_2003.284932	3	2003.284932	2_10604
0_5423_2010.835616	1	2010.835616	0_5423
1_6627_2003.282192	2	2003.282192	1_6627
1_14276_2007.726027	2	2007.726027	1_14276
2_12509_2004.273224	3	2004.273224	2_12509
2_10596_2003.29589	3	2003.29589	2_10596
1_10587_2005.526027	2	2005.526027	1_10587
1_6619_2003.279452	2	2003.279452	1_6619
0_2228_2003.342466	1	2003.342466	0_2228
1_26627_2011.665753	2	2011.665753	1_26627
1_22711_2010.235616	2	2010.235616	1_22711
2_10591_2003.276712	3	2003.276712	2_10591
0_8704_2012.371585	1	2012.371585	0_8704
1_16895_2008.874317	2	2008.874317	1_16895
2_1295_1997.410959	3	1997.410959	2_1295
0_3846_2009.468493	1	2009.468493	0_3846
2_5963_2001.210959	3	2001.210959	2_5963
1_6611_2003.430137	2	2003.430137	1_6611
1_10757_2005.693151	2	2005.693151	1_10757
0_2227_2003.287671	1	2003.287671	0_2227
1_15765_2008.360656	2	2008.360656	1_15765
2_13092_2004.590164	3	2004.590164	2_13092
1_6607_2003.315068	2	2003.315068	1_6607
2_25908_2010.405479	3	2010.405479	2_25908
2_24221_2009.687671	3	2009.687671	2_24221
1_6602_2003.306849	2	2003.306849	1_6602
1_25752_2011.328767	2	2011.328767	1_25752
2_26732_2010.854795	3	2010.854795	2_26732
1_6600_2003.30411	2	2003.30411	1_6600
1_5747_2002.909589	2	2002.909589	1_5747
1_1405_2000.062842	2	2000.062842	1_1405
1_8530_2004.349727	2	2004.349727	1_8530
1_8330_2004.204918	2	2004.204918	1_8330
2_22487_2008.97541	3	2008.97541	2_22487
1_34136_2017.035616	2	2017.035616	1_34136
1_1034_1999.684932	2	1999.684932	1_1034
2_10582_2003.268493	3	2003.268493	2_10582
0_13794_2015.136986	1	2015.136986	0_13794
2_12276_2004.163934	3	2004.163934	2_12276
1_6221_2003.115068	2	2003.115068	1_6221
0_18271_2018.290411	1	2018.290411	0_18271
2_20501_2008.163934	3	2008.163934	2_20501
2_10581_2003.276712	3	2003.276712	2_10581
2_10580_2003.279452	3	2003.279452	2_10580
0_1859_2001.621918	1	2001.621918	0_1859
2_11805_2003.780822	3	2003.780822	2_11805
1_32250_2015.136986	2	2015.136986	1_32250
2_30003_2013.350685	3	2013.350685	2_30003
2_17613_2006.657534	3	2006.657534	2_17613
1_6598_2003.317808	2	2003.317808	1_6598
1_30259_2013.271233	2	2013.271233	1_30259
2_11148_2003.572603	3	2003.572603	2_11148
1_8781_2004.483607	2	2004.483607	1_8781
1_6595_2003.268493	2	2003.268493	1_6595
1_17536_2009.038356	2	2009.038356	1_17536
0_2223_2003.282192	1	2003.282192	0_2223
2_15163_2005.632877	3	2005.632877	2_15163
1_30611_2013.50411	2	2013.50411	1_30611
2_28722_2012.155738	3	2012.155738	2_28722
0_2222_2003.30411	1	2003.30411	0_2222
1_35151_2018.260274	2	2018.260274	1_35151
1_8252_2004.180328	2	2004.180328	1_8252
2_27797_2011.482192	3	2011.482192	2_27797
2_10577_2003.309589	3	2003.309589	2_10577
2_10575_2003.30137	3	2003.30137	2_10575
1_22182_2010.09863	2	2010.09863	1_22182
2_11291_2003.550685	3	2003.550685	2_11291
2_10574_2003.30411	3	2003.30411	2_10574
2_12263_2004.027322	3	2004.027322	2_12263
2_6834_2001.868493	3	2001.868493	2_6834
2_10570_2003.293151	3	2003.293151	2_10570
0_14498_2015.534247	1	2015.534247	0_14498
2_7753_2002.216438	3	2002.216438	2_7753
2_6051_2001.350685	3	2001.350685	2_6051
1_22469_2010.257534	2	2010.257534	1_22469
0_12292_2014.394521	1	2014.394521	0_12292
2_6192_2001.383562	3	2001.383562	2_6192
1_6589_2003.378082	2	2003.378082	1_6589
1_15621_2008.344262	2	2008.344262	1_15621
1_6588_2003.336986	2	2003.336986	1_6588
2_7962_2002.230137	3	2002.230137	2_7962
2_6366_2001.460274	3	2001.460274	2_6366
2_10565_2003.315068	3	2003.315068	2_10565
2_12564_2004.286885	3	2004.286885	2_12564
1_2045_2000.551913	2	2000.551913	1_2045
0_18892_2018.608219	1	2018.608219	0_18892
0_6910_2011.534247	1	2011.534247	0_6910
1_6586_2003.331507	2	2003.331507	1_6586
1_6585_2003.252055	2	2003.252055	1_6585
1_6584_2003.279452	2	2003.279452	1_6584
2_29518_2012.918033	3	2012.918033	2_29518
2_20620_2008.221311	3	2008.221311	2_20620
0_2219_2003.427397	1	2003.427397	0_2219
2_26358_2010.608219	3	2010.608219	2_26358
2_4997_2000.540984	3	2000.540984	2_4997
1_4290_2002.063014	2	2002.063014	1_4290
1_18778_2009.364384	2	2009.364384	1_18778
1_6578_2003.284932	2	2003.284932	1_6578
1_26369_2011.49863	2	2011.49863	1_26369
2_8879_2002.616438	3	2002.616438	2_8879
1_6272_2003.139726	2	2003.139726	1_6272
1_12535_2006.764384	2	2006.764384	1_12535
0_2218_2003.361644	1	2003.361644	0_2218
1_4270_2001.942466	2	2001.942466	1_4270
2_10556_2003.29863	3	2003.29863	2_10556
0_17003_2017.750685	1	2017.750685	0_17003
2_3185_1999.536986	3	1999.536986	2_3185
2_18812_2007.40274	3	2007.40274	2_18812
2_10552_2003.320548	3	2003.320548	2_10552
2_1578_1997.739726	3	1997.739726	2_1578
2_10551_2003.265753	3	2003.265753	2_10551
0_14330_2015.435616	1	2015.435616	0_14330
1_13050_2007.150685	2	2007.150685	1_13050
1_28991_2012.663934	2	2012.663934	1_28991
1_12713_2006.882192	2	2006.882192	1_12713
1_6575_2003.405479	2	2003.405479	1_6575
1_29712_2012.948087	2	2012.948087	1_29712
1_6574_2003.284932	2	2003.284932	1_6574
0_10350_2013.375342	1	2013.375342	0_10350
2_10021_2003.136986	3	2003.136986	2_10021
1_6573_2003.273973	2	2003.273973	1_6573
1_9507_2004.814208	2	2004.814208	1_9507
2_8658_2002.550685	3	2002.550685	2_8658
1_23365_2010.424658	2	2010.424658	1_23365
2_24304_2009.731507	3	2009.731507	2_24304
1_6571_2003.263014	2	2003.263014	1_6571
1_6570_2003.252055	2	2003.252055	1_6570
1_16947_2008.830601	2	2008.830601	1_16947
0_11437_2013.942466	1	2013.942466	0_11437
1_22658_2010.284932	2	2010.284932	1_22658
0_14425_2015.657534	1	2015.657534	0_14425
2_10547_2003.260274	3	2003.260274	2_10547
2_18810_2007.438356	3	2007.438356	2_18810
0_9094_2012.622951	1	2012.622951	0_9094
